Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Ezekiel KEMBOI,1643.1751906537377,10,2011,KEN,25-May-82
Brimin Kiprop KIPRUTO,1600.0956427717815,11,2011,KEN,31-Jul-85
Paul Kipsiele KOECH,1599.0991474338327,14,2011,KEN,10-Nov-81
Mahiedine MEKHISSI,1565.638349006248,6,2011,FRA,15-Mar-85
Bouabdellah TAHRI,1529.9555234775644,4,2011,FRA,20-Dec-78
Willy Rutto KOMEN,1526.4530307547998,1,2011,KEN,22-Dec-87
Benjamin KIPLAGAT,1524.322729087443,11,2011,UGA,4-Mar-89
Roba GARI,1520.769269053466,9,2011,ETH,12-Apr-82
Jacob ARAPTANY,1516.420388190778,2,2011,UGA,11-Feb-92
Richard Kipkemboi MATEELONG,1508.3777645932212,10,2011,KEN,14-Oct-83
Ivan LUKYANOV,1507.8557251303873,4,2011,MDA,31-Jan-81
Hamid EZZINE,1507.5502754526037,2,2011,MAR,5-Oct-83
Brian OLINGER,1506.7307821062495,2,2011,USA,2-Jun-83
Linus Kipwambok CHUMBA,1506.5646516683664,5,2011,KEN,9-Feb-80
Jonathan Muia NDIKU,1503.7862650022043,4,2011,KEN,18-Sep-91
Hillary Kipsang YEGO,1503.5758682036383,5,2011,KEN,2-Apr-92
Víctor GARCÍA,1502.6082635377206,1,2011,ESP,13-Mar-85
Tarik Langat AKDAG,1501.8638677404374,8,2011,KEN,16-Jun-88
Nahom Mesfin TARIKU,1501.4806625719225,3,2011,ETH,3-Jun-89
Saif Saaeed SHAHEEN,1499.7459387823374,1,2010,QAT,15-Oct-82
Albert Kiptoo YATOR,1499.641675591285,1,2010,KEN,6-Sep-93
Mohamed-Khaled BELABBAS,1498.960144560067,2,2011,FRA,4-Jul-81
Jairus Kipchoge BIRECH,1498.1271904877335,2,2011,KEN,14-Dec-92
Anthony FAMIGLIETTI,1497.9600242568697,1,2010,USA,8-Nov-78
Michael KIPYEGO,1497.6311200157852,4,2010,KEN,2-Oct-83
Bisluke Kipkorir KIPLAGAT,1497.6301442541644,1,2010,KEN,8-Aug-88
Ruben RAMOLEFI,1497.2854074940742,9,2011,RSA,17-Jul-78
Stuart STOKES,1497.1378084764115,1,2010,GBR,5-Dec-76
Amor BEN YAHIA,1496.8558020073247,1,2011,TUN,1-Jul-85
Patrick Kipyegon TERER,1496.8482823606787,1,2010,KEN,6-Jul-89
Nouredine SMAIL,1496.7828235347158,1,2010,FRA,6-Feb-87
Ali Ahmed AL AMRI,1496.454275940183,2,2011,KSA,28-Dec-87
Wesley KIPROTICH,1496.1173992008498,1,2010,KEN,1-Aug-79
Gilbert KIRUI,1495.9228681224808,1,2011,KEN,22-Jan-94
Mário TEIXEIRA,1495.1607247384559,1,2010,POR,20-Sep-74
Luke GUNN,1494.6618941440274,3,2011,GBR,22-Mar-85
Nordine GEZZAR,1494.4075122476788,2,2011,FRA,17-Feb-80
Rabie MAKHLOUFI,1494.12481280974,1,2010,ALG,11-Nov-86
Irba LAKHAL,1494.1117264120057,1,2010,FRA,12-Dec-75
James WILKINSON,1494.0960114062163,1,2011,GBR,13-Jul-90
Bernard NGANGA,1494.0831611893973,1,2011,KEN,17-Jan-85
Antonio David JIMÉNEZ,1493.8868949506746,3,2011,ESP,18-Feb-77
Scott MACPHERSON,1493.7940693689097,1,2010,USA,27-Feb-87
Hubert POKROP,1493.5639532663197,1,2011,POL,2-Nov-85
Tareq Mubarak TAHER,1493.317958886787,3,2010,BRN,1-Dec-86
Yang LE,1492.5557594833558,1,2011,CHN,9-Apr-87
Mustafa MOHAMED,1491.9560801970401,2,2010,SWE,1-Mar-79
Elijah CHELIMO,1491.3009718396402,6,2011,KEN,20-Apr-87
Kyle ALCORN,1491.0093581070776,3,2011,USA,18-Mar-85
Simon AYEKO,1490.9920768431402,2,2011,UGA,10-May-87
Alexandre GENEST,1490.8994231647528,1,2011,CAN,30-Jun-86
Xiangqian LIN,1490.4609149948983,1,2011,CHN,27-Jan-87
Ángel MULLERA,1490.414691435822,2,2011,ESP,20-Apr-84
Mark DRAPER,1489.296293398093,1,2011,GBR,28-Jun-84
Tomas TAJADURA JUEZ,1488.691209669912,1,2011,ESP,25-Jun-85
Abraham CHIRCHIR,1487.8886479043101,3,2011,KEN,1-Aug-80
Andrey FARNOSOV,1487.5847514418224,2,2011,RUS,9-Jul-80
Abdelkader HACHLAF,1487.1087294325646,1,2011,MAR,3-Jul-79
Steffen ULICZKA,1487.083757630989,2,2011,GER,17-Jul-84
Abdelhakim ZILALI,1486.720040260201,2,2011,FRA,20-Jun-83
Silas Kosgei KITUM,1486.4653430832268,6,2011,KEN,25-May-90
Jukka KESKISALO,1485.8816391269218,2,2011,FIN,27-Mar-81
Abubaker Ali KAMAL,1485.4580235659091,2,2011,QAT,8-Nov-83
Tomasz SZYMKOWIAK,1485.4379123790463,5,2011,POL,5-Jul-83
Vincent ZOUAOUI DANDRIEUX,1484.5465507817569,5,2011,FRA,12-Oct-80
Krijn VAN KOOLWIJK,1482.7322721555397,3,2011,BEL,30-Aug-81
Daniel HULING,1478.055078753831,7,2011,USA,16-Jul-83
