Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Steven GARDINER,1575.531563987021,21,2019,BAH,12-Sep-95
Fred KERLEY,1540.375470580975,13,2019,USA,7-May-95
Michael NORMAN,1537.8929695366405,5,2019,USA,3-Dec-97
Wayde VAN NIEKERK,1534.7302509229949,20,2017,RSA,15-Jul-92
Kirani JAMES,1531.1198605317948,38,2019,GRN,1-Sep-92
Akeem BLOOMFIELD,1524.856064791663,7,2019,JAM,10-Nov-97
Anthony José ZAMBRANO,1523.0507265851616,3,2019,COL,17-Jan-98
Emmanuel Kipkurui KORIR,1522.8536714119818,3,2019,KEN,15-Jun-95
Pierce LEPAGE,1521.0021428571426,1,2019,CAN,22-Jan-96
Machel CEDENIO,1519.8929609825611,17,2019,TTO,6-Sep-95
Niklas KAUL,1519.8449999999998,1,2019,GER,11-Feb-98
Janek ÕIGLANE,1518.495,1,2019,EST,25-Apr-94
LaShawn MERRITT,1516.7364832658059,41,2017,USA,27-Jun-86
Isaac MAKWALA,1515.4370758413143,30,2018,BOT,24-Sep-85
Abdalelah HAROUN,1515.274784674381,17,2019,QAT,1-Jan-97
​Demish GAYE,1514.8959953697279,8,2019,JAM,20-Jan-93
Davide RE,1512.0722076445,7,2020,ITA,16-Mar-93
Kahmari MONTGOMERY,1510.3975586345218,4,2020,USA,16-Aug-97
Edoardo SCOTTI,1508.048059144461,1,2020,ITA,9-May-00
Tadeáš PLAČEK,1507.7785714285715,1,2020,CZE,22-Mar-03
Karsten WARHOLM,1507.0787262588565,2,2020,NOR,28-Feb-96
Kai KAZMIREK,1505.9325340726468,1,2019,GER,28-Jan-91
Jonathan SACOOR,1505.6454385206089,4,2019,BEL,1-Sep-99
Lindon VICTOR,1504.9779399180452,1,2019,GRN,23-Feb-93
Obi IGBOKWE,1504.907153573759,3,2019,USA,28-Jan-97
Jonathan JONES,1504.5707387731031,2,2019,BAR,6-Feb-99
Gil ROBERTS,1504.4593522390983,10,2018,USA,15-Mar-89
Julian Jrummi WALSH,1503.8427759216065,3,2019,JPN,18-Sep-96
Ilya SHKURENYOV,1503.832426932523,1,2019,ANA,11-Jan-91
Bralon TAPLIN,1503.583165789565,8,2016,GRN,8-May-92
Rai BENJAMIN,1503.294457884605,1,2019,USA,27-Jul-97
Matthew HUDSON-SMITH,1502.9319583541505,18,2019,GBR,26-Oct-94
Yousef KARAM,1502.8312663512456,3,2020,KUW,15-Jul-93
Predea MANOUNOU,1502.6632799999998,1,2016,FRA,2-Jul-97
Ali Khamis KHAMIS,1502.3630609652166,3,2016,BRN,30-Jun-95
David BIX,1502.1972348417212,1,2020,CZE,17-Apr-02
Abderrahman SAMBA,1502.168121234573,2,2019,QAT,5-Sep-95
Jamal WALTON,1501.7457178464006,2,2017,CAY,25-Nov-98
Lalonde GORDON,1501.738567192768,15,2017,TTO,25-Nov-88
David VERBURG,1501.159896834503,14,2016,USA,14-May-91
Paul DEDEWO,1501.1232651976754,6,2018,USA,5-Jun-91
Harrison WILLIAMS,1500.900528301051,1,2019,USA,7-Mar-96
Christopher MATENS SIDA,1500.5518694782832,1,2016,FRA,3-Jul-97
Johan DELASSE,1500.5462768373563,2,2015,FRA,14-Nov-84
Karol ZALEWSKI,1500.5198193912822,1,2020,POL,7-Aug-93
Jermaine GONZALES,1500.505876004812,16,2012,JAM,26-Nov-84
Angelo TAYLOR,1500.4814811231872,10,2012,USA,29-Dec-78
Jarrin SOLOMON,1500.3761636005484,3,2013,TTO,11-Jan-86
Matyáš FRANĚK,1500.3335290003893,1,2020,CZE,21-Mar-00
Bryshon NELLUM,1500.278889667718,4,2015,USA,1-May-89
Fitzroy DUNKLEY,1500.1791863421745,1,2016,JAM,20-Mar-93
Christopher BROWN,1500.1280386004207,32,2016,BAH,15-Oct-78
Gary KIKAYA,1500.1270948621122,2,2010,COD,4-Feb-78
Anderson FREITAS HENRIQUES,1500.066618558961,4,2014,BRA,3-Mar-92
Rondell BARTHOLOMEW,1500.0537116634139,7,2011,GRN,7-Apr-90
Demetrius PINDER,1500.0435222181961,7,2012,BAH,13-Feb-89
Ramon MILLER,1500.0365631880923,6,2013,BAH,17-Feb-87
Ricardo CHAMBERS,1500.03651742509,5,2011,JAM,7-Oct-84
Youssef Ahmed MASRAHI,1500.035438567771,22,2016,KSA,31-Dec-87
Andretti BAIN,1500.0328715019314,1,2010,BAH,1-Dec-85
LeJerald BETTERS,1500.023022816611,2,2010,USA,6-Feb-88
Brian MURPHY,1500.0170078475899,1,2012,IRL,16-Sep-82
Dane HYATT,1499.9932943318745,2,2012,JAM,22-Jan-84
Robert TOBIN,1499.9875685887291,1,2010,GBR,20-Dec-83
Taegeon PARK,1499.982116227167,1,2011,KOR,8-May-91
Oral THOMPSON,1499.9666801674348,1,2010,JAM,11-Dec-82
Georni JARAMILLO,1499.9652208649636,1,2019,VEN,6-Mar-89
Andrew STEELE,1499.964480448976,1,2012,GBR,19-Sep-84
Xiaosheng LIU,1499.9627769874671,1,2010,CHN,5-Jan-88
Arman Gino HALL,1499.9601245967867,2,2013,USA,12-Feb-94
Femi OGUNODE,1499.957250101359,3,2011,QAT,15-May-91
Claudio LICCIARDELLO,1499.9547867620208,1,2010,ITA,11-Jan-86
Leslie DJHONE,1499.9517855094407,2,2010,FRA,18-Mar-81
Cedric VAN BRANTEGHEM,1499.9493970409212,1,2010,BEL,13-Mar-79
Mathieu GNANLIGO,1499.9484573898599,1,2011,BEN,13-Dec-86
Bershawn JACKSON,1499.9434253426211,1,2011,USA,8-May-83
Marcell DEÁK NAGY,1499.9385562766693,1,2012,HUN,28-Jan-92
Sean WROE,1499.9368261153063,1,2011,AUS,18-Mar-85
Marco Francesco VISTALLI,1499.9349190183266,1,2011,ITA,3-Oct-87
Andrae WILLIAMS,1499.9340074646402,1,2010,BAH,12-Jul-83
Nicolau Ernesto PALANCA,1499.9331492927506,1,2011,ANG,15-Nov-88
David GREENE,1499.9328302916265,1,2010,GBR,11-Apr-86
Danny MCFARLANE,1499.931741824379,1,2010,JAM,14-Feb-72
Pako SERIBE,1499.9263448938714,1,2011,BOT,7-Apr-91
Greg NIXON,1499.9257320489646,8,2011,USA,12-Sep-81
Angel CHELALA,1499.9238418532454,2,2015,FRA,23-Aug-89
Josh SCOTT,1499.9234563958823,1,2011,USA,3-Sep-85
David GILLICK,1499.9232122382846,2,2010,IRL,9-Jul-83
Chris CLARKE,1499.9198836543137,1,2011,GBR,25-Jan-90
Jianxin CHEN,1499.919284010474,1,2011,CHN,10-Jul-87
Vladimir KRASNOV,1499.9080139400562,1,2013,RUS,19-Aug-90
Yoann DECIMUS,1499.8986054005122,1,2011,FRA,30-Nov-87
Ben OFFEREINS,1499.8983372198568,3,2010,AUS,12-Mar-86
William COLLAZO,1499.8979035578614,3,2011,CUB,31-Aug-86
Jordan BOASE,1499.8896141318103,1,2011,USA,10-Oct-85
Shijie DENG,1499.8890993677453,1,2011,CHN,2-Aug-89
Javere BELL,1499.8831128120862,2,2013,JAM,20-Sep-92
Pavel IVASHKO,1499.8799260144215,1,2015,RUS,16-Nov-94
Allodin FOTHERGILL,1499.879201738896,3,2012,JAM,2-Jul-87
Arnold SORINA,1499.878991452697,1,2011,VAN,6-Jan-88
Pavel TRENIKHIN,1499.876917007441,4,2012,RUS,24-Mar-86
Felix FRANCOIS,1499.8672702766767,1,2012,SWE,8-Nov-90
Tabarie HENRY,1499.865661220234,9,2012,ISV,1-Dec-87
David NEVILLE,1499.8639894935,8,2011,USA,1-Jun-84
Nery BRENES,1499.8625988015783,14,2016,CRC,25-Sep-85
Daundre BARNABY,1499.8597557195667,1,2012,CAN,9-Dec-90
Ahmed Mohamed AL MERJABI,1499.850898503977,1,2011,OMA,9-Sep-90
Jamaal TORRANCE,1499.849438243497,6,2011,USA,20-Jul-83
Camara KERFALA,1499.8398936192602,1,2011,GUI,7-May-88
Diego MILLA,1499.826636466059,1,2016,FRA,8-Jan-97
Janis LEITIS,1499.8216262104452,1,2012,LAT,13-Apr-89
Thomas SCHNEIDER,1499.8188146661857,1,2012,GER,7-Nov-88
Kristijan ERFEMOV,1499.8184598201115,1,2012,MKD,31-Aug-90
Elias AMADO,1499.8133356914782,1,2012,SWE,1986
Yoandys LESCAY,1499.8109030217115,3,2017,CUB,5-Jan-94
Marc MACEDOT,1499.8074562977854,1,2013,FRA,15-Sep-88
Bereket DESTA,1499.8017113731894,1,2012,ETH,23-May-90
Omar JOHNSON,1499.8000494235603,2,2013,JAM,25-Nov-88
Nicholas MAITLAND,1499.793214538534,1,2013,JAM,27-Nov-89
Sergey ZAYKOV,1499.7910545158456,1,2012,KAZ,23-Sep-87
Nelson STONE,1499.7662225985305,2,2012,PNG,2-Jun-84
Kevin MOORE,1499.7568957892518,1,2013,MLT,29-Jul-90
Jose MELENDEZ,1499.7495469740097,2,2013,VEN,19-May-93
Huadong ZHANG,1499.7371444280739,1,2013,CHN,1-Feb-93
Jeremy WARINER,1499.73011290267,14,2015,USA,31-Jan-84
LaToy WILLIAMS,1499.7274394072006,1,2013,BAH,28-May-88
Ludvy VAILLANT,1499.7271345102772,2,2020,FRA,15-Mar-95
Robin VANDERBEMDEN,1499.7223723624468,1,2015,BEL,10-Feb-94
Calvin SMITH,1499.7156865339157,7,2013,USA,10-Dec-87
Richard STRACHAN,1499.7124699510086,1,2013,GBR,18-Nov-86
Zaw Win THET,1499.712078042095,1,2012,MYA,1-Mar-91
Sajjad HASHEMI,1499.7030051940947,1,2012,IRI,22-Aug-91
Yannick FONSAT,1499.6965027050219,1,2013,FRA,16-Jun-88
Dimitri GAEL,1499.6895528491973,1,2015,FRA,8-Oct-85
Michael BINGHAM,1499.6842265484447,10,2013,GBR,13-Apr-86
Abdoulaye TOURE,1499.6789303006003,1,2013,FRA,21-Aug-88
