Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Usain BOLT,1673.3336336019308,15,2012,JAM,21-Aug-86
Yohan BLAKE,1648.9895969898266,18,2012,JAM,26-Dec-89
Justin GATLIN,1581.0431970266127,10,2012,USA,10-Feb-82
Tyson GAY,1579.8911156493864,11,2012,USA,9-Aug-82
Asafa POWELL,1577.2864042928322,21,2012,JAM,23-Nov-82
Nesta CARTER,1558.6926364689598,24,2012,JAM,11-Oct-85
Ryan BAILEY,1553.4230984146986,12,2012,USA,13-Apr-89
Steve MULLINGS,1526.9911581319348,2,2011,JAM,29-Nov-82
Adam GEMILI,1525.2659998251556,3,2012,GBR,6-Oct-93
Churandy MARTINA,1523.4916427493442,14,2012,AHO,3-Jul-84
Christophe LEMAITRE,1520.833304599645,11,2012,FRA,11-Jun-90
Keston BLEDMAN,1520.5601988607466,12,2012,TTO,8-Mar-88
Walter DIX,1519.2567702448011,7,2012,USA,31-Jan-86
Dwain CHAMBERS,1517.460218358458,4,2012,GBR,5-Apr-78
Derrick ATKINS,1516.134353113397,2,2012,BAH,5-Jan-84
Richard THOMPSON,1515.2909181760128,25,2012,TTO,7-Jun-85
Daniel BAILEY,1511.50020262417,13,2012,ANT,9-Sep-86
Michael FRATER,1510.2587042908312,20,2012,JAM,6-Oct-82
Michael RODGERS,1507.365920567945,16,2012,USA,24-Apr-85
Kim COLLINS,1506.9359650942824,12,2012,SKN,5-Apr-76
Nickel ASHMEADE,1506.459979119505,4,2012,JAM,7-Apr-90
Harry AIKINES-ARYEETEY,1504.4379766263773,6,2011,GBR,29-Aug-88
Lerone CLARKE,1504.3941670378122,10,2012,JAM,7-Jul-81
Ben Youssef MEITÉ,1503.9893897609165,3,2012,CIV,11-Nov-86
Reza GHASEMI,1502.087146531776,1,2012,IRI,24-Jul-87
Kemar BAILEY-COLE,1501.5620787884675,2,2012,JAM,10-Jan-92
Amr Ibrahim Mostafa SEOUD,1501.3169890214479,1,2012,EGY,10-Jun-86
Ngonidzashe MAKUSHA,1501.215786838607,2,2011,ZIM,11-Mar-87
Justyn WARNER,1500.5015084619831,5,2012,CAN,28-Jun-87
Wallace SPEARMON,1499.7858517485543,2,2010,USA,24-Dec-84
Dariusz KUĆ,1498.9519965554634,3,2012,POL,24-Apr-86
Remaldo ROSE,1498.8903142688732,1,2011,JAM,18-Nov-87
James DASAOLU,1498.8611127295894,2,2012,GBR,5-Sep-87
Warren FRASER,1498.758823017759,1,2012,BAH,8-Jul-91
Jason SMYTH,1498.3644897044041,1,2011,IRL,4-Jul-87
Ryota YAMAGATA,1498.21106839507,2,2012,JPN,10-Jun-92
Nick SMITH,1498.1957528463454,1,2010,GBR,6-Dec-82
Carlos Rafael JORGE,1498.1919944859883,1,2011,DOM,24-Sep-86
Omar Jouma Bilal AL SALFA,1498.0836646133325,1,2010,UAE,15-Oct-89
Shawn CRAWFORD,1498.0804730516752,1,2010,USA,14-Jan-78
Brian DZINGAI,1497.9455406529269,1,2010,ZIM,29-Apr-81
Leroy DIXON,1497.8601987960028,2,2010,USA,20-Jun-83
Dexter LEE,1497.4301832083383,1,2010,JAM,18-Jan-91
Brendan CHRISTIAN,1497.2434743767901,1,2010,ANT,11-Dec-83
Reto Amaru SCHENKEL,1497.1013158807273,2,2011,SUI,28-Apr-88
Antoine ADAMS,1496.7729785510346,2,2012,SKN,31-Aug-88
Roberto DONATI,1496.7599999999998,1,2010,ITA,15-Mar-83
Kimmari ROACH,1496.6897081050902,1,2012,JAM,17-Apr-89
James ELLINGTON,1496.5652381142559,1,2011,GBR,6-Sep-85
Simone COLLIO,1496.206909720685,2,2010,ITA,27-Dec-79
Aaron ARMSTRONG,1496.1140436872613,2,2011,TTO,14-Oct-77
Yahya Hassan HABEEB,1495.9834896598552,1,2010,KSA,2-Apr-86
Tony DARKWAH,1495.9597834768858,1,2010,SWE,15-Jun-86
Jimmy VICAUT,1495.9340855441715,9,2012,FRA,27-Feb-92
Tyron AKINS,1495.8918696396117,1,2010,USA,6-Jan-86
Junior EJEHU,1495.865314590062,1,2010,GBR,1-Feb-91
Francis OBIKWELU,1495.8117436067619,1,2011,POR,22-Nov-78
Philip Bjørnå BERNTSEN,1495.7921175957067,1,2010,NOR,13-Dec-89
Alexander NORDKVIST,1495.7750629510642,1,2010,SWE,15-Jun-90
J-Mee SAMUELS,1495.5484851785222,3,2011,USA,20-May-87
Felix GÖLTL,1495.5309634575215,1,2011,GER,23-Mar-90
Ryan MOSELEY,1495.4801770824683,2,2010,AUT,8-Oct-82
Yi LAO,1495.3713646430756,1,2011,CHN,11-Oct-85
Ronalds ARAJS,1495.2135470282983,1,2011,LAT,29-Nov-87
Ronald POGNON,1495.0427689299,2,2010,FRA,16-Nov-82
Joseph Obinna METU,1494.5838314464352,1,2012,NGR,12-Jul-88
Gabriel MVUMVURE,1494.5784846798374,1,2011,ZIM,23-Feb-88
Alvaro GOMEZ,1494.54193395229,1,2011,COL,21-Feb-89
Rondel SORRILLO,1494.323877508938,2,2012,TTO,21-Jan-86
Trell KIMMONS,1493.7451869189258,23,2012,USA,13-Jul-85
Pascal MANCINI,1493.5816208471947,1,2011,SUI,18-Apr-89
Shinji TAKAHIRA,1493.4313582990148,1,2011,JPN,18-Jul-84
Rytis SAKALAUSKAS,1493.3709887214552,2,2012,LTU,27-Jun-87
Aziz ZAKARI,1493.2180126867945,1,2011,GHA,2-Sep-76
Jason ROGERS,1493.1388309487393,1,2012,SKN,31-Aug-91
Tremayne GILLING,1493.0605027135439,2,2010,GBR,27-Jul-90
Abdourahim HAROUN,1493.0189044926951,1,2011,CHA,12-Apr-92
Mario FORSYTHE,1492.9902904454357,9,2012,JAM,30-Oct-85
Rikki FIFTON,1492.8943997703968,1,2011,GBR,17-Jun-85
Andrew HINDS,1492.8255035130219,3,2011,BAR,25-Apr-84
Chi Ho TSUI,1492.6340594827238,1,2011,HKG,17-Feb-90
Ivory WILLIAMS,1492.6146651064842,2,2011,USA,2-May-85
Geronimo GOELOE,1492.4257312243294,1,2011,ARU,18-Nov-81
Keiron ROGERS,1492.310734412052,1,2011,AIA,8-Sep-88
Peter EMELIEZE,1492.2891705284187,2,2012,NGR,19-Apr-88
Aziz OUHADI,1492.2190056836494,3,2011,MAR,24-Jul-84
Rae Monzavous EDWARDS,1492.1181581535639,6,2011,USA,7-May-81
Ainsley WAUGH,1491.9639042960184,2,2012,JAM,17-Sep-81
Nilson Andre DE OLIVEIRA,1491.9017744878129,2,2012,BRA,30-Jan-86
Christian MALCOLM,1491.4710345663934,2,2011,GBR,3-Jun-79
Jeremy BASCOM,1491.2437634272292,1,2012,GUY,15-Oct-83
Miguel LOPEZ,1491.1850932994112,1,2012,PUR,9-Apr-90
Jaysuma SAIDY NDURE,1490.9295797707614,16,2012,NOR,1-Jul-84
Ángel David RODRÍGUEZ,1490.9217181332715,3,2012,ESP,25-Apr-80
Gerald PHIRI,1490.8321763493318,7,2012,ZAM,6-Oct-88
Kenroy ANDERSON,1490.369084528722,1,2012,JAM,27-Jun-87
Masashi ERIGUCHI,1490.319826514023,1,2012,JPN,17-Dec-88
Moudjib TOYB,1490.0959816464247,1,2011,COM,14-Oct-88
Calesio NEWMAN,1489.8877285679664,1,2012,USA,20-Aug-86
Nil DE OLIVEIRA,1489.8691044530942,1,2012,SWE,3-Sep-86
Tilak Ram THARU,1489.6775183403,1,2011,NEP,10-Apr-93
Craig PICKERING,1489.6447686869662,3,2011,GBR,16-Oct-86
Ramon GITTENS,1489.635239349847,2,2012,BAR,20-Jul-87
Fabio CERUTTI,1489.5572848990034,1,2012,ITA,26-Sep-85
Ramone MCKENZIE,1489.442315074973,1,2012,JAM,15-Nov-90
Mohd FADLIN,1489.3481013765281,1,2011,INA,28-Oct-89
Dmitriy ILYIN,1489.2495326802905,1,2011,KGZ,24-May-89
Andrew ROBERTSON,1489.0938144685235,1,2012,GBR,17-Dec-90
Darvis PATTON,1488.6045998432278,6,2012,USA,4-Dec-77
Simeon WILLIAMSON,1488.407427378987,1,2012,GBR,16-Jan-86
Simon MAGAKWE,1487.520075109837,3,2012,RSA,14-May-86
Martial MBANDJOCK,1487.486278392593,6,2011,FRA,14-Oct-85
Emmanuel CALLENDER,1487.1458697741032,2,2012,TTO,10-May-84
Béranger BOSSÉ,1486.9979995482267,1,2012,CAF,9-Mar-85
Barakat AL HARTHI,1486.726146292041,1,2012,OMA,15-Jun-88
Bingtian SU,1486.7114387612642,3,2012,CHN,29-Aug-89
Kemar HYMAN,1486.6691187138922,3,2012,CAY,11-Oct-89
Paul Kim WILLIAMS,1486.6619320995037,1,2012,USA,5-Apr-86
Peimeng ZHANG,1486.5170884463632,2,2012,CHN,13-Mar-87
Travis PADGETT,1486.3718895692723,8,2012,USA,13-Dec-86
Isidro MONTOYA,1485.9406879481344,1,2012,COL,3-Nov-90
Suwaibou SANNEH,1485.9008417593896,3,2012,GAM,10-Mar-90
Marlon DEVONISH,1485.1859948111612,10,2012,GBR,1-Jun-76
Jak Ali HARVEY,1483.9276849976845,3,2012,JAM,4-May-89
Ogho-Oghene EGWERO,1483.608742572953,2,2012,NGR,26-Nov-88
Marek NIIT,1483.3369561584495,2,2012,EST,9-Aug-87
Holder Ocante DA SILVA,1481.6980059720652,1,2012,GBS,22-Jan-88
Jurgen THEMEN,1481.4071866278543,2,2012,SUR,26-Oct-85
Fernando LUMAIN,1481.2002447408881,1,2012,INA,18-Oct-89
Ahmed AZNEEM,1481.0718602293136,1,2012,MDV,1989
Artur Bruno ROJAS DA SILVA,1480.7905488381875,1,2012,BOL,27-May-93
Gerard KOBEANE,1480.4621761883031,2,2012,BUR,24-Apr-88
Fabrice COIFFIC,1480.3806279448208,1,2012,MRI,25-Aug-84
Mark LEWIS-FRANCIS,1479.4170794270624,7,2012,GBR,4-Sep-82
Devilert Arsene KIMBEMBE,1471.7686623116751,2,2012,CGO,14-Sep-84
Ee Foo YEO GARY,1471.2922719279727,2,2012,SGP,30-Aug-86
