Athlete,Rating,Number Of Races
Vivian Jepkemoi CHERUIYOT,1561.6158099329327,1
Gelete BURKA,1526.5616847758097,1
Emily INFELD,1514.8094437969658,1
Molly HUDDLE,1508.8214417850174,1
Sally KIPYEGO,1505.151630214148,1
Shalane FLANAGAN,1502.6471200368296,1
Alemitu HAROYE,1500.8098416401722,1
Betsy SAINA,1499.3883459008857,1
Belaynesh OLJIRA,1498.241334997873,1
Susan KRUMINS,1497.2827785249108,1
Jip VASTENBURG,1496.456784897574,1
Sara MOREIRA,1495.72490514431,1
Kasumi NISHIHARA,1495.059172203639,1
Brenda FLORES,1494.437976756601,1
Kate AVERY,1493.8433920567477,1
Trihas GEBRE,1493.2591998551575,1
Juliet CHEKWEL,1492.6691236694287,1
Lanni MARCHANT,1492.0547998392494,1
Dulce FÉLIX,1491.3927853492391,1
Yuka TAKASHIMA,1490.64912542181,1
Almenesh BELETE,1489.7675570373603,1
Rei OHARA,1488.6383472951572,1
Natasha WODAK,1486.98918944157,1
Nazret WELDU,1483.7282094266102,1
