Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Phara ANACHARSIS,1488.4607818636318,5,2016,FRA,17-Dec-83
Lea SPRUNGER,1488.4559525882664,8,2016,SUI,5-Mar-90
Drita ISLAMI,1487.9237952403528,1,2016,MKD,1-Aug-96
Ayomide FOLORUNSO,1487.5920876053674,4,2016,ITA,17-Oct-96
Amalie IUEL,1487.2619986688544,2,2016,NOR,17-Apr-94
Elise MALMBERG,1487.019868875314,3,2015,SWE,13-Jul-95
Inge DROST,1486.4223915801645,2,2016,NED,15-Jan-96
Sharolyn Shantell SCOTT,1486.1730653069221,3,2016,CRC,27-Oct-83
Viktoriya TKACHUK,1485.7637553282134,3,2016,UKR,8-Nov-94
Hanna TITIMETS,1484.897684639795,11,2016,UKR,5-Mar-89
Emilia ANKIEWICZ,1484.5273496140235,3,2016,POL,22-Nov-90
Chanice TAYLOR-CHASE,1482.9622360724302,1,2016,CAN,6-Aug-93
Aleksandra ROMANOVA,1482.8859174637437,1,2016,KAZ,26-Dec-90
Yadisleidis PEDROSO,1482.837125516724,10,2016,ITA,28-Jan-87
Thi Huyen NGUYEN,1482.0527008748427,2,2016,VIE,19-May-93
Lilit HARUTYUNYAN,1481.7176126000536,1,2016,ARM,4-Apr-93
Maureen Jelagat MAIYO,1481.1389825014594,2,2016,KEN,28-May-85
Natalya ASANOVA,1480.9812201577233,2,2016,UZB,29-Nov-89
Tiffany WILLIAMS,1478.5049799862254,14,2016,USA,5-Feb-83
Ghofrane MOHAMMAD,1474.0635919623319,2,2016,SYR,6-Jun-89
Hayat LAMBARKI,1472.9423848940214,7,2016,MAR,18-May-88
Axelle DAUWENS,1470.4869048825512,8,2016,BEL,1-Dec-90
