Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Dalilah MUHAMMAD,1607.2315691426093,17,2016,USA,7-Feb-90
Zuzana HEJNOVÁ,1586.2832003261542,44,2016,CZE,19-Dec-86
Sara Slott PETERSEN,1574.3695061026474,19,2016,DEN,9-Apr-87
Cassandra TATE,1568.7824341138523,20,2016,USA,11-Sep-90
Janieve RUSSELL,1553.5321186380233,12,2016,JAM,14-Nov-93
Eilidh DOYLE,1543.3997220446895,39,2016,GBR,20-Feb-87
Kaliese SPENCER,1537.2969241371195,50,2016,JAM,6-May-87
Shamier LITTLE,1535.3775820919868,7,2016,USA,20-Mar-95
Ashley SPENCER,1525.6707926019435,5,2016,USA,8-Jun-93
Ristananna TRACEY,1520.5502397990922,15,2016,JAM,9-May-92
Petra FONTANIVE,1520.1092855398686,7,2016,SUI,10-Oct-88
Leah NUGENT,1519.3871798601454,3,2016,JAM,23-Nov-92
Perri SHAKES-DRAYTON,1513.8159418965797,22,2013,GBR,21-Dec-88
Georganne MOLINE,1512.6963576246785,22,2016,USA,6-Mar-90
Sage WATSON,1512.280897386493,4,2016,CAN,20-Jun-94
Grace CLAXTON,1508.6605726968646,2,2016,PUR,19-Aug-93
Melaine WALKER,1505.8390914679967,17,2012,JAM,1-Mar-83
Robine SCHÜRMANN,1505.4641601987187,3,2016,SUI,31-Jan-89
Wenda NEL,1503.9789190103202,21,2016,RSA,30-Jul-88
Stina TROEST,1503.7235383180937,4,2016,DEN,17-Jan-94
T'erea BROWN,1502.3972985763053,10,2013,USA,24-Oct-89
Anna RYZHYKOVA,1501.4012588299424,18,2015,UKR,24-Nov-89
Tia-Adana BELLE,1501.25896794176,1,2016,BAR,15-Jun-96
Sydney MCLAUGHLIN,1501.0079705305757,2,2016,USA,7-Aug-99
Anastasiya RABCHENYUK,1501.006519472839,5,2011,UKR,14-Sep-83
Yasmin GIGER,1500.877507410904,1,2016,SUI,6-Nov-99
Kemi ADEKOYA,1500.6472996489179,10,2016,BRN,16-Jan-93
Yelena CHURAKOVA,1500.0868928246496,6,2012,RUS,16-Dec-86
Elodie OUÉDRAOGO,1499.9151264787738,6,2012,BEL,27-Feb-81
Nagihan KARADERE,1499.791672666327,1,2011,TUR,1-Jan-84
Anastasiya OTT,1499.7717758043023,1,2013,RUS,7-Sep-88
Vanya STAMBOLOVA,1499.6775470126504,6,2013,BUL,28-Nov-83
Xiaoxiao HUANG,1499.6604275648783,1,2012,CHN,3-Mar-83
Fawn DORR,1499.6430505207327,1,2010,USA,19-Apr-87
Angela MOROŞANU,1499.5977575799484,8,2013,ROU,26-Jul-86
Qi YANG,1499.5487266479026,1,2011,CHN,13-Apr-91
Jennifer ROCKWELL-GROSSARTH,1499.5228012011419,1,2013,ITA,18-May-83
Ebony COLLINS,1499.491742340927,1,2010,USA,11-Mar-89
Birsen ENGIN,1499.456491700098,1,2011,TUR,18-Oct-80
Queen HARRISON,1499.3815569500114,9,2012,USA,10-Sep-88
Joanna LINKIEWICZ,1499.2886276167683,6,2016,POL,2-May-90
Vilde SVORTEVIK,1499.278872142303,1,2014,NOR,18-May-94
Yevgeniya ISAKOVA,1499.2665529283581,2,2010,RUS,27-Nov-78
Irina KOLESNICHENKO,1499.1861072298911,7,2013,RUS,27-May-88
Hanitrasoa Olga RAZANAMALALA,1499.1031294455825,1,2011,MAD,8-Sep-88
Lucy María JARAMILLO,1499.0536380245749,1,2012,ECU,23-Feb-83
Sheena JOHNSON-TOSTA,1498.9882529480938,6,2011,USA,1-Oct-82
Natalya ANTYUKH,1498.9238249289392,23,2014,RUS,26-Jun-81
Bimbo Miel AYEDOU,1498.8955247020724,1,2011,BEN,17-Aug-91
Fatima Sulaiman DAHMAN,1498.819439211184,1,2011,YEM,10-Nov-92
Sarah-Lynn WELLS,1498.812776339847,2,2012,CAN,10-Nov-89
Kyeong-mi SON,1498.7980782683032,1,2011,KOR,9-Feb-90
Jessica AGUILERA,1498.7615203942214,1,2011,NCA,26-Jun-85
Nickiesha WILSON,1498.7285702996096,13,2013,JAM,28-Jul-86
Nicole LEACH,1498.6889130532509,5,2012,USA,18-Jul-87
Tatyana AZAROVA,1498.6264070201914,1,2012,KAZ,2-Dec-85
Stephenie Ann MCPHERSON,1498.6199741545556,1,2012,JAM,25-Nov-88
Raasin MCINTOSH,1498.534477953645,2,2012,USA,29-Apr-82
Jana REISSOVÁ,1498.5274659975012,1,2014,CZE,1-Jan-96
Danielle DOWIE,1498.3462054700487,1,2013,JAM,5-May-92
Jailma SALES DE LIMA,1498.3145925525982,2,2012,BRA,31-Dec-86
Dominique DARDEN,1498.26584127823,4,2010,USA,9-Dec-83
Annerie MOOLMAN,1498.2220246418478,1,2013,RSA,9-Aug-90
Manuela GENTILI,1498.0538967724729,3,2012,ITA,7-Feb-78
Josanne LUCAS,1498.0082906409525,5,2011,TTO,14-May-84
Tereza VOKÁLOVÁ,1497.9149706227745,1,2016,CZE,16-Jun-98
Princesa María OLIVEROS,1497.901867803987,1,2012,COL,10-Aug-75
Christine SALTERBERG,1497.8808198587485,1,2014,GER,9-Jun-94
Christine SPENCE,1497.8606479834227,3,2013,USA,25-Nov-81
Anna JESIEŃ,1497.8575703552774,6,2012,POL,10-Dec-78
Noraseela MOHD KHALID,1497.7959476044898,1,2012,MAS,27-Sep-79
Bianca BAAK,1497.7688128975187,2,2015,NED,25-Jan-92
Ugonna NDU,1497.6070103222737,1,2013,NGR,27-Jun-91
Jasmine HYDER,1497.5758699647972,4,2012,USA,25-Aug-88
Noelle MONTCALM,1497.5301770517262,3,2016,CAN,3-Apr-88
Christine Sonali MERRILL,1497.340429940103,2,2012,SRI,20-Aug-87
Meghan BEESLEY,1497.2798543995375,9,2016,GBR,15-Nov-89
Stine TOMB,1497.2372842308291,2,2013,NOR,27-Jun-86
Kim Carina SCHMIDT,1497.1715354944845,1,2014,GER,21-Jan-92
Ajoke ODUMOSU,1496.7586778341247,17,2013,NGR,27-Oct-87
Nikolina HORVAT,1496.6686946151,3,2012,CRO,18-Sep-86
Janeil BELLILLE,1496.5476883121132,3,2016,TTO,18-Jun-89
Luisa VALESKE,1496.355098645201,1,2015,GER,9-Jan-94
Vera RUDAKOVA,1496.312288925872,3,2015,RUS,20-Mar-92
Shona RICHARDS,1496.1842326131682,1,2014,GBR,1-Sep-95
Amaliya SHAROYAN,1496.1517383423359,2,2013,ARM,19-Jun-88
Nenah DE CONINCK,1496.0072244146259,1,2014,BEL,2-Sep-96
Lauren WELLS,1495.9272512100433,6,2016,AUS,3-Aug-88
Eileen DEMES,1495.8433877348057,1,2016,GER,13-Oct-97
Kori CARTER,1495.6141169784937,6,2015,USA,3-Jun-92
Olena KOLESNYCHENKO,1495.4235302598127,2,2016,UKR,3-Jun-93
Lucie TACLÍKOVÁ,1495.193145309976,1,2015,CZE,30-Dec-93
Lauren BODEN,1495.0214402278848,10,2013,AUS,3-Aug-88
Aurelie CHABOUDEZ,1494.8448854232051,5,2015,FRA,9-May-93
Jaide STEPTER,1494.6920296080045,2,2016,USA,25-Sep-94
Lashinda DEMUS,1494.6183973783827,25,2015,USA,10-Mar-83
Katsiaryna BELANOVICH,1494.5921022281664,1,2016,BLR,14-Jan-91
Karoline DALAND,1494.0514347609746,1,2016,NOR,13-Feb-99
Marlen AAKRE,1493.2667803639915,1,2015,NOR,17-Sep-93
Sparkle MCKNIGHT,1493.1951872474433,4,2016,TTO,21-Dec-91
Eglė STAISIUNAITĖ,1492.6580383728879,3,2015,LTU,30-Sep-88
Tereza JONASOVA,1492.0684965122334,1,2016,CZE,24-Jun-98
Shevon STODDART,1491.3554363537314,5,2015,JAM,21-Nov-82
Jackie BAUMANN,1491.1553202481662,1,2016,GER,24-Aug-95
Satomi KUBOKURA,1491.0176379020736,9,2016,JPN,27-Apr-82
Marzia CARAVELLI,1490.9675167505748,1,2016,ITA,23-Oct-81
Amaka OGOEGBUNAM,1490.2899329818324,3,2016,NGR,3-Mar-90
Déborah RODRÍGUEZ,1490.0591022115755,4,2015,URU,2-Dec-92
Denisa ROSOLOVÁ,1489.4253487572414,21,2016,CZE,21-Aug-86
Jernail HAYES,1489.1467562585742,1,2016,USA,8-Jul-88
Zurian HECHAVARRÍA,1489.0590940368343,1,2016,CUB,10-Aug-95
Vera BARBOSA,1488.5363677136638,6,2016,POR,13-Jan-89
Xia XIAO,1488.4910039973893,2,2015,CHN,4-Jun-91
