Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
David RUDISHA,1624.5308841191247,36,2016,KEN,17-Dec-88
Adam KSZCZOT,1573.6686885995719,36,2016,POL,2-Sep-89
Taoufik MAKHLOUFI,1567.8162714683942,9,2016,ALG,29-Apr-88
Alfred KIPKETER,1565.0118345358917,18,2016,KEN,28-Dec-96
Ferguson Cheruiyot ROTICH,1557.289953934548,27,2016,KEN,30-Nov-89
Pierre-Ambroise BOSSE,1556.0729797462263,33,2016,FRA,11-May-92
Clayton MURPHY,1537.6760413866814,6,2016,USA,26-Feb-95
Boris BERIAN,1536.1075083110027,7,2016,USA,19-Dec-92
Nijel AMOS,1534.1790779735466,22,2016,BOT,15-Mar-94
Ayanleh SOULEIMAN,1531.1175163908342,11,2016,DJI,3-Dec-92
Amel TUKA,1529.06132895389,10,2016,BIH,9-Jan-91
Filip SASÍNEK,1527.178896103896,1,2016,CZE,8-Jan-96
Mohammed AMAN,1522.991227950902,36,2016,ETH,10-Jan-94
Marcin LEWANDOWSKI,1522.5224430955025,45,2016,POL,13-Jun-87
Abdessalem AYOUNI,1522.05,1,2016,TUN,16-May-94
Yassine HETHAT,1521.7587370915871,2,2016,ALG,30-Aug-91
Musaeb Abdulrahman BALLA,1518.3723346111103,16,2015,QAT,19-Mar-89
Robert BIWOTT,1516.3183944865173,4,2016,KEN,28-Jan-96
Mostafa SMAILI,1514.405612645607,2,2016,MAR,9-Jan-97
Brandon MCBRIDE,1514.1729196019483,4,2016,CAN,15-Jun-94
Nick SYMMONDS,1513.0418813678962,24,2016,USA,30-Dec-83
Kipyegon BETT,1512.0322808326628,1,2016,KEN,1-Feb-98
Christoph KESSLER,1509.6398398283495,1,2016,GER,28-Apr-95
Cyril VINCENT-VIRY,1505.5310443533835,1,2016,FRA,28-Oct-89
Leonard Kirwa KOSENCHA,1504.678224930713,5,2013,KEN,21-Aug-94
Abubaker KAKI,1504.5138483945027,22,2014,SUD,21-Jun-89
Mark ENGLISH,1504.0261095729256,10,2016,IRL,18-Mar-93
Duane SOLOMON,1503.9121469633856,21,2014,USA,28-Dec-84
Tony VAN DIEPEN,1503.8357892159383,1,2016,NED,17-Apr-96
Konstantin TOLOKONNIKOV,1503.4110115768717,2,2015,RUS,26-Feb-96
Samir JAMMA,1502.5578687343905,2,2013,MAR,9-Feb-90
Yeimer LÓPEZ,1502.0427475769563,2,2014,CUB,20-Aug-82
Yuriy BORZAKOVSKIY,1501.9559149263323,6,2012,RUS,12-Apr-81
Giordano BENEDETTI,1501.894287142387,10,2016,ITA,22-May-89
Abraham Kipchirchir ROTICH,1501.8724512741442,7,2015,KEN,26-Sep-93
Mbulaeni MULAUDZI,1501.6132853982185,9,2013,RSA,8-Sep-80
Alfred Kirwa YEGO,1501.517108571859,17,2012,KEN,28-Nov-86
Sho KAWAMOTO,1501.3190467806626,1,2016,JPN,1-Mar-93
Kléberson DAVIDE,1501.2392375394284,5,2016,BRA,20-Jul-85
Asbel KIPROP,1501.236641489039,13,2015,KEN,30-Jun-89
Khadevis ROBINSON,1501.2049791114844,8,2012,USA,19-Jul-76
Andreas BUBE,1501.150525379662,13,2016,DEN,13-Jul-87
Ali AL DARAAN,1500.9322664415722,2,2015,KSA,17-Apr-90
Aurele VANDEPUTTE,1500.8522242048111,1,2016,BEL,14-May-95
Daniel ANDUJAR,1500.8442772629696,1,2016,ESP,14-May-94
Antonio Manuel REINA,1500.828019229023,10,2012,ESP,13-Jun-81
Álvaro DE ARRIBA,1500.6590728026365,1,2016,ESP,2-Jun-94
Amine LAALOU,1500.6017851588213,3,2011,MAR,13-May-82
Robert LATHOUWERS,1500.5567442424258,2,2012,NED,8-Jul-83
Robin SCHEMBERA,1500.5295823488473,1,2015,GER,1-Oct-88
Edwin Kiplagat MELLY,1500.2735031231202,1,2012,KEN,23-Apr-94
Daniel NGHIPANDULWA,1500.0707460353974,1,2011,NAM,8-Jun-89
Mahfoud BRAHIMI,1500.028240680174,2,2011,ALG,24-Feb-85
Darren ST. CLAIR,1500.0047600095631,1,2010,GBR,6-Apr-85
Mohammed Khalaf AL AZEMI,1499.9971765999087,2,2011,KUW,16-Jun-82
Sylvain QUIRION,1499.9613565166264,1,2016,FRA,8-Jun-88
Mouhcine EL AMINE,1499.915165350786,1,2011,MAR,18-Jan-82
Jan KUBISTA,1499.8401685167207,1,2013,CZE,23-Sep-90
