Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Shelly-Ann FRASER-PRYCE,1586.4312242374551,54,2019,JAM,27-Dec-86
Dina ASHER-SMITH,1570.9040321353177,22,2019,GBR,4-Dec-95
Elaine THOMPSON,1559.2529460473716,28,2019,JAM,28-Jun-92
Elaine THOMPSON-HERAH,1548.8382498977119,2,2020,JAM,28-Jun-92
Marie-Josée TA LOU,1547.064769602699,42,2020,CIV,18-Nov-88
Murielle AHOURÉ,1539.5794573300386,50,2019,CIV,23-Aug-87
Ajla DEL PONTE,1538.1843749091465,5,2020,SUI,15-Jul-96
Aleia HOBBS,1527.499309082919,7,2020,USA,24-Feb-96
Štěpánka KOLÁŘOVÁ,1523.3357142857142,1,2020,CZE,22-Jan-99
Blessing OKAGBARE,1522.0288423101388,5,2019,NGR,9-Oct-88
Rani ROSIUS,1521.5444974629004,1,2020,BEL,25-Apr-00
Dafne SCHIPPERS,1519.3940856541572,39,2019,NED,15-Jun-92
Tori BOWIE,1518.8071468886424,22,2019,USA,27-Aug-90
Yasmin KWADWO,1513.9509844795143,3,2019,GER,9-Nov-90
Tatjana PINTO,1511.3644896883761,10,2019,GER,2-Jul-92
Jonielle SMITH,1511.1842264646334,8,2019,JAM,30-Jan-96
Teahna DANIELS,1509.8921316896754,6,2019,USA,25-Mar-97
Kelly-Ann BAPTISTE,1508.0114404828682,31,2019,TTO,14-Oct-86
Dezerea BRYANT,1507.606700470585,5,2019,USA,27-Apr-93
Karolína MAŇASOVÁ,1506.5917045251635,1,2020,CZE,26-Nov-03
Mujinga KAMBUNDJI,1506.5172479400733,22,2019,SUI,17-Jun-92
Morolake AKINOSUN,1506.4914257720375,14,2019,USA,17-May-94
Blessing OKAGBARE-IGHOTEGUONOR,1504.9795354831867,59,2018,NGR,9-Oct-88
Xiaojing LIANG,1504.167462409483,3,2019,CHN,7-Apr-97
Géraldine FREY,1503.9513072118132,1,2019,SUI,19-Jun-97
Tynia GAITHER,1503.3394789551583,3,2019,BAH,16-Mar-93
Jenna PRANDINI,1503.1395704535548,6,2019,USA,20-Nov-92
Michelle-Lee AHYE,1502.739232777316,38,2019,TTO,10-Apr-92
Veronica CAMPBELL-BROWN,1502.7329059722333,28,2017,JAM,15-May-82
Kerron STEWART,1502.3850729016112,28,2016,JAM,16-Apr-84
English GARDNER,1502.2461996516718,23,2019,USA,22-Apr-92
Adéla LUZAROVÁ,1501.0005870011678,1,2020,CZE,21-Dec-01
Myriam SOUMARE,1500.9928463749286,18,2014,FRA,29-Oct-86
Tianna BARTOLETTA,1500.9060366039837,23,2017,USA,30-Aug-85
Carmelita JETER,1500.7760216093575,38,2016,USA,24-Nov-79
Sherone SIMPSON,1500.6729739015095,16,2015,JAM,12-Aug-84
Sha'Carri RICHARDSON,1500.640887340424,1,2019,USA,25-Mar-00
Gina BASS,1500.5177966055078,2,2019,GAM,3-May-95
Candyce MCGRONE,1500.39366630487,3,2015,USA,24-Mar-89
