Athlete,Rating,Number Of Races
"Barega, Selemon",1562.1753899057721,17
"Edris, Muktar",1561.4013064915102,23
"Cheptegei, Joshua",1557.7627930335307,13
"Kejelcha, Yomif",1548.9926800758144,17
"Bekele, Telahun",1541.265375780044,7
"Gebrhiwet, Hagos",1539.7037164216715,14
"Ahmed, Mohammed",1533.4662303445098,16
"Kimeli, Nicholas",1532.2764313123475,8
"Kiplimo, Jacob",1532.0042518292787,8
"Ingebrigtsen, Jakob",1531.6512059283896,4
"Chelimo, Paul",1530.2399355848488,20
"Farah, Mo",1530.1210504146366,10
"Balew, Birhanu",1530.008677214281,19
"Krop, Jacob",1524.1281553780468,3
"Pingua, Edward",1516.3961576734794,2
"Knight, Justyn",1515.31067711804,6
"Ingebrigtsen, Filip",1514.0591575190913,3
"Mead, Hassan",1509.8191474360567,10
"Kimeli, Isaac",1508.292816304017,3
"Ingebrigtsen, Henrik",1507.0765121527793,7
"Lagat, Bernard",1505.8548534090037,4
"McSweyn, Stewart",1505.6742577381674,12
"Osman, Abrar",1504.2922405192653,2
"Gebremeskel, Dejen",1503.9529403241959,3
"Kamworwor, Geoffrey",1503.9169883892498,2
"Gelant, Elroy",1503.8130602456554,2
"Jeilan, Ibrahim",1503.1317659651377,2
"Torrence, David",1503.0905441786197,2
"Iguider, Abdelaati",1502.8427536374438,7
"Berihu, Solomon",1502.5838163258777,3
"Waithaka, Stanley",1502.0277549713333,1
"Jager, Evan",1501.5166222330663,1
"Mechaal, Adel",1501.0847007622174,6
"Foppen, Mike",1500.761218091754,2
"Kiptanui, Matthew",1500.4146977184291,1
"Demelash, Yigrem",1500.4064794904907,1
"Mburu, Stanley",1500.3868206177913,2
"Maiyo, Hillary",1500.0657219639136,2
"Embaye, Abadi",1500.0499331300116,2
"Kipkoech, John",1500.0368160856483,1
"Longosiwa, Thomas",1500.0187298925775,5
"Mikhou, Sadik",1499.9687697369304,1
"Kipruto, Rhonex",1499.9264977118069,1
"Awad, Zouhair",1499.8990892975978,2
"Berihu, Salomon",1499.8631772139759,1
"Molla, Getaneh",1499.8530885975274,3
"Bayer, Andrew",1499.8500394710964,1
"Kangogo, Cornelius",1499.8368385569306,1
"Kaazouzi, Brahim",1499.817663710613,1
"Taylor, Jonathan",1499.8052289841412,1
"Ayele, Abayneh",1499.766116979882,1
"Kibiwott, Abraham",1499.7650515477621,1
"Koech, Paul",1499.7220414628289,1
"Kipsang, Emmanuel",1499.7206189221997,1
"Weir, Richard",1499.7198813312048,1
"Haileselassie, Yemane",1499.6915636310864,1
"Griffiths, Dewi",1499.6603685453547,1
"Ngelel, Frank",1499.6569923669688,2
"Mokoka, Stephen",1499.6369574317055,1
"Hunter, Andrew",1499.636327468142,1
"Mekhissi, Mahiedine",1499.5998301097993,1
"Zalewski, Krystian",1499.5596288149343,1
"Kipruto, Conseslus",1499.5521663412396,1
"Abadia Beci, Antonio",1499.5487426803425,1
"St. Lawrence, Ben",1499.5202100946963,2
"Cheboi, Collins",1499.5156548410762,1
"West, James",1499.459042077338,1
"Tadese, Zersenay",1499.3985650555123,1
"Akankam, Hicham",1499.3800608108531,1
"Barsoton, Leonard",1499.3365469588848,1
"Debela, Dejene",1499.3214421877647,2
"Alamirew, Yenew",1499.3094734506758,7
"Bacha Regasa, Zelalem",1499.2929368753294,1
"Cheserek, Edward",1499.2928828508261,1
"Bouchikhi, Soufiane",1499.2522970094337,2
"Kibet, Vincent",1499.2419366287745,1
"Sitonik, William",1499.1968490524478,1
"Levins, Cameron",1499.1759095420564,1
"Millington, Ross",1499.1597713015599,1
"Haji, Yasin",1499.1579715053813,1
"Regasa, Chala",1499.0504931423761,1
"Korir, Leonard",1499.0395336057506,1
"Buraas, Sindre",1499.02205997611,1
"Yoroizaka, Tetsuya",1499.0195702020064,1
"Kowal, Yoann",1498.9981381945734,2
"Hill, Ryan",1498.9626615855882,9
"Kosimbe, Nicholas",1498.9472681719187,1
"Gisamoda, Emmanuel",1498.9389702124658,1
"Muneria, Charles",1498.9339773897486,1
"Essalhi, Younés",1498.9336939473678,1
"Erassa, Kirubel",1498.9305154218891,1
"Nkhasi, Namakoe",1498.921721580577,1
"D'Hoedt, Jeroen",1498.9017101585628,2
"Irabaruta, Olivier",1498.8802827372515,1
"Abid, Mohammed",1498.854638195065,1
"Sambu, Stephan",1498.8324570733807,1
"Bruchet, Lucas",1498.816051348761,1
"Dirieh, Jamal",1498.7839981201241,1
"Tamire, Getaneh",1498.7597296326007,2
"Chelanga, Samuel",1498.7432964471163,1
"Govindan, Lakshmanan",1498.743199215061,1
"Nftalem, Awet",1498.7419465867747,1
"Amdouni, Morhad",1498.7396543713824,2
"Alotaibi, Mukhlid",1498.7156650040884,1
"Duo, Bujie",1498.6937579585338,1
"Kiptoo, Frederick",1498.669083753642,1
"Fikadu, Dawit",1498.649321379491,1
"Murayama, Kota",1498.6431637329865,1
"Kwemoi, Ronald",1498.6387252429354,4
"Ayalew, Aweke",1498.608351213567,2
"Robinson, Brett",1498.5639062399337,6
"Rimal, Hari",1498.5428858616042,1
"Habte, Awet",1498.5351156959885,2
"Fifa, Ilias",1498.5153606891026,2
"Soget, Justus",1498.4984221516343,1
"Abdullahi, Kadar",1498.4513258236173,1
"Aouad, Zouhair",1498.4223673700735,1
"Merga, Imane",1498.412012181523,2
"Bor, Emmanuel",1498.3870459160441,2
"Mohamed, Mohamed Daud",1498.3865399939205,1
"Zoghlami, Osama",1498.3656618233776,1
"Kipchirchir, Sylvester",1498.3368845022264,1
"Mohamed, Mohamed",1498.29692449617,1
"Kipchirchir, Shadrack",1498.2906759059388,2
"Moen, Sondre",1498.1675211523416,1
"Wolde, Dawit",1498.1084262119423,2
"Derrick, Chris",1498.1037861826217,1
"Mullett, Rob",1498.0763420085987,2
"Siosi, Rosefelo",1498.0595292445319,1
"Al-Amri, Tariq",1497.982541225554,1
"Abadia, Antonio",1497.9661801200696,1
"Riva, Pietro",1497.9601825963082,1
"Kaya, Ali",1497.946804825223,1
"Chitsala, Kefasi",1497.908846441149,1
"Kidanu, Tsegay",1497.8561823000746,1
"Kulang, David",1497.825265110646,1
"San Naing, San Naing",1497.785456030958,1
"Tuemay, Mogos",1497.7493638247415,1
"Menjo, Josphat",1497.6939684641768,1
"Osako, Suguru",1497.6910150726058,1
"Al Amri, Tariq",1497.6793255446255,2
"Campbell, Kemoy",1497.6768402403545,5
"Ramsden, Matthew",1497.6360209920408,2
"Oumaiz, Oussim",1497.5057969090253,2
"Fifa, Illias",1497.503668777793,1
"Yator, Richard",1497.4972463853737,7
"Abdi, Bashir",1497.4916862422242,5
"Leitao, Romario",1497.4771321005824,1
"Legese, Birhanu",1497.386454086471,3
"Farrell, Thomas",1497.357781663526,2
"Masters, Riley",1497.329423540393,2
"Kifle, Yohans",1497.2947684717067,1
"Sambe, Mohamed",1497.2781976005258,1
"Tewelde, Hiskel",1497.2216529135571,1
"Gregson, Ryan",1497.043180324502,3
"Soi, Edwin",1497.0231016723724,8
"Melak, Nibret",1496.9681794610033,2
"Orth, Florian",1496.7701847683547,1
"Razine, Marouan",1496.5539395028104,1
"Ibrahimov, Hayle",1496.454076678951,7
"Ayeko, Joel",1496.3536431561197,1
"Oukhelfen, Abdessamad",1496.351085876688,1
"Gashahun, Abe",1496.3133930712502,2
"Gressier, Jimmy",1495.5760580891983,1
"Jenkins, Eric",1495.455512118957,8
"Outalha, Mouhcine",1495.4159369290455,2
"Birgen, Bethwell",1495.3980735272194,9
"Birhan, Melesse",1495.265858473138,1
"Ndiku, Caleb",1495.241364558911,5
"Crippa, Yemaneberhan",1495.0182574164899,6
"Peng, Jianhua",1494.4667780183092,1
"Willis, Nick",1494.4593424720788,1
"Vojta, Andreas",1494.4450398395434,1
"Kifle, Aron",1494.3872621717078,7
"Yee, Alexander",1494.267567127196,2
"Mengesha, Milkesa",1494.246491294577,2
"Koech, Isiah",1494.1108362108598,5
"Kiplangat, Davis",1494.0890814119334,9
"Svela, Per",1494.083694939221,1
"Checkwurui, Matthew",1493.7455833941685,1
"McEntee, Sam",1493.5371913126937,4
"Rop, Albert",1493.4122953497294,14
"Goolab, Nick",1493.225150602636,3
"Hendrix, Robin",1492.3903501334019,1
"Hassan, Suldan",1492.2915421757689,1
"Rutto, Cyrus",1492.1833359562313,11
"Mohammed, Jamal",1491.6322634056637,1
"El Otmani, Said",1491.101002441922,2
"Amri, Tariq",1491.0018539002658,1
"Hadis, Abadi",1490.612115722472,8
"Chelimo, Oscar",1489.6365310884305,2
"Dabo, Braima",1489.3794626133972,1
"Bibic, Elzan",1489.1300938150503,1
"Tanui, Paul",1488.9877862654762,11
"Kipyeko, Phillip",1488.4703603144453,1
"Tiernan, Patrick",1487.7871743413061,10
"McDonald, Morgan",1486.8922273192634,3
"Scott, Marc",1486.553949223257,4
"True, Ben",1485.7211851553989,15
"Ringer, Richard",1483.3500002853493,6
"Gabriyesos, Tachlowini",1483.0912783080316,1
"Bouqantar, Soufiyan",1481.490129264605,10
"Parsons, Sam",1479.81263810059,2
"Connor, Ben",1478.1476548728483,2
"Butchart, Andrew",1477.8113961340005,15
"Wanders, Julien",1474.3450841593624,5
"Ibrahim, Bouh",1472.8038885846408,2
"Kissa, Stephan",1446.219751351879,6
