Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Faith KIPYEGON,1667.410453059922,30,2017,KEN,10-Jan-94
Sifan HASSAN,1599.985613465933,28,2017,ETH,1-Jan-93
Laura MUIR,1566.5033592816117,21,2017,GBR,9-May-93
Jenny SIMPSON,1559.7163951552716,43,2017,USA,23-Aug-86
Dawit SEYAUM,1549.3021547741737,20,2017,ETH,27-Jul-96
Genzebe DIBABA,1545.3101299415662,23,2017,ETH,8-Feb-91
Angelika CICHOCKA,1532.6798178472313,17,2017,POL,15-Mar-88
Winny CHEBET,1531.9648708062646,7,2017,KEN,20-Dec-90
Caster SEMENYA,1530.3387246380082,4,2017,RSA,7-Jan-91
Shannon ROWBURY,1528.4693375011348,37,2017,USA,19-Sep-84
Hellen OBIRI,1527.4141548984942,27,2017,KEN,13-Dec-89
Meraf BAHTA,1525.800392864779,15,2017,SWE,24-Jun-89
Abeba AREGAWI,1520.2624415323603,33,2015,ETH,5-Jul-90
Rababe ARAFI,1518.2675901183825,25,2017,MAR,12-Jan-91
Gudaf TSEGAY,1514.8384638902892,19,2017,ETH,23-Jan-97
Laura WEIGHTMAN,1514.661956188002,33,2017,GBR,1-Jul-91
Mercy CHERONO,1508.6574231692648,4,2015,KEN,7-May-91
Hanna KLEIN,1507.4909562978428,3,2017,GER,6-Apr-93
Konstanze KLOSTERHALFEN,1505.9333317075339,5,2017,GER,18-Feb-97
Tatyana TOMASHOVA,1504.6763654199062,6,2015,RUS,1-Jul-75
Maryam Yusuf JAMAL,1502.6046167505206,23,2014,BRN,16-Sep-84
Nancy Jebet LANGAT,1501.9115749609473,21,2013,KEN,22-Aug-81
Viola Jelagat KIBIWOT,1501.7556259524345,21,2015,KEN,22-Dec-83
Karoline Bjerkeli GRØVDAL,1501.6082128732864,1,2017,NOR,14-Jun-90
Anna MISHCHENKO,1501.561559985776,8,2012,UKR,25-Aug-83
Kenia SINCLAIR,1501.3481561656731,1,2011,JAM,14-Jul-80
Anna WILLARD,1501.2727020587706,8,2012,USA,31-Mar-84
Malika AKKAOUI,1501.2118397186953,16,2017,MAR,25-Dec-87
Kate VAN BUSKIRK,1501.0341336383376,2,2013,CAN,9-Jun-87
Kalkidan GEZAHEGNE,1500.9160975620732,8,2011,ETH,8-May-91
Violah CHEPTOO,1500.7758934161052,6,2016,KEN,1-Mar-89
Mariem ALAOUI SELSOULI,1500.7577135779811,1,2011,MAR,8-Apr-84
Meseret DEFAR,1500.3554943262336,1,2010,ETH,19-Nov-83
Ibtissam LAKHOUAD,1500.3444377715687,17,2013,MAR,7-Dec-80
Lisa DOBRISKEY,1500.2977277896352,17,2013,GBR,23-Dec-83
Gelete BURKA,1500.187811064537,12,2013,ETH,23-Jan-86
Helen CLITHEROE,1500.070961914294,2,2011,GBR,2-Jan-74
Ann Karindi MWANGI,1499.9310670444243,1,2010,KEN,8-Dec-88
Lucia HRIVNÁK,1499.8682383545056,5,2012,SVK,20-Nov-83
René KALMER,1499.8484438029634,1,2010,RSA,3-Nov-80
Erin DONOHUE,1499.8324024752114,3,2011,USA,8-May-83
Brianna FELNAGLE,1499.8253007363292,1,2011,USA,9-Dec-86
