Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Mohammed AMAN,1607.6337307875579,24,2014,ETH,10-Jan-94
Nijel AMOS,1592.654939312963,10,2014,BOT,15-Mar-94
David RUDISHA,1574.5336839064307,24,2014,KEN,17-Dec-88
Nick SYMMONDS,1561.9921924973323,23,2013,USA,30-Dec-83
Ayanleh SOULEIMAN,1538.0803436782157,6,2014,DJI,3-Dec-92
Pierre-Ambroise BOSSE,1529.733285609794,15,2014,FRA,11-May-92
Adam KSZCZOT,1522.4732879088388,19,2014,POL,2-Sep-89
Leonel MANZANO,1520.4665508076216,3,2014,USA,12-Sep-84
Robert BIWOTT,1519.0624497682575,2,2014,KEN,28-Jan-96
Asbel KIPROP,1518.940560331312,11,2014,KEN,30-Jun-89
Leonard Kirwa KOSENCHA,1512.9950692519812,5,2013,KEN,21-Aug-94
Marcin LEWANDOWSKI,1512.760803451176,32,2014,POL,13-Jun-87
Taoufik MAKHLOUFI,1512.5972870535738,2,2014,ALG,29-Apr-88
Abubaker KAKI,1512.5384677625075,22,2014,SUD,21-Jun-89
Ferguson Cheruiyot ROTICH,1511.202831737843,9,2014,KEN,30-Nov-89
Duane SOLOMON,1510.8670748982927,21,2014,USA,28-Dec-84
Mark ENGLISH,1510.7801972016873,3,2014,IRL,18-Mar-93
Samir JAMMA,1507.105190928863,2,2013,MAR,9-Feb-90
Amine EL MANAOUI,1506.0534286848867,4,2013,MAR,20-Nov-91
Yeimer LÓPEZ,1505.674298824879,2,2014,CUB,20-Aug-82
Yuriy BORZAKOVSKIY,1505.4330970175888,6,2012,RUS,12-Apr-81
Hamada MOHAMED,1505.080878342153,3,2013,EGY,22-Oct-92
Mbulaeni MULAUDZI,1504.4813483283838,9,2013,RSA,8-Sep-80
Alfred Kirwa YEGO,1504.2141904773853,17,2012,KEN,28-Nov-86
Khadevis ROBINSON,1503.3471641985675,8,2012,USA,19-Jul-76
Antonio Manuel REINA,1502.3000534139537,10,2012,ESP,13-Jun-81
Amine LAALOU,1501.6716254411704,3,2011,MAR,13-May-82
Alfred KIPKETER,1501.5629611453132,2,2014,KEN,28-Dec-96
Robert LATHOUWERS,1501.5465117845156,2,2012,NED,8-Jul-83
André OLIVIER,1501.1387374716655,10,2014,RSA,29-Dec-89
Antoine GAKEME,1501.0737045904907,2,2013,BDI,24-Dec-91
Job KINYOR,1501.0518517236965,10,2014,KEN,8-May-90
Edwin Kiplagat MELLY,1500.7597308975562,1,2012,KEN,23-Apr-94
Kléberson DAVIDE,1500.6044516954867,3,2013,BRA,20-Jul-85
Daniel NGHIPANDULWA,1500.1965167649919,1,2011,NAM,8-Jun-89
Mahfoud BRAHIMI,1500.0784463338155,2,2011,ALG,24-Feb-85
Darren ST. CLAIR,1500.0132222487869,1,2010,GBR,6-Apr-85
Mohammed Khalaf AL AZEMI,1499.9921572219682,2,2011,KUW,16-Jun-82
Mouhcine EL AMINE,1499.7643481966284,1,2011,MAR,18-Jan-82
Andrew WHEATING,1499.6169654272371,4,2011,USA,21-Nov-87
Jan KUBISTA,1499.556023657557,1,2013,CZE,23-Sep-90
James SHANE,1499.5040287482857,1,2011,GBR,18-Dec-89
Charles JOCK,1499.4327429999648,1,2011,USA,23-Nov-89
Jacob HERNANDEZ,1499.2184583276926,1,2010,USA,8-Sep-85
Paul RENAUDIE,1499.1999126830565,1,2012,FRA,2-Apr-90
Anthony CHEMUT,1499.135803803365,7,2013,KEN,17-Dec-92
Abraham KIPLAGAT,1499.1356623213328,3,2013,KEN,9-Aug-84
Nick WILLIS,1499.1096038076457,1,2011,NZL,25-Apr-83
Thomas Arne ROTH,1498.9926184518567,1,2010,NOR,11-Feb-91
Gilbert KIPCHOGE,1498.9823056734176,1,2010,KEN,4-May-83
Rizak DIRSHE,1498.9743509396458,1,2010,SWE,5-Jan-72
Lutimar PAES,1498.9307510989142,1,2011,BRA,14-Dec-88
Sadjad MORADI,1498.6717299815436,3,2012,IRI,30-Mar-83
Lachlan RENSHAW,1498.6483245671006,3,2012,AUS,2-Apr-87
Ashot HAYRAPETYAN,1498.6477722785198,1,2011,ARM,13-Feb-86
Niall BROOKS,1498.6319791706496,1,2010,GBR,8-Jul-91
Christian SMITH,1498.5900609340638,1,2010,USA,31-Oct-83
Yusuf Saad KAMEL,1498.587256607444,1,2010,BRN,29-Mar-83
Jackson Mumbwa KIVUVA,1498.4869389804544,12,2012,KEN,11-Aug-89
Andrew ELLERTON,1498.4840276067748,1,2011,CAN,18-Nov-83
Belal Mansoor ALI,1498.339585941847,2,2010,BRN,17-Oct-88
Ronald MUSAGALA,1498.2901698647395,3,2014,UGA,16-Dec-92
Luis Alberto MARCO,1498.1695801995654,7,2013,ESP,20-Aug-86
Adnan Taes Agar AL MNTFAGE,1498.0520403242808,1,2012,IRQ,24-Mar-80
Karjuan WILLIAMS,1497.9531865995734,2,2011,USA,5-Jul-87
Augustine Kiprono CHOGE,1497.9349275684854,2,2010,KEN,21-Jan-87
Abraham CHEPKIRWOK,1497.751940323998,1,2011,UGA,18-Nov-88
Xiaofei YANG,1497.7122122347264,1,2012,CHN,18-Feb-90
Mario SCAPINI,1497.6691815411964,1,2012,ITA,2-Feb-89
Rob NOVAK,1497.5566797811814,1,2011,USA,20-Mar-86
Joe ABBOTT,1497.5444551560977,1,2013,USA,1-Mar-90
Jeffrey RISELEY,1497.4947233019811,2,2012,AUS,11-Nov-86
Nathan BRANNEN,1497.4211578421214,1,2013,CAN,8-Sep-82
Masato YOKOTA,1497.296104561845,2,2012,JPN,19-Nov-87
Geoff HARRIS,1497.1201826848105,2,2012,CAN,30-Jan-87
Hamza DRIOUCH,1496.9860587982612,2,2011,QAT,16-Nov-94
Ivan TUKHTACHEV,1496.9778027609589,1,2012,RUS,12-Jul-89
Fabiano PECANHA,1496.9352294565351,2,2012,BRA,5-Jun-82
Fernando Lina DA SILVA,1496.9331476891489,1,2011,BRA,10-Oct-86
David Mutinda MUTUA,1496.9003870093225,5,2012,KEN,20-Apr-92
Jakub HOLUŠA,1496.8672259434636,3,2012,CZE,20-Feb-88
Abdulaziz Ladan MOHAMMED,1496.7381333540093,2,2012,KSA,7-Jan-91
Richard BLAGG,1496.70014699728,1,2011,GIB,3-Nov-88
Hamid OUALICH,1496.6819777864514,2,2012,FRA,26-Apr-88
Ahmad FARHAN,1496.635062711502,1,2011,PAK,11-Jan-90
Zaw Win THET,1496.6244057096635,1,2011,MYA,1-Mar-91
Henrik INGEBRIGTSEN,1496.6022039595837,1,2014,NOR,24-Feb-91
Johan SVENSSON,1496.5965447573358,1,2012,SWE,16-May-89
Shifaz MOHAMED,1496.5729890054747,1,2011,MDV,17-Aug-86
Jeff LASTENNET,1496.4889357140355,2,2011,FRA,26-Aug-87
Paul ROBINSON,1496.3886662880677,1,2013,IRL,24-May-91
Musaeb Abdulrahman BALLA,1496.298330920607,10,2014,QAT,19-Mar-89
Xiudong XIA,1496.27538726696,1,2012,CHN,19-Jan-88
Nabil MADI,1496.247379874439,1,2012,ALG,9-Jun-81
Diomar DE SOUZA,1496.2122970543383,1,2012,BRA,24-Aug-89
Matthew CENTROWITZ,1496.1773576854584,1,2012,USA,18-Oct-89
Mohamed Amine BELFERAR,1496.1610802633236,1,2013,ALG,16-Feb-91
Anthony ROMANIW,1495.9535133774148,1,2013,CAN,15-Sep-91
Ilham Tanui ÖZBILEN,1495.836530689886,1,2013,TUR,5-Mar-90
Sören LUDOLPH,1495.7410880774387,1,2012,GER,25-Feb-88
Mark WIECZOREK,1495.6209802641658,1,2013,USA,25-Dec-84
Andy GONZÁLEZ,1495.202636494342,3,2013,CUB,17-Oct-87
Julius MUTEKANGA,1495.1061148937247,2,2012,UGA,1-Dec-87
James EICHBERGER,1495.0203141720012,1,2013,MEX,4-Aug-90
Leoman MOMOH,1494.9522930919684,1,2013,NGR,30-Mar-91
Tamás KAZI,1494.9384064186904,5,2013,HUN,16-May-85
Nader BELHANBEL,1494.7274228767474,1,2014,MAR,1-Jul-94
Haining TENG,1494.6999647934006,1,2014,CHN,25-Jun-93
David TORRENCE,1494.5904840391568,2,2014,USA,26-Nov-85
Johan ROGESTEDT,1494.2137467502412,2,2014,SWE,27-Jan-93
Arnold SORINA,1493.857236948566,1,2012,VAN,6-Jan-88
Erzhan ASKAROV,1493.7813772243276,1,2012,KGZ,29-Sep-85
Rickard GUNNARSSON,1493.6647255159562,1,2014,SWE,19-Sep-91
Boaz Kiplagat LALANG,1493.650856974471,12,2013,KEN,8-Feb-89
Moise JOSEPH,1493.4915834312405,2,2012,HAI,27-Dec-81
Taras BYBYK,1493.3986078041767,1,2013,UKR,27-Mar-92
Mohamed EL NOUR,1493.229657896513,1,2013,QAT,18-Mar-96
Andreas ALMGREN,1493.1576146477282,1,2014,SWE,12-Jun-95
Giordano BENEDETTI,1492.981140766715,5,2014,ITA,22-May-89
Richard KIPLAGAT,1492.898842810294,7,2012,KEN,3-May-84
Alexander ROWE,1492.8641019149854,3,2014,AUS,8-Jul-92
