Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Angela MOROŞANU,1499.8551927287813,8,2013,ROU,26-Jul-86
Qi YANG,1499.8375415932449,1,2011,CHN,13-Apr-91
Jennifer ROCKWELL-GROSSARTH,1499.828208432411,1,2013,ITA,18-May-83
Ebony COLLINS,1499.817027242734,1,2010,USA,11-Mar-89
Birsen ENGIN,1499.8043370120354,1,2011,TUR,18-Oct-80
Queen HARRISON,1499.7773605020043,9,2012,USA,10-Sep-88
Vilde SVORTEVIK,1499.740393971229,1,2014,NOR,18-May-94
Yevgeniya ISAKOVA,1499.7359590542087,2,2010,RUS,27-Nov-78
Irina KOLESNICHENKO,1499.706998602761,7,2013,RUS,27-May-88
Hanitrasoa Olga RAZANAMALALA,1499.6771266004098,1,2011,MAD,8-Sep-88
Lucy María JARAMILLO,1499.6593096888469,1,2012,ECU,23-Feb-83
Sheena JOHNSON-TOSTA,1499.6357710613138,6,2011,USA,1-Oct-82
Natalya ANTYUKH,1499.612576974418,23,2014,RUS,26-Jun-81
Bimbo Miel AYEDOU,1499.6023888927461,1,2011,BEN,17-Aug-91
Fatima Sulaiman DAHMAN,1499.574998116026,1,2011,YEM,10-Nov-92
Sarah-Lynn WELLS,1499.5725994823447,2,2012,CAN,10-Nov-89
Kyeong-mi SON,1499.567308176589,1,2011,KOR,9-Feb-90
Jessica AGUILERA,1499.5541473419198,1,2011,NCA,26-Jun-85
Nickiesha WILSON,1499.5422853078594,13,2013,JAM,28-Jul-86
Nicole LEACH,1499.5280086991702,5,2012,USA,18-Jul-87
Tatyana AZAROVA,1499.505506527269,1,2012,KAZ,2-Dec-85
Stephenie Ann MCPHERSON,1499.5031906956401,1,2012,JAM,25-Nov-88
Raasin MCINTOSH,1499.4724120633123,2,2012,USA,29-Apr-82
Jana REISSOVÁ,1499.4698877591002,1,2014,CZE,1-Jan-96
Danielle DOWIE,1499.4046339692172,1,2013,JAM,5-May-92
Jailma SALES DE LIMA,1499.3932533189354,2,2012,BRA,31-Dec-86
Dominique DARDEN,1499.3757028601628,4,2010,USA,9-Dec-83
Annerie MOOLMAN,1499.3599288710652,1,2013,RSA,9-Aug-90
Manuela GENTILI,1499.2994028380904,3,2012,ITA,7-Feb-78
Josanne LUCAS,1499.2829846307427,5,2011,TTO,14-May-84
Tereza VOKÁLOVÁ,1499.2493894241989,1,2016,CZE,16-Jun-98
Princesa María OLIVEROS,1499.2446724094352,1,2012,COL,10-Aug-75
Christine SALTERBERG,1499.2370951491494,1,2014,GER,9-Jun-94
Christine SPENCE,1499.2298332740322,3,2013,USA,25-Nov-81
Anna JESIEŃ,1499.2287253278998,6,2012,POL,10-Dec-78
Noraseela MOHD KHALID,1499.2065411376166,1,2012,MAS,27-Sep-79
Bianca BAAK,1499.1967726431067,2,2015,NED,25-Jan-92
Ugonna NDU,1499.1385237160184,1,2013,NGR,27-Jun-91
Jasmine HYDER,1499.1273131873272,4,2012,USA,25-Aug-88
Christine Sonali MERRILL,1499.042554778437,2,2012,SRI,20-Aug-87
Stine TOMB,1499.0054223230986,2,2013,NOR,27-Jun-86
Kim Carina SCHMIDT,1498.9817527780144,1,2014,GER,21-Jan-92
Eilidh DOYLE,1498.9524785872823,53,2018,GBR,20-Feb-87
Cassandra TATE,1498.9056179207792,28,2018,USA,11-Sep-90
Ajoke ODUMOSU,1498.8331240202847,17,2013,NGR,27-Oct-87
Nikolina HORVAT,1498.8007300614363,3,2012,CRO,18-Sep-86
Ayomide FOLORUNSO,1498.7799226850718,8,2018,ITA,17-Oct-96
Janeil BELLILLE,1498.7571677923606,3,2016,TTO,18-Jun-89
Luisa VALESKE,1498.6878355122724,1,2015,GER,9-Jan-94
Vera RUDAKOVA,1498.6724240133137,3,2015,RUS,20-Mar-92
Shona RICHARDS,1498.6263237407406,1,2014,GBR,1-Sep-95
Amaliya SHAROYAN,1498.6146258032409,2,2013,ARM,19-Jun-88
Nenah DE CONINCK,1498.5626007892654,1,2014,BEL,2-Sep-96
Eileen DEMES,1498.50361958453,1,2016,GER,13-Oct-97
Lucie TACLÍKOVÁ,1498.2695323115913,1,2015,CZE,30-Dec-93
Lauren BODEN,1498.2077184820387,10,2013,AUS,3-Aug-88
Lashinda DEMUS,1498.062623056218,25,2015,USA,10-Mar-83
Katsiaryna BELANOVICH,1498.0531568021397,1,2016,BLR,14-Jan-91
Michaela BIČIANOVÁ,1497.903374967017,1,2018,CZE,17-Jun-97
Jessica TURNER,1497.8726569068215,1,2017,GBR,8-Aug-95
Karoline DALAND,1497.8585165139507,1,2016,NOR,13-Feb-99
Marlen AAKRE,1497.576040931037,1,2015,NOR,17-Sep-93
Olena KOLESNYCHENKO,1497.4568882174235,3,2017,UKR,3-Jun-93
Jaide STEPTER,1497.3975578001282,3,2017,USA,25-Sep-94
Eglė STAISIUNAITĖ,1497.3568938142396,3,2015,LTU,30-Sep-88
Tereza JONASOVA,1497.1446587444043,1,2016,CZE,24-Jun-98
Shevon STODDART,1496.8879570873432,5,2015,JAM,21-Nov-82
Satomi KUBOKURA,1496.7663496447462,9,2016,JPN,27-Apr-82
Amaka OGOEGBUNAM,1496.5043758734596,3,2016,NGR,3-Mar-90
Jernail HAYES,1496.0928322530867,1,2016,USA,8-Jul-88
Vera BARBOSA,1495.873092376919,6,2016,POR,13-Jan-89
Phara ANACHARSIS,1495.8458814709074,5,2016,FRA,17-Dec-83
Sylvia SCHULZ,1495.8370066048617,1,2018,GER,3-Mar-99
Elise MALMBERG,1495.327152795113,3,2015,SWE,13-Jul-95
Inge DROST,1495.1120609688592,2,2016,NED,15-Jan-96
Agata ZUPIN,1495.0757112761853,2,2017,SLO,17-Mar-98
Sharolyn Shantell SCOTT,1495.0223035104918,3,2016,CRC,27-Oct-83
Meghan BEESLEY,1494.9806589977184,14,2018,GBR,15-Nov-89
Gianna WOODRUFF,1494.8592546112131,2,2017,PAN,18-Nov-93
Ronda WHYTE,1494.8299514849355,2,2017,JAM,6-Nov-90
Aurelie CHABOUDEZ,1494.6433204321775,6,2017,FRA,9-May-93
Hanna TITIMETS,1494.563166470326,11,2016,UKR,5-Mar-89
Emilia ANKIEWICZ,1494.4298458610483,3,2016,POL,22-Nov-90
Joanna LINKIEWICZ,1494.0614349790183,9,2018,POL,2-May-90
Hanneke OOSTERWEGEL,1494.0542907258355,1,2018,NED,10-Dec-96
Chanice TAYLOR-CHASE,1493.8664049860747,1,2016,CAN,6-Aug-93
Aleksandra ROMANOVA,1493.8389302869477,1,2016,KAZ,26-Dec-90
Tia-Adana BELLE,1493.7124456159213,2,2017,BAR,15-Jun-96
Thi Huyen NGUYEN,1493.5389723149433,2,2016,VIE,19-May-93
Sage WATSON,1493.5350220340367,13,2018,CAN,20-Jun-94
Mariya MYKOLENKO,1493.5218907070762,1,2018,UKR,4-Apr-94
Lilit HARUTYUNYAN,1493.418340536019,1,2016,ARM,4-Apr-93
Maureen Jelagat MAIYO,1493.2100337005254,2,2016,KEN,28-May-85
Natalya ASANOVA,1493.1532392567804,2,2016,UZB,29-Nov-89
Glory Onome NATHANIEL,1492.9630488946464,1,2017,NGR,23-Jan-96
Aminat JAMAL,1492.9416570482372,2,2018,BRN,27-Jun-97
Lamiae LHABZ,1492.6707348400641,1,2018,MAR,19-May-84
Denisa ROSOLOVÁ,1492.6479331730056,23,2017,CZE,21-Aug-86
Zurian HECHAVARRÍA,1492.3668099321071,2,2017,CUB,10-Aug-95
Marzia CARAVELLI,1492.3573357107966,3,2017,ITA,23-Oct-81
Tiffany WILLIAMS,1492.2617927950414,14,2016,USA,5-Feb-83
Lena WERNLI,1492.0934055901512,1,2018,SUI,5-Feb-01
Leah NUGENT,1491.6107891545455,8,2018,JAM,23-Nov-92
Déborah RODRÍGUEZ,1491.159060944631,5,2017,URU,2-Dec-92
Sparkle MCKNIGHT,1490.9145679020949,6,2017,TTO,21-Dec-91
Kristina PRONZHENKO,1490.6923325393816,1,2017,TJK,10-Dec-88
Ghofrane MOHAMMAD,1490.6628931064392,2,2016,SYR,6-Jun-89
Noelle MONTCALM,1490.4835774899886,4,2017,CAN,3-Apr-88
Hayat LAMBARKI,1490.2592585618477,7,2016,MAR,18-May-88
Lauren WELLS,1489.842656536448,7,2017,AUS,3-Aug-88
Line KLOSTER,1489.5815741456563,1,2018,NOR,27-Feb-90
Eri UTSUNOMIYA,1489.508220776086,1,2018,JPN,11-Apr-93
Axelle DAUWENS,1489.3752857577183,8,2016,BEL,1-Dec-90
Xia XIAO,1488.9790828587866,3,2018,CHN,4-Jun-91
Nina BRINO FORGNON,1488.8660291297247,1,2018,FRA,8-Jun-98
Justien GRILLET,1488.5181513537398,1,2018,BEL,18-Jul-94
Amalie IUEL,1487.973303861253,4,2018,NOR,17-Apr-94
Kemi ADEKOYA,1487.8868517552,12,2018,BRN,16-Jan-93
Drita ISLAMI,1486.6914098737366,2,2017,MKD,1-Aug-96
Jackie BAUMANN,1485.0713553365042,3,2017,GER,24-Aug-95
Viktoriya TKACHUK,1484.906382769187,6,2018,UKR,8-Nov-94
Yadisleidis PEDROSO,1484.6876678847261,17,2018,ITA,28-Jan-87
Wenda NEL,1472.74973170948,35,2018,RSA,30-Jul-88
