Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Novlene WILLIAMS-MILLS,1591.7507960847167,39,2014,JAM,26-Apr-82
Sanya RICHARDS-ROSS,1586.081768938469,19,2014,USA,26-Feb-85
Christine OHURUOGU,1570.7427759230434,25,2014,GBR,17-May-84
Amantle MONTSHO,1561.6613866984967,44,2014,BOT,4-Jul-83
Francena MCCORORY,1558.7195513813804,33,2014,USA,20-Oct-88
Stephenie Ann MCPHERSON,1549.2269338847927,13,2014,JAM,25-Nov-88
Allyson FELIX,1522.0273884293244,12,2014,USA,18-Nov-85
Joan MEDJID,1511.25,1,2013,FRA,29-Sep-95
Natasha HASTINGS,1510.331919088056,25,2014,USA,23-Jul-86
Nataliya PYHYDA,1505.9538489054967,6,2013,UKR,30-Jan-81
Anastasia LE-ROY,1503.1968309660242,1,2014,JAM,11-Sep-87
Kseniya RYZHOVA,1502.4361945571445,4,2013,RUS,19-Apr-87
Antonina KRIVOSHAPKA,1502.3547303008077,7,2011,RUS,21-Jul-87
Rose-Marie WHYTE-ROBINSON,1502.1115748287266,18,2013,JAM,8-Sep-86
Joanne CUDDIHY,1502.0959376699248,3,2012,IRL,11-May-84
Libania GRENOT,1501.8151585111425,11,2014,ITA,12-Jul-83
Joanna ATKINS,1501.6626345844847,3,2014,USA,31-Jan-89
DeeDee TROTTER,1501.6035262499213,12,2014,USA,8-Dec-82
Tiguida DIAROUMA,1501.600357133747,1,2013,FRA,7-Jun-94
Alina LOHVYNENKO,1501.5669673162938,2,2012,UKR,18-Jul-90
Ndeye SOUMAH FATOU,1501.5569986059504,2,2011,SEN,6-Apr-86
Olha ZEMLYAK,1500.937310967774,3,2014,UKR,16-Jan-90
Carol RODRÍGUEZ,1500.712502663399,2,2012,PUR,16-Dec-85
Omolara OMOTOSHO,1500.3204932549838,4,2013,NGR,24-May-93
Shereefa LLOYD,1500.1355565433978,1,2010,JAM,2-Sep-82
Debbie DUNN,1500.0692347437057,16,2012,USA,26-Mar-78
Ashley SPENCER,1500.0018515837019,2,2013,USA,8-Jun-93
Antonina YEFREMOVA,1499.6271963052936,1,2011,UKR,19-Jul-81
Marta MILANI,1499.5221211976836,3,2011,ITA,9-Mar-87
Lashinda DEMUS,1499.444471230966,1,2010,USA,10-Mar-83
Kseniya ZADORINA,1499.413380462178,1,2011,RUS,2-Mar-87
Natalya ANTYUKH,1499.3916065168146,2,2012,RUS,26-Jun-81
Svetlana USOVICH,1499.0758684373195,1,2012,BLR,14-Oct-80
Keshia KIRTZ,1499.0494157816652,2,2013,USA,30-Jan-88
Aymeé MARTÍNEZ,1498.748461307554,1,2011,CUB,17-Nov-88
Victoria BARR,1498.6689953465695,1,2010,GBR,14-Apr-82
Natalya NAZAROVA,1498.619327046402,1,2010,RUS,26-May-79
Vanya STAMBOLOVA,1498.5711599171846,1,2010,BUL,28-Nov-83
Melocia CLARKE,1498.5627265439343,1,2010,JAM,3-Apr-79
Perri SHAKES-DRAYTON,1498.5227841273231,2,2011,GBR,21-Dec-88
Jenna MARTIN,1498.5200198838693,2,2012,CAN,31-Mar-88
Kineke ALEXANDER,1498.4757633429958,2,2013,VIN,21-Feb-86
Daysurami BONNE,1498.4682197977395,1,2011,CUB,9-Mar-88
Lee MCCONNELL,1498.4656388631984,5,2012,GBR,9-Oct-78
Kseniya KARANDYUK,1498.4627709680003,1,2011,UKR,21-Jun-86
Raysa SANCHEZ,1498.4195122727838,1,2012,DOM,6-May-88
Maris MÄGI,1498.3989181035395,2,2011,EST,11-Aug-87
Janin LINDENBERG,1498.3873309104438,1,2011,GER,20-Jan-87
Marlena WESH,1498.2986199108332,2,2012,HAI,16-Feb-91
Alicia BROWN,1498.2526161682758,1,2013,CAN,21-Jan-90
Xiaoyin TANG,1498.222878547522,1,2012,CHN,29-Apr-85
Anne-noelle CLERIMA,1498.1581605620286,1,2013,FRA,8-Sep-95
Geisa Aparecida COUTINHO,1498.1018685665604,3,2012,BRA,1-Jun-80
Afia CHARLES,1497.7104584380627,1,2012,ANT,22-Jul-92
Anna RYZHYKOVA,1497.6240314082877,1,2011,UKR,24-Nov-89
Racheal NACHULA,1497.5439158843592,2,2011,ZAM,14-Jan-90
Jingwen CHEN,1497.4289893556006,1,2012,CHN,8-Feb-90
Davita PRENDERGAST,1497.3943199081834,3,2011,JAM,16-Dec-84
Fantu MAGISO,1497.3316325409892,2,2011,ETH,9-Jun-92
Norma GONZÁLEZ,1497.1912903222428,2,2011,COL,11-Aug-82
Denisa ROSOLOVÁ,1497.017140320774,7,2011,CZE,21-Aug-86
