Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Usain BOLT,1601.0565333533768,17,2013,JAM,21-Aug-86
Warren WEIR,1595.996881764969,18,2014,JAM,31-Oct-89
Nickel ASHMEADE,1588.8739851352684,21,2014,JAM,7-Apr-90
Alonso EDWARD,1576.1290741391313,13,2014,PAN,8-Dec-89
Justin GATLIN,1553.6607352308756,3,2014,USA,10-Feb-82
Walter DIX,1533.3164056975509,14,2013,USA,31-Jan-86
Yohan BLAKE,1523.0473007151272,8,2014,JAM,26-Dec-89
Christophe LEMAITRE,1522.9906366092998,16,2014,FRA,11-Jun-90
Jason YOUNG,1518.388170424068,8,2013,JAM,21-Mar-91
Adam GEMILI,1515.762151952766,4,2013,GBR,6-Oct-93
Anaso JOBODWANA,1515.7366366954438,6,2013,RSA,30-Jul-92
Femi OGUNODE,1515.172028564948,6,2014,QAT,15-May-91
Wallace SPEARMON,1511.0324511976887,18,2014,USA,24-Dec-84
Jimmy VICAUT,1508.6538625119247,4,2013,FRA,27-Feb-92
Churandy MARTINA,1507.4421760156688,30,2014,AHO,3-Jul-84
Lykourgos-Stefanos TSAKONAS,1505.8074491093325,4,2013,GRE,8-Mar-90
Jaysuma SAIDY NDURE,1504.6278104237588,27,2014,NOR,1-Jul-84
Aaron BROWN,1504.4770631332283,2,2012,CAN,27-May-92
Bruno Lins TENORIO DE BARROS,1504.3593197770965,6,2013,BRA,7-Jan-87
Alex QUIÑÓNEZ,1504.3305453048633,5,2013,ECU,11-Aug-89
Tyson GAY,1503.4932159681373,3,2014,USA,9-Aug-82
Serhiy SMELYK,1503.1995959223823,7,2014,UKR,19-Apr-87
Antoine ADAMS,1502.287920213188,3,2013,SKN,31-Aug-88
Christian MALCOLM,1502.0552694017592,10,2012,GBR,3-Jun-79
Aldemir JUNIOR,1501.6892295094,3,2013,BRA,8-Jun-92
Michael MATHIEU,1500.988494226011,2,2012,BAH,24-Jun-84
Kamil KRYŃSKI,1500.9858676145507,2,2012,POL,12-May-87
Jared CONNAUGHTON,1500.7359198759418,3,2012,CAN,20-Jul-85
Wayde VAN NIEKERK,1500.7266484785657,1,2014,RSA,15-Jul-92
Angelo TAYLOR,1500.7008782189896,2,2010,USA,29-Dec-78
Hitoshi SAITO,1500.4982686689946,2,2011,JPN,9-Oct-86
Winston GEORGE,1500.1472104558402,1,2013,GUY,19-May-87
Daniel Alfonso GRUESO,1500.0561270831622,1,2011,COL,30-Jul-85
Kim COLLINS,1499.8033886930339,3,2011,SKN,5-Apr-76
Julian FORTE,1499.7559863284528,1,2014,JAM,7-Jan-93
Michael HERRERA,1499.6310240748317,3,2012,CUB,5-Jun-85
Noah AKWU,1499.5884719095552,1,2012,NGR,23-Sep-90
Jason LIVERMORE,1499.5072573197308,3,2014,JAM,25-Apr-88
Steve MULLINGS,1499.3971514878394,2,2010,JAM,29-Nov-82
Ronald POGNON,1499.3958220844816,1,2010,FRA,16-Nov-82
Amr Ibrahim Mostafa SEOUD,1499.2672915585467,3,2012,EGY,10-Jun-86
Andrew HOWE,1499.1365723212439,2,2014,ITA,12-May-85
Yuichi KOBAYASHI,1499.1342096023914,2,2013,JPN,25-Aug-89
Calvin SMITH,1499.0308339984074,1,2010,USA,10-Dec-87
Brendan CHRISTIAN,1498.9880025806733,2,2012,ANT,11-Dec-83
Bruno HORTELANO-ROIG,1498.9827596016592,3,2013,ESP,18-Sep-91
Diego MARANI,1498.9728032328208,1,2010,ITA,27-Apr-90
Aaron ARMSTRONG,1498.9721403569763,1,2010,TTO,14-Oct-77
Roberto SKYERS,1498.8203871421324,1,2012,CUB,12-Nov-91
Ben Youssef MEITÉ,1498.7430445378575,1,2011,CIV,11-Nov-86
Jonathan BORLÉE,1498.7412467155582,1,2013,BEL,22-Feb-88
Peimeng ZHANG,1498.7227868159036,2,2013,CHN,13-Mar-87
Brijesh LAWRENCE,1498.687427603642,1,2011,SKN,27-Dec-89
Isaac MAKWALA,1498.6482072173517,1,2013,BOT,24-Sep-85
Pierre Alexis PESSONNEAUX,1498.6166649993402,1,2011,FRA,25-Nov-87
Craig PICKERING,1498.60832768007,1,2010,GBR,16-Oct-86
Lalonde GORDON,1498.6000442383202,2,2013,TTO,25-Nov-88
Rondel SORRILLO,1498.5895663700471,9,2012,TTO,21-Jan-86
Mingxuan LI,1498.5855509396456,1,2010,CHN,4-Mar-86
Kind BUTLER,1498.53253385497,1,2013,USA,8-Apr-89
Jordan BOASE,1498.5080914639077,2,2011,USA,10-Oct-85
Teddy TINMAR,1498.3561344175152,1,2011,FRA,30-May-87
Marlon DEVONISH,1498.3093552689752,3,2010,GBR,1-Jun-76
Lebogang MOENG,1498.2092259806827,1,2011,RSA,10-Oct-89
Thuso MPUANG,1497.9650812025984,1,2011,RSA,1-Mar-84
Nilson Andre DE OLIVEIRA,1497.9637794279083,1,2011,BRA,30-Jan-86
Pavel MASLÁK,1497.8253245418387,3,2012,CZE,21-Feb-91
Shinji TAKAHIRA,1497.7936937953814,5,2012,JPN,18-Jul-84
Rytis SAKALAUSKAS,1497.787872364494,1,2011,LTU,27-Jun-87
Jonathan ÅSTRAND,1497.769283544596,4,2012,FIN,9-Sep-85
Bryan BARNETT,1497.7027941365059,1,2011,CAN,10-Feb-87
Robin EREWA,1497.6840528747923,1,2011,GER,24-Jun-91
Leroy DIXON,1497.6605711263728,1,2011,USA,20-Jun-83
Xavier CARTER,1497.6299946873787,7,2011,USA,8-Dec-85
Brian DZINGAI,1497.611091083079,1,2011,ZIM,29-Apr-81
Leon BAPTISTE,1497.6049635914346,1,2011,GBR,23-May-85
Chris CLARKE,1497.5251874688215,1,2013,GBR,25-Jan-90
Gabriel MVUMVURE,1497.3801701607345,1,2011,ZIM,23-Feb-88
Marc SCHNEEBERGER,1497.317856638933,3,2011,SUI,5-Jul-81
David BOLARINWA,1497.2447455448237,1,2013,GBR,20-Oct-93
Richard KILTY,1497.2178661070197,1,2013,GBR,2-Sep-89
Sebastian ERNST,1497.2001722406833,2,2011,GER,11-Oct-84
Darvis PATTON,1497.144668845538,5,2013,USA,4-Dec-77
Carlos Rafael JORGE,1497.110417420567,1,2012,DOM,24-Sep-86
Ramone MCKENZIE,1497.061537023093,1,2013,JAM,15-Nov-90
Delano WILLIAMS,1496.7029962023787,3,2013,GBR,23-Dec-93
Ainsley WAUGH,1496.5434963861344,6,2011,JAM,17-Sep-81
Curtis MITCHELL,1496.5172340854597,11,2014,USA,11-Mar-89
Harry AIKINES-ARYEETEY,1496.3944663070836,1,2012,GBR,29-Aug-88
Sergio RUIZ,1496.3734047350545,1,2013,ESP,21-Oct-89
Roudy MONROSE,1496.3466308768107,1,2011,HAI,26-Apr-78
Leeroy HENRIETTE,1496.2860791844423,1,2011,SEY,7-Jan-91
Khalilur RAHMAN,1496.248592191056,1,2011,BAN,1-Feb-90
Calvin DASCENT,1496.2350779958629,1,2011,ISV,5-Apr-89
Holder Ocante DA SILVA,1496.2257067243095,1,2011,GBS,22-Jan-88
Luka RAKIĆ,1496.2131895187094,1,2011,MNE,2-Aug-91
Ben BASSAW,1496.1803770816132,1,2012,FRA,9-Jul-89
Kei TAKASE,1496.1707612387481,3,2013,JPN,25-Nov-88
Vyacheslav MURAVYEV,1495.8547743761314,1,2012,KAZ,14-Jul-82
Christian REYES,1495.6981018842143,1,2012,CHI,5-Aug-86
Richard THOMPSON,1495.6933594315833,3,2012,TTO,7-Jun-85
Arnaldo ABRANTES,1495.5922837966573,2,2012,POR,27-Nov-86
José Carlos HERRERA,1495.4934363480743,1,2012,MEX,5-Feb-86
Trevorano MACKEY,1495.48534241444,1,2012,BAH,5-Jan-92
Paul HESSION,1495.450287208894,6,2012,IRL,27-Jan-83
Daniel TALBOT,1495.359589118414,2,2013,GBR,1-May-91
Titus Kafunda MUKHALA,1495.2643289888856,1,2013,ZAM,3-Aug-93
Omar Jouma Bilal AL SALFA,1495.1912397211631,2,2011,UAE,15-Oct-89
Marvin ANDERSON,1495.1440504373236,11,2012,JAM,12-May-82
Patrick VAN LUIJK,1495.1388229959634,2,2012,NED,17-Sep-84
Lestrod ROLAND,1495.085469255037,1,2013,SKN,5-Sep-92
Jan ŽUMER,1495.0562948696343,1,2013,SLO,9-Jun-82
Kyle GREAUX,1494.9434548649283,1,2013,TTO,26-Apr-88
Rasheed DWYER,1494.6995345128303,10,2014,JAM,29-Jan-89
Marek NIIT,1494.5363575724466,2,2012,EST,9-Aug-87
Sibusiso MATSENJWA,1494.3932405693463,2,2012,SWZ,2-May-88
Enrico DEMONTE,1494.3386128790903,1,2013,ITA,25-Sep-88
Méba-Mickaël ZEZE,1494.2553309837626,1,2013,FRA,19-May-94
Jidou EL MOCTAR,1493.9253482268962,1,2012,MTN,8-Jul-85
Isiah YOUNG,1493.9151348566488,7,2014,USA,5-Jan-90
Ibrahim TURAY,1493.8193975426634,1,2012,SLE,4-Sep-93
Maurice MITCHELL,1493.803395230128,5,2013,USA,22-Dec-89
Joel REDHEAD,1493.7924558228283,1,2012,GRN,3-Jul-86
Jean-Yves ESPARON,1493.7831523689488,1,2012,SEY,8-Aug-94
Kevin THOMPSON,1493.4612895880207,1,2013,JAM,5-Aug-86
Sandro Ricardo RODRIGUES VIANA,1493.4285673842505,2,2012,BRA,26-Mar-77
Ratu Banuve TABAKAUCORO,1493.3623868172776,1,2013,FIJ,4-Sep-92
Calesio NEWMAN,1493.3190432096562,4,2013,USA,20-Aug-86
Reto Amaru SCHENKEL,1493.305117967368,3,2012,SUI,28-Apr-88
Aleksandr KHYUTTE,1493.2248686757632,1,2013,RUS,29-Sep-88
Tremaine HARRIS,1493.1479182329585,3,2013,CAN,10-Feb-92
Jamial ROLLE,1493.098018390746,1,2013,BAH,16-Apr-80
Mitchel DAVIS,1493.0749777087499,1,2013,DMA,17-Aug-91
Cruz Rolando PALACIOS,1492.868985007979,2,2013,HON,3-May-87
Emmanuel CALLENDER,1492.8348492412156,4,2012,TTO,10-May-84
Aziz OUHADI,1492.6652110580803,2,2012,MAR,24-Jul-84
Hitjivirue KAANJUKA,1492.6148762329608,1,2013,NAM,29-Dec-87
Brandon BYRAM,1492.5724802612008,1,2014,USA,11-Sep-88
Ayman Mohammed AHMED SAID,1492.4483412447628,1,2013,EGY,10-Oct-88
Luguelín SANTOS,1492.3895844589215,1,2013,DOM,12-Nov-92
Shawn CRAWFORD,1492.03819604933,6,2012,USA,14-Jan-78
Zhenye XIE,1491.402603155086,3,2013,CHN,17-Aug-93
Mosito LEHATA,1490.5771807373599,4,2013,LES,8-Apr-89
Nil DE OLIVEIRA,1490.4730328311307,2,2013,SWE,3-Sep-86
Dontae RICHARDS-KWOK,1490.1876451262078,1,2014,CAN,1-Mar-89
Didier KIKI,1490.0847740656427,1,2013,BEN,30-Nov-95
Bernardo BALOYES,1490.0491126950774,1,2013,COL,6-Jan-94
Yendountien TIEBEKABE,1489.8934203901963,1,2013,TOG,18-Jan-91
Shota IIZUKA,1489.701907289968,4,2014,JPN,25-Jun-91
Karol ZALEWSKI,1489.6658741146307,3,2014,POL,7-Aug-93
Ali LIAQAT,1489.6630308534968,1,2013,PAK,6-Aug-83
Jerai TORRES,1489.5121242511855,1,2013,GIB,25-May-94
Neddy MARIE,1489.510225669641,1,2013,SEY,6-Feb-90
Courtney Carl WILLIAMS,1489.3583368086079,1,2013,VIN,31-Jan-91
Sean MCLEAN,1489.3173031701613,1,2014,USA,23-Mar-92
Mario FORSYTHE,1488.9398451546813,11,2013,JAM,30-Oct-85
Trell KIMMONS,1486.3524539650775,3,2014,USA,13-Jul-85
Ryan BAILEY,1484.1409678358452,8,2014,USA,13-Apr-89
Alex WILSON,1483.8580663803682,6,2014,SUI,19-Sep-90
Jeremy DODSON,1482.0181954583272,6,2014,USA,30-Aug-87
James ELLINGTON,1473.8190820969953,14,2014,GBR,6-Sep-85
