Athlete,Rating,Number Of Races
Guye Idemo ADOLA,1499.8100296875928,1
Moukhled AL OUTAIBI,1499.807880148987,1
Scott BAUHS,1499.804527548566,1
Kaan Kigen ÖZBILEN,1499.79535374006,3
Moses Ndiema KIPSIRO,1499.7733428524223,2
Tsuyoshi UGACHI,1499.747490949503,1
Thomas AYEKO,1499.7418071457778,2
Dejen GEBREMESKEL,1499.7171189959622,1
Juan Carlos ROMERO BERNAL,1499.7016637355216,1
Muktar EDRIS,1499.6918066650283,1
Ayad LAMDASSEM,1499.6867357821534,1
Matt TEGENKAMP,1499.682112454932,2
Daniel Lemashon SALEL,1499.6664878197048,2
Dennis MASAI,1499.6103440177048,3
Chris THOMPSON,1499.608369850684,1
Mosinet GEREMEW,1499.5739700850422,1
Bouabdellah TAHRI,1499.5627958542977,1
Titus Kipjumba MBISHEI,1499.5605912847482,2
Polat Kemboi ARIKAN,1499.5485729246484,2
Abdi NAGEEYE,1499.543043643916,1
Yuki SATO,1499.5158647445235,2
Mykola LABOVSKIY,1499.5142240858918,1
Samuel CHELANGA,1499.4994839259234,1
Cameron LEVINS,1499.4914527611286,4
Diego ESTRADA,1499.468912178312,2
Collis BIRMINGHAM,1499.4053585254671,1
Birhan NEBEBEW,1499.3275669985446,3
Leonard BARSOTON,1499.3211135693068,1
Yevgeniy RYBAKOV,1499.256837082521,1
Wilson Kiprono TOO,1499.2327834652756,1
James WANGARI,1499.2114783248298,1
Kirubel ERASSA,1499.2070278299311,1
Josphat Kipkoech BETT,1499.1457584425036,4
Emmanuel Kipkemei BETT,1499.1435729237728,6
David MCNEILL,1499.1243627534486,1
Daniele MEUCCI,1498.9444393426838,4
Tetsuya YOROIZAKA,1498.910557551462,1
Eric JENKINS,1498.897582819982,1
Ali KAYA,1498.7523399729425,2
Nguse AMLOSOM,1498.711078560278,5
Jose Luis OSTOS,1498.63345694345,1
Vincent Kipsegechi YATOR,1498.5645142824924,2
Aweke AYALEW,1498.5385669517086,1
Abraham CHEROBEN,1498.495631151834,2
Arne GABIUS,1498.3845260575445,2
Kenta MURAYAMA,1498.329440404456,1
Bashir ABDI,1498.2769295734101,2
Andy VERNON,1498.2347352265356,1
Lopez LOMONG,1498.1337138872589,1
Zouhair TALBI,1498.123120237172,1
Olivier IRABARUTA,1498.003674063998,1
Suguru OSAKO,1497.9713667663364,3
Teklemariam MEDHIN,1497.8104078232589,6
Chris DERRICK,1497.6766969924065,2
Goitom KIFLE,1497.6511371894821,4
Ben ST. LAWRENCE,1497.6466117165505,2
Mohammed AHMED,1497.5637945967107,6
Awet HABTE,1497.5520474447649,1
Kota MURAYAMA,1497.4683174617176,1
Charles MUNERIA,1497.1572842201945,1
Ross MILLINGTON,1497.1491110909387,1
Hiskel TEWELDE,1496.988202946417,1
Yemaneberhan CRIPPA,1496.7814805596374,1
El Hassan EL ABBASSI,1496.7265870116544,5
Hassan MEAD,1496.4967287658826,3
Zane ROBERTSON,1496.4451245105192,3
Yuta SHITARA,1495.8551805085567,2
Juan Antonio PÉREZ,1495.6633323158076,1
Moses Martin KURONG,1495.443218222049,2
Marius VEDVIK,1495.3657627136618,1
Peter KIPROTICH,1495.2901598024475,1
Byron PIEDRA,1495.2843218945873,1
Aron KIFLE,1495.2165182482438,3
Amanal PETROS,1494.8613763257965,1
Aras KAYA,1494.3535969945424,1
Timothy TOROITICH,1494.203462816934,8
Patrick TIERNAN,1494.090725298528,1
Vincent RONO,1493.7059024933617,1
Weldu Negash GEBRETSADIK,1493.2448843365578,1
Robel FSIHA,1492.7632607599621,1
Stephen MOKOKA,1492.4908708958956,7
Juan Luis BARRIOS,1490.6223716000763,2
Sondre Nordstad MOEN,1490.2009909688177,2
Shadrack KIPCHIRCHIR,1489.57342856869,5
Rodrigue KWIZERA,1488.3890877944157,1
Soufiane BOUCHIKHI,1488.16417093558,2
Leonard KORIR,1486.3759869277105,5
Abdallah Kibet MANDE,1486.289160722005,1
Onesphore NZIKWINKUNDA,1479.09656881293,2
