Athlete,Rating,Number Of Races
Joshua CHEPTEGEI,1566.663131327225,5
Mo FARAH,1543.039014442874,9
Rhonex KIPRUTO,1536.3310009402212,2
Yomif KEJELCHA,1525.0215017824432,1
Paul Kipngetich TANUI,1515.254125696706,8
Dominic Chemut KIPTARUS,1513.23,1
Rodgers KWEMOI,1507.1229169130152,1
Tamirat TOLA,1506.6249170872106,2
Hagos GEBRHIWET,1506.5370846235244,2
Bedan KAROKI,1506.3366625123479,7
Galen RUPP,1504.9451911702413,7
Mogos TUEMAY,1504.290763004858,1
Geoffrey KAMWOROR,1504.2517310776607,5
Yigrem DEMELASH,1503.5822693496555,3
William Malel SITONIK,1503.4558624619094,1
Stewart MCSWEYN,1503.3186266120301,1
Jemal Yimer MEKONNEN,1502.548453597889,1
Ibrahim JEILAN,1502.4618940484531,3
Paul CHELIMO,1502.3311906803062,1
Andamlak BELIHU,1501.969406903476,2
Kenenisa BEKELE,1501.9522792179232,3
Stephen SAMBU,1501.2555594667024,2
Zersenay TADESE,1501.0948717089284,5
Julien WANDERS,1500.9635112762803,2
Abrar OSMAN,1500.5865778224445,1
Abera KUMA,1500.3541248656047,4
Tariku BEKELE,1500.263514478076,2
Vincent Kiprop CHEPKOK,1500.2499684330196,2
Kenneth Kiprop KIPKEMOI,1500.1395090309343,3
Lucas Kimeli ROTICH,1500.0960375121665,2
Geoffrey KIRUI,1500.0718445001712,3
Martin Irungu MATHATHI,1500.037488048737,1
Gebregziabher GEBREMARIAM,1500.0135856291708,1
Nicholas Mboroto KOSIMBEI,1500.0100894426496,1
Peter Cheruiyot KIRUI,1499.9922969401405,1
Mathew Kipkoech KISORIO,1499.988202450983,1
Amos KURGAT,1499.9874328395595,1
Mark Kosgei KIPTOO,1499.9751105696137,1
Eliud KIPCHOGE,1499.9713238847291,1
Leonard Patrick KOMON,1499.964043368208,2
Sileshi SIHINE,1499.937562440241,2
John Kemboi CHERUIYOT,1499.9308418646544,1
Abadi HADIS,1499.9238994601428,2
Paul LONYANGATA,1499.9094988636546,1
Isiah Kiplangat KOECH,1499.9092256630197,1
Ayele ABSHERO,1499.892770443615,1
Chesari Kirui JACOB,1499.8842029170169,1
Rui SILVA,1499.871032945995,1
Imane MERGA,1499.8691666834727,6
Robert KAJUGA,1499.8585665411729,1
Moses Ndiema MASAI,1499.8544389479061,2
Dathan RITZENHEIN,1499.8122886315473,2
