Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Donavan BRAZIER,1623.199494884403,11,2019,USA,15-Apr-97
Nijel AMOS,1608.5492788786246,40,2019,BOT,15-Mar-94
Emmanuel Kipkurui KORIR,1563.6644944912177,16,2019,KEN,15-Jun-95
Ferguson Cheruiyot ROTICH,1561.9217731402955,50,2019,KEN,30-Nov-89
Amel TUKA,1559.6552296476343,21,2019,BIH,9-Jan-91
Brandon MCBRIDE,1539.229258543727,23,2019,CAN,15-Jun-94
Wyclife KINYAMAL,1537.7147088469824,10,2019,KEN,2-Jul-97
Bryce HOPPEL,1527.9041329921279,3,2019,USA,5-Sep-97
David RUDISHA,1524.9931091372343,37,2017,KEN,17-Dec-88
Marco AROP,1520.4019640510533,3,2019,CAN,20-Sep-98
Taoufik MAKHLOUFI,1514.648314637173,9,2016,ALG,29-Apr-88
Ryan SÁNCHEZ,1512.4421426482315,4,2019,PUR,22-Jun-98
Wesley VÁZQUEZ,1511.2552558078332,13,2019,PUR,27-Mar-94
Kipyegon BETT,1510.3680506300727,12,2018,KEN,1-Feb-98
Elijah Motonei MANANGOI,1508.9530970978915,4,2018,KEN,5-Jan-93
Cornelius TUWEI,1508.3784639393466,4,2019,KEN,24-May-93
Alfred KIPKETER,1508.048962494164,25,2019,KEN,28-Dec-96
Boris BERIAN,1507.7992217951764,7,2016,USA,19-Dec-92
Adrián BEN,1507.635013290692,3,2019,ESP,4-Aug-98
Marcin LEWANDOWSKI,1507.4002838653387,59,2019,POL,13-Jun-87
Mark ENGLISH,1507.3359294851525,15,2019,IRL,18-Mar-93
Ayanleh SOULEIMAN,1506.72138354042,11,2016,DJI,3-Dec-92
Clayton MURPHY,1506.5497972270482,20,2019,USA,26-Feb-95
Thijmen KUPERS,1506.183053188222,8,2017,NED,4-Oct-91
Brannon KIDDER,1505.9142748376757,2,2019,USA,18-Nov-93
Saúl ORDÓÑEZ,1505.887111535133,2,2018,ESP,10-Apr-94
Filip SASÍNEK,1505.8706415584415,1,2016,CZE,8-Jan-96
Álvaro DE ARRIBA,1505.3399610748113,8,2019,ESP,2-Jun-94
Robert BIWOTT,1504.5789764342776,7,2017,KEN,28-Jan-96
Michael SARUNI,1504.3960073649687,2,2019,KEN,18-Jun-95
Musaeb Abdulrahman BALLA,1503.968424276,16,2015,QAT,19-Mar-89
Mohammed AMAN,1503.9269513824474,40,2018,ETH,10-Jan-94
Pierre-Ambroise BOSSE,1503.413963409859,44,2019,FRA,11-May-92
Michał ROZMYS,1502.920397938352,4,2019,POL,13-Mar-95
Nick SYMMONDS,1502.8170463754655,24,2016,USA,30-Dec-83
Isaiah HARRIS,1502.4028439461354,3,2018,USA,18-Oct-96
Christoph KESSLER,1502.0822054029231,1,2016,GER,28-Apr-95
Cyril VINCENT-VIRY,1501.1947055803312,1,2016,FRA,28-Oct-89
Mouad ZAHAFI,1501.0252503359939,1,2019,MAR,9-May-98
Leonard Kirwa KOSENCHA,1501.010496585034,5,2013,KEN,21-Aug-94
Abubaker KAKI,1500.9749912532125,22,2014,SUD,21-Jun-89
Duane SOLOMON,1500.8450237440911,21,2014,USA,28-Dec-84
Tony VAN DIEPEN,1500.8285304706424,1,2016,NED,17-Apr-96
Konstantin TOLOKONNIKOV,1500.7367785006045,2,2015,RUS,26-Feb-96
Samir JAMMA,1500.5524996466283,2,2013,MAR,9-Feb-90
Yeimer LÓPEZ,1500.4412334766225,2,2014,CUB,20-Aug-82
Yuriy BORZAKOVSKIY,1500.4224776240876,6,2012,RUS,12-Apr-81
Abraham Kipchirchir ROTICH,1500.404449475215,7,2015,KEN,26-Sep-93
Mbulaeni MULAUDZI,1500.348469646015,9,2013,RSA,8-Sep-80
Alfred Kirwa YEGO,1500.3276954515215,17,2012,KEN,28-Nov-86
Thiago ANDRÉ,1500.3016293319279,4,2018,BRA,4-Aug-95
Sho KAWAMOTO,1500.284914104623,1,2016,JPN,1-Mar-93
Kléberson DAVIDE,1500.2676753085166,5,2016,BRA,20-Jul-85
Khadevis ROBINSON,1500.2602754880809,8,2012,USA,19-Jul-76
Jonathan KITILIT,1500.2187197903418,11,2019,KEN,24-Apr-94
Ali AL DARAAN,1500.2013695513797,2,2015,KSA,17-Apr-90
Aurele VANDEPUTTE,1500.1840804282394,1,2016,BEL,14-May-95
Daniel ANDUJAR,1500.1823638888013,1,2016,ESP,14-May-94
Antonio Manuel REINA,1500.178852153469,10,2012,ESP,13-Jun-81
Amine LAALOU,1500.1299855943053,3,2011,MAR,13-May-82
Robert LATHOUWERS,1500.120256756364,2,2012,NED,8-Jul-83
Robin SCHEMBERA,1500.1143897873508,1,2015,GER,1-Oct-88
Edwin Kiplagat MELLY,1500.059076674594,1,2012,KEN,23-Apr-94
Daniel NGHIPANDULWA,1500.0152811436458,1,2011,NAM,8-Jun-89
Mahfoud BRAHIMI,1500.0060999869174,2,2011,ALG,24-Feb-85
Darren ST. CLAIR,1500.0010281620653,1,2010,GBR,6-Apr-85
Mohammed Khalaf AL AZEMI,1499.99939014558,2,2011,KUW,16-Jun-82
Sylvain QUIRION,1499.9916530075911,1,2016,FRA,8-Jun-88
Mouhcine EL AMINE,1499.9816757157696,1,2011,MAR,18-Jan-82
Jan KUBISTA,1499.9654763996118,1,2013,CZE,23-Sep-90
James SHANE,1499.9614332754668,1,2011,GBR,18-Dec-89
Jacob HERNANDEZ,1499.9392273195613,1,2010,USA,8-Sep-85
Paul RENAUDIE,1499.9377852102343,1,2012,FRA,2-Apr-90
Anthony CHEMUT,1499.9328001037497,7,2013,KEN,17-Dec-92
Abraham KIPLAGAT,1499.9327891021067,3,2013,KEN,9-Aug-84
Nick WILLIS,1499.9307627920825,1,2011,NZL,25-Apr-83
Gilbert KIPCHOGE,1499.9208640891648,1,2010,KEN,4-May-83
Rizak DIRSHE,1499.920245529067,1,2010,SWE,5-Jan-72
Sadjad MORADI,1499.8967137233649,3,2012,IRI,30-Mar-83
Lachlan RENSHAW,1499.894893718338,3,2012,AUS,2-Apr-87
Ashot HAYRAPETYAN,1499.894850772378,1,2011,ARM,13-Feb-86
Niall BROOKS,1499.8936227003096,1,2010,GBR,8-Jul-91
Collins KIPRUTO,1499.8908574470788,1,2019,KEN,12-Apr-94
Christian SMITH,1499.890363138233,1,2010,USA,31-Oct-83
Yusuf Saad KAMEL,1499.8901450737949,1,2010,BRN,29-Mar-83
Jackson Mumbwa KIVUVA,1499.88234437512,12,2012,KEN,11-Aug-89
Andrew ELLERTON,1499.8821179867027,1,2011,CAN,18-Nov-83
Belal Mansoor ALI,1499.870886202838,2,2010,BRN,17-Oct-88
Mohamed Amine BELFERAR,1499.869392589665,3,2016,ALG,16-Feb-91
Ronald MUSAGALA,1499.8670436086818,3,2014,UGA,16-Dec-92
Luis Alberto MARCO,1499.8576665563182,7,2013,ESP,20-Aug-86
Karjuan WILLIAMS,1499.8408397899827,2,2011,USA,5-Jul-87
Augustine Kiprono CHOGE,1499.8394199677255,2,2010,KEN,21-Jan-87
Abraham CHEPKIRWOK,1499.825190879594,1,2011,UGA,18-Nov-88
Xiaofei YANG,1499.8221016233722,1,2012,CHN,18-Feb-90
Mario SCAPINI,1499.8187555566433,1,2012,ITA,2-Feb-89
Rob NOVAK,1499.8100074197848,1,2011,USA,20-Mar-86
Joe ABBOTT,1499.8090568329385,1,2013,USA,1-Mar-90
Nathan BRANNEN,1499.7994692338034,1,2013,CAN,8-Sep-82
Masato YOKOTA,1499.789745090729,2,2012,JPN,19-Nov-87
Jan HOCHSTRASSER,1499.776796861022,1,2016,SUI,23-Oct-88
Geoff HARRIS,1499.7760654055705,2,2012,CAN,30-Jan-87
Hamza DRIOUCH,1499.7656359321527,2,2011,QAT,16-Nov-94
Ivan TUKHTACHEV,1499.7649939426924,1,2012,RUS,12-Jul-89
Fabiano PECANHA,1499.7616834425403,2,2012,BRA,5-Jun-82
Fernando Lina DA SILVA,1499.7615215643082,1,2011,BRA,10-Oct-86
David Mutinda MUTUA,1499.7589740938447,5,2012,KEN,20-Apr-92
Jakub HOLUŠA,1499.7563954893635,3,2012,CZE,20-Feb-88
Abdulaziz Ladan MOHAMMED,1499.7463572496076,2,2012,KSA,7-Jan-91
Richard BLAGG,1499.7434034305084,1,2011,GIB,3-Nov-88
Hamid OUALICH,1499.7419905926745,2,2012,FRA,26-Apr-88
Ahmad FARHAN,1499.7383424764462,1,2011,PAK,11-Jan-90
Zaw Win THET,1499.7375137879835,1,2011,MYA,1-Mar-91
Henrik INGEBRIGTSEN,1499.735787379897,1,2014,NOR,24-Feb-91
Johan SVENSSON,1499.7353473203304,1,2012,SWE,16-May-89
Shifaz MOHAMED,1499.7335156250656,1,2011,MDV,17-Aug-86
Jeff LASTENNET,1499.7269796411235,2,2011,FRA,26-Aug-87
Paul ROBINSON,1499.71918269056,1,2013,IRL,24-May-91
Xiudong XIA,1499.7103741138787,1,2012,CHN,19-Jan-88
Nabil MADI,1499.7081962590364,1,2012,ALG,9-Jun-81
Diomar DE SOUZA,1499.705468218945,1,2012,BRA,24-Aug-89
Ilham Tanui ÖZBILEN,1499.6762486264454,1,2013,TUR,5-Mar-90
Sören LUDOLPH,1499.6688270089014,1,2012,GER,25-Feb-88
Mark WIECZOREK,1499.6594874253412,1,2013,USA,25-Dec-84
Andy GONZÁLEZ,1499.6269570138002,3,2013,CUB,17-Oct-87
Leonel MANZANO,1499.6267384016219,5,2015,USA,12-Sep-84
Julius MUTEKANGA,1499.6194514941358,2,2012,UGA,1-Dec-87
James EICHBERGER,1499.612779630015,1,2013,MEX,4-Aug-90
Leoman MOMOH,1499.6074903108315,1,2013,NGR,30-Mar-91
Tamás KAZI,1499.6064104831175,5,2013,HUN,16-May-85
Nader BELHANBEL,1499.5900044028958,1,2014,MAR,1-Jul-94
Haining TENG,1499.5878692623346,1,2014,CHN,25-Jun-93
David TORRENCE,1499.5793560388847,2,2014,USA,26-Nov-85
Johan ROGESTEDT,1499.5500609472988,2,2014,SWE,27-Jan-93
Arnold SORINA,1499.5223387451201,1,2012,VAN,6-Jan-88
