Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Caster SEMENYA,1657.6099161433854,27,2016,RSA,7-Jan-91
Francine NIYONSABA,1606.7802540346086,16,2016,BDI,5-May-93
Margaret Nyairera WAMBUI,1546.8708760953991,5,2016,KEN,15-Sep-95
Melissa BISHOP-NRIAGU,1536.5161051019222,13,2016,CAN,5-Aug-88
Eunice Jepkoech SUM,1535.9673502833637,33,2016,KEN,10-Apr-88
Joanna JÓŹWIK,1531.3792455501641,13,2016,POL,30-Jan-91
Ajee WILSON,1528.9438513891055,19,2016,USA,8-May-94
Lynsey SHARP,1525.1792737094038,24,2016,GBR,11-Jul-90
Soumaya BOUSSAID,1524.3871607184328,1,2016,TUN,5-May-80
Shelayna OSKAN-CLARKE,1520.138995751015,12,2016,GBR,20-Jan-90
Rababe ARAFI,1517.2330404670133,4,2015,MAR,12-Jan-91
Marina ARZAMASOVA,1517.160399820204,24,2016,BLR,17-Dec-87
Lovisa LINDH,1516.9776010459666,2,2016,SWE,9-Jul-91
Renelle LAMOTE,1516.3277863791193,10,2016,FRA,26-Dec-93
Lea MOSCHINI,1515.2764285714286,1,2015,FRA,20-Jun-98
Selina BÜCHEL,1514.655644223326,13,2016,SUI,26-Jul-91
Natoya GOULE,1512.9996626276707,4,2016,JAM,30-Mar-91
Natalya PRYSHCHEPA,1511.4736591406513,3,2016,UKR,11-Sep-94
Pamela JELIMO,1510.0165496451,11,2012,KEN,5-Dec-89
Yekaterina POISTOGOVA,1510.0013216998213,11,2014,RUS,1-Mar-91
Nataliya LUPU,1508.7863346017186,13,2015,UKR,14-Nov-87
Sahily DIAGO MESA,1508.7132392157562,2,2016,CUB,26-Aug-95
Amela TERZIĆ,1507.5953565158384,2,2016,SRB,2-Jan-93
Laura MUIR,1507.4862508687363,4,2015,GBR,9-May-93
Yasmine GRAZIANI,1507.4242697888435,1,2016,FRA,1-Aug-94
Janeth JEPKOSGEI,1507.4084656692614,32,2015,KEN,13-Dec-83
Sanne VERSTEGEN-WOLTERS,1507.1323895198293,2,2014,NED,10-Nov-85
Kate GRACE,1507.0788023489154,5,2016,USA,24-Oct-88
Renée EYKENS,1506.773869310735,2,2016,BEL,8-Jun-96
Rose Mary ALMANZA,1505.6374733547682,11,2016,CUB,13-Jul-92
Fadouwa LEDHEM,1504.9778021664572,1,2015,FRA,28-Sep-87
Winny CHEBET,1504.8905833002977,13,2016,KEN,20-Dec-90
Brenda MARTINEZ,1504.1109115651316,18,2015,USA,8-Sep-87
Ophelie SEXTIUS,1504.05,1,2013,FRA,21-Feb-94
Sifan HASSAN,1503.86937662314,5,2016,NED,1-Jan-93
LaTavia THOMAS,1503.7782255144366,2,2015,USA,17-Dec-88
Halima HACHLAF,1503.7128924837857,12,2013,MAR,6-Sep-88
Mariya SAVINOVA,1503.619749711881,2,2013,RUS,13-Aug-85
Rowena COLE,1503.2997085714285,1,2012,GBR,13-Jan-92
Yelena KOFANOVA,1503.0377239727013,3,2012,RUS,8-Aug-88
Jessica JUDD,1502.4771098714068,5,2014,GBR,7-Jan-95
Yuneysi SANTIUSTI,1501.8844671146908,8,2016,CUB,24-Dec-84
Melanie LAVRIL,1501.7475852350963,1,2016,FRA,18-Jun-96
Rosibel GARCÍA,1501.2732142765508,4,2012,COL,13-Feb-81
Anna BALAKSHINA,1501.0887510857144,1,2010,RUS,22-Nov-86
Claire TARPLEE,1501.0752052679547,1,2012,IRL,22-Sep-88
Alice SCHMIDT,1500.9634041038607,5,2012,USA,3-Oct-81
Marilyn OKORO,1500.9085733718607,17,2014,GBR,23-Sep-84
Liliya LOBANOVA,1500.8876440333952,2,2011,UKR,14-Oct-85
Fiona BENSON,1500.6497434776606,2,2015,CAN,25-May-92
Stephanie MICHEA,1500.5761285681488,1,2013,FRA,21-Oct-78
Nancy Jebet LANGAT,1500.4609111152129,1,2010,KEN,22-Aug-81
Phillipa AUKETT,1500.3381160182507,1,2012,GBR,9-Sep-84
Abeba AREGAWI,1500.2426152219036,2,2015,SWE,5-Jul-90
Morgan UCENY,1500.0829648954564,2,2011,USA,10-Mar-85
Christin WURTH-THOMAS,1500.0637771128193,1,2010,USA,11-Jul-80
Tara BIRD,1499.9542339712293,1,2012,GBR,22-Jul-87
Lisa DOBRISKEY,1499.873967117699,1,2010,GBR,23-Dec-83
Genzeb SHUMI,1499.8255061671575,2,2012,BRN,29-Jan-91
Yelena KOTULSKAYA,1499.8145929016428,3,2013,RUS,8-Aug-88
Celia TAYLOR,1499.809159593276,1,2010,GBR,22-Jan-77
Zoe Therese BEDOUIN,1499.7881202371723,1,2015,FRA,18-Nov-91
Mary CAIN,1499.7841074346065,2,2014,USA,3-May-96
Victoria GRIFFITHS,1499.7718539733664,1,2010,GBR,9-Oct-84
Annet NEGESA,1499.7216186812177,2,2011,UGA,24-Apr-92
Hellen OBIRI,1499.7094186583581,1,2011,KEN,13-Dec-89
Daniela REINA,1499.7035006365027,1,2010,ITA,15-May-81
Nikki HAMBLIN,1499.6953058783465,1,2011,NZL,20-May-88
Elisa CUSMA,1499.666593511223,3,2010,ITA,24-Jul-81
Phoebe WRIGHT,1499.665837450257,3,2011,USA,30-Aug-88
Erica MOORE,1499.6460636036768,1,2012,USA,25-Mar-88
Renata PLIŚ,1499.6459702203842,2,2011,POL,5-Feb-85
Hazel CLARK,1499.6384477041267,1,2010,USA,3-Oct-77
Yong LI,1499.6334310000852,1,2010,CHN,18-Jun-88
Luiza GEGA,1499.6047358270523,1,2011,ALB,5-Nov-88
Hind DEHIBA CHAHYD,1499.5936225059224,2,2011,FRA,17-Mar-79
Nelly JEPKOSGEI,1499.5690511971416,1,2013,KEN,14-Jul-91
Anna WILLARD,1499.5569090644622,6,2012,USA,31-Mar-84
Andrea FERRIS,1499.5175183463557,1,2012,PAN,21-Sep-87
Hannah BROOKS,1499.514867285981,1,2012,GBR,25-Jun-88
Diana MEZULIÁNÍKOVÁ,1499.5120037969532,1,2014,CZE,10-Apr-92
Heather KAMPF,1499.5057076360495,1,2011,USA,19-Jan-87
Haiyan ZHOU,1499.4825362841357,1,2010,CHN,3-Jan-90
Susan KRUMINS,1499.4825362841357,1,2010,NED,8-Jul-86
Siham HILALI,1499.3988876214953,1,2013,MAR,2-May-86
Ewelina SĘTOWSKA-DRYK,1499.3740813147256,2,2011,POL,5-Mar-80
Nadia SOUFFOY,1499.3369378023303,1,2013,FRA,22-Feb-90
Yeon-jung HUH,1499.2784160730423,1,2011,KOR,29-Oct-80
Hilary STELLINGWERFF,1499.2574987736825,1,2012,CAN,7-Aug-81
Yuliya KREVSUN,1499.242531488416,4,2011,UKR,8-Dec-80
Lemlem BEREKET,1499.2133704623388,1,2011,CAN,10-Dec-87
Annabelle Marie LASCAR,1499.2067295077552,1,2012,MRI,25-Apr-85
Irina MARACHEVA,1499.2011133436417,1,2011,RUS,24-Sep-84
Gemma KERSEY,1499.1811778014473,1,2012,GBR,6-Feb-92
Yekaterina KOSTETSKAYA,1499.169097739637,1,2011,RUS,31-Dec-86
Shuyi LU,1499.1639633365012,1,2011,CHN,11-Nov-87
Maggie VESSEY,1499.1533964770183,12,2014,USA,23-Dec-81
Maryam Yusuf JAMAL,1499.11679658994,2,2012,BRN,16-Sep-84
Truong Thanh HANG,1499.095834584678,1,2011,VIE,1-May-86
Agatha JERUTO,1499.0766282091156,1,2014,KEN,2-Apr-94
Felismina CAVELA,1499.0516120637603,1,2012,ANG,24-Aug-92
Zahra BOURAS,1499.0137339493344,3,2011,ALG,13-Jan-87
Amy WEISSENBACH,1498.998358370418,1,2012,USA,16-Jun-94
Tatyana VINOGRADOVA,1498.9775884122391,1,2013,RUS,9-Dec-88
Loren BLEAKEN,1498.9743509396458,1,2012,GBR,3-Sep-95
Lucia HRIVNÁK,1498.9057819837385,10,2016,SVK,20-Nov-83
Shannon ROWBURY,1498.9022327170303,2,2015,USA,19-Sep-84
Zourha ALI,1498.865140743998,1,2011,DJI,23-Nov-94
Noélie YARIGO,1498.8616947501691,5,2016,BEN,26-Dec-85
Dureti EDAO,1498.8555426990579,1,2014,ETH,8-Apr-96
Laura CROWE,1498.750941452039,1,2013,IRL,5-Sep-87
Elodie GUEGAN,1498.6950188475744,1,2012,FRA,19-Dec-85
Esther GUERRERO,1498.649391762157,2,2016,ESP,7-Feb-90
Pauline SIMON,1498.632505699567,1,2015,FRA,28-Jun-93
Kaylee DODD,1498.6085846671763,1,2012,GBR,28-Dec-95
Jenny SIMPSON,1498.6070892314372,1,2012,USA,23-Aug-86
Haley NEMRA,1498.5571601309139,1,2012,MHL,4-Oct-89
Halimah NAKAAYI,1498.5404461897263,2,2016,UGA,14-Oct-94
Elodie BOLLEE,1498.5143232853816,1,2013,FRA,20-Sep-84
Kate VAN BUSKIRK,1498.46378005111,1,2014,CAN,9-Jun-87
Aicha FALL,1498.4251116222763,1,2012,MTN,6-May-93
Svetlana USOVICH,1498.3906239573112,2,2011,BLR,14-Oct-80
Eleni FILANDRA,1498.3717212612637,2,2012,GRE,12-Jan-84
Treniere MOSER,1498.3032832004687,1,2015,USA,27-Oct-81
Lea WALLACE,1498.2839801430302,1,2013,USA,19-Dec-88
Cherono KOECH,1498.256243254792,7,2013,KEN,8-Dec-92
Margarita MUKASHEVA,1498.1609264604513,5,2016,KAZ,4-Jan-86
Charlotte BEST,1498.1228251406005,2,2012,GBR,7-Mar-85
Kerri GALLAGHER,1498.082735057198,1,2014,USA,31-May-89
Tamsyn MANOU,1498.028911230218,2,2012,AUS,20-Jul-78
Elena POPESCU,1497.956982774168,1,2012,MDA,6-Sep-89
