Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Dalilah MUHAMMAD,1635.1163213594052,38,2019,USA,7-Feb-90
Sydney MCLAUGHLIN,1596.7235881621646,8,2019,USA,7-Aug-99
Shamier LITTLE,1575.5694567601608,23,2019,USA,20-Mar-95
Rushell CLAYTON,1548.3784012729063,5,2019,JAM,18-Oct-92
Zuzana HEJNOVÁ,1543.1101247969295,64,2019,CZE,19-Dec-86
Yasmin GIGER,1530.4228155394028,4,2019,SUI,6-Nov-99
Ashley SPENCER,1523.0177178073332,19,2019,USA,8-Jun-93
Lea SPRUNGER,1519.6512310581688,28,2019,SUI,5-Mar-90
Georganne MOLINE,1518.5703607987189,29,2018,USA,6-Mar-90
Sage WATSON,1513.38659368462,19,2019,CAN,20-Jun-94
Janieve RUSSELL,1512.4984772296275,34,2019,JAM,14-Nov-93
Kori CARTER,1511.7429841733729,15,2019,USA,3-Jun-92
Shiann SALMON,1509.700775591085,2,2019,JAM,31-Mar-99
Kaliese SPENCER,1508.0561356136177,50,2016,JAM,6-May-87
Ristananna TRACEY,1506.770164229976,21,2018,JAM,9-May-92
Lada VONDROVÁ,1505.822856064287,1,2019,CZE,6-Sep-99
Petra FONTANIVE,1504.900596540963,10,2017,SUI,10-Oct-88
Robine SCHÜRMANN,1504.7738281797106,4,2018,SUI,31-Jan-89
Zurian HECHAVARRÍA,1503.897919421966,4,2019,CUB,10-Aug-95
Perri SHAKES-DRAYTON,1502.984243449661,22,2013,GBR,21-Dec-88
Anna RYZHYKOVA,1502.8088139816127,29,2019,UKR,24-Nov-89
Sara Slott PETERSEN,1502.7590659344455,30,2018,DEN,9-Apr-87
Melaine WALKER,1501.2612437570872,17,2012,JAM,1-Mar-83
Hanne CLAES,1500.9297678776013,4,2019,BEL,4-Aug-91
Stina TROEST,1500.8042842767081,4,2016,DEN,17-Jan-94
Solveig VRÅLE,1500.5252168564366,1,2018,NOR,26-Jul-99
T'erea BROWN,1500.5178164924819,10,2013,USA,24-Oct-89
Grace CLAXTON,1500.3577940152834,4,2017,PUR,19-Aug-93
Anastasiya RABCHENYUK,1500.217408206133,5,2011,UKR,14-Sep-83
Yelena CHURAKOVA,1500.0187688501242,6,2012,RUS,16-Dec-86
Elodie OUÉDRAOGO,1499.981667319415,6,2012,BEL,27-Feb-81
Nagihan KARADERE,1499.9550012959266,1,2011,TUR,1-Jan-84
Anastasiya OTT,1499.9507035737292,1,2013,RUS,7-Sep-88
Vanya STAMBOLOVA,1499.9303501547324,6,2013,BUL,28-Nov-83
Xiaoxiao HUANG,1499.9266523540136,1,2012,CHN,3-Mar-83
Fawn DORR,1499.922898912478,1,2010,USA,19-Apr-87
Angela MOROŞANU,1499.9131156372687,8,2013,ROU,26-Jul-86
Qi YANG,1499.9025249559468,1,2011,CHN,13-Apr-91
Jennifer ROCKWELL-GROSSARTH,1499.8969250594464,1,2013,ITA,18-May-83
Ebony COLLINS,1499.8902163456405,1,2010,USA,11-Mar-89
Birsen ENGIN,1499.8826022072212,1,2011,TUR,18-Oct-80
Queen HARRISON,1499.8664163012027,9,2012,USA,10-Sep-88
