Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Carmelita JETER,1652.452209138716,28,2012,USA,24-Nov-79
Shelly-Ann FRASER-PRYCE,1640.9869050847976,18,2012,JAM,27-Dec-86
Veronica CAMPBELL-BROWN,1578.1330033159334,14,2012,JAM,15-May-82
Blessing OKAGBARE-IGHOTEGUONOR,1559.9993363253943,21,2012,NGR,9-Oct-88
Tianna BARTOLETTA,1557.0488309667244,7,2012,USA,30-Aug-85
Kelly-Ann BAPTISTE,1556.417204618655,18,2012,TTO,14-Oct-86
Allyson FELIX,1554.9839503881535,6,2012,USA,18-Nov-85
Murielle AHOURÉ,1537.665648907751,8,2012,CIV,23-Aug-87
Marshevet HOOKER,1533.4914765643719,10,2011,USA,25-Sep-84
Kerron STEWART,1521.1673065315272,13,2012,JAM,16-Apr-84
Rosângela SANTOS,1520.329725727176,4,2012,BRA,20-Dec-90
Ezinne OKPARAEBO,1518.9130252799039,12,2012,NOR,3-Mar-88
LaVerne JONES-FERRETTE,1512.4167313186526,3,2012,ISV,16-Sep-81
Charonda WILLIAMS,1507.723673774742,3,2012,USA,27-Mar-87
Alexandria ANDERSON,1506.2868716480957,7,2012,USA,28-Jan-87
Ruddy ZANG MILAMA,1504.7362377642853,6,2012,GAB,6-Jun-87
Olesya POVH,1504.6282312326966,6,2012,UKR,18-Oct-87
Shalonda SOLOMON,1502.5949578896664,7,2011,USA,19-Dec-85
Tatjana PINTO,1502.450325039928,1,2012,GER,2-Jul-92
Jeneba TARMOH,1502.3669849998282,3,2012,USA,27-Sep-89
Olga BELKINA,1502.0913380935467,1,2012,RUS,23-Aug-90
Nelky CASABONA,1501.642549575538,1,2011,CUB,12-May-84
Aleen BAILEY,1501.4622918040363,10,2012,JAM,25-Nov-80
Toea WISIL,1501.1017498692506,1,2012,PNG,1-Jan-88
Jura LEVY,1500.9151906867714,3,2011,JAM,4-Nov-90
Guzel KHUBBIEVA,1500.8558631486908,2,2012,UZB,2-May-76
Sheniqua FERGUSON,1500.7273696445873,4,2012,BAH,24-Nov-89
Gloria ASUMNU,1500.521575274957,10,2012,USA,22-May-85
Tameka WILLIAMS,1500.3027749746566,1,2012,SKN,31-Aug-89
Chandra STURRUP,1500.0964546716177,5,2010,BAH,12-Sep-71
Aleksandra FEDORIVA-SPAYER,1499.7776320068783,2,2011,RUS,13-Sep-88
Leena GÜNTHER,1498.8947634270517,1,2011,GER,16-Apr-91
Me'Lisa BARBER,1498.873872142303,1,2010,USA,4-Oct-80
Candyce MCGRONE,1498.859396810778,2,2011,USA,24-Mar-89
Ana Claudia LEMOS,1498.418602251405,2,2011,BRA,6-Nov-88
Kateřina ČECHOVÁ,1498.0071773644195,1,2012,CZE,21-Mar-88
Michelle-Lee AHYE,1497.5485672324648,4,2012,TTO,10-Apr-92
Yujia TAO,1497.219457628197,1,2010,CHN,16-Feb-87
Oludamola OSAYOMI,1497.1314528318946,4,2012,NGR,26-Jun-86
Consuella MOORE,1497.039861773389,1,2010,USA,29-Aug-81
Laura TURNER,1496.9011851295052,2,2011,GBR,12-Aug-82
Ivet LALOVA-COLLIO,1496.7772318324082,12,2012,BUL,18-May-84
Yasmin KWADWO,1496.7194961400767,2,2011,GER,9-Nov-90
Jeanette KWAKYE,1496.1960272626861,3,2011,GBR,20-Mar-83
Audrey ALLOH,1495.9590851748967,1,2010,ITA,21-Jul-87
Lan JIANG,1495.9469306019346,1,2010,CHN,27-Jun-89
Véronique MANG,1495.6518043363317,4,2012,FRA,15-Dec-84
Jiabei YE,1495.511348330846,1,2011,CHN,20-Jan-93
Stephanie DURST,1495.2570024694708,1,2011,USA,6-Jan-82
Ching-Hsien LIAO,1495.2358163509089,1,2011,TPE,22-Jun-94
Hyelim JUNG,1495.140699832688,1,2011,KOR,1-Jun-87
Carrie RUSSELL,1495.0047433542204,5,2012,JAM,18-Oct-90
LaKya BROOKINS,1495.0003213894493,1,2011,USA,28-Jul-89
Andreea OGRĂZEANU,1494.8382716295494,2,2012,ROU,24-Mar-90
LaShauntea MOORE,1494.762816516728,6,2012,USA,31-Jul-83
Mariya RYEMYEN,1494.2353643085644,2,2011,UKR,2-Aug-87
Myriam SOUMARE,1493.9010422049514,10,2012,FRA,29-Oct-86
Qiuping LIANG,1493.6975255664506,1,2011,CHN,11-Mar-88
Vladislava OVCHARENKO,1493.6030912587344,1,2011,TJK,18-Dec-86
Lina GRINČIKAITÉ-SAMUOLÉ,1493.5887737183994,2,2012,LTU,3-May-87
Verena SAILER,1493.5477431778136,5,2012,GER,16-Oct-85
Muna LEE,1493.3053431550838,1,2011,USA,30-Oct-81
Joice MADUAKA,1493.1679554557402,2,2010,GBR,30-Sep-73
Katherine ENDACOTT,1493.1645098794725,2,2010,GBR,29-Jan-80
Sheri-Ann BROOKS,1492.8193004494776,5,2012,JAM,11-Feb-83
Olga SAFRONOVA,1492.7514094304129,3,2012,KAZ,5-Nov-91
Kellie WELLS,1492.7142258012602,1,2012,USA,16-Jul-82
Natalia POHREBNIAK,1492.6986353468997,2,2012,UKR,19-Feb-88
Amatercia QUIVE,1492.6956246881437,1,2011,MOZ,14-Mar-87
