Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Jean Antonio VIEILLESSE,1499.840902096244,1,2011,MRI,24-Jan-86
Jamele MASON,1499.8395748044045,2,2012,PUR,19-Oct-89
Justin GAYMON,1499.8383780250517,18,2013,USA,13-Dec-86
Andreas RITZ,1499.835212552216,1,2013,SUI,3-Aug-89
Josef ROBERTSON,1499.820856828972,3,2012,JAM,14-May-87
Ashton EATON,1499.8189178183557,1,2014,USA,21-Jan-88
Bershawn JACKSON,1499.8081736583486,38,2018,USA,8-May-83
Josef PROROK,1499.8050364490755,1,2012,CZE,16-Nov-87
Artem DYATLOV,1499.7936575960334,1,2012,UZB,22-May-89
Héni KECHI,1499.78450763501,2,2012,FRA,31-Aug-80
Stephane YATO,1499.7800586000512,1,2013,FRA,11-Sep-92
Richard YATES,1499.7735467404991,3,2012,GBR,26-Jan-86
Yuta IMAZEKI,1499.7714659709004,2,2012,JPN,6-Nov-87
Jorge PAULA,1499.7446021361127,2,2012,POR,8-Oct-84
Stef VANHAEREN,1499.737630883339,1,2013,BEL,15-Jan-92
Vincent Kiplangat KOSGEI,1499.7363991861785,3,2012,KEN,11-Nov-85
Yuta KONISHI,1499.732524834265,1,2015,JPN,31-Jul-90
Mowen BOINO,1499.729466743213,1,2013,PNG,16-Dec-79
Viktor LEPTIKOV,1499.7186124412467,1,2012,KAZ,2-Jul-87
Winder Bolivar CUEVAS,1499.7131365939986,1,2012,DOM,1-Aug-88
Jonathan PUEMI,1499.6895217704814,1,2013,SUI,7-Apr-91
Yoann DECIMUS,1499.6761109437316,1,2013,FRA,30-Nov-87
Mohamed SEGHAIER,1499.5971180242236,2,2016,TUN,18-Jul-88
Zhilong LI,1499.5728204707127,3,2012,CHN,9-Mar-88
Pieter BENEKE,1499.5600210142793,1,2013,RSA,18-Jul-90
Isa PHILLIPS,1499.551327366647,12,2013,JAM,22-Apr-84
Petter OLSON,1499.5497381435985,1,2014,SWE,14-Feb-91
Niall FLANNERY,1499.5144808302002,5,2015,GBR,26-Apr-91
Tom BURTON,1499.5053335105654,1,2015,GBR,29-Jan-88
Rhys WILLIAMS,1499.4995011822612,13,2014,GBR,27-Feb-84
Matej BALUCH,1499.4757720156786,1,2020,SVK,16-Oct-00
Matěj MACH,1499.4591136010386,1,2016,CZE,17-Nov-97
Mohamed TOUATI,1499.39689828293,2,2019,TUN,9-Sep-98
Tristan THOMAS,1499.3648606656238,5,2013,AUS,23-May-86
Jaheel HYDE,1499.3544330834247,6,2019,JAM,2-Feb-97
Roxroy CATO,1499.3380372788572,6,2016,JAM,1-May-88
Michael COCHRANE,1499.3290015723187,1,2015,NZL,13-Aug-91
Félix SÁNCHEZ,1499.2928768644178,32,2015,DOM,30-Aug-77
Georg FLEISCHHAUER,1499.2899682485938,8,2013,GER,21-Oct-88
Joachim SANDBERG,1499.2284758226997,1,2016,NOR,18-May-95
Yuki MATSUSHITA,1499.1895165718852,3,2016,JPN,9-Sep-91
Andrés Byron SILVA,1499.1445711907866,6,2016,URU,27-Mar-86
Mohamed SHAIB,1499.043371800402,1,2017,SUD,1998
Leonardo CAPOTOSTI,1498.99813094965,2,2015,ITA,24-Jul-88
Jordin ANDRADE,1498.9751759599185,3,2017,CPV,5-May-92
Takayuki KISHIMOTO,1498.9683645712469,4,2015,JPN,6-May-90
Wen CHENG,1498.8845547069036,6,2015,CHN,6-Apr-89
Johannes Gerhardus MARITZ,1498.8825764965432,1,2015,NAM,20-Dec-90
Dmitriy KOBLOV,1498.871015821253,1,2016,KAZ,30-Nov-92
Miloud RAHMANI,1498.8125044575959,3,2016,ALG,30-Oct-83
Saber BOUKEMOUCHE,1498.811911510912,1,2015,ALG,20-Apr-92
Mahau SUGUIMATI,1498.8061071391276,8,2016,BRA,13-Nov-84
Oskari MÖRÖ,1498.775388959572,3,2016,FIN,31-Jan-93
Øyvind Strømmen KJERPESET,1498.7181159141364,2,2016,NOR,12-Dec-91
Michael BULTHEEL,1498.7123265561363,11,2016,BEL,30-Jun-86
Mickael FRANCOIS,1498.7071096919315,4,2015,FRA,12-Mar-88
Michael STIGLER,1498.672779072641,4,2017,USA,4-May-92
Mario LAMBRUGHI,1498.6169170785545,1,2020,ITA,5-Feb-92
Jonathan CARBE,1498.6115220784982,1,2016,SWE,22-Mar-90
Yusuke ISHIDA,1498.5744278176303,1,2017,JPN,25-May-95
Thomas BARR,1498.5705702414793,24,2019,IRL,24-Jul-92
Nicholas BETT,1498.5406614241306,13,2018,KEN,27-Jan-90
Juander SANTOS,1498.5045028313589,4,2018,DOM,7-May-95
Abdelmalik LAHOULOU,1498.4929930709218,12,2019,ALG,7-May-92
Dylan OWUSU,1498.4818079909198,1,2018,BEL,23-Sep-97
Le Roux HAMMAN,1498.4194204633454,1,2016,RSA,6-Jan-92
Kurt Leone COUTO,1498.401514943725,8,2016,MOZ,14-May-85
Keisuke NOZAWA,1498.3494585543397,3,2016,JPN,7-Jun-91
Quincy DOWNING,1498.2443195544342,2,2017,USA,16-Jan-93
Guillermo RUGGERI,1498.215355129963,1,2017,ARG,26-Mar-92
Dany BRAND,1498.1520441240618,3,2019,SUI,23-Feb-96
Fernando VEGA,1498.0669693662367,2,2019,MEX,19-Feb-98
Eric ALEJANDRO,1497.9743666420986,7,2016,PUR,15-Apr-86
Miles UKAOMA,1497.9334270363652,4,2016,NGR,21-Jul-92
David KENDZIERA,1497.9210488268473,9,2020,USA,9-Sep-94
Eric CRAY,1497.918207830147,5,2016,PHI,6-Nov-88
Amadou NDIAYE,1497.7962129659973,2,2016,SEN,6-Dec-92
Jaak-Heinrich JAGOR,1497.769868787201,4,2017,EST,11-May-90
Kemar MOWATT,1497.74294249592,6,2019,JAM,12-Mar-95
Lorenzo VERGANI,1497.733486623518,1,2017,ITA,4-Sep-93
Gabriel MIKOŁAJEWSKI,1497.7225535632183,1,2020,POL,16-Mar-99
LJ VAN ZYL,1497.6133124763273,40,2017,RSA,20-Jul-85
Ryo KAJIKI,1497.5509791663735,1,2017,JPN,8-Dec-95
Khallifah ROSSER,1497.519416049034,1,2019,USA,13-Jul-95
Dharun AYYASAMY,1497.2477607136107,1,2019,IND,31-Dec-96
Aron Kipchumba KOECH,1497.2179003964861,8,2017,KEN,27-Jan-90
Julien BONVIN,1497.1460582331324,1,2018,SUI,10-Jan-99
Martin KUČERA,1496.9683134027737,2,2020,SVK,10-May-90
Ricardo CUNINGHAM,1496.9408998805588,2,2017,JAM,10-Apr-82
Mattia TAJANA,1496.9268056181386,2,2018,SUI,23-Aug-96
Ali MEHBOOB,1496.8214539120718,1,2017,PAK,10-Apr-90
Pablo Andres IBAÑEZ GUEVARA,1496.7633271337995,1,2017,ESA,28-Oct-98
Ramsey ANGELA,1496.7600142055808,2,2020,NED,6-Nov-99
Wilfried HAPPIO,1496.6808860837605,3,2020,FRA,22-Sep-98
Ephraim LERKIN,1496.6592898585786,1,2017,PNG,27-Nov-97
Jehue GORDON,1496.6177989267708,37,2016,TTO,15-Dec-91
Cornel FREDERICKS,1496.5243395579826,25,2018,RSA,3-Mar-90
Martin JURÁNEK,1496.4970422575866,1,2020,CZE,13-Mar-91
Jose Luis GASPAR,1496.4704240979563,2,2017,CUB,25-Aug-95
Jeffery GIBSON,1496.2556298728418,13,2019,BAH,15-Aug-90
Maoulida DAROUECHE,1496.1375953082393,4,2016,COM,7-Feb-90
Mahdi PIRJAHAN,1496.0843898504017,1,2019,IRI,23-Sep-99
Nahom YIRGA,1495.992836116552,1,2018,SUI,1-Sep-01
Kenneth SELMON,1495.9752464732237,2,2019,USA,27-Aug-96
Chris MCALISTER,1495.9486974505298,3,2019,GBR,3-Dec-95
Sergio FERNÁNDEZ,1495.9099503419225,5,2019,ESP,1-Apr-93
Rilwan ALOWONLE,1495.9086106032717,2,2019,NGR,12-Dec-93
Rasmus MÄGI,1495.7603891940726,37,2020,EST,4-May-92
Creve Armando MACHAVA,1495.2962070610251,2,2019,MOZ,8-Feb-96
Victor COROLLER,1495.1548708271425,3,2018,FRA,29-Jan-97
Isak ANDERSSON,1495.0049644880096,2,2018,SWE,29-Jan-96
Nick SMIDT,1494.750457127031,4,2020,NED,12-May-97
Mamadou Kasse HANN,1493.7529462149273,22,2019,SEN,10-Oct-86
Zhiqiang FENG,1493.555203929694,1,2019,CHN,14-Apr-98
Sebastian RODGER,1493.3543574313462,8,2019,GBR,29-Jun-91
Carl BENGTSTRÖM,1493.0727098579023,2,2020,SWE,13-Jan-00
Alain-Hervé MFOMKPA,1492.7795357671598,4,2019,SUI,4-Jun-96
Chieh CHEN,1492.7691607035151,4,2019,TPE,8-May-92
Masaki TOYODA,1492.582669399182,2,2019,JPN,17-Jan-98
Lindsay HANEKOM,1492.2268032688762,2,2019,RSA,15-May-93
Jack GREEN,1491.9564836542095,19,2018,GBR,6-Oct-91
José Reynaldo BENCOSME DE LEON,1491.6708762824426,8,2019,ITA,16-May-92
Artur TEREZAN,1491.5898377755352,1,2019,BRA,8-May-91
Andrea ERCOLANI VOLTA,1490.8403075471379,1,2019,SMR,20-Apr-95
Amere LATTIN,1490.71961109953,5,2019,USA,12-Jul-97
Malique SMITH,1490.6937327890928,1,2019,ISV,9-Nov-97
Jacob PAUL,1489.9482500647837,4,2019,GBR,6-Feb-95
Kariem HUSSEIN,1489.187432596821,24,2019,SUI,4-Jan-89
Ned Justeen AZEMIA,1488.8748193056645,2,2019,SEY,21-Aug-97
Constantin PREIS,1487.4624486352232,4,2020,GER,16-May-98
Patryk DOBEK,1486.4852604469331,15,2019,POL,13-Feb-94
Marcio TELES,1481.0554264668444,5,2020,BRA,27-Jan-94
