Athlete,Rating,Number Of Races
Ibrahim JEILAN,1557.8123682715059,1
Mo FARAH,1545.5259435289,2
Kenenisa BEKELE,1526.1165374855852,1
Imane MERGA,1522.0262635820322,2
Zersenay TADESE,1507.4929689955927,2
Lucas Kimeli ROTICH,1505.7178255128883,2
Martin Irungu MATHATHI,1502.2319416305327,1
Galen RUPP,1500.9915563638447,2
Emmanuel Kipkemei BETT,1500.1456588056085,1
Peter Cheruiyot KIRUI,1499.541379704683,1
Mathew Kipkoech KISORIO,1499.2976043919016,1
Mark Kosgei KIPTOO,1498.5181475774089,1
Eliud KIPCHOGE,1498.2926981363084,1
Leonard Patrick KOMON,1497.8729459628757,1
Paul Kipngetich TANUI,1497.590627539037,2
Geoffrey KAMWOROR,1497.3151553798305,1
Geoffrey KIRUI,1496.9046124424199,1
Moses Ndiema MASAI,1496.812902430449,1
Sileshi SIHINE,1496.2826289009308,2
John Kemboi CHERUIYOT,1495.8825031825418,1
Titus Kipjumba MBISHEI,1495.7364269267396,1
Josphat Kipkoech BETT,1495.6436737212193,2
Abera KUMA,1495.413190423566,1
Paul LONYANGATA,1494.6117960089873,1
Teklemariam MEDHIN,1494.3330213495665,1
Ayele ABSHERO,1493.6158290713602,1
Matt TEGENKAMP,1493.5113076091309,1
Rui SILVA,1492.3216345876126,1
Daniele MEUCCI,1491.1484398353164,1
Daniel Lemashon SALEL,1490.5906623139995,1
Stephen MOKOKA,1489.8790474861676,1
Kaan Kigen ÖZBILEN,1488.7870814044236,2
Scott BAUHS,1488.3620749365364,1
Yuki SATO,1486.2574940865334,1
Dennis MASAI,1485.178221319596,2
Juan Carlos ROMERO BERNAL,1482.2378290943666,1
