Athlete,Rating,Number Of Races
Mo FARAH,1560.859715886548,4
Galen RUPP,1543.4505767921273,5
Ibrahim JEILAN,1527.90440686711,2
Kenenisa BEKELE,1525.1064714239112,3
Paul Kipngetich TANUI,1521.784610048005,4
Bedan KAROKI,1511.1315329086797,4
Emmanuel Kipkemei BETT,1507.4258234754113,4
Imane MERGA,1506.3631952712994,5
Abera KUMA,1504.554074917751,4
Tariku BEKELE,1503.3888178764942,2
Vincent Kiprop CHEPKOK,1503.2146146221662,2
Stephen SAMBU,1502.8997466873861,1
Zersenay TADESE,1502.7803843611691,3
Kenneth Kiprop KIPKEMOI,1501.7940976200414,3
Lucas Kimeli ROTICH,1501.2350503107837,2
Martin Irungu MATHATHI,1500.482099392195,1
Gebregziabher GEBREMARIAM,1500.1747123092923,1
Peter Cheruiyot KIRUI,1499.9009380162115,1
Mathew Kipkoech KISORIO,1499.8482825486508,1
Polat Kemboi ARIKAN,1499.705571433838,1
Mark Kosgei KIPTOO,1499.6799198767203,1
Eliud KIPCHOGE,1499.6312227974427,1
Leonard Patrick KOMON,1499.5375947557563,2
Geoffrey KAMWOROR,1499.4200735620434,1
Yigrem DEMELASH,1499.3537604042667,2
Sileshi SIHINE,1499.1970478426013,2
John Kemboi CHERUIYOT,1499.1106206874292,1
Titus Kipjumba MBISHEI,1499.0790682161755,1
Paul LONYANGATA,1498.8361479379414,1
Isiah Kiplangat KOECH,1498.8326345552923,1
Nguse AMLOSOM,1498.7007209344247,2
Ayele ABSHERO,1498.6210190794136,1
Chesari Kirui JACOB,1498.510839982212,1
Rui SILVA,1498.3414730709242,1
El Hassan EL ABBASSI,1498.2505663994666,1
Robert KAJUGA,1498.1811540788683,1
Moses Ndiema MASAI,1498.1280728897386,2
Geoffrey KIRUI,1497.6026427957358,2
Dathan RITZENHEIN,1497.5860163522036,2
Moukhled AL OUTAIBI,1497.5293229036406,1
Scott BAUHS,1497.486208186292,1
Kaan Kigen ÖZBILEN,1497.3682322538584,3
Moses Ndiema KIPSIRO,1497.0851704272409,2
Birhan NEBEBEW,1497.083448262441,2
Ben ST. LAWRENCE,1496.8525295152383,1
Tsuyoshi UGACHI,1496.7527128279696,1
Thomas AYEKO,1496.6796186442648,2
Diego ESTRADA,1496.592219902347,1
Teklemariam MEDHIN,1496.5727267191214,4
Dejen GEBREMESKEL,1496.362127005686,1
Cameron LEVINS,1496.301672239561,2
Josphat Kipkoech BETT,1496.2759485486304,3
Juan Carlos ROMERO BERNAL,1496.163371084383,1
Juan Luis BARRIOS,1496.1282664266378,1
Ayad LAMDASSEM,1495.9713963754302,1
Matt TEGENKAMP,1495.911940006843,2
Daniel Lemashon SALEL,1495.7110059118427,2
Chris DERRICK,1495.529053601167,1
Dennis MASAI,1494.9889919972352,3
Chris THOMPSON,1494.9636040468636,1
Mohammed AHMED,1494.9158390325965,3
Suguru OSAKO,1494.414865592212,1
Bouabdellah TAHRI,1494.3775187023844,1
Abdi NAGEEYE,1494.123503651183,1
Yuki SATO,1493.7739807680473,2
Mykola LABOVSKIY,1493.7528817630114,1
Samuel CHELANGA,1493.563322092637,1
Bashir ABDI,1493.2980668400332,1
Stephen MOKOKA,1492.896545624383,2
Leonard KORIR,1492.389344818163,1
Collis BIRMINGHAM,1492.3528616958195,1
Yevgeniy RYBAKOV,1490.4428637155547,1
Wilson Kiprono TOO,1490.1335322180507,1
Goitom KIFLE,1489.5391360507874,3
Timothy TOROITICH,1488.6854484912183,3
Daniele MEUCCI,1486.4254030694924,4
