Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Conseslus KIPRUTO,1634.5464316409334,46,2019,KEN,8-Dec-94
Soufiane EL BAKKALI,1616.2849323024907,21,2019,MAR,7-Jan-96
Getnet WALE,1579.8331410429482,9,2019,ETH,16-Jul-00
Benjamin KIGEN,1573.6404267345165,16,2019,KEN,5-Jul-93
Lamecha GIRMA,1567.2709275878456,4,2019,ETH,26-Nov-00
Evan JAGER,1541.4944309829643,24,2018,USA,8-Mar-89
Chala BEYO,1539.094762287748,13,2019,ETH,18-Jan-96
Hillary BOR,1532.736772111396,17,2019,USA,22-Nov-89
Abraham KIBIWOT,1518.5882848873393,21,2019,KEN,6-Apr-96
Mahiedine MEKHISSI,1518.5669186118694,21,2018,FRA,15-Mar-85
Jairus Kipchoge BIRECH,1513.6030177870775,42,2018,KEN,14-Dec-92
Leonard Kipkemoi BETT,1513.2797375043297,7,2019,KEN,3-Nov-00
Djilali BEDRANI,1511.6471936989528,8,2019,FRA,1-Oct-93
Ezekiel KEMBOI,1507.8085710200235,32,2017,KEN,25-May-82
Stanley Kipkoech KEBENEI,1505.6776681398153,12,2019,USA,6-Nov-89
Brimin Kiprop KIPRUTO,1504.022676701581,39,2017,KEN,31-Jul-85
Tafese SOBOKA,1503.8748721559778,5,2017,ETH,29-Sep-93
Paul Kipsiele KOECH,1503.2233948105586,49,2018,KEN,10-Nov-81
Brahim TALEB,1502.7190076268112,12,2015,MAR,16-Feb-85
Hamid EZZINE,1501.769307694712,15,2016,MAR,5-Oct-83
Hillary Kipsang YEGO,1501.4882594878486,28,2016,KEN,2-Apr-92
Jonathan Muia NDIKU,1500.7486409410624,11,2015,KEN,18-Sep-91
Daniel HULING,1500.6655350355709,18,2015,USA,16-Jul-83
Bouabdellah TAHRI,1500.5031377652126,4,2011,FRA,20-Dec-78
Willy Rutto KOMEN,1500.4443093370423,1,2011,KEN,22-Dec-87
Avinash Mukund SABLE,1500.4069239590347,2,2019,IND,13-Sep-94
Dikotsi LEKOPA,1500.2800676196046,1,2015,RSA,7-Jul-88
Abel Kiprop MUTAI,1500.2681962284687,23,2016,KEN,2-Oct-88
Albert CHEMUTAI,1500.1970439284373,8,2019,UGA,25-Nov-99
De'Sean TURNER,1500.1301031776115,2,2013,USA,16-Sep-88
Brian OLINGER,1500.1130512931813,2,2011,USA,2-Jun-83
Linus Kipwambok CHUMBA,1500.1102609397662,5,2011,KEN,9-Feb-80
Fernando CARRO,1500.1047008755818,12,2019,ESP,1-Apr-92
Donald CABRAL,1500.0607321011153,14,2017,USA,12-Dec-89
Saif Saaeed SHAHEEN,1499.9957327471386,1,2010,QAT,15-Oct-82
Albert Kiptoo YATOR,1499.9939815258995,1,2010,KEN,6-Sep-93
Roba GARI,1499.972571093046,17,2013,ETH,12-Apr-82
