Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Carmelita JETER,1592.7752957936223,8,2011,USA,24-Nov-79
Veronica CAMPBELL-BROWN,1581.8535200273827,4,2011,JAM,15-May-82
Allyson FELIX,1577.1492315317034,12,2011,USA,18-Nov-85
Bianca KNIGHT,1558.8357000569583,12,2011,USA,2-Jan-89
Mariya RYEMYEN,1532.0664068986193,3,2011,UKR,2-Aug-87
Shalonda SOLOMON,1529.802109622246,10,2011,USA,19-Dec-85
Sherone SIMPSON,1515.8286623980707,8,2011,JAM,12-Aug-84
Kerron STEWART,1512.586481051549,8,2011,JAM,16-Apr-84
LaShauntea MOORE,1508.5556050946107,3,2011,USA,31-Jul-83
Marshevet HOOKER,1508.5215506401883,1,2011,USA,25-Sep-84
Debbie FERGUSON-MCKENZIE,1505.9959818193915,14,2011,BAH,16-Jan-76
Ana Claudia LEMOS,1505.686683321017,2,2011,BRA,6-Nov-88
Ivet LALOVA-COLLIO,1505.5630554067106,3,2011,BUL,18-May-84
Hrystyna STUY,1505.213619882979,3,2011,UKR,3-Feb-88
Dafne SCHIPPERS,1504.6280432774874,2,2011,NED,15-Jun-92
Rose-Marie WHYTE-ROBINSON,1503.3701628695608,1,2010,JAM,8-Sep-86
Kai SELVON,1501.5950770916074,2,2011,TTO,13-Apr-92
Olesya POVH,1501.121502310934,1,2011,UKR,18-Oct-87
Patricia HALL,1499.6500551720123,1,2011,JAM,16-Oct-82
Alexandria ANDERSON,1498.9632126915683,1,2011,USA,28-Jan-87
Christine AMERTIL,1498.405696755436,1,2010,BAH,18-Aug-79
Sanya RICHARDS-ROSS,1498.2604009340687,1,2011,USA,26-Feb-85
Nivea SMITH,1497.516285039132,2,2011,BAH,18-Feb-90
Shelly-Ann FRASER-PRYCE,1496.8664101033485,2,2011,JAM,27-Dec-86
Ashlee KIDD,1496.6579330406794,1,2010,USA,26-Jul-85
Aleen BAILEY,1496.6304958687629,1,2011,JAM,25-Nov-80
Blessing OKAGBARE-IGHOTEGUONOR,1496.6259711740513,1,2011,NGR,9-Oct-88
Janelle REDHEAD,1496.606186946075,2,2011,GRN,27-Dec-89
Natalie KNIGHT,1496.4680330979143,1,2010,USA,24-Oct-86
Sheri-Ann BROOKS,1495.629110042868,2,2010,JAM,11-Feb-83
Endurance ABINUWA,1495.5743972905316,1,2011,NGR,31-Jul-87
Olivia BORLÉE,1495.3400077506062,1,2010,BEL,10-Apr-86
Ebonie FLOYD,1495.3057862387127,1,2010,USA,21-Oct-83
Nelky CASABONA,1495.3041238331232,2,2011,CUB,12-May-84
Anna KIEŁBASIŃSKA,1495.29612479672,1,2011,POL,26-Jun-90
Kelly-Ann BAPTISTE,1494.9026185283756,3,2010,TTO,14-Oct-86
Moa HJELMER,1494.7337418065697,1,2011,SWE,19-Jun-90
Tiffany TOWNSEND,1494.6747201048856,1,2011,USA,14-Jun-89
Yelizaveta DEMIROVA,1494.0771344826612,3,2011,RUS,14-Aug-87
Cydonie MOTHERSILL,1494.0430908512174,5,2011,CAY,19-Mar-78
Yelizaveta BRYZGINA,1494.0343591472615,3,2011,UKR,28-Nov-89
Lina JACQUES-SEBASTIEN,1493.4634400560321,1,2010,FRA,10-May-85
Monica HARGROVE,1493.4548631111077,1,2010,USA,30-Dec-82
Jessica ENNIS-HILL,1493.2131077368012,1,2010,GBR,28-Jan-86
Jodie WILLIAMS,1492.6023605746454,1,2011,GBR,28-Sep-93
Vanda FERREIRA GOMES,1492.5728516943132,1,2011,BRA,7-Nov-88
Porscha LUCAS,1492.3328667745268,2,2010,USA,18-Jun-88
Anneisha MCLAUGHLIN-WHILBY,1492.3201441232509,3,2010,JAM,6-Jan-86
Emily FREEMAN,1492.0050991781718,2,2010,GBR,24-Nov-80
Anthonique STRACHAN,1490.3508008668523,2,2011,BAH,22-Aug-93
Chisato FUKUSHIMA,1489.6338529186473,2,2011,JPN,27-Jun-88
Charonda WILLIAMS,1489.3033425768458,4,2011,USA,27-Mar-87
Stephanie DURST,1489.2977618453938,1,2011,USA,6-Jan-82
Allison PETER,1489.296949437773,2,2011,ISV,14-Jul-92
Natasha HASTINGS,1489.237656612143,1,2011,USA,23-Jul-86
Phumlile Sibonakele NDZINISA,1489.0139763048942,1,2011,SWZ,21-Aug-92
Abiodun OYEPITAN,1488.9250336304426,2,2010,GBR,30-Dec-79
Natalia POHREBNIAK,1488.9122577015096,1,2011,UKR,19-Feb-88
Kimberly HYACINTHE,1488.7820825600515,1,2011,CAN,28-Mar-89
Jeneba TARMOH,1488.6505154118572,2,2011,USA,27-Sep-89
Viktoriya ZYABKINA,1488.3748596757428,1,2011,KAZ,4-Sep-92
Maryam TOOSI,1488.3134300682595,1,2011,IRI,5-Dec-88
Anyika ONUORA,1488.1829927679887,3,2011,GBR,28-Oct-84
Myriam SOUMARE,1488.0168963295848,4,2011,FRA,29-Oct-86
Yuliya GUSHCHINA,1487.880112910606,2,2011,RUS,4-Mar-83
Aleksandra FEDORIVA-SPAYER,1486.0825642394889,5,2011,RUS,13-Sep-88
Afa ISMAIL,1483.0756389456287,1,2011,MDV,1-Nov-93
Seyha CHAN,1483.015571547951,1,2011,CAM,8-Sep-94
Hinkissia Albertina NDIKERT,1482.8768728786208,1,2011,CHA,15-Sep-92
Mary Jane VINCENT,1482.80055188316,1,2011,MRI,25-Jan-88
Fanny SHONOBI,1482.475170742799,1,2011,GAM,4-Aug-87
Consuella MOORE,1472.8217901036878,4,2011,USA,29-Aug-81
