Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Meseret DEFAR,1647.9593764881834,14,2013,ETH,19-Nov-83
Tirunesh DIBABA,1591.8725081554367,9,2013,ETH,1-Oct-85
Vivian Jepkemoi CHERUIYOT,1585.5248002719,14,2012,KEN,11-Sep-83
Mercy CHERONO,1560.8552618063275,18,2013,KEN,7-May-91
Genzebe DIBABA,1539.1965323780291,5,2013,ETH,8-Feb-91
Almaz AYANA,1533.8182527600727,4,2013,ETH,21-Nov-91
Viola Jelagat KIBIWOT,1533.2906843625055,13,2013,KEN,22-Dec-83
Sally KIPYEGO,1520.3033338842624,10,2012,KEN,19-Dec-85
Sentayehu EJIGU,1515.8491816270212,11,2011,ETH,28-Jun-85
Gelete BURKA,1515.1991835027916,8,2013,ETH,23-Jan-86
Linet Chepkwemoi MASAI,1510.0295073235927,10,2013,KEN,5-Dec-89
Margaret Wangari MURIUKI,1506.928823080601,8,2013,KEN,21-Mar-86
Emily CHEBET,1506.1015926976556,1,2013,KEN,18-Feb-86
Lauren FLESHMAN,1505.8386667109348,6,2011,USA,26-Sep-81
Buze DIRIBA,1505.8049836134528,8,2013,ETH,9-Feb-94
Olga KUNGINA,1505.0233870131701,2,2012,RUS,17-Dec-86
Joanne PAVEY,1503.030028098116,4,2012,GBR,20-Sep-73
Gladys CHERONO,1502.9991238195944,1,2013,KEN,12-May-83
Tejitu DABA,1502.525182006029,6,2013,BRN,20-Aug-91
Shannon ROWBURY,1502.034880863595,3,2013,USA,19-Sep-84
Elvan ABEYLEGESSE,1501.2578518009532,2,2010,TUR,11-Sep-82
Priscah Jepleting CHERONO,1500.430628689929,4,2011,KEN,27-Jun-80
Werknesh KIDANE,1500.357144123468,1,2012,ETH,7-Jan-81
Molly HUDDLE,1500.1550586078547,11,2013,USA,31-Aug-84
Veronica WANJIRU,1500.111435360843,3,2012,KEN,29-Oct-89
Meselech MELKAMU,1499.9156345810338,6,2011,ETH,19-Apr-85
Julie CULLEY,1499.7623862636908,2,2012,USA,10-Sep-81
Shalane FLANAGAN,1499.6447305546658,5,2011,USA,8-Jul-81
Sylvia Jebiwot KIBET,1499.3883910023314,12,2013,KEN,28-Mar-84
Ines CHENONGE,1499.2425880510516,2,2010,KEN,1-Feb-82
Lisa UHL,1498.9565496076136,1,2010,USA,31-Aug-87
Kara GOUCHER,1498.911951697491,1,2011,USA,9-Jul-78
Aheza KIROS,1498.8857758327115,1,2010,ETH,16-Oct-85
Lineth CHEPKURUI,1498.6860168529574,1,2011,KEN,23-Feb-87
Magdalena LEWY-BOULET,1498.4006238925394,1,2011,USA,1-Aug-73
Megumi KINUKAWA,1498.3957701240874,1,2011,JPN,7-Aug-89
Freya MURRAY,1498.3859813954955,1,2010,GBR,20-Sep-83
Gladys CHEMWENO,1498.3572719761569,1,2010,KEN,4-Jul-88
Renee BAILLIE,1498.3059882384541,1,2010,USA,25-Dec-81
Grace MOMANYI,1498.2093416367761,2,2011,KEN,13-Feb-81
Elizabeth MALOY,1498.1937259218516,1,2011,USA,10-Aug-85
Sara MOREIRA,1498.0431344462982,1,2011,POR,17-Oct-85
Lidia CHOJECKA,1497.9527350720773,1,2011,POL,25-Jan-77
Silvia WEISSTEINER,1497.9179553239974,2,2012,ITA,13-Jul-79
Emily PIDGEON,1497.9053621249143,1,2010,GBR,1-Jun-89
Kayo SUGIHARA,1497.8817545897668,1,2011,JPN,24-Feb-83
René KALMER,1497.868643833804,1,2010,RSA,3-Nov-80
Jenny SIMPSON,1497.8171722430698,2,2013,USA,23-Aug-86
Ferhiwot GOSHU,1497.7896576401383,1,2010,ETH,28-Jun-90
Pauline Chemning KORIKWIANG,1497.6878761145272,7,2011,KEN,1-Mar-88
Katrina WOOTTON,1497.669332678914,1,2012,GBR,2-Sep-85
Kayoko FUKUSHI,1497.6443218659074,1,2012,JPN,25-Mar-82
Yelena ZADOROZHNAYA,1497.5713510168857,3,2011,RUS,3-Dec-77
Julia BLEASDALE,1497.5185153693544,5,2012,GBR,9-Sep-81
Helen CLITHEROE,1497.5114976236437,4,2011,GBR,2-Jan-74
Alice Aprot NAWOWUNA,1497.5088487709436,2,2010,KEN,2-Jan-94
Irene Chebet CHEPTAI,1497.3511356369859,2,2013,KEN,4-Feb-92
Desiree DAVILA,1497.2838253964467,3,2011,USA,26-Jul-83
Megan WRIGHT,1497.2624174783223,3,2011,CAN,27-Jan-82
Mercy Wanjiku NJOROGE,1497.2193206364873,1,2011,KEN,10-Jun-86
Eilish MCCOLGAN,1497.0187615189293,1,2012,GBR,25-Nov-90
Sule UTURA,1496.97816731386,7,2013,ETH,8-Feb-90
Florence KIPLAGAT,1496.969313966241,3,2010,KEN,27-Feb-87
Hiwot AYALEW,1496.8455040429053,3,2013,ETH,6-Mar-90
Jessica AUGUSTO,1496.8334994402219,3,2011,POR,8-Nov-81
Wude AYALEW,1496.832803004372,3,2011,ETH,4-Jul-87
Amy YODER BEGLEY,1496.8076809272502,3,2011,USA,11-Jan-78
Shitaye ESHETE,1496.8065928480135,4,2013,BRN,21-May-90
Belaynesh OLJIRA,1496.6638853307722,2,2013,ETH,26-Jun-90
Emebet ANTENEH,1496.6452898371854,7,2012,ETH,13-Jan-92
Hitomi NIIYA,1496.58914292877,3,2012,JPN,26-Feb-88
Janet KISA,1496.3324711877203,1,2013,KEN,5-Dec-92
Barbara PARKER,1496.1641111805395,1,2012,GBR,8-Nov-82
Alia SAEED MOHAMMED,1495.8739821337456,1,2011,UAE,18-May-91
Agnes Jebet TIROP,1495.8577073640145,2,2013,KEN,23-Oct-95
Yelena NAGOVITSYNA,1495.782423112269,4,2013,RUS,7-Dec-82
Kate AVERY,1495.4965171627464,1,2012,GBR,10-Oct-91
Alissa MCKAIG,1495.4311361393202,1,2012,USA,21-Feb-86
Esther CHEMTAI,1495.397430775094,3,2011,KEN,4-Jun-88
Purity Cherotich RIONORIPO,1495.286129514082,2,2011,KEN,10-Jun-93
