Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Elaine THOMPSON,1654.8959599449654,7,2016,JAM,28-Jun-92
Tori BOWIE,1603.96358251615,15,2016,USA,27-Aug-90
Shelly-Ann FRASER-PRYCE,1600.001028853761,44,2016,JAM,27-Dec-86
Dafne SCHIPPERS,1594.5715171189122,18,2016,NED,15-Jun-92
English GARDNER,1582.5628075491081,20,2016,USA,22-Apr-92
Marie-Josée TA LOU,1561.2028901305116,11,2016,CIV,18-Nov-88
Blessing OKAGBARE-IGHOTEGUONOR,1554.1589083297615,45,2016,NGR,9-Oct-88
Michelle-Lee AHYE,1548.89683665685,21,2016,TTO,10-Apr-92
Murielle AHOURÉ,1538.5893508528725,31,2016,CIV,23-Aug-87
Tianna BARTOLETTA,1533.5180470001537,19,2016,USA,30-Aug-85
Veronica CAMPBELL-BROWN,1531.605659913388,26,2016,JAM,15-May-82
Kerron STEWART,1518.4033402902105,28,2016,JAM,16-Apr-84
Rosângela SANTOS,1517.338884538151,10,2016,BRA,20-Dec-90
Dina ASHER-SMITH,1515.343671307524,6,2016,GBR,4-Dec-95
Christania WILLIAMS,1514.9879706378151,7,2016,JAM,17-Oct-94
Semoy HACKETT,1513.0615488050103,4,2016,TTO,27-Nov-88
Kelly-Ann BAPTISTE,1512.5282244389878,25,2016,TTO,14-Oct-86
Ivet LALOVA-COLLIO,1510.9286284164205,21,2016,BUL,18-May-84
Jenna PRANDINI,1507.8370077409745,1,2016,USA,20-Nov-92
Myriam SOUMARE,1507.6608516584013,18,2014,FRA,29-Oct-86
Carina HORN,1507.4139583829458,11,2016,RSA,9-Mar-89
Desiree HENRY,1507.2219507966934,12,2016,GBR,26-Aug-95
Ashleigh NELSON,1506.1279125864096,5,2016,GBR,20-Feb-91
Carmelita JETER,1505.9878210598613,38,2016,USA,24-Nov-79
Sherone SIMPSON,1505.1926998573265,16,2015,JAM,12-Aug-84
Carolle ZAHI,1504.3370878422438,1,2015,CIV,12-Jun-94
Morolake AKINOSUN,1503.4100069864346,4,2016,USA,17-May-94
Candyce MCGRONE,1503.0375486486898,3,2015,USA,24-Mar-89
Marshevet HOOKER,1502.3488855276955,11,2013,USA,25-Sep-84
Allyson FELIX,1502.1822459516434,10,2014,USA,18-Nov-85
Stella AKAKPO,1501.9291680583929,6,2016,FRA,28-Feb-94
LaVerne JONES-FERRETTE,1501.6092083788976,3,2012,ISV,16-Sep-81
Gina LÜCKENKEMPER,1501.509788713914,1,2015,GER,21-Nov-96
Aleen BAILEY,1501.380338500921,13,2014,JAM,25-Nov-80
Samantha HENRY-ROBINSON,1501.34296950112,6,2015,JAM,25-Sep-88
Toea WISIL,1501.1034583784285,3,2016,PNG,1-Jan-88
Marine LENERAND,1501.0382588195152,1,2015,FRA,4-Dec-95
Patricia BUVAL,1500.9197824638052,1,2013,FRA,22-Jan-76
Tatjana PINTO,1500.4764437493504,5,2016,GER,2-Jul-92
Octavious FREEMAN,1500.3883660749957,4,2014,USA,20-Apr-92
Olga BELKINA,1500.2710374169235,1,2012,RUS,23-Aug-90
Nelky CASABONA,1500.2128744249899,1,2011,CUB,12-May-84
Lekeisha LAWSON,1500.1617387202036,4,2014,USA,3-Jun-87
Jura LEVY,1500.1186087130054,3,2011,JAM,4-Nov-90
Guzel KHUBBIEVA,1500.1109198640702,2,2012,UZB,2-May-76
Tameka WILLIAMS,1500.0392396367151,1,2012,SKN,31-Aug-89
Chandra STURRUP,1500.0125005254417,5,2010,BAH,12-Sep-71
Aleksandra FEDORIVA-SPAYER,1499.971181108091,2,2011,RUS,13-Sep-88
Naomi SEDNEY,1499.965709056585,1,2015,NED,17-Dec-94
Leena GÜNTHER,1499.8567613401456,1,2011,GER,16-Apr-91
Me'Lisa BARBER,1499.8540538296425,1,2010,USA,4-Oct-80
Céline BAUSIVOIR,1499.711060776765,1,2013,FRA,8-Sep-94
Maja MIHALINEC,1499.6647864610409,1,2015,SLO,17-Dec-89
Oludamola OSAYOMI,1499.6282362870136,4,2012,NGR,26-Jun-86
Consuella MOORE,1499.6163660858313,1,2010,USA,29-Aug-81
Laura TURNER,1499.5983935927839,2,2011,GBR,12-Aug-82
Yasmin KWADWO,1499.5748466997538,2,2011,GER,9-Nov-90
Jeanette KWAKYE,1499.5070051332439,3,2011,GBR,20-Mar-83
Audrey ALLOH,1499.4762974386665,1,2010,ITA,21-Jul-87
Lan JIANG,1499.4747222060105,1,2010,CHN,27-Jun-89
Carrie RUSSELL,1499.452528303611,8,2014,JAM,18-Oct-90
Jiabei YE,1499.4182707436778,1,2011,CHN,20-Jan-93
Stephanie DURST,1499.3853075200432,1,2011,USA,6-Jan-82
Ching-Hsien LIAO,1499.3825617990774,1,2011,TPE,22-Jun-94
Hyelim JUNG,1499.3702346983164,1,2011,KOR,1-Jun-87
LaKya BROOKINS,1499.3520416520723,1,2011,USA,28-Jul-89
Natasha MORRISON,1499.338648444247,7,2016,JAM,17-Nov-92
Andreea OGRĂZEANU,1499.3310400031896,2,2012,ROU,24-Mar-90
