Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Jenny SIMPSON,1600.9422981093476,23,2014,USA,23-Aug-86
Abeba AREGAWI,1598.0979377941644,27,2014,ETH,5-Jul-90
Hellen OBIRI,1559.5954479967945,23,2014,KEN,13-Dec-89
Sifan HASSAN,1544.2781435019645,7,2014,ETH,1-Jan-93
Genzebe DIBABA,1531.9993434272221,13,2014,ETH,8-Feb-91
Shannon ROWBURY,1528.8021948311919,24,2014,USA,19-Sep-84
Faith KIPYEGON,1527.131973054138,11,2014,KEN,10-Jan-94
Mercy CHERONO,1515.9062939921432,2,2013,KEN,7-May-91
Tatyana TOMASHOVA,1512.61014619366,3,2012,RUS,1-Jul-75
Viola Jelagat KIBIWOT,1512.5150788157057,19,2014,KEN,22-Dec-83
Mary KURIA,1512.4693698921642,3,2013,KEN,29-Nov-87
Maryam Yusuf JAMAL,1512.0584108820408,23,2014,BRN,16-Sep-84
Dawit SEYAUM,1511.585289992352,2,2014,ETH,27-Jul-96
Nancy Jebet LANGAT,1508.8498840784596,21,2013,KEN,22-Aug-81
Anna MISHCHENKO,1507.2294443785945,8,2012,UKR,25-Aug-83
Hannah ENGLAND,1506.7295778454136,21,2014,GBR,6-Mar-87
Kenia SINCLAIR,1506.241463729968,1,2011,JAM,14-Jul-80
Anna WILLARD,1505.8921391609751,8,2012,USA,31-Mar-84
Kate VAN BUSKIRK,1504.7876557330442,2,2013,CAN,9-Jun-87
Kalkidan GEZAHEGNE,1504.241192417006,8,2011,ETH,8-May-91
Mariem ALAOUI SELSOULI,1503.5079332313944,1,2011,MAR,8-Apr-84
Irene JELAGAT,1502.1044728335964,6,2014,KEN,10-Dec-88
Meseret DEFAR,1501.6458070658969,1,2010,ETH,19-Nov-83
Ibtissam LAKHOUAD,1501.5946193128184,17,2013,MAR,7-Dec-80
Mary CAIN,1501.5747796736491,4,2013,USA,3-May-96
Lisa DOBRISKEY,1501.3783693964601,17,2013,GBR,23-Dec-83
Katie MACKEY,1501.3088352290938,2,2013,USA,12-Nov-87
Zoe BUCKMAN,1501.2648757994334,12,2014,AUS,21-Dec-88
Meraf BAHTA,1500.9864021318149,2,2014,SWE,24-Jun-89
