Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Dawn HARPER-NELSON,1650.2233948025037,22,2013,USA,13-May-84
Sally PEARSON,1610.6254255535082,32,2013,AUS,19-Sep-86
Brianna MCNEAL,1576.2789694310763,3,2013,USA,18-Aug-91
Tiffany PORTER,1565.8136717602565,34,2013,USA,13-Nov-87
Queen HARRISON,1555.3790708750657,14,2013,USA,10-Sep-88
Kellie WELLS,1554.9603805412908,29,2013,USA,16-Jul-82
Lolo JONES,1537.8828579020637,20,2013,USA,5-Aug-82
Angela WHYTE,1525.543973788143,3,2013,CAN,22-May-80
Danielle CARRUTHERS,1518.599462814659,28,2012,USA,22-Dec-79
Virginia CRAWFORD,1517.6811330931512,21,2013,USA,7-Sep-83
Phylicia GEORGE,1512.6854321341998,16,2012,CAN,16-Nov-87
Kristi CASTLIN,1510.441189932063,12,2013,USA,7-Jul-88
Alina TALAY,1510.2344669228285,8,2013,BLR,14-May-89
Tatyana DEMENTYEVA,1510.0053422747128,8,2013,RUS,8-May-81
Priscilla SCHLIEP,1507.6713835480334,18,2012,CAN,26-Aug-82
Cindy BILLAUD,1507.53550004338,7,2013,FRA,11-Mar-86
Sara AERTS,1506.7835065421907,1,2013,BEL,25-Jan-84
Clélia RARD-REUSE,1506.5983171680848,1,2013,SUI,1-Aug-88
Noemi ZBÄREN,1506.2184855984628,3,2013,SUI,12-Mar-94
Gnima FAYE,1504.7243886075998,2,2013,SEN,17-Nov-84
Brigitte Ann FOSTER-HYLTON,1503.9554874128548,8,2012,JAM,7-Nov-74
Yuliya KONDAKOVA,1503.871521230678,6,2013,RUS,4-Dec-81
Christina VUKICEVIC,1503.7732049160995,12,2012,NOR,18-Jun-87
Christina MANNING,1502.6361775114442,2,2012,USA,29-May-90
Linda ZÜBLIN,1501.408835548596,1,2013,SUI,21-Mar-86
Lisa URECH,1501.3196574362728,7,2012,SUI,27-Jul-89
Shermaine WILLIAMS,1500.9908137338641,5,2013,JAM,4-Feb-90
Nia ALI,1500.9642514082545,11,2013,USA,23-Oct-88
Michelle PERRY,1500.3646900184958,1,2012,USA,1-May-79
Danielle WILLIAMS,1500.35498074015,2,2013,JAM,14-Sep-92
Indira SPENCE,1500.0471163451748,2,2011,JAM,8-Sep-86
Derval O'ROURKE,1499.8084963794197,7,2012,IRL,28-May-81
Nichole DENBY,1499.102809117093,5,2011,USA,10-Oct-82
Yekaterina GALITSKAYA,1499.0350393142976,2,2012,RUS,24-Feb-87
Nataliya IVONINSKAYA,1498.954293438649,2,2011,KAZ,22-Feb-85
Aleksandra ANTONOVA,1498.9239959266297,2,2011,RUS,24-Mar-80
Candice PRICE,1498.8365507306098,1,2011,USA,26-Oct-85
Susanna KALLUR,1498.763987557083,1,2010,SWE,16-Feb-81
Jana SOTÁKOVÁ,1498.5865740265526,1,2013,CZE,25-Apr-93
Vonette DIXON,1498.3838495091704,9,2011,JAM,26-Nov-75
Marie HAGLE,1498.3520405606969,2,2011,NOR,17-Feb-87
Perdita FELICIEN,1498.3152745570555,16,2012,CAN,29-Aug-80
Louise WOOD,1497.9666826913221,1,2011,GBR,13-May-83
Elisabeth DAVIN,1497.793826499541,1,2010,BEL,3-Jun-81
Yawei SUN,1497.6749522788186,3,2012,CHN,17-Oct-87
Anay TEJEDA,1497.5331016617356,1,2010,CUB,3-Apr-83
Celriece LAW,1497.208651449927,1,2011,USA,2-Sep-86
Alice DECAUX,1497.1454422901074,1,2012,FRA,10-Apr-85
Ashley HELSBY,1497.1086447370853,1,2011,GBR,1-Jul-90
Carolin DIETRICH,1497.0080543910133,5,2012,GER,26-Feb-85
Latoya GREAVES,1496.9424521448082,1,2012,JAM,31-May-86
Eline BERINGS,1496.811534232238,4,2012,BEL,28-May-86
Eveline REBSAMEN,1496.6778942602164,1,2013,SUI,8-Apr-94
Jessica ENNIS-HILL,1496.6672948479263,3,2013,GBR,28-Jan-86
Loreal SMITH,1496.5986222745107,3,2012,USA,12-Oct-85
Nevin YANIT,1496.3551212163798,3,2011,TUR,16-Feb-86
Yevheniya SNIHUR,1496.1880413319118,5,2011,UKR,7-Mar-84
Tale ØRVING,1495.974435571503,2,2011,NOR,17-Mar-89
Aisseta DIAWARA,1495.903462184227,1,2012,FRA,29-Jun-89
Rosvitha Bodjiho OKOU,1495.8449778481167,2,2013,CIV,5-Sep-86
Stephanie GAYNOR,1495.8029150317852,1,2011,GBR,27-Sep-90
Lauren SMITH,1495.7615472935554,1,2011,USA,27-Aug-81
Lene MYRMEL,1495.6835031012627,1,2011,NOR,18-May-85
Sonata TAMOSAITYTÉ,1495.6802028637503,2,2012,LTU,21-Apr-87
Dedeh ERAWATI,1495.5362142656763,1,2011,INA,25-May-79
Gemma BENNETT,1495.5196195241206,4,2011,GBR,4-Jan-84
Jacquelyn COWARD,1495.5060425337788,1,2012,USA,5-Nov-89
Andrea MILLER,1495.4469974590702,1,2012,NZL,13-Mar-82
Suzanne WILLIAMS,1495.14111608446,1,2013,NED,7-Oct-93
Kine AALTVEDT,1495.0434790734305,2,2011,NOR,30-Aug-91
Tine Teigene DALEN,1494.484867687458,3,2011,NOR,2-Nov-90
Lina Marcela FLORES,1494.3980006719876,5,2013,COL,1-Nov-84
Béatrice KAMBOULÉ,1494.1456642587027,1,2011,BUR,25-Feb-80
Ivanique KEMP,1494.0313826150366,2,2012,BAH,11-Jun-91
Jessica ZELINKA,1493.935246196188,6,2013,CAN,3-Sep-81
Pak Yan POON,1493.9282481341347,1,2011,HKG,2-Jan-90
Heloise KANE,1493.6690433991948,1,2013,FRA,25-Dec-95
Caroline LUNDAHL,1493.571973779848,1,2012,SWE,16-Oct-91
