Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Tyson GAY,1599.5279820810692,7,2010,USA,9-Aug-82
Asafa POWELL,1571.1448228432002,8,2010,JAM,23-Nov-82
Usain BOLT,1554.5578290642843,4,2010,JAM,21-Aug-86
Richard THOMPSON,1534.6701757543551,9,2010,TTO,7-Jun-85
Yohan BLAKE,1530.1774103983646,6,2010,JAM,26-Dec-89
Nesta CARTER,1519.318728367853,3,2010,JAM,11-Oct-85
Daniel BAILEY,1510.8640513742546,5,2010,ANT,9-Sep-86
Michael FRATER,1506.874778052268,6,2010,JAM,6-Oct-82
Christophe LEMAITRE,1505.5958574651904,2,2010,FRA,11-Jun-90
J-Mee SAMUELS,1505.3804938853439,2,2010,USA,20-May-87
Michael RODGERS,1500.3708731830234,5,2010,USA,24-Apr-85
Wallace SPEARMON,1499.4051437459843,2,2010,USA,24-Dec-84
Trell KIMMONS,1498.8145540681285,11,2010,USA,13-Jul-85
Aaron ARMSTRONG,1498.445394760357,1,2010,TTO,14-Oct-77
Lerone CLARKE,1497.715795165459,5,2010,JAM,7-Jul-81
Jaysuma SAIDY NDURE,1497.5259857497763,7,2010,NOR,1-Jul-84
Ivory WILLIAMS,1497.1609830774487,1,2010,USA,2-May-85
Ainsley WAUGH,1497.0099313566125,1,2010,JAM,17-Sep-81
Walter DIX,1496.0418793924127,2,2010,USA,31-Jan-86
Nick SMITH,1494.9882023509592,1,2010,GBR,6-Dec-82
Omar Jouma Bilal AL SALFA,1494.6768461481463,1,2010,UAE,15-Oct-89
Shawn CRAWFORD,1494.6679806990976,1,2010,USA,14-Jan-78
Brian DZINGAI,1494.293168480352,1,2010,ZIM,29-Apr-81
Leroy DIXON,1494.0561077666748,2,2010,USA,20-Jun-83
Travis PADGETT,1493.218409376726,6,2010,USA,13-Dec-86
Emmanuel CALLENDER,1492.9785044543682,1,2010,TTO,10-May-84
Dexter LEE,1492.8616200231625,1,2010,JAM,18-Jan-91
Brendan CHRISTIAN,1492.3429843799731,1,2010,ANT,11-Dec-83
Craig PICKERING,1492.0694880908122,1,2010,GBR,16-Oct-86
Ryan BAILEY,1491.88213520901,3,2010,USA,13-Apr-89
Roberto DONATI,1491.0,1,2010,ITA,15-Mar-83
Mario FORSYTHE,1489.6448137500051,6,2010,JAM,30-Oct-85
Simone COLLIO,1489.463638113014,2,2010,ITA,27-Dec-79
Yahya Hassan HABEEB,1488.8430268329316,1,2010,KSA,2-Apr-86
Reto Amaru SCHENKEL,1488.794612551013,1,2010,SUI,28-Apr-88
Tony DARKWAH,1488.7771763246833,1,2010,SWE,15-Jun-86
Christian MALCOLM,1488.7216150773697,1,2010,GBR,3-Jun-79
Tyron AKINS,1488.5885267766994,1,2010,USA,6-Jan-86
Junior EJEHU,1488.5147627501728,1,2010,GBR,1-Feb-91
Philip Bjørnå BERNTSEN,1488.3114377658526,1,2010,NOR,13-Dec-89
Alexander NORDKVIST,1488.2640637529553,1,2010,SWE,15-Jun-90
Rae Monzavous EDWARDS,1487.913488541867,4,2010,USA,7-May-81
Marlon DEVONISH,1487.878429069653,4,2010,GBR,1-Jun-76
Churandy MARTINA,1487.6833701246828,6,2010,AHO,3-Jul-84
Ryan MOSELEY,1487.44493634019,2,2010,AUT,8-Oct-82
Ronald POGNON,1486.2299136941665,2,2010,FRA,16-Nov-82
Tremayne GILLING,1480.723618648732,2,2010,GBR,27-Jul-90
Mark LEWIS-FRANCIS,1477.649397285582,3,2010,GBR,4-Sep-82
Martial MBANDJOCK,1476.91505583576,5,2010,FRA,14-Oct-85
