Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Usain BOLT,1693.9067343026788,22,2013,JAM,21-Aug-86
Justin GATLIN,1623.8233869512742,19,2013,USA,10-Feb-82
Yohan BLAKE,1589.3937581938958,18,2012,JAM,26-Dec-89
Nesta CARTER,1580.1508713920516,36,2013,JAM,11-Oct-85
Michael RODGERS,1573.41053608207,29,2013,USA,24-Apr-85
Ryan BAILEY,1552.7343722552584,15,2013,USA,13-Apr-89
Tyson GAY,1547.9346693896318,11,2012,USA,9-Aug-82
Asafa POWELL,1546.3718425756992,21,2012,JAM,23-Nov-82
Nickel ASHMEADE,1539.2998519666323,12,2013,JAM,7-Apr-90
Jimmy VICAUT,1532.5456470432673,18,2013,FRA,27-Feb-92
Kemar BAILEY-COLE,1524.0441482907004,12,2013,JAM,10-Jan-92
Churandy MARTINA,1522.674417955472,16,2013,AHO,3-Jul-84
Keston BLEDMAN,1520.6855849200674,19,2013,TTO,8-Mar-88
Christophe LEMAITRE,1518.9375324139874,15,2013,FRA,11-Jun-90
Steve MULLINGS,1516.1946948791608,2,2011,JAM,29-Nov-82
Aaron BROWN,1512.726755030587,2,2013,CAN,27-May-92
James DASAOLU,1511.9680595114337,8,2013,GBR,5-Sep-87
Dentarius LOCKE,1511.6037290326385,1,2013,USA,12-Dec-89
Anaso JOBODWANA,1510.8384967388424,2,2013,RSA,30-Jul-92
Rakieem SALAAM,1510.6477021455912,5,2013,USA,5-Apr-90
Adam GEMILI,1509.7449902339195,4,2013,GBR,6-Oct-93
Kim COLLINS,1508.8384314457842,20,2013,SKN,5-Apr-76
Jeff DEMPS,1506.481614769867,1,2013,USA,8-Jan-90
Michael FRATER,1506.1552225744986,20,2012,JAM,6-Oct-82
Dwain CHAMBERS,1505.1458967937124,7,2013,GBR,5-Apr-78
Walter DIX,1502.7881059704944,8,2013,USA,31-Jan-86
Lerone CLARKE,1502.6365002226871,10,2012,JAM,7-Jul-81
Ben Youssef MEITÉ,1502.39363385655,3,2012,CIV,11-Nov-86
Derrick ATKINS,1501.898719280604,4,2013,BAH,5-Jan-84
Peimeng ZHANG,1501.008556636169,4,2013,CHN,13-Mar-87
Amr Ibrahim Mostafa SEOUD,1500.7901934128688,1,2012,EGY,10-Jun-86
Ngonidzashe MAKUSHA,1500.729472103164,2,2011,ZIM,11-Mar-87
Adam HARRIS,1500.0527178665066,1,2013,GUY,21-Jul-87
Ryota YAMAGATA,1499.996390750348,3,2013,JPN,10-Jun-92
Wallace SPEARMON,1499.8715110491326,2,2010,USA,24-Dec-84
James ELLINGTON,1499.6868551559028,3,2013,GBR,6-Sep-85
Sam EFFAH,1499.5936976652547,1,2013,CAN,29-Dec-88
Dariusz KUĆ,1499.3711979332782,3,2012,POL,24-Apr-86
Remaldo ROSE,1499.334188561324,1,2011,JAM,18-Nov-87
Warren FRASER,1499.2552938106555,1,2012,BAH,8-Jul-91
Jason SMYTH,1499.0186938226425,1,2011,IRL,4-Jul-87
Nick SMITH,1498.9174517078072,1,2010,GBR,6-Dec-82
Carlos Rafael JORGE,1498.915196691593,1,2011,DOM,24-Sep-86
Omar Jouma Bilal AL SALFA,1498.8501987679995,1,2010,UAE,15-Oct-89
Shawn CRAWFORD,1498.8482838310051,1,2010,USA,14-Jan-78
Brian DZINGAI,1498.7673243917561,1,2010,ZIM,29-Apr-81
Leroy DIXON,1498.7161192776016,2,2010,USA,20-Jun-83
Dexter LEE,1498.458109925003,1,2010,JAM,18-Jan-91
Brendan CHRISTIAN,1498.346084626074,1,2010,ANT,11-Dec-83
Reto Amaru SCHENKEL,1498.2607895284364,2,2011,SUI,28-Apr-88
Roberto DONATI,1498.0559999999998,1,2010,ITA,15-Mar-83
Joshua ROSS,1497.8416095884381,1,2013,AUS,9-Feb-81
Simone COLLIO,1497.724145832411,2,2010,ITA,27-Dec-79
Aaron ARMSTRONG,1497.6684262123567,2,2011,TTO,14-Oct-77
Yahya Hassan HABEEB,1497.5900937959132,1,2010,KSA,2-Apr-86
Kimmari ROACH,1497.5855194548953,3,2013,JAM,17-Apr-89
Tony DARKWAH,1497.5758700861313,1,2010,SWE,15-Jun-86
Tyron AKINS,1497.535121783767,1,2010,USA,6-Jan-86
Junior EJEHU,1497.5191887540373,1,2010,GBR,1-Feb-91
Francis OBIKWELU,1497.4870461640571,1,2011,POR,22-Nov-78
Philip Bjørnå BERNTSEN,1497.475270557424,1,2010,NOR,13-Dec-89
Alexander NORDKVIST,1497.4650377706384,1,2010,SWE,15-Jun-90
Gerald PHIRI,1497.4142790730368,8,2013,ZAM,6-Oct-88
J-Mee SAMUELS,1497.3290911071133,3,2011,USA,20-May-87
Felix GÖLTL,1497.318578074513,1,2011,GER,23-Mar-90
Ryan MOSELEY,1497.2881062494812,2,2010,AUT,8-Oct-82
Antoine ADAMS,1497.2564651746811,4,2013,SKN,31-Aug-88
Yi LAO,1497.2228187858454,1,2011,CHN,11-Oct-85
Ronalds ARAJS,1497.1281282169791,1,2011,LAT,29-Nov-87
Julian REUS,1497.0564045010333,1,2013,GER,29-Apr-88
Ronald POGNON,1497.02566135794,2,2010,FRA,16-Nov-82
Joseph Obinna METU,1496.7502988678611,1,2012,NGR,12-Jul-88
Alvaro GOMEZ,1496.725160371374,1,2011,COL,21-Feb-89
Pascal MANCINI,1496.148972508317,1,2011,SUI,18-Apr-89
Shinji TAKAHIRA,1496.058814979409,1,2011,JPN,18-Jul-84
Rytis SAKALAUSKAS,1496.022593232873,2,2012,LTU,27-Jun-87
Julian FORTE,1495.954422231951,2,2013,JAM,7-Jan-93
Aziz ZAKARI,1495.9308076120767,1,2011,GHA,2-Sep-76
Tremayne GILLING,1495.8363016281264,2,2010,GBR,27-Jul-90
Abdourahim HAROUN,1495.8113426956172,1,2011,CHA,12-Apr-92
Mario FORSYTHE,1495.7941742672613,9,2012,JAM,30-Oct-85
Rikki FIFTON,1495.736639862238,1,2011,GBR,17-Jun-85
Cordero GRAY,1495.6354734713607,1,2013,USA,9-May-89
Chi Ho TSUI,1495.5804356896342,1,2011,HKG,17-Feb-90
Ivory WILLIAMS,1495.5687990638908,2,2011,USA,2-May-85
Geronimo GOELOE,1495.455438734598,1,2011,ARU,18-Nov-81
Keiron ROGERS,1495.3864406472312,1,2011,AIA,8-Sep-88
Peter EMELIEZE,1495.3735023170514,2,2012,NGR,19-Apr-88
Aziz OUHADI,1495.3314034101898,3,2011,MAR,24-Jul-84
