Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Mohammed AMAN,1674.2006053855048,19,2013,ETH,10-Jan-94
David RUDISHA,1627.2523215393971,20,2013,KEN,17-Dec-88
Nick SYMMONDS,1603.320320828887,23,2013,USA,30-Dec-83
Marcin LEWANDOWSKI,1539.6037622759345,24,2013,POL,13-Jun-87
Pierre-Ambroise BOSSE,1537.526246899401,10,2013,FRA,11-May-92
Abubaker KAKI,1533.3900657156128,18,2012,SUD,21-Jun-89
Ayanleh SOULEIMAN,1533.1830163292893,4,2013,DJI,3-Dec-92
Nijel AMOS,1529.2372515176519,4,2013,BOT,15-Mar-94
Duane SOLOMON,1528.7053149701037,18,2013,USA,28-Dec-84
Leonard Kirwa KOSENCHA,1521.658448753302,5,2013,KEN,21-Aug-94
André OLIVIER,1517.7079477165425,6,2013,RSA,29-Dec-89
Musaeb Abdulrahman BALLA,1515.134691021377,7,2013,QAT,19-Mar-89
Samir JAMMA,1511.8419848814387,2,2013,MAR,9-Feb-90
Amine EL MANAOUI,1510.0890478081446,4,2013,MAR,20-Nov-91
Yuriy BORZAKOVSKIY,1509.0551616959815,6,2012,RUS,12-Apr-81
Hamada MOHAMED,1508.4681305702552,3,2013,EGY,22-Oct-92
Adam KSZCZOT,1508.1601387719386,14,2013,POL,2-Sep-89
Mbulaeni MULAUDZI,1507.4689138806398,9,2013,RSA,8-Sep-80
Alfred Kirwa YEGO,1507.023650795642,17,2012,KEN,28-Nov-86
Taoufik MAKHLOUFI,1506.6328261955496,1,2012,ALG,29-Apr-88
Brandon JOHNSON,1506.5650920684961,5,2013,USA,2-Mar-85
Ferguson Cheruiyot ROTICH,1505.6851152107615,4,2013,KEN,30-Nov-89
Khadevis ROBINSON,1505.5786069976123,8,2012,USA,19-Jul-76
Job KINYOR,1504.3446953202615,8,2013,KEN,8-May-90
Antonio Manuel REINA,1503.8334223565894,10,2012,ESP,13-Jun-81
Abraham Kipchirchir ROTICH,1503.4647084765797,4,2013,KEN,26-Sep-93
Amine LAALOU,1502.786042401951,3,2011,MAR,13-May-82
Robert LATHOUWERS,1502.5775196408595,2,2012,NED,8-Jul-83
Ronald MUSAGALA,1501.949249511869,2,2013,UGA,16-Dec-92
Antoine GAKEME,1501.7895076508178,2,2013,BDI,24-Dec-91
Edwin Kiplagat MELLY,1501.2662181625938,1,2012,KEN,23-Apr-94
Kléberson DAVIDE,1501.0074194924778,3,2013,BRA,20-Jul-85
Daniel NGHIPANDULWA,1500.327527941653,1,2011,NAM,8-Jun-89
Asbel KIPROP,1500.1354153578886,9,2013,KEN,30-Jun-89
Mahfoud BRAHIMI,1500.1307438896924,2,2011,ALG,24-Feb-85
Giordano BENEDETTI,1500.0485058826123,4,2013,ITA,22-May-89
Darren ST. CLAIR,1500.0220370813117,1,2010,GBR,6-Apr-85
Mohammed Khalaf AL AZEMI,1499.9869287032802,2,2011,KUW,16-Jun-82
Mouhcine EL AMINE,1499.6072469943806,1,2011,MAR,18-Jan-82
Yeimer LÓPEZ,1499.5077020518443,1,2010,CUB,20-Aug-82
Andrew WHEATING,1499.3616090453947,4,2011,USA,21-Nov-87
Jan KUBISTA,1499.2600394292617,1,2013,CZE,23-Sep-90
James SHANE,1499.173381247143,1,2011,GBR,18-Dec-89
Charles JOCK,1499.0545716666081,1,2011,USA,23-Nov-89
David TORRENCE,1499.0094322345976,1,2010,USA,26-Nov-85
Jacob HERNANDEZ,1498.6974305461545,1,2010,USA,8-Sep-85
Paul RENAUDIE,1498.6665211384275,1,2012,FRA,2-Apr-90
Anthony CHEMUT,1498.5596730056086,7,2013,KEN,17-Dec-92
Abraham KIPLAGAT,1498.5594372022215,3,2013,KEN,9-Aug-84
Nick WILLIS,1498.516006346076,1,2011,NZL,25-Apr-83
Mark ENGLISH,1498.4701104855249,2,2013,IRL,18-Mar-93
Thomas Arne ROTH,1498.3210307530946,1,2010,NOR,11-Feb-91
Gilbert KIPCHOGE,1498.3038427890297,1,2010,KEN,4-May-83
Rizak DIRSHE,1498.2905848994096,1,2010,SWE,5-Jan-72
Andrew OSAGIE,1498.2473130661338,22,2013,GBR,19-Feb-88
Lutimar PAES,1498.2179184981906,1,2011,BRA,14-Dec-88
Sadjad MORADI,1497.7862166359066,3,2012,IRI,30-Mar-83
Lachlan RENSHAW,1497.7472076118347,3,2012,AUS,2-Apr-87
Ashot HAYRAPETYAN,1497.7462871308662,1,2011,ARM,13-Feb-86
Niall BROOKS,1497.719965284416,1,2010,GBR,8-Jul-91
Christian SMITH,1497.6501015567728,1,2010,USA,31-Oct-83
Yusuf Saad KAMEL,1497.6454276790737,1,2010,BRN,29-Mar-83
Timothy KITUM,1497.501883040968,13,2013,KEN,20-Nov-94
Jackson Mumbwa KIVUVA,1497.4782316340907,12,2012,KEN,11-Aug-89
Andrew ELLERTON,1497.473379344625,1,2011,CAN,18-Nov-83
Belal Mansoor ALI,1497.2326432364116,2,2010,BRN,17-Oct-88
Luis Alberto MARCO,1496.949300332609,7,2013,ESP,20-Aug-86
Adnan Taes Agar AL MNTFAGE,1496.7534005404682,1,2012,IRQ,24-Mar-80
Karjuan WILLIAMS,1496.5886443326224,2,2011,USA,5-Jul-87
Augustine Kiprono CHOGE,1496.558212614142,2,2010,KEN,21-Jan-87
Abraham CHEPKIRWOK,1496.25323387333,1,2011,UGA,18-Nov-88
Tyler MULDER,1496.2318652872477,5,2013,USA,15-Feb-87
Xiaofei YANG,1496.1870203912104,1,2012,CHN,18-Feb-90
Mario SCAPINI,1496.1153025686608,1,2012,ITA,2-Feb-89
Rob NOVAK,1495.9277996353026,1,2011,USA,20-Mar-86
Joe ABBOTT,1495.907425260163,1,2013,USA,1-Mar-90
Jeffrey RISELEY,1495.8245388366356,2,2012,AUS,11-Nov-86
Nathan BRANNEN,1495.7019297368693,1,2013,CAN,8-Sep-82
Masato YOKOTA,1495.4935076030752,2,2012,JPN,19-Nov-87
Geoff HARRIS,1495.200304474684,2,2012,CAN,30-Jan-87
Hamza DRIOUCH,1494.9767646637688,2,2011,QAT,16-Nov-94
Ivan TUKHTACHEV,1494.9630046015982,1,2012,RUS,12-Jul-89
Fabiano PECANHA,1494.8920490942253,2,2012,BRA,5-Jun-82
Fernando Lina DA SILVA,1494.8885794819148,1,2011,BRA,10-Oct-86
David Mutinda MUTUA,1494.833978348871,5,2012,KEN,20-Apr-92
