Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Donavan BRAZIER,1585.3215438490245,13,2020,USA,15-Apr-97
Nijel AMOS,1565.1295673271748,40,2019,BOT,15-Mar-94
Ferguson Cheruiyot ROTICH,1540.6845334335067,53,2020,KEN,30-Nov-89
Emmanuel Kipkurui KORIR,1538.1986966947306,16,2019,KEN,15-Jun-95
Amel TUKA,1529.6606599225904,24,2020,BIH,9-Jan-91
Brandon MCBRIDE,1523.5375551262364,23,2019,CAN,15-Jun-94
Wyclife KINYAMAL,1521.44799472666,12,2020,KEN,2-Jul-97
Bryce HOPPEL,1518.8152422123333,5,2020,USA,5-Sep-97
Marco AROP,1516.4956039424715,5,2020,CAN,20-Sep-98
David RUDISHA,1514.9958654823408,37,2017,KEN,17-Dec-88
Taoufik MAKHLOUFI,1508.7889887823037,9,2016,ALG,29-Apr-88
Markhim LONSDALE,1508.1535714285715,1,2020,GBR,9-Jan-99
Ryan SÁNCHEZ,1507.465285588939,4,2019,PUR,22-Jun-98
Kipyegon BETT,1506.2208303780435,12,2018,KEN,1-Feb-98
Jake WIGHTMAN,1506.04637409738,6,2020,GBR,11-Jul-94
Elijah Motonei MANANGOI,1505.3718582587348,4,2018,KEN,5-Jan-93
Cornelius TUWEI,1505.0270783636079,4,2019,KEN,24-May-93
Alfred KIPKETER,1504.8293774964984,25,2019,KEN,28-Dec-96
Boris BERIAN,1504.6795330771058,7,2016,USA,19-Dec-92
Adrián BEN,1504.5810079744151,3,2019,ESP,4-Aug-98
Marcin LEWANDOWSKI,1504.4401703192032,59,2019,POL,13-Jun-87
Mark ENGLISH,1504.4015576910915,15,2019,IRL,18-Mar-93
Wesley VÁZQUEZ,1504.3228931260758,16,2020,PUR,27-Mar-94
Ayanleh SOULEIMAN,1504.032830124252,11,2016,DJI,3-Dec-92
Clayton MURPHY,1503.9298783362292,20,2019,USA,26-Feb-95
Thijmen KUPERS,1503.7098319129332,8,2017,NED,4-Oct-91
Brannon KIDDER,1503.5485649026054,2,2019,USA,18-Nov-93
Saúl ORDÓÑEZ,1503.5322669210798,2,2018,ESP,10-Apr-94
Filip SASÍNEK,1503.522384935065,1,2016,CZE,8-Jan-96
Robert BIWOTT,1502.7473858605665,7,2017,KEN,28-Jan-96
Michael SARUNI,1502.6376044189815,2,2019,KEN,18-Jun-95
Daniel KOTYZA,1502.5002806050868,1,2020,CZE,5-Oct-00
Musaeb Abdulrahman BALLA,1502.3810545656,16,2015,QAT,19-Mar-89
Mohammed AMAN,1502.3561708294683,40,2018,ETH,10-Jan-94
Pierre-Ambroise BOSSE,1502.0483780459153,44,2019,FRA,11-May-92
Michał ROZMYS,1501.7522387630113,4,2019,POL,13-Mar-95
Nick SYMMONDS,1501.6902278252792,24,2016,USA,30-Dec-83
Isaiah HARRIS,1501.4417063676815,3,2018,USA,18-Oct-96
Tony VAN DIEPEN,1501.2939896124888,2,2020,NED,17-Apr-96
Christoph KESSLER,1501.2493232417542,1,2016,GER,28-Apr-95
Cyril VINCENT-VIRY,1500.7168233481987,1,2016,FRA,28-Oct-89
Andrej MITAŠÍK,1500.6222041349843,1,2020,SVK,5-Dec-98
Mouad ZAHAFI,1500.6151502015964,1,2019,MAR,9-May-98
Leonard Kirwa KOSENCHA,1500.6062979510202,5,2013,KEN,21-Aug-94
Abubaker KAKI,1500.5849947519278,22,2014,SUD,21-Jun-89
Duane SOLOMON,1500.5070142464547,21,2014,USA,28-Dec-84
Konstantin TOLOKONNIKOV,1500.4420671003627,2,2015,RUS,26-Feb-96
Elliot GILES,1500.380042184826,14,2020,GBR,26-May-94
Samir JAMMA,1500.331499787977,2,2013,MAR,9-Feb-90
Yeimer LÓPEZ,1500.2647400859735,2,2014,CUB,20-Aug-82
Yuriy BORZAKOVSKIY,1500.2534865744524,6,2012,RUS,12-Apr-81
Abraham Kipchirchir ROTICH,1500.242669685129,7,2015,KEN,26-Sep-93
Mbulaeni MULAUDZI,1500.209081787609,9,2013,RSA,8-Sep-80
Alfred Kirwa YEGO,1500.196617270913,17,2012,KEN,28-Nov-86
Thiago ANDRÉ,1500.180977599157,4,2018,BRA,4-Aug-95
Sho KAWAMOTO,1500.1709484627738,1,2016,JPN,1-Mar-93
Kléberson DAVIDE,1500.16060518511,5,2016,BRA,20-Jul-85
Khadevis ROBINSON,1500.1561652928485,8,2012,USA,19-Jul-76
Jonathan KITILIT,1500.131231874205,11,2019,KEN,24-Apr-94
Ali AL DARAAN,1500.1208217308276,2,2015,KSA,17-Apr-90
Aurele VANDEPUTTE,1500.1104482569435,1,2016,BEL,14-May-95
Daniel ANDUJAR,1500.1094183332807,1,2016,ESP,14-May-94
Antonio Manuel REINA,1500.1073112920812,10,2012,ESP,13-Jun-81
Amine LAALOU,1500.077991356583,3,2011,MAR,13-May-82
Robert LATHOUWERS,1500.0721540538184,2,2012,NED,8-Jul-83
Robin SCHEMBERA,1500.0686338724104,1,2015,GER,1-Oct-88
Edwin Kiplagat MELLY,1500.0354460047565,1,2012,KEN,23-Apr-94
Daniel NGHIPANDULWA,1500.0091686861874,1,2011,NAM,8-Jun-89
Mahfoud BRAHIMI,1500.0036599921505,2,2011,ALG,24-Feb-85
Darren ST. CLAIR,1500.000616897239,1,2010,GBR,6-Apr-85
Mohammed Khalaf AL AZEMI,1499.999634087348,2,2011,KUW,16-Jun-82
Sylvain QUIRION,1499.9949918045545,1,2016,FRA,8-Jun-88
Mouhcine EL AMINE,1499.9890054294615,1,2011,MAR,18-Jan-82
Jan KUBISTA,1499.979285839767,1,2013,CZE,23-Sep-90
James SHANE,1499.9768599652798,1,2011,GBR,18-Dec-89
Jacob HERNANDEZ,1499.9635363917369,1,2010,USA,8-Sep-85
Paul RENAUDIE,1499.9626711261405,1,2012,FRA,2-Apr-90
Anthony CHEMUT,1499.9596800622494,7,2013,KEN,17-Dec-92
Abraham KIPLAGAT,1499.959673461264,3,2013,KEN,9-Aug-84
Nick WILLIS,1499.9584576752495,1,2011,NZL,25-Apr-83
Gilbert KIPCHOGE,1499.9525184534987,1,2010,KEN,4-May-83
Rizak DIRSHE,1499.9521473174404,1,2010,SWE,5-Jan-72
Sadjad MORADI,1499.938028234019,3,2012,IRI,30-Mar-83
Lachlan RENSHAW,1499.9369362310026,3,2012,AUS,2-Apr-87
Ashot HAYRAPETYAN,1499.9369104634266,1,2011,ARM,13-Feb-86
Niall BROOKS,1499.9361736201856,1,2010,GBR,8-Jul-91
Collins KIPRUTO,1499.9345144682472,1,2019,KEN,12-Apr-94
Christian SMITH,1499.9342178829397,1,2010,USA,31-Oct-83
Yusuf Saad KAMEL,1499.934087044277,1,2010,BRN,29-Mar-83
Jackson Mumbwa KIVUVA,1499.9294066250718,12,2012,KEN,11-Aug-89
Andrew ELLERTON,1499.9292707920217,1,2011,CAN,18-Nov-83
Belal Mansoor ALI,1499.9225317217029,2,2010,BRN,17-Oct-88
Mohamed Amine BELFERAR,1499.9216355537988,3,2016,ALG,16-Feb-91
Ronald MUSAGALA,1499.920226165209,3,2014,UGA,16-Dec-92
Luis Alberto MARCO,1499.9145999337911,7,2013,ESP,20-Aug-86
Karjuan WILLIAMS,1499.9045038739896,2,2011,USA,5-Jul-87
Augustine Kiprono CHOGE,1499.9036519806352,2,2010,KEN,21-Jan-87
Abraham CHEPKIRWOK,1499.8951145277565,1,2011,UGA,18-Nov-88
Xiaofei YANG,1499.8932609740232,1,2012,CHN,18-Feb-90
Mario SCAPINI,1499.8912533339858,1,2012,ITA,2-Feb-89
Rob NOVAK,1499.886004451871,1,2011,USA,20-Mar-86
Joe ABBOTT,1499.8854340997632,1,2013,USA,1-Mar-90
Nathan BRANNEN,1499.879681540282,1,2013,CAN,8-Sep-82
Masato YOKOTA,1499.8738470544372,2,2012,JPN,19-Nov-87
Jan HOCHSTRASSER,1499.8660781166132,1,2016,SUI,23-Oct-88
Geoff HARRIS,1499.8656392433422,2,2012,CAN,30-Jan-87
Hamza DRIOUCH,1499.8593815592917,2,2011,QAT,16-Nov-94
Ivan TUKHTACHEV,1499.8589963656154,1,2012,RUS,12-Jul-89
Fabiano PECANHA,1499.8570100655243,2,2012,BRA,5-Jun-82
Fernando Lina DA SILVA,1499.8569129385849,1,2011,BRA,10-Oct-86
David Mutinda MUTUA,1499.8553844563066,5,2012,KEN,20-Apr-92
Jakub HOLUŠA,1499.8538372936182,3,2012,CZE,20-Feb-88
Abdulaziz Ladan MOHAMMED,1499.8478143497646,2,2012,KSA,7-Jan-91
Richard BLAGG,1499.846042058305,1,2011,GIB,3-Nov-88
Hamid OUALICH,1499.8451943556047,2,2012,FRA,26-Apr-88
Ahmad FARHAN,1499.8430054858677,1,2011,PAK,11-Jan-90
Zaw Win THET,1499.84250827279,1,2011,MYA,1-Mar-91
Henrik INGEBRIGTSEN,1499.8414724279382,1,2014,NOR,24-Feb-91
Johan SVENSSON,1499.8412083921983,1,2012,SWE,16-May-89
Shifaz MOHAMED,1499.8401093750394,1,2011,MDV,17-Aug-86
Jeff LASTENNET,1499.836187784674,2,2011,FRA,26-Aug-87
Paul ROBINSON,1499.831509614336,1,2013,IRL,24-May-91
Xiudong XIA,1499.8262244683274,1,2012,CHN,19-Jan-88
Nabil MADI,1499.8249177554221,1,2012,ALG,9-Jun-81
Diomar DE SOUZA,1499.823280931367,1,2012,BRA,24-Aug-89
Ilham Tanui ÖZBILEN,1499.8057491758673,1,2013,TUR,5-Mar-90
Sören LUDOLPH,1499.8012962053408,1,2012,GER,25-Feb-88
Mark WIECZOREK,1499.7956924552047,1,2013,USA,25-Dec-84
Andy GONZÁLEZ,1499.7761742082803,3,2013,CUB,17-Oct-87
Leonel MANZANO,1499.7760430409733,5,2015,USA,12-Sep-84
Julius MUTEKANGA,1499.7716708964813,2,2012,UGA,1-Dec-87
James EICHBERGER,1499.7676677780091,1,2013,MEX,4-Aug-90
Leoman MOMOH,1499.7644941864987,1,2013,NGR,30-Mar-91
Tamás KAZI,1499.7638462898703,5,2013,HUN,16-May-85
Nader BELHANBEL,1499.7540026417373,1,2014,MAR,1-Jul-94
Haining TENG,1499.7527215574007,1,2014,CHN,25-Jun-93
David TORRENCE,1499.7476136233308,2,2014,USA,26-Nov-85
Johan ROGESTEDT,1499.730036568379,2,2014,SWE,27-Jan-93
Arnold SORINA,1499.713403247072,1,2012,VAN,6-Jan-88
Erzhan ASKAROV,1499.7098639357782,1,2012,KGZ,29-Sep-85
Rickard GUNNARSSON,1499.7044214336725,1,2014,SWE,19-Sep-91
Boaz Kiplagat LALANG,1499.703774383001,12,2013,KEN,8-Feb-89
Moise JOSEPH,1499.696343316568,2,2012,HAI,27-Dec-81
Taras BYBYK,1499.6920054457114,1,2013,UKR,27-Mar-92
Mohamed EL NOUR,1499.6841229188199,1,2013,QAT,18-Mar-96
Richard KIPLAGAT,1499.6686884101568,7,2012,KEN,3-May-84
Alexander ROWE,1499.667067538945,3,2014,AUS,8-Jul-92
Ismail Ahmed ISMAIL,1499.6621453760495,4,2013,SUD,10-Sep-84
André OLIVIER,1499.6561937824652,11,2015,RSA,29-Dec-89
Gareth WARBURTON,1499.6551050278988,6,2013,GBR,23-Apr-83
Lukáš SYMERSKÝ,1499.6322890206511,1,2020,CZE,28-Mar-98
William LEVAY,1499.6228560729892,1,2014,SWE,27-Aug-96
Derek MANDELL,1499.622322763415,2,2012,GUM,18-Sep-86
Prince MUMBA,1499.6078164597857,4,2013,ZAM,28-Aug-84
Bram SOM,1499.605701386071,11,2012,NED,20-Feb-80
Tyler MULDER,1499.6016533497232,6,2014,USA,15-Feb-87
Charles BOUTHELOUP,1499.5945939712287,1,2016,FRA,30-Apr-90
Ilya MUKHIN,1499.568429764468,1,2013,KGZ,22-Oct-91
Edgar Alejandro CORTEZ,1499.5679504768518,2,2012,NCA,8-Aug-89
Ribeiro PINTO DE CARVALHO,1499.5677714004873,1,2013,TLS,2-Feb-93
Samorn KIENG,1499.5639544988865,2,2013,CAM,4-Mar-83
Joshua RALPH,1499.5577312311211,1,2015,AUS,27-Oct-91
Jonas SCHÖPFER,1499.5475202383727,1,2016,SUI,30-Jun-96
Brandon JOHNSON,1499.5369086038254,7,2014,USA,2-Mar-85
Jeffrey RISELEY,1499.532491700034,5,2016,AUS,11-Nov-86
Elijah GREER,1499.5300064200192,3,2013,USA,24-Oct-90
Yassine HETHAT,1499.4505264681566,4,2019,ALG,30-Aug-91
Jaap Gerben VELLINGA,1499.4217355284068,1,2016,NED,28-Jul-94
Jacob ROZANI,1499.348137793299,1,2016,RSA,24-Jan-84
Robby ANDREWS,1499.3247386668077,4,2015,USA,29-Mar-91
Manuel Andre ANTONIO,1499.3031581297207,2,2013,ANG,3-Nov-88
Robert FARKEN,1499.2983509396458,1,2016,GER,20-Sep-97
Thierry-orden DAGBETIN,1499.2960111131702,1,2016,FRA,7-Jul-98
Moussa CAMARA,1499.2939020045428,4,2013,MLI,12-Feb-88
Tshepo TSHITE,1499.23101006005,3,2019,RSA,5-Jan-97
Hamada MOHAMED,1499.1985173538073,5,2016,EGY,22-Oct-92
Jena UMAR,1499.1962987672864,2,2015,ETH,24-Dec-95
Rafith RODRÍGUEZ,1499.1876281578825,10,2016,COL,1-Jun-89
Cleiton CEZARIO ABRAO,1499.1871686662348,1,2015,BRA,8-Sep-89
Charel GRETHEN,1499.1780811099907,1,2016,LUX,2-Jun-92
Matthew CENTROWITZ,1499.175073232951,3,2015,USA,18-Oct-89
Mukhtar MOHAMMED,1499.1716347268343,7,2013,GBR,1-Dec-90
Theo BLUNDELL,1499.1621459801963,1,2015,GBR,30-Nov-95
Tom ELMER,1499.1618567665996,1,2016,SUI,1-Apr-97
Abdessalem AYOUNI,1499.117334748914,5,2019,TUN,16-May-94
Amine EL MANAOUI,1499.1062168005492,7,2016,MAR,20-Nov-91
Jeremiah Kipkorir MUTAI,1499.0417372083864,6,2015,KEN,27-Dec-92
Charlie DA'VALL GRICE,1499.0368699186256,1,2016,GBR,7-Nov-93
Artur KUCIAPSKI,1499.024752428491,2,2015,POL,26-Dec-93
Anthony ROMANIW,1499.0045333622415,2,2016,CAN,15-Sep-91
Pierre HERVAGAULT,1498.999004746151,1,2016,FRA,16-Jun-94
Boitumelo MASILO,1498.9887917555347,1,2016,BOT,5-Aug-95
Aaron BOTTERMAN,1498.982811289473,1,2016,BEL,1-May-94
Jakub HOFTA,1498.9719527869038,1,2020,CZE,9-Mar-97
Jesus Tonatiu LOPEZ,1498.96757960489,1,2017,MEX,2-Aug-97
Michael RUTT,1498.9514003324307,5,2015,USA,28-Oct-87
Rynhardt VAN RENSBURG,1498.9397368501982,7,2018,RSA,23-Mar-92
Khaled BENMAHDI,1498.848847229081,1,2015,ALG,22-Oct-88
Wais Ibrahim KHAIRANDESH,1498.8449736908594,1,2015,AFG,31-Dec-90
Benjamin ROBERT,1498.814989626681,2,2020,FRA,4-Jan-98
Žan RUDOLF,1498.7475194827014,2,2016,SLO,9-May-93
Adnan Taes Agar AL MNTFAGE,1498.7145394927943,2,2015,IRQ,24-Mar-80
Filip INGEBRIGTSEN,1498.7017571029614,1,2017,NOR,20-Apr-93
Lutimar PAES,1498.6976588909035,2,2016,BRA,14-Dec-88
Moïse RUSUSURUKA,1498.6529054898942,1,2016,SUI,16-May-99
Lukáš HODBOĎ,1498.6485949145413,1,2020,CZE,2-Mar-96
Nicolas CHAUFFERT,1498.5408950166966,1,2016,FRA,14-Jul-91
Peter KOVÁČ,1498.4460444559718,1,2020,SVK,6-Aug-91
Daniel ROWDEN,1498.4219940543608,1,2018,GBR,9-Sep-97
Kalle BERGLUND,1498.360470954393,2,2016,SWE,11-Mar-96
Jozef REPČÍK,1498.3409407180939,3,2016,SVK,3-Aug-86
Timothy KITUM,1498.290545804981,18,2016,KEN,20-Nov-94
Timothy CHERUIYOT,1498.2654423319066,1,2020,KEN,20-Nov-95
Jakub DAVIDÍK,1498.1495288411838,1,2020,CZE,20-Jan-02
Alex AMANKWAH,1498.1435555621606,2,2017,GHA,2-Mar-92
Abu MAYANJA,1497.9927421417297,1,2017,UGA,9-Oct-95
Abdelatif ELGUESSE,1497.9537585057114,3,2017,MAR,27-Feb-93
Jakub KARLACH,1497.9479980932958,1,2020,CZE,31-May-00
Willy Kiplimo TARBEI,1497.9191600970964,1,2017,KEN,30-May-98
Michael RIMMER,1497.8811316602614,25,2016,GBR,3-Feb-86
Asbel KIPROP,1497.880412867125,16,2017,KEN,30-Jun-89
Andrew WHEATING,1497.8784417528436,6,2016,USA,21-Nov-87
Dashan ZHANG,1497.8576924901236,1,2017,CHN,17-Mar-95
Eliott CRESTAN,1497.8414732228782,1,2018,BEL,22-Feb-99
Filip ŠNEJDR,1497.8330269263233,1,2020,CZE,16-Apr-95
Alex BEDDOES,1497.7567315870722,1,2016,COK,9-Jul-95
Yiech Pur BIEL,1497.7525728053738,1,2016,ROT,1-Jan-95
Saoud Jouma AL ZAABI,1497.7240183182398,1,2017,UAE,7-Aug-88
Leandro PARIS,1497.719845347705,1,2017,ARG,16-Feb-95
Solomon LEKUTA,1497.7191995468575,1,2018,KEN,3-Oct-99
Giordano BENEDETTI,1497.6995859032627,11,2018,ITA,22-May-89
Quamel PRINCE,1497.4919964781734,1,2019,GUY,20-Apr-94
