Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Shaunae MILLER-UIBO,1635.7170316681324,14,2018,BAH,15-Apr-94
Dafne SCHIPPERS,1578.98629064725,30,2018,NED,15-Jun-92
Elaine THOMPSON,1557.0168380377268,14,2017,JAM,28-Jun-92
Marie-Josée TA LOU,1544.4800128814704,20,2018,CIV,18-Nov-88
Tori BOWIE,1542.3730385112524,9,2017,USA,27-Aug-90
Dina ASHER-SMITH,1541.5286826087888,17,2018,GBR,4-Dec-95
Jenna PRANDINI,1529.8650480924498,14,2018,USA,20-Nov-92
Ivet LALOVA-COLLIO,1527.4360833642436,27,2018,BUL,18-May-84
Murielle AHOURÉ,1526.5966924945508,22,2018,CIV,23-Aug-87
Shericka JACKSON,1526.227803556589,8,2018,JAM,16-Jul-94
Gabrielle THOMAS,1520.747258211837,5,2018,USA,7-Dec-96
Allyson FELIX,1520.5611015754134,31,2017,USA,18-Nov-85
Deajah STEVENS,1513.2956283673827,7,2018,USA,19-May-95
Jamile SAMUEL,1512.4758042097528,6,2018,NED,24-Apr-92
Rebekka HAASE,1512.1135946530221,3,2017,GER,2-Jan-93
Veronica CAMPBELL-BROWN,1508.254745894596,17,2017,JAM,15-May-82
Simone FACEY,1507.865383657907,14,2017,JAM,7-May-85
Beth DOBBIN,1507.429875393561,1,2018,GBR,7-Jun-94
Sabrina GROS,1507.398,1,2016,FRA,3-Sep-91
Shelly-Ann FRASER-PRYCE,1506.8269698407817,14,2014,JAM,27-Dec-86
Tiffany TOWNSEND,1505.3863188287946,11,2016,USA,14-Jun-89
Edidiong Ofinome ODIONG,1504.4603481708418,5,2018,BRN,13-Mar-97
Mujinga KAMBUNDJI,1504.0394794183617,15,2018,SUI,17-Jun-92
Blessing OKAGBARE-IGHOTEGUONOR,1503.9038992844648,16,2018,NGR,9-Oct-88
Myriam SOUMARE,1502.9328238973812,17,2014,FRA,29-Oct-86
Tianna BARTOLETTA,1502.6799094600556,1,2014,USA,30-Aug-85
Mariya RYEMYEN,1502.6347544946025,14,2013,UKR,2-Aug-87
Gina LÜCKENKEMPER,1502.518231943216,3,2017,GER,21-Nov-96
Sherone SIMPSON,1501.8962372364613,21,2015,JAM,12-Aug-84
Carmelita JETER,1501.8109350795037,15,2013,USA,24-Nov-79
Nercely SOTO,1501.5371252686691,4,2016,VEN,23-Aug-90
Lucie KUDELA,1501.5329707730089,1,2016,FRA,28-Jun-97
Kauiza MOREIRA VENANCIO,1501.517563652758,1,2016,BRA,11-Jun-87
Kerron STEWART,1501.5091679057011,11,2015,JAM,16-Apr-84
Lea SPRUNGER,1501.1977114484487,3,2013,SUI,5-Mar-90
Anyika ONUORA,1500.713346761322,9,2018,GBR,28-Oct-84
Bianca KNIGHT,1500.7012487564516,20,2014,USA,2-Jan-89
Candyce MCGRONE,1500.667082660285,10,2016,USA,24-Mar-89
Maria BELIMPASAKI,1500.532905976689,8,2017,GRE,19-Jun-91
Elisabeth SLETTUM,1500.4826018896676,1,2013,NOR,31-Aug-86
Desiree HENRY,1500.4416571009897,3,2017,GBR,26-Aug-95
Kai SELVON,1500.4306968643177,6,2013,TTO,13-Apr-92
Lenora GUION FIRMIN,1500.3439957528649,2,2013,FRA,7-Aug-91
Marshevet HOOKER,1500.2385488800012,1,2011,USA,25-Sep-84
Abiodun OYEPITAN,1500.2165099339936,5,2012,GBR,30-Dec-79
Franciela KRASUCKI,1500.1629579809326,1,2013,BRA,26-Apr-88
Natasha HASTINGS,1500.1160599206187,3,2014,USA,23-Jul-86
Natalia POHREBNIAK,1500.1094190965139,4,2016,UKR,19-Feb-88
Rose-Marie WHYTE-ROBINSON,1500.094342991305,1,2010,JAM,8-Sep-86
Agné ŠERKŠNIENĖ,1500.062821118106,1,2013,LTU,18-Feb-88
Anneisha MCLAUGHLIN-WHILBY,1500.0567219059858,15,2016,JAM,6-Jan-86
Olesya POVH,1500.0313948870912,1,2011,UKR,18-Oct-87
LaShauntea MOORE,1500.0028233058974,6,2013,USA,31-Jul-83
Janelle REDHEAD,1499.9822698372818,4,2012,GRN,27-Dec-89
Mikele BARBER,1499.9813228338335,1,2012,USA,4-Oct-80
Alexandria ANDERSON,1499.9709765908028,1,2011,USA,28-Jan-87
Johanna DANOIS,1499.9696676455646,3,2013,FRA,4-Apr-87
Christine AMERTIL,1499.9553697126928,1,2010,BAH,18-Aug-79
Ashlee KIDD,1499.9064435143673,1,2010,USA,26-Jul-85
Natalie KNIGHT,1499.9011275313296,1,2010,USA,24-Oct-86
Christy UDOH,1499.8965366022744,1,2012,NGR,30-Sep-91
Semoy HACKETT,1499.884257723564,6,2017,TTO,27-Nov-88
Endurance ABINUWA,1499.8761114479921,1,2011,NGR,31-Jul-87
Ebonie FLOYD,1499.8685920576522,1,2010,USA,21-Oct-83
