Athlete,Rating,Number Of Races
Mo FARAH,1633.0871956453648,8
Paul Kipngetich TANUI,1555.7084901978274,7
Tamirat TOLA,1530.6709124407907,2
Galen RUPP,1522.894403565931,7
Geoffrey KAMWOROR,1517.6562113192042,4
Yigrem DEMELASH,1516.5845803224793,3
William Malel SITONIK,1515.9993632495803,1
Bedan KAROKI,1513.1583548702538,6
Ibrahim JEILAN,1511.3976576317273,3
Kenenisa BEKELE,1509.0383297126082,3
Joshua CHEPTEGEI,1507.1154323942897,3
Stephen SAMBU,1505.8127753088074,2
Zersenay TADESE,1505.0688505042979,5
Abrar OSMAN,1502.7156380668728,1
Abera KUMA,1501.6394669703905,4
Tariku BEKELE,1501.219974435538,2
Vincent Kiprop CHEPKOK,1501.1572612639798,2
Ali KAYA,1501.0616823177468,1
Abraham CHEROBEN,1500.90380635626,1
Kenneth Kiprop KIPKEMOI,1500.6458751432149,3
Lucas Kimeli ROTICH,1500.4446181118824,2
Geoffrey KIRUI,1500.3326134267188,3
Martin Irungu MATHATHI,1500.1735557811903,1
Gebregziabher GEBREMARIAM,1500.0628964313455,1
Nicholas Mboroto KOSIMBEI,1500.0467103826377,1
Peter Cheruiyot KIRUI,1499.9643376858362,1
Mathew Kipkoech KISORIO,1499.9453817175142,1
Mark Kosgei KIPTOO,1499.8847711556195,1
Eliud KIPCHOGE,1499.8672402070792,1
Leonard Patrick KOMON,1499.8335341120724,2
Sileshi SIHINE,1499.7109372233365,2
John Kemboi CHERUIYOT,1499.6798234474745,1
Paul LONYANGATA,1499.581013257659,1
Isiah Kiplangat KOECH,1499.5797484399052,1
Ayele ABSHERO,1499.5035668685887,1
Chesari Kirui JACOB,1499.4639023935965,1
Rui SILVA,1499.4029303055327,1
Imane MERGA,1499.3942902012627,6
Robert KAJUGA,1499.3452154683923,1
Moses Ndiema MASAI,1499.3261062403058,2
Dathan RITZENHEIN,1499.130965886793,2
Guye Idemo ADOLA,1499.1205078129292,1
Moukhled AL OUTAIBI,1499.1105562453104,1
Scott BAUHS,1499.095034947065,1
Kaan Kigen ÖZBILEN,1499.0525636113894,3
Moses Ndiema KIPSIRO,1498.950661353807,2
Tsuyoshi UGACHI,1498.8309766180691,1
Thomas AYEKO,1498.8046627119352,2
Dejen GEBREMESKEL,1498.6903657220469,1
Juan Carlos ROMERO BERNAL,1498.6188135903778,1
Juan Luis BARRIOS,1498.6061759135896,1
Muktar EDRIS,1498.573179004761,1
Ayad LAMDASSEM,1498.5497026951548,1
Matt TEGENKAMP,1498.5282984024634,2
Daniel Lemashon SALEL,1498.4559621282633,2
Dennis MASAI,1498.1960371190048,3
Chris THOMPSON,1498.1868974568706,1
Mosinet GEREMEW,1498.027639282604,1
Bouabdellah TAHRI,1497.9759067328584,1
Titus Kipjumba MBISHEI,1497.9657003923535,2
Polat Kemboi ARIKAN,1497.9100598363343,2
Abdi NAGEEYE,1497.8844613144258,1
Yuki SATO,1497.758633076497,2
Mykola LABOVSKIY,1497.751037434684,1
Samuel CHELANGA,1497.6827959533493,1
Cameron LEVINS,1497.6456146348532,4
Diego ESTRADA,1497.5412600847772,2
Collis BIRMINGHAM,1497.247030210495,1
Birhan NEBEBEW,1496.8868842525208,3
Leonard BARSOTON,1496.8570072653083,1
Abadi HADIS,1496.5987968590234,1
Yevgeniy RYBAKOV,1496.5594309375997,1
Wilson Kiprono TOO,1496.4480715984982,1
James WANGARI,1496.3494366890268,1
Josphat Kipkoech BETT,1496.0451779745545,4
Emmanuel Kipkemei BETT,1496.0350598322811,6
David MCNEILL,1495.9461238585582,1
Zane ROBERTSON,1495.5585802485798,2
Daniele MEUCCI,1495.113145105017,4
Leonard KORIR,1495.0768070874424,2
Tetsuya YOROIZAKA,1494.9562849604727,1
Eric JENKINS,1494.8962167591767,1
Hassan MEAD,1494.503687059817,2
Nguse AMLOSOM,1494.032771112399,5
Jose Luis OSTOS,1493.6734117752321,1
Vincent Kipsegechi YATOR,1493.3542327893165,2
Moses Martin KURONG,1493.2437748159587,1
Aweke AYALEW,1493.2341062579108,1
Arne GABIUS,1492.5209539701132,2
Kenta MURAYAMA,1492.2659277984067,1
Bashir ABDI,1492.0228220991214,2
Andy VERNON,1491.8274779006276,1
Shadrack KIPCHIRCHIR,1490.838056022439,2
Olivier IRABARUTA,1490.7577502962874,1
Suguru OSAKO,1490.60817947378,3
Teklemariam MEDHIN,1489.8629991817547,6
Chris DERRICK,1489.2439675574378,2
Goitom KIFLE,1489.1256351364918,4
Ben ST. LAWRENCE,1489.1046838729198,2
Timothy TOROITICH,1488.7392239458643,6
Kota MURAYAMA,1488.2792475079518,1
Ross MILLINGTON,1486.8014402358272,1
El Hassan EL ABBASSI,1484.8453102391413,5
Mohammed AHMED,1482.0815943983719,4
Stephen MOKOKA,1481.9237475036416,6
Yuta SHITARA,1480.8110208729483,2
