Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Abderrahman SAMBA,1643.862456269968,11,2018,QAT,5-Sep-95
Karsten WARHOLM,1583.442222788813,17,2018,NOR,28-Feb-96
Kyron MCMASTER,1545.8234227656458,6,2018,IVB,3-Jan-97
Yasmani COPELLO,1538.7739374063312,26,2018,TUR,15-Apr-87
Vít MÜLLER,1522.6748500834674,2,2018,CZE,31-Aug-96
Kerron CLEMENT,1512.236135767876,42,2018,USA,31-Oct-85
Annsert WHYTE,1512.0652322838287,12,2018,JAM,4-Oct-87
Kemar MOWATT,1511.9724657039371,3,2017,JAM,12-Mar-95
Michael TINSLEY,1511.3935595638486,43,2016,USA,21-Apr-84
Bonface MUCHERU,1509.6353583050281,11,2017,KEN,2-May-92
Javier CULSON,1509.02175416726,55,2017,PUR,25-Jul-84
Dany BRAND,1508.4634357742361,2,2018,SUI,23-Feb-96
Jaheel HYDE,1507.8125851018503,5,2017,JAM,2-Feb-97
Byron ROBINSON,1507.1787678744176,3,2017,USA,10-May-95
Denis KUDRYAVTSEV,1506.9490258516303,5,2015,RUS,13-Apr-92
Abdelmalik LAHOULOU,1505.1189798860605,8,2018,ALG,7-May-92
Kariem HUSSEIN,1504.8330679778464,21,2018,SUI,4-Jan-89
Johnny DUTCH,1503.5543080080001,19,2016,USA,20-Jan-89
Angelo TAYLOR,1503.1354270732886,17,2012,USA,29-Dec-78
Eric FUTCH,1502.578748798517,3,2017,USA,25-Apr-93
Emir BEKRIĆ,1502.4440611298887,7,2013,SRB,14-Mar-91
Jeffery GIBSON,1501.8199482434497,12,2016,BAH,15-Aug-90
Varg KÖNIGSMARK,1501.8145851428574,1,2013,GER,28-Apr-92
Omar CISNEROS,1501.692260188995,16,2015,CUB,19-Nov-89
David GREENE,1501.2850662767335,24,2015,GBR,11-Apr-86
Ramsey ANGELA,1500.9293415172278,1,2018,NED,6-Nov-99
Timofey CHALYY,1500.8474873007444,5,2015,RUS,7-Apr-94
Brent LARUE,1500.5672340447923,2,2012,SLO,26-Apr-87
Joshua ABUAKU,1500.3003548867428,1,2016,GER,7-Jul-96
Brendan COLE,1500.1967820142618,2,2012,AUS,29-May-81
Stanislav MELNYIKOV,1500.0868571260316,4,2012,UKR,26-Feb-87
Silvio SCHIRRMEISTER,1500.0824499912387,1,2012,GER,7-Dec-88
Tetsuya TATENO,1499.996393917323,1,2012,JPN,5-Aug-91
Sergio FERNÁNDEZ,1499.901004914812,4,2017,ESP,1-Apr-93
Sébastien MAILLARD,1499.8751697023445,1,2010,FRA,2-May-81
LaRon BENNETT,1499.8634977690958,1,2011,USA,25-Nov-82
Jeshua ANDERSON,1499.863169753477,4,2013,USA,22-Jun-89
Nathan WOODWARD,1499.8593535459563,3,2012,GBR,17-Oct-89
Michal BROŽ,1499.8442363827373,1,2013,CZE,16-Jun-92
Kenneth MEDWOOD,1499.839314318895,3,2012,BIZ,14-Dec-87
Nils DUERINCK,1499.8249868834705,1,2010,BEL,20-Mar-84
Andreas TOTSÅS,1499.8138039899886,1,2010,NOR,1-Jul-81
Bandar Yahya AL SHARAKILI,1499.813713062289,1,2010,KSA,6-Mar-87
Thomas BARR,1499.7989586549197,15,2018,IRL,24-Jul-92
Aleksandr DEREVYAGIN,1499.786251821538,5,2012,RUS,24-Mar-79
Periklis IAKOVAKIS,1499.780554886004,1,2012,GRE,24-Mar-79
Amaurys VALLE,1499.7655711229156,2,2012,CUB,18-Jan-90
Amaechi MORTON,1499.7602271093274,1,2012,NGR,30-Oct-89
Vyacheslav SAKAYEV,1499.7581268873387,1,2012,RUS,12-Jan-88
Leford GREEN,1499.718944537412,15,2015,JAM,14-Nov-86
Yasuhiro FUEKI,1499.6913561345918,1,2013,JPN,20-Dec-85
Adrien CLEMENCEAU,1499.6820994735629,1,2012,FRA,25-May-88
Jesper ARTS,1499.68193265546,1,2013,NED,2-Apr-92
Richard DAVENPORT,1499.6718756550422,1,2011,GBR,12-Sep-85
Ivan SHABLYUYEV,1499.6199316500315,1,2015,RUS,17-Apr-88
Seung-yun LEE,1499.6058694760536,1,2011,KOR,28-Feb-89
Hederson ALVES ESTEFANI,1499.5665408093028,1,2017,BRA,11-Sep-91
Jean Antonio VIEILLESSE,1499.5580613784555,1,2011,MRI,24-Jan-86
Jamele MASON,1499.5543744566794,2,2012,PUR,19-Oct-89
Justin GAYMON,1499.5510500695887,18,2013,USA,13-Dec-86
David KENDZIERA,1499.547977749754,1,2018,USA,9-Sep-94
Andreas RITZ,1499.5422570894898,1,2013,SUI,3-Aug-89
Josef ROBERTSON,1499.502380080477,3,2012,JAM,14-May-87
Ashton EATON,1499.496993939877,1,2014,USA,21-Jan-88
Bershawn JACKSON,1499.4671490509688,38,2018,USA,8-May-83
Josef PROROK,1499.4584345807657,1,2012,CZE,16-Nov-87
Artem DYATLOV,1499.4268266556487,1,2012,UZB,22-May-89
Héni KECHI,1499.4014100972506,2,2012,FRA,31-Aug-80
Stephane YATO,1499.3890516668087,1,2013,FRA,11-Sep-92
Richard YATES,1499.3709631680522,3,2012,GBR,26-Jan-86
Yuta IMAZEKI,1499.3651832525015,2,2012,JPN,6-Nov-87
Jorge PAULA,1499.2905614892018,2,2012,POR,8-Oct-84
Ludvy VAILLANT,1499.2847670404465,2,2017,FRA,15-Mar-95
Stef VANHAEREN,1499.2711968981637,1,2013,BEL,15-Jan-92
Vincent Kiplangat KOSGEI,1499.267775517163,3,2012,KEN,11-Nov-85
Yuta KONISHI,1499.2570134285145,1,2015,JPN,31-Jul-90
Mowen BOINO,1499.248518731147,1,2013,PNG,16-Dec-79
Viktor LEPTIKOV,1499.2183678923511,1,2012,KAZ,2-Jul-87
Winder Bolivar CUEVAS,1499.2031572055516,1,2012,DOM,1-Aug-88
Alain-Hervé MFOMKPA,1499.149407419895,3,2017,SUI,4-Jun-96
Jonathan PUEMI,1499.1375604735592,1,2013,SUI,7-Apr-91
Yoann DECIMUS,1499.1003081770323,1,2013,FRA,30-Nov-87
Mohamed SEGHAIER,1498.8808834006213,2,2016,TUN,18-Jul-88
Zhilong LI,1498.8133901964234,3,2012,CHN,9-Mar-88
Pieter BENEKE,1498.7778361507758,1,2013,RSA,18-Jul-90
Isa PHILLIPS,1498.7536871295752,12,2013,JAM,22-Apr-84
Petter OLSON,1498.7492726211065,1,2014,SWE,14-Feb-91
