Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Marie-Josée TA LOU,1638.2219545764792,27,2018,CIV,18-Nov-88
Elaine THOMPSON,1591.2332352043466,22,2018,JAM,28-Jun-92
Murielle AHOURÉ,1580.742792822804,45,2018,CIV,23-Aug-87
Tori BOWIE,1571.1006134518489,20,2018,USA,27-Aug-90
Shelly-Ann FRASER-PRYCE,1560.004153924904,46,2018,JAM,27-Dec-86
Dina ASHER-SMITH,1555.411246955437,14,2018,GBR,4-Dec-95
English GARDNER,1529.722610717679,20,2016,USA,22-Apr-92
Dafne SCHIPPERS,1529.4570678689715,32,2018,NED,15-Jun-92
Michelle-Lee AHYE,1522.6405390175837,34,2018,TTO,10-Apr-92
Jenna PRANDINI,1515.026181658735,4,2018,USA,20-Nov-92
Blessing OKAGBARE-IGHOTEGUONOR,1513.832043008852,59,2018,NGR,9-Oct-88
Dezerea BRYANT,1511.5123469033188,4,2018,USA,27-Apr-93
Rosângela SANTOS,1510.3306325485505,16,2017,BRA,20-Dec-90
Jonielle SMITH,1509.853487980101,2,2018,JAM,30-Jan-96
Morolake AKINOSUN,1509.3704204815208,12,2017,USA,17-May-94
Kelly-Ann BAPTISTE,1508.5557672780558,29,2017,TTO,14-Oct-86
Veronica CAMPBELL-BROWN,1507.5914054784257,28,2017,JAM,15-May-82
Kerron STEWART,1506.625202504476,28,2016,JAM,16-Apr-84
Crystal EMMANUEL,1504.8489860380278,5,2017,CAN,27-Nov-91
Myriam SOUMARE,1502.7579065970244,18,2014,FRA,29-Oct-86
Tianna BARTOLETTA,1502.5167683443997,23,2017,USA,30-Aug-85
Daryll NEITA,1502.4411213680783,9,2017,GBR,29-Aug-96
Carmelita JETER,1502.1556155815497,38,2016,USA,24-Nov-79
Sherone SIMPSON,1501.8693719486373,16,2015,JAM,12-Aug-84
Imani LANSIQUOT,1501.6359352665345,2,2018,GBR,17-Dec-97
Candyce MCGRONE,1501.0935175135282,3,2015,USA,24-Mar-89
Semoy HACKETT,1500.9756719609798,5,2018,TTO,27-Nov-88
Marshevet HOOKER,1500.8455987899702,11,2013,USA,25-Sep-84
Ivet LALOVA-COLLIO,1500.8152992467728,23,2017,BUL,18-May-84
Allyson FELIX,1500.7856085425915,10,2014,USA,18-Nov-85
Stella AKAKPO,1500.6945005010211,6,2016,FRA,28-Feb-94
Natasha MORRISON,1500.6034287920581,10,2017,JAM,17-Nov-92
