Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Nijel AMOS,1619.468795112437,31,2017,BOT,15-Mar-94
Pierre-Ambroise BOSSE,1585.829764499732,38,2017,FRA,11-May-92
Adam KSZCZOT,1579.235822844243,45,2017,POL,2-Sep-89
David RUDISHA,1569.4253031589842,37,2017,KEN,17-Dec-88
Kipyegon BETT,1562.047292354747,9,2017,KEN,1-Feb-98
Taoufik MAKHLOUFI,1540.6897628810366,9,2016,ALG,29-Apr-88
Marcin LEWANDOWSKI,1533.8296305968995,51,2017,POL,13-Jun-87
Ferguson Cheruiyot ROTICH,1530.770398989424,34,2017,KEN,30-Nov-89
Emmanuel Kipkurui KORIR,1528.090987397346,3,2017,KEN,15-Jun-95
Clayton MURPHY,1522.605624832009,6,2016,USA,26-Feb-95
Boris BERIAN,1521.6645049866017,7,2016,USA,19-Dec-92
Mohammed AMAN,1521.6301687083558,39,2017,ETH,10-Jan-94
Ayanleh SOULEIMAN,1518.6705098345005,11,2016,DJI,3-Dec-92
Thijmen KUPERS,1517.1751477450612,8,2017,NED,4-Oct-91
Brandon MCBRIDE,1516.630583496869,12,2017,CAN,15-Jun-94
Alfred KIPKETER,1516.4531081353423,22,2017,KEN,28-Dec-96
Filip SASÍNEK,1516.3073376623374,1,2016,CZE,8-Jan-96
Kyle LANGFORD,1515.6081154961148,8,2017,GBR,2-Feb-96
Yassine HETHAT,1513.0552422549522,2,2016,ALG,30-Aug-91
Robert BIWOTT,1512.7193789841053,7,2017,KEN,28-Jan-96
Thiago ANDRÉ,1511.5652311601877,3,2017,BRA,4-Aug-95
Michał ROZMYS,1511.1981271796699,2,2017,POL,13-Mar-95
Musaeb Abdulrahman BALLA,1511.0234007666663,16,2015,QAT,19-Mar-89
Donavan BRAZIER,1510.613575983622,5,2017,USA,15-Apr-97
Abdessalem AYOUNI,1508.6361922103808,3,2017,TUN,16-May-94
Nick SYMMONDS,1507.8251288207375,24,2016,USA,30-Dec-83
Christoph KESSLER,1505.7839038970096,1,2016,GER,28-Apr-95
Isaiah HARRIS,1505.0072465510116,2,2017,USA,18-Oct-96
Amel TUKA,1504.3474102559662,13,2017,BIH,9-Jan-91
Cyril VINCENT-VIRY,1503.3186266120301,1,2016,FRA,28-Oct-89
Leonard Kirwa KOSENCHA,1502.8069349584277,5,2013,KEN,21-Aug-94
Abubaker KAKI,1502.7083090367018,22,2014,SUD,21-Jun-89
Duane SOLOMON,1502.3472881780312,21,2014,USA,28-Dec-84
Tony VAN DIEPEN,1502.3014735295628,1,2016,NED,17-Apr-96
Konstantin TOLOKONNIKOV,1502.0466069461231,2,2015,RUS,26-Feb-96
Rynhardt VAN RENSBURG,1501.8921704973604,5,2017,RSA,23-Mar-92
Samir JAMMA,1501.534721240634,2,2013,MAR,9-Feb-90
Yeimer LÓPEZ,1501.225648546174,2,2014,CUB,20-Aug-82
Yuriy BORZAKOVSKIY,1501.1735489557993,6,2012,RUS,12-Apr-81
Giordano BENEDETTI,1501.1365722854323,10,2016,ITA,22-May-89
Abraham Kipchirchir ROTICH,1501.1234707644867,7,2015,KEN,26-Sep-93
Mbulaeni MULAUDZI,1500.967971238931,9,2013,RSA,8-Sep-80
Alfred Kirwa YEGO,1500.9102651431153,17,2012,KEN,28-Nov-86
Sho KAWAMOTO,1500.7914280683976,1,2016,JPN,1-Mar-93
Kléberson DAVIDE,1500.743542523657,5,2016,BRA,20-Jul-85
Khadevis ROBINSON,1500.7229874668906,8,2012,USA,19-Jul-76
Ali AL DARAAN,1500.5593598649434,2,2015,KSA,17-Apr-90
Aurele VANDEPUTTE,1500.511334522887,1,2016,BEL,14-May-95
Daniel ANDUJAR,1500.5065663577816,1,2016,ESP,14-May-94
Antonio Manuel REINA,1500.4968115374138,10,2012,ESP,13-Jun-81
Amine LAALOU,1500.3610710952926,3,2011,MAR,13-May-82
Robert LATHOUWERS,1500.3340465454553,2,2012,NED,8-Jul-83
Robin SCHEMBERA,1500.3177494093084,1,2015,GER,1-Oct-88
Edwin Kiplagat MELLY,1500.164101873872,1,2012,KEN,23-Apr-94
Mostafa SMAILI,1500.0734133098158,4,2017,MAR,9-Jan-97
Daniel NGHIPANDULWA,1500.0424476212386,1,2011,NAM,8-Jun-89
Mahfoud BRAHIMI,1500.0169444081043,2,2011,ALG,24-Feb-85
Darren ST. CLAIR,1500.002856005738,1,2010,GBR,6-Apr-85
Mohammed Khalaf AL AZEMI,1499.9983059599454,2,2011,KUW,16-Jun-82
Sylvain QUIRION,1499.976813909976,1,2016,FRA,8-Jun-88
Mouhcine EL AMINE,1499.9490992104716,1,2011,MAR,18-Jan-82
Jan KUBISTA,1499.9041011100326,1,2013,CZE,23-Sep-90
James SHANE,1499.8928702096298,1,2011,GBR,18-Dec-89
Jacob HERNANDEZ,1499.8311869987815,1,2010,USA,8-Sep-85
Paul RENAUDIE,1499.8271811395402,1,2012,FRA,2-Apr-90
Anthony CHEMUT,1499.8133336215267,7,2013,KEN,17-Dec-92
Abraham KIPLAGAT,1499.8133030614076,3,2013,KEN,9-Aug-84
Nick WILLIS,1499.8076744224513,1,2011,NZL,25-Apr-83
Gilbert KIPCHOGE,1499.780178025458,1,2010,KEN,4-May-83
Rizak DIRSHE,1499.7784598029634,1,2010,SWE,5-Jan-72
Sadjad MORADI,1499.7130936760132,3,2012,IRI,30-Mar-83
Lachlan RENSHAW,1499.7080381064934,3,2012,AUS,2-Apr-87
Ashot HAYRAPETYAN,1499.7079188121602,1,2011,ARM,13-Feb-86
Niall BROOKS,1499.70450750086,1,2010,GBR,8-Jul-91
Christian SMITH,1499.695453161758,1,2010,USA,31-Oct-83
Yusuf Saad KAMEL,1499.6948474272078,1,2010,BRN,29-Mar-83
Jinson JOHNSON,1499.6894169220523,1,2016,IND,15-Mar-91
Jackson Mumbwa KIVUVA,1499.673178819778,12,2012,KEN,11-Aug-89
Andrew ELLERTON,1499.6725499630634,1,2011,CAN,18-Nov-83
Elijah Motonei MANANGOI,1499.642386507432,2,2017,KEN,5-Jan-93
Belal Mansoor ALI,1499.6413505634387,2,2010,BRN,17-Oct-88
Mohamed Amine BELFERAR,1499.6372016379582,3,2016,ALG,16-Feb-91
Ronald MUSAGALA,1499.6306766907837,3,2014,UGA,16-Dec-92
Luis Alberto MARCO,1499.604629323106,7,2013,ESP,20-Aug-86
Karjuan WILLIAMS,1499.557888305508,2,2011,USA,5-Jul-87
Augustine Kiprono CHOGE,1499.553944354793,2,2010,KEN,21-Jan-87
Abraham CHEPKIRWOK,1499.5144191099837,1,2011,UGA,18-Nov-88
Xiaofei YANG,1499.505837842701,1,2012,CHN,18-Feb-90
Mario SCAPINI,1499.4965432128984,1,2012,ITA,2-Feb-89
Rob NOVAK,1499.4722428327354,1,2011,USA,20-Mar-86
Joe ABBOTT,1499.4696023137171,1,2013,USA,1-Mar-90
Nathan BRANNEN,1499.442970093898,1,2013,CAN,8-Sep-82
Masato YOKOTA,1499.4159585853586,2,2012,JPN,19-Nov-87
Jan HOCHSTRASSER,1499.3799912806167,1,2016,SUI,23-Oct-88
Geoff HARRIS,1499.3779594599187,2,2012,CAN,30-Jan-87
Hamza DRIOUCH,1499.3489887004243,2,2011,QAT,16-Nov-94
Ivan TUKHTACHEV,1499.3472053963674,1,2012,RUS,12-Jul-89
Fabiano PECANHA,1499.3380095626114,2,2012,BRA,5-Jun-82
Fernando Lina DA SILVA,1499.337559900856,1,2011,BRA,10-Oct-86
David Mutinda MUTUA,1499.3304835940135,5,2012,KEN,20-Apr-92
Jakub HOLUŠA,1499.323320803788,3,2012,CZE,20-Feb-88
Abdulaziz Ladan MOHAMMED,1499.2954368044657,2,2012,KSA,7-Jan-91
Richard BLAGG,1499.287231751412,1,2011,GIB,3-Nov-88
Hamid OUALICH,1499.2833072018734,2,2012,FRA,26-Apr-88
Ahmad FARHAN,1499.2731735456841,1,2011,PAK,11-Jan-90
Zaw Win THET,1499.2708716332875,1,2011,MYA,1-Mar-91
Henrik INGEBRIGTSEN,1499.2660760552699,1,2014,NOR,24-Feb-91
Johan SVENSSON,1499.2648536675847,1,2012,SWE,16-May-89
Shifaz MOHAMED,1499.2597656251824,1,2011,MDV,17-Aug-86
Jeff LASTENNET,1499.2416101142317,2,2011,FRA,26-Aug-87
Paul ROBINSON,1499.2199519182227,1,2013,IRL,24-May-91
Xiudong XIA,1499.1954836496634,1,2012,CHN,19-Jan-88
Nabil MADI,1499.1894340528788,1,2012,ALG,9-Jun-81
Diomar DE SOUZA,1499.181856163737,1,2012,BRA,24-Aug-89
Ilham Tanui ÖZBILEN,1499.1006906290156,1,2013,TUR,5-Mar-90
Sören LUDOLPH,1499.0800750247265,1,2012,GER,25-Feb-88
Mark WIECZOREK,1499.0541317370596,1,2013,USA,25-Dec-84
Andy GONZÁLEZ,1498.963769482778,3,2013,CUB,17-Oct-87
Leonel MANZANO,1498.9631622267282,5,2015,USA,12-Sep-84
Julius MUTEKANGA,1498.9429208170445,2,2012,UGA,1-Dec-87
James EICHBERGER,1498.9243878611524,1,2013,MEX,4-Aug-90
Leoman MOMOH,1498.9096953078651,1,2013,NGR,30-Mar-91
Tamás KAZI,1498.9066957864375,5,2013,HUN,16-May-85
Nader BELHANBEL,1498.8611233413776,1,2014,MAR,1-Jul-94
Haining TENG,1498.8551923953746,1,2014,CHN,25-Jun-93
David TORRENCE,1498.8315445524577,2,2014,USA,26-Nov-85
Johan ROGESTEDT,1498.750169298052,2,2014,SWE,27-Jan-93
Jonathan KITILIT,1498.6852893751434,3,2016,KEN,24-Apr-94
Arnold SORINA,1498.67316318089,1,2012,VAN,6-Jan-88
Erzhan ASKAROV,1498.6567774804548,1,2012,KGZ,29-Sep-85
Rickard GUNNARSSON,1498.6315807114463,1,2014,SWE,19-Sep-91
Boaz Kiplagat LALANG,1498.6285851064858,12,2013,KEN,8-Feb-89
Moise JOSEPH,1498.5941820211478,2,2012,HAI,27-Dec-81
Taras BYBYK,1498.574099285702,1,2013,UKR,27-Mar-92
Markus EINAN,1498.5623468279941,1,2016,NOR,4-Feb-97
Mohamed EL NOUR,1498.5376061056468,1,2013,QAT,18-Mar-96
Richard KIPLAGAT,1498.4661500470233,7,2012,KEN,3-May-84
Alexander ROWE,1498.4586460136366,3,2014,AUS,8-Jul-92
Ismail Ahmed ISMAIL,1498.4358582224515,4,2013,SUD,10-Sep-84
Andreas KRAMER,1498.420342539163,3,2017,SWE,13-Apr-97
André OLIVIER,1498.4083045484508,11,2015,RSA,29-Dec-89
Gareth WARBURTON,1498.4032640180494,6,2013,GBR,23-Apr-83
William LEVAY,1498.253963300876,1,2014,SWE,27-Aug-96
Derek MANDELL,1498.2514942750706,2,2012,GUM,18-Sep-86
Prince MUMBA,1498.184335461972,4,2013,ZAM,28-Aug-84
Bram SOM,1498.174543454033,11,2012,NED,20-Feb-80
Tyler MULDER,1498.155802545014,6,2014,USA,15-Feb-87
Charles BOUTHELOUP,1498.123120237172,1,2016,FRA,30-Apr-90
Ilya MUKHIN,1498.0019896503145,1,2013,KGZ,22-Oct-91
Edgar Alejandro CORTEZ,1497.9997707261664,2,2012,NCA,8-Aug-89
Ribeiro PINTO DE CARVALHO,1497.9989416689214,1,2013,TLS,2-Feb-93
Samorn KIENG,1497.9812708281788,2,2013,CAM,4-Mar-83
Joshua RALPH,1497.9524594033392,1,2015,AUS,27-Oct-91
Jonas SCHÖPFER,1497.9051862887616,1,2016,SUI,30-Jun-96
Brandon JOHNSON,1497.8560583510439,7,2014,USA,2-Mar-85
Jeffrey RISELEY,1497.8356097223805,5,2016,AUS,11-Nov-86
Elijah GREER,1497.8241037963853,3,2013,USA,24-Oct-90
Thomas Arne ROTH,1497.4210636500654,2,2015,NOR,11-Feb-91
Andrés ARROYO,1497.3684366721127,3,2017,PUR,7-Jun-95
Jaap Gerben VELLINGA,1497.3228496685506,1,2016,NED,28-Jul-94
Jacob ROZANI,1496.9821194134215,1,2016,RSA,24-Jan-84
Robby ANDREWS,1496.8737901241095,4,2015,USA,29-Mar-91
Jake WIGHTMAN,1496.837817090322,1,2017,GBR,11-Jul-94
Manuel Andre ANTONIO,1496.7738802301883,2,2013,ANG,3-Nov-88
Robert FARKEN,1496.7516247205826,1,2016,GER,20-Sep-97
Thierry-orden DAGBETIN,1496.740792190602,1,2016,FRA,7-Jul-98
Moussa CAMARA,1496.7310277988095,4,2013,MLI,12-Feb-88
Drew WINDLE,1496.6104172078842,3,2017,USA,22-Jul-92
Andreas BUBE,1496.4387638950514,14,2017,DEN,13-Jul-87
Hamada MOHAMED,1496.2894321935519,5,2016,EGY,22-Oct-92
Jena UMAR,1496.2791609596593,2,2015,ETH,24-Dec-95
Rafith RODRÍGUEZ,1496.2390192494568,10,2016,COL,1-Jun-89
Cleiton CEZARIO ABRAO,1496.2368919733096,1,2015,BRA,8-Sep-89
Charel GRETHEN,1496.194819953661,1,2016,LUX,2-Jun-92
Matthew CENTROWITZ,1496.180894596996,3,2015,USA,18-Oct-89
Mukhtar MOHAMMED,1496.1649755871954,7,2013,GBR,1-Dec-90
Theo BLUNDELL,1496.1210462046138,1,2015,GBR,30-Nov-95
Tom ELMER,1496.1197072527762,1,2016,SUI,1-Apr-97
Amine EL MANAOUI,1495.8621148173584,7,2016,MAR,20-Nov-91
Jeremiah Kipkorir MUTAI,1495.5635981869746,6,2015,KEN,27-Dec-92
Charlie DA'VALL GRICE,1495.541064438082,1,2016,GBR,7-Nov-93
Artur KUCIAPSKI,1495.4849649467178,2,2015,POL,26-Dec-93
Anthony ROMANIW,1495.3913581585264,2,2016,CAN,15-Sep-91
Pierre HERVAGAULT,1495.3657627136618,1,2016,FRA,16-Jun-94
Boitumelo MASILO,1495.3184803496981,1,2016,BOT,5-Aug-95
Aaron BOTTERMAN,1495.2907930068184,1,2016,BEL,1-May-94
Jesus Tonatiu LOPEZ,1495.2202759485654,1,2017,MEX,2-Aug-97
Michael RUTT,1495.1453719094006,5,2015,USA,28-Oct-87
Khaled BENMAHDI,1494.6705890235246,1,2015,ALG,22-Oct-88
Wais Ibrahim KHAIRANDESH,1494.652655976202,1,2015,AFG,31-Dec-90
Marc REUTHER,1494.3360019593138,1,2017,GER,23-Jun-96
Žan RUDOLF,1494.201479086581,2,2016,SLO,9-May-93
Mark ENGLISH,1494.200041386419,13,2017,IRL,18-Mar-93
Adnan Taes Agar AL MNTFAGE,1494.0487939481227,2,2015,IRQ,24-Mar-80
Filip INGEBRIGTSEN,1493.989616217415,1,2017,NOR,20-Apr-93
Lutimar PAES,1493.9706430134424,2,2016,BRA,14-Dec-88
Moïse RUSUSURUKA,1493.7634513421026,1,2016,SUI,16-May-99
Nicolas CHAUFFERT,1493.2448843365578,1,2016,FRA,14-Jul-91
Ebrahim ALZOFAIRI,1493.1218221264805,2,2017,KUW,8-May-89
Edose IBADIN,1492.9790877902424,1,2017,NGR,27-Feb-93
Abubaker Haydar ABDALLA,1492.4756830271604,3,2016,QAT,28-Aug-96
Kalle BERGLUND,1492.409587751818,2,2016,SWE,11-Mar-96
Jozef REPČÍK,1492.3191699911754,3,2016,SVK,3-Aug-86
