Athlete,Rating,Number Of Races
"Barega, Selemon",1605.316580802492,16
"Edris, Muktar",1602.335510819184,23
"Kejelcha, Yomif",1581.6544667930239,17
"Bekele, Telahun",1568.7756263000733,7
"Gebrhiwet, Hagos",1566.172860702786,14
"Cheptegei, Joshua",1558.3302309926999,12
"Ahmed, Mohammed",1555.7770505741832,16
"Chelimo, Paul",1550.3998926414147,20
"Farah, Mo",1550.201750691061,10
"Balew, Birhanu",1550.0144620238018,19
"Ingebrigtsen, Jakob",1549.2302532975025,3
"Kimeli, Nicholas",1541.5219944105825,7
"Krop, Jacob",1537.713532227658,2
"Pingua, Edward",1527.326929455799,2
"Knight, Justyn",1525.5177951967337,6
"Ingebrigtsen, Filip",1523.4319291984855,3
"Mead, Hassan",1516.3652457267613,10
"Kimeli, Isaac",1515.7667753358423,2
"McSweyn, Stewart",1513.6548416799455,10
"Ingebrigtsen, Henrik",1511.7941869212987,7
"Lagat, Bernard",1509.7580890150066,4
"Osman, Abrar",1507.1537341987755,2
"Gebremeskel, Dejen",1506.58823387366,3
"Kamworwor, Geoffrey",1506.528313982083,2
"Gelant, Elroy",1506.3551004094252,2
"Jeilan, Ibrahim",1505.2196099418966,2
"Torrence, David",1505.1509069643662,2
"Iguider, Abdelaati",1504.737922729073,7
"Berihu, Solomon",1504.3063605431294,3
"Waithaka, Stanley",1503.3795916188888,1
"Jager, Evan",1502.527703721777,1
"Mechaal, Adel",1501.8078346036955,6
"Kiptanui, Matthew",1500.6911628640487,1
"Demelash, Yigrem",1500.6774658174845,1
"Mburu, Stanley",1500.644701029652,2
"Maiyo, Hillary",1500.1095366065226,2
"Embaye, Abadi",1500.083221883353,2
"Kipkoech, John",1500.0613601427467,1
"Longosiwa, Thomas",1500.0312164876295,5
"Mikhou, Sadik",1499.9479495615506,1
"Kipruto, Rhonex",1499.8774961863446,1
"Awad, Zouhair",1499.8318154959964,2
"Berihu, Salomon",1499.7719620232933,1
"Molla, Getaneh",1499.7551476625458,3
"Bayer, Andrew",1499.7500657851606,1
"Kangogo, Cornelius",1499.728064261551,1
"Kaazouzi, Brahim",1499.696106184355,1
"Taylor, Jonathan",1499.6753816402352,1
"Ayele, Abayneh",1499.61019496647,1
"Kibiwott, Abraham",1499.6084192462704,1
"Koech, Paul",1499.5367357713817,1
"Kipsang, Emmanuel",1499.5343648703329,1
"Weir, Richard",1499.533135552008,1
"Haileselassie, Yemane",1499.4859393851439,1
"Griffiths, Dewi",1499.433947575591,1
"Ngelel, Frank",1499.4283206116147,2
"Mokoka, Stephen",1499.3949290528426,1
