Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Aries MERRITT,1661.2470466496982,22,2012,USA,24-Jul-85
Jason RICHARDSON,1612.5126400282093,29,2012,USA,4-Apr-86
Xiang LIU,1591.1469913011215,9,2012,CHN,13-Jul-83
Dayron ROBLES,1583.4306769114714,11,2012,CUB,19-Nov-86
David OLIVER,1540.6602679682783,25,2012,USA,24-Apr-82
Hansle PARCHMENT,1525.4682744821052,6,2012,JAM,17-Jun-90
Orlando ORTEGA,1511.0967108409714,4,2012,CUB,29-Jul-91
Emanuele ABATE,1510.1757104344765,3,2012,ITA,8-Jul-85
Andrew TURNER,1509.6998569562375,21,2012,GBR,19-Sep-80
Adrien DEGHELT,1506.986116789415,2,2012,BEL,10-May-85
Selim NURUDEEN,1506.4030055294315,2,2012,NGR,1-Feb-83
Wenjun XIE,1504.4350049361428,6,2012,CHN,11-Jul-90
Ryan BRATHWAITE,1502.6685616054178,11,2012,BAR,6-Jun-88
Jeff PORTER,1502.6655896535217,8,2012,USA,27-Nov-85
Andrew POZZI,1501.2687833139573,1,2012,GBR,15-May-92
Dexter FAULK,1500.7265818808673,2,2012,USA,14-Apr-84
Ryan WILSON,1500.3809311511598,17,2012,USA,19-Dec-80
Lawrence CLARKE,1500.3554725997205,9,2012,GBR,12-Mar-90
Dwight THOMAS,1499.6364856248056,21,2012,JAM,23-Sep-80
Greggmar SWIFT,1499.4858988831447,1,2012,BAR,16-Feb-91
Sergey SHUBENKOV,1498.636762712876,7,2012,RUS,4-Oct-90
Artur NOGA,1498.559216542331,1,2010,POL,2-May-88
Allen JOHNSON,1498.5274659975012,1,2010,USA,1-Mar-71
Christopher BAILLIE,1498.1169182448243,1,2010,GBR,21-Apr-81
Gregory SEDOC,1497.8754509646603,1,2012,NED,16-Oct-81
Richard PHILLIPS,1497.5604703324725,3,2012,JAM,26-Jan-83
Lehann FOURIE,1497.4745250137685,6,2012,RSA,16-Feb-87
Petr SVOBODA,1497.4061045610797,4,2010,CZE,10-Oct-84
Philip NOSSMY,1497.2529089383147,1,2011,SWE,6-Dec-82
Damien BROOTHAERTS,1497.1830061554383,1,2010,BEL,13-Mar-83
Yin JING,1497.1715354944845,1,2010,CHN,23-May-88
