Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Jeremy WARINER,1610.981294684424,6,2010,USA,31-Jan-84
Jermaine GONZALES,1547.142588766404,5,2010,JAM,26-Nov-84
Ricardo CHAMBERS,1525.1811901234532,4,2010,JAM,7-Oct-84
Nery BRENES,1523.5930544975377,1,2010,CRC,25-Sep-85
Gary KIKAYA,1521.019166502631,2,2010,COD,4-Feb-78
Angelo TAYLOR,1510.662719104332,2,2010,USA,29-Dec-78
Andretti BAIN,1505.436345425805,1,2010,BAH,1-Dec-85
LeJerald BETTERS,1503.8075529385585,2,2010,USA,6-Feb-88
Christopher BROWN,1501.9748172616323,2,2010,BAH,15-Oct-78
Allodin FOTHERGILL,1500.9395626583353,1,2010,JAM,2-Jul-87
Jonathan BORLÉE,1500.6154311733262,5,2010,BEL,22-Feb-88
Robert TOBIN,1497.9440718607898,1,2010,GBR,20-Dec-83
Rabah YOUSIF,1495.8744309700603,1,2010,SUD,11-Dec-86
Michael BINGHAM,1494.6488145585272,6,2010,GBR,13-Apr-86
Oral THOMPSON,1494.4895088842336,1,2010,JAM,11-Dec-82
Xiaosheng LIU,1493.8439942798875,1,2010,CHN,5-Jan-88
Erison HURTAULT,1493.0687808123453,2,2010,DMA,29-Dec-84
Claudio LICCIARDELLO,1492.5225570773425,1,2010,ITA,11-Jan-86
Michael MATHIEU,1492.2334602169253,1,2010,BAH,24-Jun-84
Conrad WILLIAMS,1492.1220360708803,1,2010,GBR,20-Mar-82
Johan WISSMAN,1492.0909372226338,1,2010,SWE,2-Nov-82
Calvin SMITH,1492.0871557748646,1,2010,USA,10-Dec-87
Leslie DJHONE,1492.0262047728634,2,2010,FRA,18-Mar-81
Martyn ROONEY,1491.6978381249219,3,2010,GBR,3-Apr-87
Cedric VAN BRANTEGHEM,1491.6311957484368,1,2010,BEL,13-Mar-79
Andrae WILLIAMS,1489.086041200971,1,2010,BAH,12-Jul-83
David GREENE,1488.891358306906,1,2010,GBR,11-Apr-86
Danny MCFARLANE,1488.7113457248288,1,2010,JAM,14-Feb-72
David GILLICK,1487.3007081322112,2,2010,IRL,9-Jul-83
Kevin BORLÉE,1486.93301359823,3,2010,BEL,22-Feb-88
Renny QUOW,1484.5378768361743,4,2010,TTO,25-Aug-87
Ben OFFEREINS,1483.186834877166,3,2010,AUS,12-Mar-86
Jamaal TORRANCE,1480.1298928592482,3,2010,USA,20-Jul-83
David NEVILLE,1479.0825694507394,5,2010,USA,1-Jun-84
Greg NIXON,1474.5056495023719,3,2010,USA,12-Sep-81
