Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Shaunae MILLER-UIBO,1634.6669632055907,18,2017,BAH,15-Apr-94
Phyllis FRANCIS,1590.4021600962342,13,2017,USA,4-May-92
Allyson FELIX,1588.9491657618157,24,2017,USA,18-Nov-85
Salwa Eid NASER,1579.8599363038638,7,2017,BRN,23-May-98
Natasha HASTINGS,1559.9866750674564,48,2017,USA,23-Jul-86
Francena MCCORORY,1536.9506548049503,41,2016,USA,20-Oct-88
Stephenie Ann MCPHERSON,1532.3226391711482,39,2017,JAM,25-Nov-88
Novlene WILLIAMS-MILLS,1529.1759570005274,61,2017,JAM,26-Apr-82
Courtney OKOLO,1526.975315278461,6,2017,USA,15-Mar-94
Quanera HAYES,1520.7098599546555,4,2017,USA,7-Mar-92
Shericka JACKSON,1520.461535983452,17,2017,JAM,16-Jul-94
Amantle MONTSHO,1520.194419474758,46,2017,BOT,4-Jul-83
Christine DAY,1516.0795291512732,23,2016,JAM,23-Aug-86
Sanya RICHARDS-ROSS,1514.0767449684622,23,2016,USA,26-Feb-85
Christine OHURUOGU,1512.4202025204938,34,2016,GBR,17-May-84
Chrisann GORDON,1512.2762244895662,3,2017,JAM,18-Sep-94
Julienne MBOCK-HANG,1508.1,1,2016,CMR,2-Jun-99
Kemi ADEKOYA,1507.4953755301976,3,2016,BRN,16-Jan-93
Caster SEMENYA,1505.7290437042425,2,2017,RSA,7-Jan-91
Shamier LITTLE,1505.4809983624757,1,2017,USA,20-Mar-95
Tamara SALAŠKI,1503.8367466222621,2,2017,SRB,16-Oct-88
Nataliya PYHYDA,1503.184477762486,8,2015,UKR,30-Jan-81
Maeva CONTION,1501.8252108387642,1,2015,FRA,31-May-92
Libania GRENOT,1501.4875419038303,23,2016,ITA,12-Jul-83
Joan MEDJID,1501.0076765743215,2,2015,FRA,29-Sep-95
Anneisha MCLAUGHLIN-WHILBY,1500.846529232872,1,2017,JAM,6-Jan-86
Anastasia LE-ROY,1500.6905154886613,1,2014,JAM,11-Sep-87
Kseniya RYZHOVA,1500.526218024343,4,2013,RUS,19-Apr-87
Antonina KRIVOSHAPKA,1500.5086217449743,7,2011,RUS,21-Jul-87
Rose-Marie WHYTE-ROBINSON,1500.456100163005,18,2013,JAM,8-Sep-86
Joanne CUDDIHY,1500.4527225367037,3,2012,IRL,11-May-84
Joanna ATKINS,1500.3591290702486,3,2014,USA,31-Jan-89
DeeDee TROTTER,1500.346361669983,12,2014,USA,8-Dec-82
Tiguida DIAROUMA,1500.3456771408892,1,2013,FRA,7-Jun-94
Alina LOHVYNENKO,1500.3384649403197,2,2012,UKR,18-Jul-90
Ndeye SOUMAH FATOU,1500.3363116988853,2,2011,SEN,6-Apr-86
Carol RODRÍGUEZ,1500.1539005752943,2,2012,PUR,16-Dec-85
Roxana GÓMEZ,1500.0876376985516,2,2017,CUB,7-Jan-99
Shereefa LLOYD,1500.0292802133736,1,2010,JAM,2-Sep-82
Debbie DUNN,1500.0149547046403,16,2012,USA,26-Mar-78
Anais DESROSES,1499.945115888494,1,2015,FRA,3-Jun-89
Antonina YEFREMOVA,1499.9194744019433,1,2011,UKR,19-Jul-81
Marta MILANI,1499.8967781786996,3,2011,ITA,9-Mar-87
Lashinda DEMUS,1499.8800057858884,1,2010,USA,10-Mar-83
Kseniya ZADORINA,1499.8732901798303,1,2011,RUS,2-Mar-87
Natalya ANTYUKH,1499.8685870076317,2,2012,RUS,26-Jun-81
Mariya MIKHAILYUK,1499.8576126749344,1,2015,RUS,29-Jan-91
Svetlana USOVICH,1499.800387582461,1,2012,BLR,14-Oct-80
Keshia KIRTZ,1499.7946738088397,2,2013,USA,30-Jan-88
Aymeé MARTÍNEZ,1499.7296676424317,1,2011,CUB,17-Nov-88
Victoria BARR,1499.7125029948588,1,2010,GBR,14-Apr-82
Natalya NAZAROVA,1499.7017746420229,1,2010,RUS,26-May-79
Nadezhda KOTLYAROVA,1499.695254106402,2,2015,RUS,12-Jun-89
Vanya STAMBOLOVA,1499.6913705421116,1,2010,BUL,28-Nov-83
Melocia CLARKE,1499.6895489334902,1,2010,JAM,3-Apr-79
Perri SHAKES-DRAYTON,1499.6809213715019,2,2011,GBR,21-Dec-88
Jenna MARTIN,1499.6803242949154,2,2012,CAN,31-Mar-88
Daysurami BONNE,1499.6691354763116,1,2011,CUB,9-Mar-88
Lee MCCONNELL,1499.668577994451,5,2012,GBR,9-Oct-78
Kseniya KARANDYUK,1499.667958529088,1,2011,UKR,21-Jun-86
Raysa SANCHEZ,1499.6586146509212,1,2012,DOM,6-May-88
Maris MÄGI,1499.6541663103644,2,2011,EST,11-Aug-87
Janin LINDENBERG,1499.6516634766558,1,2011,GER,20-Jan-87
Marlena WESH,1499.63250190074,2,2012,HAI,16-Feb-91
Xiaoyin TANG,1499.6161417662645,1,2012,CHN,29-Apr-85
Anne-noelle CLERIMA,1499.6021626813983,1,2013,FRA,8-Sep-95
Yekaterina RENZHINA,1499.5768100410335,2,2015,RUS,18-Oct-94
Afia CHARLES,1499.5054590226214,1,2012,ANT,22-Jul-92
Anna RYZHYKOVA,1499.4867907841901,1,2011,UKR,24-Nov-89
Racheal NACHULA,1499.4694858310213,2,2011,ZAM,14-Jan-90
Jingwen CHEN,1499.4446617008098,1,2012,CHN,8-Feb-90
Davita PRENDERGAST,1499.4371731001675,3,2011,JAM,16-Dec-84
Fantu MAGISO,1499.4236326288533,2,2011,ETH,9-Jun-92
Ruth Sophia SPELMEYER,1499.3935413600639,4,2017,GER,19-Sep-90
Norma GONZÁLEZ,1499.3933187096045,2,2011,COL,11-Aug-82
Tsholofelo SELEMELA-THIPE,1499.3570628486532,1,2016,RSA,12-Sep-86
Denisa ROSOLOVÁ,1499.3557023092872,7,2011,CZE,21-Aug-86
Sandrine THIÉBAUD-KANGNI,1499.3480733598672,1,2011,TOG,21-Apr-76
Jennifer CAREY,1499.330952576076,1,2013,IRL,29-Jun-90
Evodie Lydie SARAMANDJI,1499.3052404543157,1,2011,CAF,3-Aug-83
Betty BURUA,1499.3042596649625,1,2011,PNG,24-Nov-86
Alaa Hikmat AL QAYSI,1499.2742795238942,1,2011,IRQ,14-Sep-85
Kseniya AKSYONOVA,1499.249886778045,2,2011,RUS,14-Jan-88
Amy Mbacké THIAM,1499.2488980716305,4,2013,SEN,10-Nov-76
Monica HARGROVE,1499.2175851316233,4,2011,USA,30-Dec-82
Joyce SAKARI,1499.191983773244,2,2012,KEN,6-Jun-86
Chisato TANAKA,1499.1829771307848,1,2012,JPN,13-Aug-88
Marina MASLENKO,1499.1730324023297,1,2012,KAZ,3-Jul-82
Yinka AJAYI,1499.1619036268812,2,2017,NGR,11-Aug-97
Kelly MASSEY,1499.1294906506503,1,2014,GBR,11-Jan-85
Rebecca ALEXANDER,1499.1286811155744,1,2013,USA,2-May-90
Margot BOULABI,1499.1085939712289,1,2013,FRA,7-Jul-96
Eilidh DOYLE,1499.0656626977002,1,2013,GBR,20-Feb-87
Ilona USOVICH,1499.0457260053665,1,2013,BLR,14-Nov-82
Kaliese SPENCER,1499.0359457030927,2,2014,JAM,6-May-87
Chiara BAZZONI,1499.0230998070874,2,2013,ITA,5-Jul-84
Aliann Tabitha POMPEY,1498.994908103291,3,2012,GUY,9-Mar-78
Joelma DAS NEVES SOUZA,1498.8482362601694,2,2013,BRA,13-Jul-84
Yanmin ZHAO,1498.8028453310199,1,2013,CHN,26-Jan-91
Ingrid Yahocza NARVÁEZ SOLIS,1498.7593267188754,1,2012,NCA,15-Feb-94
Zamzam MOHAMED FARAH,1498.6831345565615,1,2012,SOM,19-Mar-91
Ebonie FLOYD,1498.6807815991467,1,2013,USA,21-Oct-83
Maziah MAHUSIN,1498.6807318148535,1,2012,BRU,18-Mar-93
Hristina RISTESKA,1498.6759336054643,1,2012,MKD,21-Dec-91
Yadisleidis PEDROSO,1498.6558711243429,1,2013,ITA,28-Jan-87
Margaret ADEOYE,1498.6499800371075,1,2013,GBR,22-Apr-85
Zourha ALI,1498.6396466258655,1,2012,DJI,23-Nov-94
Kimberly HYACINTHE,1498.6392838264596,1,2013,CAN,28-Mar-89
Ambwene SIMUKONDA,1498.6201285106108,2,2012,MAW,23-Mar-84
Danni ALAKIJA,1498.609896746485,1,2012,FIJ,3-May-96
Greta TASLAKIAN,1498.5752804948697,1,2013,LBN,16-Aug-85
Agné ŠERKŠNIENĖ,1498.571611832158,2,2013,LTU,18-Feb-88
Ashley SPENCER,1498.5702494304605,3,2016,USA,8-Jun-93
Sarah-lise DEGNY,1498.5135662064831,1,2013,FRA,13-Aug-92
Tjipekapora HERUNGA,1498.4931566636876,5,2013,NAM,1-Jan-88
Laureleen CONCORIET,1498.4183766184071,1,2016,FRA,7-Dec-00
Olesea COJUHARI,1498.4181806806341,2,2013,MDA,29-Mar-90
Graciela MARTINS,1498.3745613785077,2,2012,GBS,5-Apr-87
Olha ZEMLYAK,1498.3311874297412,5,2015,UKR,16-Jan-90
Muriel HURTIS,1498.2785984712564,4,2012,FRA,25-Mar-79
Nicola SANDERS,1498.2291231972292,5,2012,GBR,23-Jun-82
Caitlin SARGENT-JONES,1498.2128502101623,1,2013,AUS,14-Jun-92
Moa HJELMER,1498.194062257151,7,2013,SWE,19-Jun-90
Patricia HALL,1498.1830913697906,6,2014,JAM,16-Oct-82
Sade SEALY,1498.0702091113199,1,2013,BAR,18-Nov-91
Kadecia BAIRD,1498.0513644085324,1,2013,GUY,24-Feb-95
Geisa Aparecida COUTINHO,1498.0502240026149,6,2016,BRA,1-Jun-80
Stephie MATETA,1498.0461517561712,1,2015,FRA,24-Sep-87
Kanika BECKLES,1497.9817397510412,1,2016,GRN,3-Oct-91
Olivia BORLÉE,1497.9431799094152,1,2014,BEL,10-Apr-86
Elin MORAITI,1497.9331849258424,1,2014,SWE,16-Jun-91
Anneliese RUBIE-RENSHAW,1497.9241995493212,4,2016,AUS,22-Apr-92
Esther CREMER,1497.9120798425688,2,2013,GER,29-Mar-88
Ashley KELLY,1497.8719522725796,2,2017,IVB,25-Mar-91
Jasmine HYDER,1497.7850304509125,1,2015,USA,25-Aug-88
Margaret BAMGBOSE,1497.6886961355235,2,2016,NGR,19-Oct-93
Maureen Jelagat MAIYO,1497.5850147590659,2,2015,KEN,28-May-85
Patience Okon GEORGE,1497.4150315949475,6,2017,NGR,25-Nov-91
Laviai NIELSEN,1497.3902691365183,1,2016,GBR,13-Mar-96
Iga BAUMGART-WITAN,1497.386969961677,3,2017,POL,11-Apr-89
Phumlile Sibonakele NDZINISA,1497.2642354787454,2,2013,SWZ,21-Aug-92
Jessica DUFOUR,1497.20506754918,1,2015,FRA,29-Sep-93
Alicia BROWN,1496.9194878967196,2,2016,CAN,21-Jan-90
Shericka WILLIAMS,1496.8351154801817,25,2014,JAM,17-Sep-85
Maggie BARRIE,1496.7182843894143,1,2017,SLE,29-May-96
Mariam KROMAH,1496.5280047029578,1,2016,LBR,1994
Gloria HOOPER,1496.010132445922,1,2015,ITA,3-Mar-92
Lena KANDISSOUNON,1495.9305690826245,1,2015,FRA,26-Nov-98
Małgorzata HOŁUB-KOWALIK,1495.8689496900672,5,2017,POL,30-Oct-92
Lisneidy VEITÍA,1495.6300829408747,1,2015,CUB,29-Apr-94
Kabange MUPOPO,1495.376494429128,6,2016,ZAM,21-Sep-92
Omolara OMOTOSHO,1495.3221275035203,5,2016,NGR,24-May-93
Olha BIBIK,1495.2955234853462,1,2016,UKR,5-Feb-90
Matilda HELLQVIST,1495.2093161588746,1,2016,SWE,28-Jul-93
Jessica BEARD,1495.079895878421,11,2015,USA,8-Jan-89
Lea SPRUNGER,1495.0744245072879,1,2017,SUI,5-Mar-90
Indira TERRERO,1494.99324472689,2,2015,ESP,29-Nov-85
Amaliya SHAROYAN,1494.9424081731677,1,2015,ARM,19-Jun-88
Gunta VAIČULE,1494.7504771265653,4,2017,LAT,9-Mar-95
Dil Maya KARKI,1494.4692189432917,1,2015,NEP,5-Aug-88
Thi Huyen NGUYEN,1494.4622928534131,1,2016,VIE,19-May-93
Audrey JEAN-BAPTISTE,1494.2706522969884,1,2015,CAN,15-Jul-91
Regina GEORGE,1494.166138153642,10,2015,NGR,17-Feb-91
Sheoran NIRMLA,1493.9898736842213,1,2016,IND,15-Jul-95
Chunyu WANG,1493.777379403196,1,2016,CHN,17-Jan-95
Shana COX,1493.7458758429825,13,2014,USA,22-Jan-85
Aiyanna-Brigitte STIVERNE,1493.6272494657137,1,2017,CAN,20-Feb-95
Amy DIALLO,1493.4816233815925,1,2016,FRA,9-Nov-90
Aliyah ABRAMS,1493.4564876142585,1,2016,GUY,3-Apr-97
Lisa DUFFY,1493.3008096173187,1,2016,SWE,16-Jul-93
Floria GUEI,1493.2431201816557,21,2017,FRA,2-May-90
Kendra CLARKE,1493.1102030831637,1,2016,CAN,16-Nov-96
