Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Kaliese SPENCER,1615.0895485930116,16,2011,JAM,6-May-87
Lashinda DEMUS,1611.777288693329,10,2011,USA,10-Mar-83
Melaine WALKER,1564.3343288166884,10,2011,JAM,1-Mar-83
Zuzana HEJNOVÁ,1545.0630170208142,12,2011,CZE,19-Dec-86
Natalya ANTYUKH,1536.3952811099298,11,2011,RUS,26-Jun-81
Perri SHAKES-DRAYTON,1521.1906995222196,7,2011,GBR,21-Dec-88
Vanya STAMBOLOVA,1512.9817218818057,4,2011,BUL,28-Nov-83
Anastasiya RABCHENYUK,1512.9439232618233,5,2011,UKR,14-Sep-83
Anna RYZHYKOVA,1509.7397702255385,3,2011,UKR,24-Nov-89
Jailma SALES DE LIMA,1498.6243646606454,1,2011,BRA,31-Dec-86
Elodie OUÉDRAOGO,1497.994899641233,2,2011,BEL,27-Feb-81
Hanna TITIMETS,1497.4906416394724,2,2011,UKR,5-Mar-89
Nagihan KARADERE,1497.3208933426858,1,2011,TUR,1-Jan-84
Ristananna TRACEY,1497.0753381705981,4,2011,JAM,9-May-92
Fawn DORR,1495.4096003180648,1,2010,USA,19-Apr-87
Ajoke ODUMOSU,1495.031962138812,8,2011,NGR,27-Oct-87
Jasmine HYDER,1494.2753519978828,2,2011,USA,25-Aug-88
Sara Slott PETERSEN,1494.2720457995758,2,2011,DEN,9-Apr-87
Qi YANG,1494.1965875501878,1,2011,CHN,13-Apr-91
Christine Sonali MERRILL,1493.7333829866484,1,2011,SRI,20-Aug-87
Ebony COLLINS,1493.4637646724123,1,2010,USA,11-Mar-89
Eilidh DOYLE,1493.3633594562984,6,2011,GBR,20-Feb-87
Birsen ENGIN,1493.0104385300672,1,2011,TUR,18-Oct-80
Stine TOMB,1491.9676614756995,1,2011,NOR,27-Jun-86
Christine SPENCE,1491.6399334135144,1,2011,USA,25-Nov-81
Yelena CHURAKOVA,1490.8472044832997,4,2011,RUS,16-Dec-86
Nickiesha WILSON,1490.5839243235769,6,2011,JAM,28-Jul-86
Yevgeniya ISAKOVA,1490.567810292673,2,2010,RUS,27-Nov-78
Manuela GENTILI,1489.7356224144178,2,2011,ITA,7-Feb-78
Amaliya SHAROYAN,1489.689685970534,1,2011,ARM,19-Jun-88
Phara ANACHARSIS,1489.5423963107964,1,2011,FRA,17-Dec-83
Sharolyn Shantell SCOTT,1489.477089657309,1,2011,CRC,27-Oct-83
Déborah RODRÍGUEZ,1488.6081087786692,1,2011,URU,2-Dec-92
Queen HARRISON,1488.5179731325618,7,2011,USA,10-Sep-88
Wenda NEL,1488.48731983003,2,2011,RSA,30-Jul-88
Hanitrasoa Olga RAZANAMALALA,1488.466170853686,1,2011,MAD,8-Sep-88
Vera BARBOSA,1488.194453030661,2,2011,POR,13-Jan-89
Anna JESIEŃ,1487.6090986601107,3,2011,POL,10-Dec-78
Satomi KUBOKURA,1486.994413038171,4,2011,JPN,27-Apr-82
Sheena JOHNSON-TOSTA,1486.988849641124,6,2011,USA,1-Oct-82
Lauren BODEN,1486.557577377709,4,2011,AUS,3-Aug-88
T'erea BROWN,1486.126781828217,2,2011,USA,24-Oct-89
Bimbo Miel AYEDOU,1485.796356765335,1,2011,BEN,17-Aug-91
Nikolina HORVAT,1485.6940816614333,2,2011,CRO,18-Sep-86
Fatima Sulaiman DAHMAN,1484.817891090333,1,2011,YEM,10-Nov-92
Kyeong-mi SON,1484.5431876067817,1,2011,KOR,9-Feb-90
Angela MOROŞANU,1484.176462530164,4,2011,ROU,26-Jul-86
Jessica AGUILERA,1484.0730503372129,1,2011,NCA,26-Jun-85
Nicole LEACH,1483.433655641355,4,2011,USA,18-Jul-87
Dominique DARDEN,1477.6985761089272,4,2010,USA,9-Dec-83
Josanne LUCAS,1474.3864537159516,5,2011,TTO,14-May-84
