Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Kirani JAMES,1646.1528509598145,11,2012,GRN,1-Sep-92
LaShawn MERRITT,1570.7059041484267,7,2012,USA,27-Jun-86
Kevin BORLÉE,1565.0367224496454,18,2012,BEL,22-Feb-88
Luguelín SANTOS,1559.8627886842562,8,2012,DOM,12-Nov-92
Jonathan BORLÉE,1554.653705577878,18,2012,BEL,22-Feb-88
Christopher BROWN,1550.0701018845648,15,2012,BAH,15-Oct-78
Jermaine GONZALES,1530.1185511933872,16,2012,JAM,26-Nov-84
Angelo TAYLOR,1528.6661429271599,10,2012,USA,29-Dec-78
Lalonde GORDON,1528.2631253999643,5,2012,TTO,25-Nov-88
Rabah YOUSIF,1525.5580823722446,9,2012,SUD,11-Dec-86
Jeremy WARINER,1523.2457890687683,12,2012,USA,31-Jan-84
Bryshon NELLUM,1513.2506639742214,2,2012,USA,1-May-89
Tony MCQUAY,1512.4560611727334,4,2012,USA,16-Apr-90
Ramon MILLER,1511.1105251206623,4,2012,BAH,17-Feb-87
Gary KIKAYA,1507.566899940947,2,2010,COD,4-Feb-78
Jarrin SOLOMON,1506.7486198157844,1,2012,TTO,11-Jan-86
Steven SOLOMON,1506.0751119224708,3,2012,AUS,16-May-93
Nigel LEVINE,1503.9845616422358,3,2012,GBR,30-Apr-89
Rondell BARTHOLOMEW,1503.1978537602504,7,2011,GRN,7-Apr-90
Demetrius PINDER,1502.5912005003588,7,2012,BAH,13-Feb-89
Isaac MAKWALA,1502.1838984810295,1,2012,BOT,24-Sep-85
Ricardo CHAMBERS,1502.1741532046735,5,2011,JAM,7-Oct-84
Andretti BAIN,1501.9570843532897,1,2010,BAH,1-Dec-85
LeJerald BETTERS,1501.370719057881,2,2010,USA,6-Feb-88
Brian MURPHY,1501.0126033325303,1,2012,IRL,16-Sep-82
Dane HYATT,1499.6007618333279,2,2012,JAM,22-Jan-84
Robert TOBIN,1499.2598658698844,1,2010,GBR,20-Dec-83
Taegeon PARK,1498.9352463400346,1,2011,KOR,8-May-91
Oral THOMPSON,1498.016223198324,1,2010,JAM,11-Dec-82
Andrew STEELE,1497.8852576408076,1,2012,GBR,19-Sep-84
Donald BLAIR-SANFORD,1497.8541226195007,1,2012,ISR,2-Feb-87
Xiaosheng LIU,1497.7838379407594,1,2010,CHN,5-Jan-88
Femi OGUNODE,1497.4547814118764,3,2011,QAT,15-May-91
Claudio LICCIARDELLO,1497.3081205478434,1,2010,ITA,11-Jan-86
Michael MATHIEU,1497.2040456780928,1,2010,BAH,24-Jun-84
Leslie DJHONE,1497.1294337182308,2,2010,FRA,18-Mar-81
Teddy ATINE-VENEL,1497.071232422116,1,2011,FRA,16-Mar-85
Cedric VAN BRANTEGHEM,1496.9872304694372,1,2010,BEL,13-Mar-79
Mathieu GNANLIGO,1496.9312860713264,1,2011,BEN,13-Dec-86
Bershawn JACKSON,1496.6316909710936,1,2011,USA,8-May-83
Nery BRENES,1496.568326977429,6,2012,CRC,25-Sep-85
Marcell DEÁK NAGY,1496.3417993558614,1,2012,HUN,28-Jan-92
Sean WROE,1496.2387900154936,1,2011,AUS,18-Mar-85
Marco Francesco VISTALLI,1496.1252463852784,1,2011,ITA,3-Oct-87
Alberth BRAVO,1496.0925116467542,2,2012,VEN,29-Aug-87
Andrae WILLIAMS,1496.0709748323497,1,2010,BAH,12-Jul-83
Nicolau Ernesto PALANCA,1496.0198814937871,1,2011,ANG,15-Nov-88
David GREENE,1496.0008889904861,1,2010,GBR,11-Apr-86
Danny MCFARLANE,1495.9360844609382,1,2010,JAM,14-Feb-72
Pako SERIBE,1495.6147651529582,1,2011,BOT,7-Apr-91
Greg NIXON,1495.5782779495275,8,2011,USA,12-Sep-81
Josh SCOTT,1495.4427914405667,1,2011,USA,3-Sep-85
David GILLICK,1495.4282549275958,2,2010,IRL,9-Jul-83
Deon LENDORE,1495.37648204404,1,2012,TTO,28-Oct-92
Liemarvin BONEVACIA,1495.3557445505612,2,2012,NED,5-Apr-89
Chris CLARKE,1495.2300796321178,1,2011,GBR,25-Jan-90
Jianxin CHEN,1495.194378386142,1,2011,CHN,10-Jul-87
Youssef Ahmed MASRAHI,1494.3235047875864,2,2012,KSA,31-Dec-87
Nick EKELUND ARENANDER,1493.9891647040881,1,2012,DEN,23-Jan-89
Yoann DECIMUS,1493.9632273395996,1,2011,FRA,30-Nov-87
Ben OFFEREINS,1493.9472605557796,3,2010,AUS,12-Mar-86
William COLLAZO,1493.9214414402613,3,2011,CUB,31-Aug-86
Michael BINGHAM,1493.7477709115792,8,2011,GBR,13-Apr-86
Calvin SMITH,1493.4805748936137,6,2012,USA,10-Dec-87
Antoine GILLET,1493.4566960650905,1,2011,BEL,22-Mar-88
Jordan BOASE,1493.4279104158522,1,2011,USA,10-Oct-85
Shijie DENG,1493.3972626925083,1,2011,CHN,2-Aug-89
Riker HYLTON,1493.338775399127,2,2011,JAM,13-Dec-88
Yuzo KANEMARU,1492.9461083925748,4,2012,JPN,18-Sep-87
Pavel MASLÁK,1492.8244166156137,4,2012,CZE,21-Feb-91
Allodin FOTHERGILL,1492.807983425727,3,2012,JAM,2-Jul-87
Arnold SORINA,1492.7954635283984,1,2011,VAN,6-Jan-88
Pavel TRENIKHIN,1492.6719564139198,4,2012,RUS,24-Mar-86
Felix FRANCOIS,1492.0976149713285,1,2012,SWE,8-Nov-90
Tabarie HENRY,1492.0018159051933,9,2012,ISV,1-Dec-87
David NEVILLE,1491.902285611713,8,2011,USA,1-Jun-84
Daundre BARNABY,1491.6502176430217,1,2012,CAN,9-Dec-90
Ahmed Mohamed AL MERJABI,1491.1228818954478,1,2011,OMA,9-Sep-90
Jamaal TORRANCE,1491.035941756747,6,2011,USA,20-Jul-83
Camara KERFALA,1490.4676794731754,1,2011,GUI,7-May-88
Renny QUOW,1490.1735020439187,9,2011,TTO,25-Aug-87
Janis LEITIS,1489.38008511739,1,2012,LAT,13-Apr-89
Thomas SCHNEIDER,1489.2126930313657,1,2012,GER,7-Nov-88
Kristijan ERFEMOV,1489.1915664123064,1,2012,MKD,31-Aug-90
Winston GEORGE,1488.9499830561454,1,2012,GUY,19-May-87
Elias AMADO,1488.8864890235684,1,2012,SWE,1986
Bereket DESTA,1488.1944071257872,1,2012,ETH,23-May-90
Johan WISSMAN,1487.7716160336695,3,2012,SWE,2-Nov-82
Sergey ZAYKOV,1487.5599253547111,1,2012,KAZ,23-Sep-87
Nelson STONE,1486.0814971118718,2,2012,PNG,2-Jun-84
Vitaliy BUTRYM,1482.902044241414,1,2012,UKR,10-Jan-91
Zaw Win THET,1482.8578700188027,1,2012,MYA,1-Mar-91
Sajjad HASHEMI,1482.3176960742676,1,2012,IRI,22-Aug-91
Martyn ROONEY,1479.9376301127775,16,2012,GBR,3-Apr-87
Erison HURTAULT,1479.236535024544,6,2012,DMA,29-Dec-84
Rusheen MCDONALD,1479.0740689919896,4,2012,JAM,17-Aug-92
Augusto José STANLEY,1476.9265804995325,2,2012,PAR,3-Aug-87
Marcin MARCINISZYN,1476.290369849708,4,2012,POL,7-Sep-82
Oscar PISTORIUS,1475.5794870286113,9,2012,RSA,22-Nov-86
Bahaa AL FARRA,1474.8926449615014,2,2012,PLE,10-Mar-91
Ak. Hafiy Tajuddin ROSITI,1474.671057275634,2,2012,BRU,4-Jul-91
Conrad WILLIAMS,1461.9121608528108,6,2012,GBR,20-Mar-82
