Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Sergey SHUBENKOV,1633.4169967188836,49,2018,RUS,4-Oct-90
Omar MCLEOD,1606.190072836544,21,2018,JAM,25-Apr-94
Orlando ORTEGA,1582.997646403279,45,2018,CUB,29-Jul-91
Ronald LEVY,1570.2441593223607,13,2018,JAM,30-Oct-92
Pascal MARTINOT-LAGARDE,1533.371941437271,37,2018,FRA,22-Sep-91
Hansle PARCHMENT,1528.5078848554024,27,2018,JAM,17-Jun-90
Devon ALLEN,1524.5025872764402,19,2018,USA,12-Dec-94
Dimitri BASCOU,1514.776963457712,26,2017,FRA,20-Jul-87
Ronnie ASH,1512.1731894928412,11,2016,USA,2-Jul-88
Freddie CRITTENDEN,1509.366910378782,4,2018,USA,3-Aug-94
Shane BRATHWAITE,1507.069613407611,14,2018,BAR,8-Feb-90
Aries MERRITT,1506.5817650118152,59,2018,USA,24-Jul-85
David OLIVER,1504.5462343024356,59,2017,USA,24-Apr-82
Xiang LIU,1504.252554026145,9,2012,CHN,13-Jul-83
Garfield DARIEN,1504.2283320319393,25,2018,FRA,22-Dec-87
Andrew POZZI,1502.8217844137607,16,2018,GBR,15-May-92
Thomas DELMESTRE,1502.7429311669262,2,2015,FRA,31-Mar-91
Dayron ROBLES,1502.0166865997548,14,2014,CUB,19-Nov-86
Ryan BRATHWAITE,1501.8445647393205,18,2014,BAR,6-Jun-88
Jason RICHARDSON,1501.5089563076071,50,2016,USA,4-Apr-86
Artur NOGA,1501.2842128455686,13,2015,POL,2-May-88
Gregor TRABER,1501.1079200539898,8,2018,GER,2-Dec-92
William SHARMAN,1500.8607055817565,22,2014,GBR,12-Sep-84
Andrew TURNER,1500.4525565261501,21,2012,GBR,19-Sep-80
Djaly KINA SIELELE,1500.442229183442,1,2015,FRA,29-Jun-93
Gabriel CONSTANTINO,1500.40093313648,2,2018,BRA,9-Feb-95
Adrien DEGHELT,1500.3259442649269,2,2012,BEL,10-May-85
Guillaume WOLFF,1500.0370062745744,1,2013,FRA,4-Mar-89
Dexter FAULK,1500.033899404234,2,2012,USA,14-Apr-84
Allen JOHNSON,1499.9312974535792,1,2010,USA,1-Mar-71
Christopher BAILLIE,1499.9121429376305,1,2010,GBR,21-Apr-81
Richard PHILLIPS,1499.8861813038318,3,2012,JAM,26-Jan-83
