Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Eunice Jepkoech SUM,1608.3099129835418,17,2014,KEN,10-Apr-88
Francine NIYONSABA,1555.7661519521193,8,2013,BDI,5-May-93
Brenda MARTINEZ,1546.733985610931,11,2014,USA,8-Sep-87
Ajee WILSON,1533.6753800985039,13,2014,USA,8-May-94
Lynsey SHARP,1533.1248090829824,8,2014,GBR,11-Jul-90
Pamela JELIMO,1527.8237490141664,11,2012,KEN,5-Dec-89
Yekaterina POISTOGOVA,1527.7814491661702,11,2014,RUS,1-Mar-91
Alysia MONTAÑO,1525.6327900596652,23,2013,USA,23-Apr-86
Natoya GOULE,1523.9673122933123,2,2014,JAM,30-Mar-91
Sanne VERSTEGEN-WOLTERS,1519.8121931106368,2,2014,NED,10-Nov-85
Sahily DIAGO MESA,1513.5979985642196,1,2014,CUB,26-Aug-95
Ophelie SEXTIUS,1511.25,1,2013,FRA,21-Feb-94
Chanelle PRICE,1510.9515123043186,1,2014,USA,22-Aug-90
Halima HACHLAF,1510.3135902327383,12,2013,MAR,6-Sep-88
Mariya SAVINOVA,1510.0548603107802,2,2013,RUS,13-Aug-85
Jennifer MEADOWS,1509.5273565937855,14,2014,GBR,17-Apr-81
Kenia SINCLAIR,1509.1791202645873,10,2011,JAM,14-Jul-80
Rowena COLE,1509.165857142857,1,2012,GBR,13-Jan-92
LaTavia THOMAS,1508.7877740313425,1,2014,USA,17-Dec-88
Yelena KOFANOVA,1508.4381221463932,3,2012,RUS,8-Aug-88
Caster SEMENYA,1507.1802678891554,17,2014,RSA,7-Jan-91
Jessica JUDD,1506.8808607539072,5,2014,GBR,7-Jan-95
Nataliya LUPU,1505.2238149011112,9,2013,UKR,14-Nov-87
Janeth JEPKOSGEI,1504.6115528817477,28,2014,KEN,13-Dec-83
Rosibel GARCÍA,1503.5367063237527,4,2012,COL,13-Feb-81
Anna BALAKSHINA,1503.0243085714287,1,2010,RUS,22-Nov-86
Claire TARPLEE,1502.9866812998744,1,2012,IRL,22-Sep-88
Alice SCHMIDT,1502.6761225107234,5,2012,USA,3-Oct-81
Marilyn OKORO,1502.523814921836,17,2014,GBR,23-Sep-84
Aníta HINRÍKSDÓTTÍR,1502.5145055450173,2,2014,ISL,13-Jan-96
Liliya LOBANOVA,1502.465677870542,2,2011,UKR,14-Oct-85
Laura MUIR,1501.91586845747,3,2014,GBR,9-May-93
Angelika CICHOCKA,1501.9061487076062,5,2014,POL,15-Mar-88
Stephanie MICHEA,1501.600357133747,1,2013,FRA,21-Oct-78
Hedda HYNNE,1501.568191509913,1,2014,NOR,13-Mar-90
Nancy Jebet LANGAT,1501.2803086533697,1,2010,KEN,22-Aug-81
Tigist ASSEFA,1501.1426474606749,2,2014,ETH,28-Mar-94
Phillipa AUKETT,1500.9392111618076,1,2012,GBR,9-Sep-84
Kate GRACE,1500.8537534264715,1,2013,USA,24-Oct-88
Morgan UCENY,1500.2304580429343,2,2011,USA,10-Mar-85
Christin WURTH-THOMAS,1500.1771586467205,1,2010,USA,11-Jul-80
Molly LUDLOW,1500.0478086992343,11,2014,USA,4-Aug-87
Tara BIRD,1499.8728721423035,1,2012,GBR,22-Jul-87
Lisa DOBRISKEY,1499.6499086602757,1,2010,GBR,23-Dec-83
Genzeb SHUMI,1499.515294908771,2,2012,BRN,29-Jan-91
Yelena KOTULSKAYA,1499.4849802823414,3,2013,RUS,8-Aug-88
Celia TAYLOR,1499.4698877591002,1,2010,GBR,22-Jan-77
Yuneysi SANTIUSTI,1499.4117855882696,5,2012,CUB,24-Dec-84
Mary CAIN,1499.400298429463,2,2014,USA,3-May-96
Victoria GRIFFITHS,1499.3662610371293,1,2010,GBR,9-Oct-84
Lucia HRIVNÁK,1499.2869884984534,7,2012,SVK,20-Nov-83
Annet NEGESA,1499.226718558938,2,2011,UGA,24-Apr-92
Hellen OBIRI,1499.1928296065498,1,2011,KEN,13-Dec-89
Adelle TRACEY,1499.1795034197403,1,2012,GBR,27-May-93
Daniela REINA,1499.1763906569522,1,2010,ITA,15-May-81
Nikki HAMBLIN,1499.1536274398513,1,2011,NZL,20-May-88
Elisa CUSMA,1499.073870864509,3,2010,ITA,24-Jul-81
Phoebe WRIGHT,1499.0717706951582,3,2011,USA,30-Aug-88
Erica MOORE,1499.0168433435465,1,2012,USA,25-Mar-88
Renata PLIŚ,1499.0165839455117,2,2011,POL,5-Feb-85
Hazel CLARK,1498.9956880670188,1,2010,USA,3-Oct-77
Yong LI,1498.9817527780144,1,2010,CHN,18-Jun-88
Shannon ROWBURY,1498.971662125146,1,2010,USA,19-Sep-84
Luiza GEGA,1498.902043964034,1,2011,ALB,5-Nov-88
Hind DEHIBA CHAHYD,1498.8711736275627,2,2011,FRA,17-Mar-79
Nelly JEPKOSGEI,1498.8029199920595,1,2013,KEN,14-Jul-91
Anna WILLARD,1498.769191845728,6,2012,USA,31-Mar-84
Andrea FERRIS,1498.6597731843208,1,2012,PAN,21-Sep-87
Hannah BROOKS,1498.6524091277252,1,2012,GBR,25-Jun-88
Diana MEZULIÁNÍKOVÁ,1498.6444549915368,1,2014,CZE,10-Apr-92
Heather KAMPF,1498.6269656556933,1,2011,USA,19-Jan-87
Haiyan ZHOU,1498.5626007892654,1,2010,CHN,3-Jan-90
Susan KRUMINS,1498.5626007892654,1,2010,NED,8-Jul-86
Fantu MAGISO,1498.4392608666476,10,2014,ETH,9-Jun-92
Siham HILALI,1498.330243393043,1,2013,MAR,2-May-86
Ewelina SĘTOWSKA-DRYK,1498.2613369853486,2,2011,POL,5-Mar-80
Alison LEONARD,1498.1920395716095,1,2012,GBR,17-Mar-90
Nadia SOUFFOY,1498.1581605620286,1,2013,FRA,22-Feb-90
Abeba AREGAWI,1498.1452571349091,1,2013,SWE,5-Jul-90
Yeon-jung HUH,1497.9956002028966,1,2011,KOR,29-Oct-80
Hilary STELLINGWERFF,1497.9374965935622,1,2012,CAN,7-Aug-81
Yuliya KREVSUN,1497.8959208011552,4,2011,UKR,8-Dec-80
Lemlem BEREKET,1497.8149179509414,1,2011,CAN,10-Dec-87
Annabelle Marie LASCAR,1497.7964708548757,1,2012,MRI,25-Apr-85
Irina MARACHEVA,1497.7808703990047,1,2011,RUS,24-Sep-84
Gemma KERSEY,1497.725493892909,1,2012,GBR,6-Feb-92
Yekaterina KOSTETSKAYA,1497.691938165658,1,2011,RUS,31-Dec-86
Shuyi LU,1497.6776759347256,1,2011,CHN,11-Nov-87
Maggie VESSEY,1497.6483235472733,12,2014,USA,23-Dec-81
Amna BAKHIT,1497.6397670564552,1,2012,SUD,14-Nov-90
Maryam Yusuf JAMAL,1497.5466571942777,2,2012,BRN,16-Sep-84
