Athlete,Rating,Number Of Races
Vivian Jepkemoi CHERUIYOT,1555.7820283882784,1
Sally KIPYEGO,1522.2146466735935,1
Linet Chepkwemoi MASAI,1511.0580294551273,1
Priscah Jepleting CHERONO,1505.3761930934356,1
Meselech MELKAMU,1501.871440065101,1
Shitaye ESHETE,1499.4459198183492,1
Shalane FLANAGAN,1497.6256268585846,1
Dulce FÉLIX,1496.1695773782144,1
Jennifer RHINES,1494.939289820828,1
Jessica AUGUSTO,1493.8458141912483,1
Tigist KIROS GEBRESELASSIE,1492.824415328746,1
Christelle DAUNAY,1491.819714796729,1
Kara GOUCHER,1490.7732877410785,1
Hikari YOSHIMOTO,1489.606434388671,1
Kayo SUGIHARA,1488.1816129499646,1
Krisztina PAPP,1486.1730391408719,1
Megumi KINUKAWA,1482.292929911178,1
