Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Maryam Yusuf JAMAL,1600.8229584540532,20,2012,BRN,16-Sep-84
Abeba AREGAWI,1594.1490320558223,12,2012,ETH,5-Jul-90
Morgan UCENY,1559.848994016097,18,2012,USA,10-Mar-85
Tatyana TOMASHOVA,1535.0281838712785,3,2012,RUS,1-Jul-75
Genzebe DIBABA,1525.5347335057186,7,2012,ETH,8-Feb-91
Shannon ROWBURY,1522.348039787325,16,2012,USA,19-Sep-84
Jenny SIMPSON,1520.8550116500796,11,2012,USA,23-Aug-86
Lisa DOBRISKEY,1520.5142310676647,15,2012,GBR,23-Dec-83
Anna MISHCHENKO,1520.0817899405406,8,2012,UKR,25-Aug-83
Gelete BURKA,1517.8780223364404,10,2011,ETH,23-Jan-86
Kenia SINCLAIR,1517.337399249911,1,2011,JAM,14-Jul-80
Ibtissam LAKHOUAD,1516.3975476358764,13,2012,MAR,7-Dec-80
Anna WILLARD,1516.3670532249305,8,2012,USA,31-Mar-84
Mercy CHERONO,1514.9837159206077,1,2012,KEN,7-May-91
Kalkidan GEZAHEGNE,1511.7810900472386,8,2011,ETH,8-May-91
Mariem ALAOUI SELSOULI,1509.7442589760958,1,2011,MAR,8-Apr-84
Mimi BELETE,1508.4868405872971,16,2012,BRN,9-Jun-88
Viola Jelagat KIBIWOT,1506.58194175804,12,2012,KEN,22-Dec-83
Meseret DEFAR,1504.5716862941579,1,2010,ETH,19-Nov-83
Siham HILALI,1504.5438820613858,12,2012,MAR,2-May-86
Laura WEIGHTMAN,1502.8911180176278,8,2012,GBR,1-Jul-91
Corinna HARRER,1502.270008670227,3,2012,GER,19-Jan-91
Irene JELAGAT,1501.9604985702972,5,2011,KEN,10-Dec-88
Helen CLITHEROE,1500.9125760583088,2,2011,GBR,2-Jan-74
Nancy Jebet LANGAT,1500.4066075789526,13,2012,KEN,22-Aug-81
Hellen OBIRI,1500.229252935337,13,2012,KEN,13-Dec-89
Hannah ENGLAND,1499.9500658001057,13,2012,GBR,6-Mar-87
Ann Karindi MWANGI,1499.1135165178025,1,2010,KEN,8-Dec-88
Gabriele GRUNEWALD,1498.950877490312,1,2011,USA,25-Jun-86
Hilary STELLINGWERFF,1498.7051953879727,8,2012,CAN,7-Aug-81
Nicole SIFUENTES,1498.6152901604523,2,2012,CAN,30-Jun-86
Lucia HRIVNÁK,1498.3055343943652,5,2012,SVK,20-Nov-83
Brenda MARTINEZ,1498.2036371898644,1,2012,USA,8-Sep-87
René KALMER,1498.0509748323495,1,2010,RSA,3-Nov-80
Erin DONOHUE,1497.8446820371837,3,2011,USA,8-May-83
Brianna FELNAGLE,1497.7533530906494,1,2011,USA,9-Dec-86
Shalane FLANAGAN,1497.4161051924416,2,2011,USA,8-Jul-81
Sally KIPYEGO,1497.265360973963,1,2011,KEN,19-Dec-85
Morag MACLARTY,1497.0911543568775,1,2010,GBR,10-Feb-86
Molly HUDDLE,1496.7478532963578,1,2011,USA,31-Aug-84
Lindsey GALLO,1496.4616588628674,1,2010,USA,29-Nov-81
Charlotte BROWNING,1496.3708202525995,1,2010,GBR,8-Oct-87
Charlotte SCHÖNBECK,1496.2974356732757,1,2010,SWE,22-Dec-84
Fanjanteino FELIX,1496.275063014249,2,2011,FRA,26-Jan-80
Yelena SOBOLEVA,1496.254718957187,1,2011,RUS,3-Oct-82
Nuria FERNÁNDEZ,1496.2321332707384,6,2012,ESP,16-Aug-76
Lidia CHOJECKA,1496.150529303081,1,2011,POL,25-Jan-77
Heidi DAHL,1496.0999410626687,1,2010,USA,15-Feb-86
Sarah BROWN,1495.568470049243,2,2010,USA,15-Oct-86
Katie MACKEY,1495.4783523083331,1,2011,USA,12-Nov-87
Malindi ELMORE,1495.3710356454526,2,2011,CAN,13-Mar-80
Janeth JEPKOSGEI,1495.3390307852028,5,2012,KEN,13-Dec-83
Stevie STOCKTON,1495.1368586309704,1,2011,GBR,23-Aug-89
Senbere TEFERI,1494.8006320678574,1,2012,ETH,3-May-95
Stacey SMITH,1494.4987841966358,3,2011,GBR,24-Feb-90
Almenesh BELETE,1494.4216776106311,1,2011,ETH,26-Jul-89
Tizita BOGALE,1494.007930344066,2,2011,ETH,13-Jul-93
Caster SEMENYA,1493.95370861114,1,2011,RSA,7-Jan-91
Genzeb SHUMI,1493.8656131089697,3,2012,BRN,29-Jan-91
Thandiwe NYATHI,1493.8564121284749,1,2011,ZIM,26-May-92
Sinimole PAULOSE,1493.4164555814589,1,2012,IND,24-Jun-83
Abbey MCGHEE,1493.3670343694048,1,2011,GBR,2-Mar-90
Susan KRUMINS,1492.4607100846324,2,2012,NED,8-Jul-86
Fei XUE,1492.308120435488,1,2012,CHN,8-Aug-89
Margherita MAGNANI,1492.2285018556859,1,2012,ITA,26-Feb-87
Elizabeth MALOY,1492.166854836084,1,2012,USA,10-Aug-85
Janet ACHOLA,1491.8148586589125,1,2012,UGA,26-Jun-88
Sara HALL,1491.5007748084736,2,2011,USA,15-Apr-83
Faith KIPYEGON,1491.2230090293892,3,2012,KEN,10-Jan-94
Natalia RODRÍGUEZ,1491.096407509799,6,2012,ESP,2-Jun-79
Lucy OLIVER,1491.0591126596469,2,2012,NZL,18-Nov-88
Hind DEHIBA CHAHYD,1491.027402303905,5,2012,FRA,17-Mar-79
Malika AKKAOUI,1490.9840691428035,2,2011,MAR,25-Dec-87
Christin WURTH-THOMAS,1490.8960591413856,9,2011,USA,11-Jul-80
Nikki HAMBLIN,1490.790934506127,2,2011,NZL,20-May-88
Meskerem ASSEFA,1490.3381515720766,6,2012,ETH,3-Oct-91
Tereza ČAPKOVÁ,1490.2974134997444,1,2012,CZE,24-Jul-87
Sonja ROMAN,1490.228957073153,1,2012,SLO,11-Mar-79
Viktoria TEGENFELDT,1490.2085273471596,1,2012,SWE,27-Sep-87
Jing ZHAO,1490.1397776879094,1,2012,CHN,9-Jul-88
Treniere MOSER,1489.812838902928,7,2011,USA,27-Oct-81
Zoe BUCKMAN,1489.6698622497574,6,2012,AUS,21-Dec-88
Marina MUNĆAN,1489.3408763484663,2,2012,SRB,6-Nov-82
Tuǧba KOYUNCU,1488.9186947726566,4,2012,TUR,16-Feb-91
Eliane SAHOLINIRINA,1488.4717861889667,1,2012,MAD,20-Mar-82
Diana SUJEW,1487.2013392714682,2,2012,GER,2-Nov-90
Stephanie TWELL,1485.9496094836688,8,2012,GBR,17-Aug-89
Kaila MCKNIGHT,1483.7248258182094,7,2012,AUS,5-May-86
Eunice Jepkoech SUM,1482.6972995241738,4,2012,KEN,10-Apr-88
Chancel ILUNGA SANKURU,1482.6465021922359,1,2012,COD,28-Dec-95
Ingvill MÅKESTAD BOVIM,1481.696893313927,15,2012,NOR,7-Aug-81
Betlhem DESALEGN,1481.131804009679,2,2012,UAE,13-Nov-91
Isabel MACÍAS,1480.3489345227729,3,2012,ESP,11-Aug-84
Gladis Nataly LANDAVERDE,1474.509178205699,2,2012,ESA,1-Mar-90
Renata PLIŚ,1469.3455422164961,9,2012,POL,5-Feb-85
