Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Habiba GHRIBI,1638.2779589870852,10,2012,TUN,9-Apr-84
Milcah CHEMOS,1612.0435884356725,21,2012,KEN,24-Feb-86
Sofia ASSEFA,1593.805405265587,21,2012,ETH,14-Nov-87
Etenesh DIRO,1561.6375505214837,5,2012,ETH,10-May-91
Hiwot AYALEW,1550.5725322707938,8,2012,ETH,6-Mar-90
Lidya CHEPKURUI,1529.0527908565607,6,2012,KEN,23-Aug-84
Mercy Wanjiku NJOROGE,1527.5454637806056,15,2012,KEN,10-Jun-86
Ancuţa BOBOCEL,1521.5336352209633,7,2012,ROU,3-Oct-87
Antje MÖLDNER-SCHMIDT,1515.033890780756,3,2012,GER,13-Jun-84
Yuliya ZARIPOVA,1514.5628348971827,2,2010,RUS,26-Apr-86
Emma COBURN,1510.181244192036,7,2012,USA,19-Oct-90
Gladys Jerotich KIPKEMOI,1509.4159050548926,5,2010,KEN,15-Oct-86
Gulnara GALKINA,1509.1000409861294,2,2012,RUS,9-Jul-78
Clarisse CRUZ,1508.4893690486876,2,2012,POR,9-Jul-78
Hyvin KIYENG,1508.4496778944927,2,2012,KEN,13-Jan-92
Gesa Felicitas KRAUSE,1507.774713997495,8,2012,GER,3-Aug-92
Polina JELIZAROVA,1506.3610652328775,4,2012,LAT,1-May-89
Yelena ORLOVA,1505.3664811108042,1,2012,RUS,30-May-80
Zemzem AHMED,1502.059007199703,2,2012,ETH,27-Dec-84
Fionnuala MCCORMACK,1500.2097430812696,4,2011,IRL,24-Sep-84
Valentyna HORPYNYCH-ZHUDINA,1498.721179868658,1,2012,UKR,12-Mar-83
Almaz AYANA,1498.5451638998234,4,2012,ETH,21-Nov-91
Gülcan MINGIR,1498.0435679821385,2,2012,TUR,21-May-89
Giulia MARTINELLI,1497.9487290523807,1,2011,ITA,16-Jun-91
Tina BROWN,1497.7926372145525,1,2010,GBR,22-Aug-76
Shayla HOULIHAN,1497.252251015425,1,2010,USA,26-Feb-85
Ulrika FLODIN,1497.1781957554208,1,2010,SWE,9-Feb-75
Lyudmila REMESLOVA,1497.0290735979895,1,2012,RUS,13-Aug-87
Hatti ARCHER,1496.956884344252,2,2011,GBR,2-Feb-82
Zenaide VIEIRA,1496.2963608169248,1,2010,BRA,25-Jun-85
Barbara PARKER,1496.2917592272051,10,2012,GBR,8-Nov-82
Ashley HIGGINSON,1496.2186352280864,1,2012,USA,17-Mar-89
Kara JUNE,1496.163252003915,1,2010,USA,10-Aug-82
Delilah DICRESCENZO,1496.0456203593362,2,2011,USA,9-Feb-83
Christine Kambua MUYANGA,1495.9483047353394,1,2011,KEN,21-Mar-91
Eunice JEPKORIR,1495.9464710393208,1,2012,KEN,17-Feb-82
Mardrea HYMAN,1495.8387098412932,1,2011,JAM,22-Dec-72
Zhenzhu LI,1494.900316732686,2,2012,CHN,13-Dec-85
Minori HAYAKARI,1494.8054128455053,1,2011,JPN,29-Nov-72
Elizabeth MUENI,1494.7497722887645,2,2010,KEN,28-Dec-91
Helen CLITHEROE,1494.708934465395,2,2010,GBR,2-Jan-74
Lydia Chebet ROTICH,1494.7076460896,19,2012,KEN,8-Aug-88
Eva ARIAS,1494.2883166160523,1,2011,ESP,8-Oct-80
Elodie OLIVARES,1494.2147689656326,1,2012,FRA,22-May-76
Sophie DUARTE,1493.9482803868232,3,2011,FRA,31-Jul-81
Lindsay ALLEN,1493.9385375783957,1,2011,USA,30-Jun-86
Jana SUSSMANN,1493.8562091988383,1,2011,GER,12-Oct-90
Nicole BUSH,1493.4900450103005,2,2011,USA,4-Apr-86
Fancy CHEROTICH,1493.2977051313055,1,2012,KEN,10-Aug-90
Genevieve LACAZE,1492.4435193136528,1,2012,AUS,4-Aug-89
Emily STEWART,1491.7325557415547,1,2012,GBR,24-Dec-91
Birtukan Fente ALEMU,1491.3269751051707,5,2012,ETH,18-Jun-89
Phanencer CHEMION,1490.9721852253247,2,2012,KEN,8-Apr-89
Purity KIRUI,1490.9211326770974,3,2011,KEN,13-Aug-91
Stephanie GARCIA,1490.6880344291972,2,2012,USA,3-May-88
Yuan JIN,1490.335270047881,1,2012,CHN,11-Feb-88
Helen HOFSTEDE,1490.0974568412132,1,2012,NED,31-Dec-80
Svitlana SHMIDT,1489.8846093013215,1,2011,UKR,20-Mar-90
Marcela LUSTIGOVÁ,1489.8822070650976,1,2011,CZE,11-Nov-82
Kaltoum BOUAASAYRIYA,1489.7375384749453,1,2012,MAR,23-Aug-82
Wioletta FRANKIEWICZ,1489.697687855605,3,2012,POL,9-Jun-77
Dorcus INZIKURU,1488.587056339174,3,2012,UGA,2-Feb-82
Shalaya KIPP,1488.3385886960575,1,2012,USA,19-Aug-90
Silvia DANEKOVA,1488.1218018393984,1,2012,BUL,7-Feb-83
Diana MARTÍN,1487.8903270882347,2,2012,ESP,1-Apr-81
Karoline Bjerkeli GRØVDAL,1487.437691592714,4,2011,NOR,14-Jun-90
Stephanie REILLY,1487.3701740020256,3,2012,IRL,23-Feb-78
Mekdes BEKELE,1487.144263342177,5,2012,ETH,20-Jan-87
Annuo YIN,1486.0813880159599,1,2012,CHN,23-Mar-92
Özlem KAYA,1485.8774023479514,1,2012,TUR,20-Apr-90
Lisa AGUILERA,1485.2128446269403,7,2011,USA,30-Nov-79
Sandra ERIKSSON,1484.7439237618619,3,2012,FIN,4-Jun-89
Sara HALL,1484.2103422667,3,2012,USA,15-Apr-83
Salima EL OUALI ALAMI,1483.6835804518341,2,2012,MAR,29-Dec-83
Bridget FRANEK,1483.3449053764307,11,2012,USA,8-Nov-87
Sviatlana KUDZELICH,1482.5513870176524,1,2012,BLR,7-May-87
Sudha SINGH,1481.8370220484007,2,2012,IND,25-Jun-86
Matylda KOWAL,1481.6819651056337,1,2012,POL,11-Jan-89
Cristina CASANDRA,1481.3082254000878,4,2012,ROU,1-Feb-77
Eilish MCCOLGAN,1480.5562804370738,4,2012,GBR,25-Nov-90
Katarzyna KOWALSKA,1480.4586100600623,10,2012,POL,7-Apr-85
Korene HINDS,1478.058999267844,6,2012,JAM,18-Jan-76
Beverly RAMOS,1477.4225347348297,6,2012,PUR,24-Aug-87
Birtukan ADAMU,1476.8089424593486,10,2012,ETH,29-Apr-92
Angela María FIGUEROA,1472.9569315371073,2,2012,COL,28-Jun-84
