Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Mo FARAH,1609.1300811353622,6,2011,GBR,23-Mar-83
Imane MERGA,1585.3603997370515,13,2011,ETH,15-Oct-88
Bernard LAGAT,1558.3720869669633,5,2011,USA,12-Dec-74
Dejen GEBREMESKEL,1554.5037369257275,7,2011,ETH,24-Nov-89
Vincent Kiprop CHEPKOK,1549.8528937793299,9,2011,KEN,5-Jul-88
Isiah Kiplangat KOECH,1533.729441595237,5,2011,KEN,19-Dec-93
Tariku BEKELE,1528.55560551172,9,2011,ETH,28-Feb-87
Eliud KIPCHOGE,1522.3963567640744,11,2011,KEN,5-Nov-84
Thomas Pkemei LONGOSIWA,1516.7956548079708,7,2011,KEN,14-Jan-82
Galen RUPP,1510.618018687364,5,2011,USA,8-May-86
Mark Kosgei KIPTOO,1510.131054915863,4,2011,KEN,21-Jun-76
Bilisuma Shugi GELASSA,1506.5331145954292,2,2011,BRN,19-Jul-89
Chris SOLINSKY,1506.1970836090263,4,2010,USA,5-Dec-84
Craig MOTTRAM,1503.1615526909245,4,2011,AUS,18-Jun-80
Daniele MEUCCI,1503.0747436309466,2,2011,ITA,7-Oct-85
Ben TRUE,1503.0247373138911,2,2011,USA,29-Dec-85
Sammy Alex MUTAHI,1502.3218850478047,2,2010,KEN,1-Jun-89
Brandon BETHKE,1501.7686472401856,1,2011,USA,19-Jan-87
Abera KUMA,1501.1802620071803,10,2011,ETH,31-Aug-90
Abraham KIPLIMO,1500.9197778080274,1,2011,UGA,14-Apr-89
Chesari Kirui JACOB,1500.7988108466373,2,2011,KEN,6-Apr-84
Yenew ALAMIREW,1500.7312732580422,2,2011,ETH,27-May-90
Sileshi SIHINE,1500.6073446222588,1,2011,ETH,29-Jan-83
Essa Ismail RASHED,1500.1738345228869,1,2010,QAT,14-Dec-86
Jesús ESPANA,1499.5827161217112,4,2011,ESP,21-Aug-78
Javier CARRIQUEO,1499.5097561623768,1,2011,ARG,29-May-79
Moses Ndiema MASAI,1499.4599747930583,1,2010,KEN,1-Jun-86
Alemayehu BEZABEH,1499.3206879042027,1,2010,ESP,22-Sep-86
Edwin Cheruiyot SOI,1498.7812295903273,3,2011,KEN,3-Mar-86
Amanuel MESEL,1498.7678955632036,3,2011,ERI,29-Dec-90
Juan Luis BARRIOS,1498.3258609925138,2,2011,MEX,24-Jun-83
Ahmad Hassan ABDULLAH,1498.1949233665764,1,2010,QAT,4-Apr-81
David Kiprotich BETT,1498.1354825774552,1,2010,KEN,18-Oct-92
Moses Ndiema KIPSIRO,1497.9898204751835,3,2011,UGA,2-Sep-86
Geoffrey KAMWOROR,1497.8241608509607,1,2011,KEN,28-Nov-92
Saif Saaeed SHAHEEN,1497.7375606747933,1,2010,QAT,15-Oct-82
Bekana DABA,1497.5394972332028,3,2010,ETH,29-Jul-88
Ed MORAN,1497.3554851686092,1,2010,USA,27-May-81
James Kwalia C'KURUI,1497.0337951063352,1,2010,QAT,12-Jun-84
Juan VAN DEVENTER,1496.6393274131578,1,2010,RSA,26-Mar-83
Albert ROP,1496.4248841256444,1,2011,KEN,17-Jul-92
Andrew BUMBALOUGH,1496.2052780816675,1,2011,USA,14-Mar-87
Geofrey KUSURO,1495.6379571609145,1,2011,UGA,12-Feb-89
Mathew Kipkoech KISORIO,1495.5706934847803,5,2010,KEN,16-May-89
Dennis MASAI,1495.4074099775808,1,2011,KEN,1-Dec-91
Polat Kemboi ARIKAN,1494.6715882176638,1,2011,TUR,12-Dec-90
Augustine Kiprono CHOGE,1494.6132021628628,2,2011,KEN,21-Jan-87
Jonathan MELLOR,1494.5442359193958,1,2011,GBR,27-Dec-86
Ayele ABSHERO,1494.2654821071324,1,2010,ETH,28-Dec-90
Paul Kipngetich TANUI,1494.11014582203,1,2011,KEN,22-Dec-90
John Kemboi CHERUIYOT,1493.6239041318029,1,2011,KEN,5-Jul-90
Elroy GELANT,1493.6063403679657,1,2011,RSA,25-Aug-86
James WALSH,1493.3543725679533,1,2011,GBR,22-Sep-81
Dejeni REGASSA,1493.0997517790556,1,2011,BRN,18-Apr-89
Daniel Lemashon SALEL,1493.0235238574683,3,2011,KEN,11-Dec-90
Patrick Mutunga MWIKYA,1492.6576323809886,1,2011,KEN,20-Nov-94
David MCNEILL,1492.6285393318426,1,2011,AUS,6-Oct-86
Micah Kemboi KOGO,1492.6226640391133,2,2010,KEN,30-Jun-86
Joseph EBUYA,1492.5314997875557,3,2010,KEN,20-Jun-87
Daniel Kipchirchir KOMEN,1492.3606200426366,2,2011,KEN,27-Nov-84
Hosea Mwok MACHARINYANG,1492.293331325594,2,2010,KEN,12-Jun-86
Yusuf Kibet BIWOTT,1492.0550158284482,2,2010,KEN,12-Nov-86
Sylvain RUKUNDO,1491.8620297261696,1,2011,RWA,20-Dec-88
Arne GABIUS,1491.7639791449888,1,2011,GER,22-Mar-81
Rui SILVA,1491.581313177358,1,2011,POR,3-Aug-77
Kaan Kigen ÖZBILEN,1490.989934746889,3,2011,KEN,15-Jan-86
Rabah ABOUD,1490.9024316654054,1,2011,ALG,1-Jan-81
Matt TEGENKAMP,1490.8971247490454,2,2011,USA,19-Jan-82
Chris THOMPSON,1490.8573802545561,3,2011,GBR,17-Apr-81
Josphat Kipkoech BETT,1490.6968276007947,3,2011,KEN,12-Jun-90
Scott BAUHS,1490.6379260567733,1,2011,USA,11-May-86
Alistair Ian CRAGG,1490.485738809015,6,2011,IRL,13-Jun-80
Teklemariam MEDHIN,1490.4682774301928,3,2011,ERI,24-Jun-89
Ben ST. LAWRENCE,1490.4456136887802,1,2011,AUS,7-Nov-81
Hunegnaw MESFIN,1490.2158669456041,1,2011,ETH,31-Jan-89
Gerard GAHUNGU,1489.9657339998334,1,2011,BDI,5-May-89
Sondre Nordstad MOEN,1489.9288299947489,2,2011,NOR,12-Jan-91
Leonard Patrick KOMON,1489.8447432926644,3,2010,KEN,10-Jan-88
Jake ROBERTSON,1489.513682419551,2,2011,NZL,14-Nov-89
Moses KIBET,1488.988978157168,1,2011,UGA,23-Mar-91
Kazuya WATANABE,1488.8831580084966,1,2011,JPN,7-Jul-87
Mumin GALA,1488.1304317322306,2,2011,DJI,6-Apr-86
Andy VERNON,1488.0289470967818,2,2011,GBR,7-Jan-86
Seung-ho BAEK,1487.3805928648515,1,2011,KOR,16-Dec-90
Goitom KIFLE,1487.0530628907268,1,2011,ERI,3-Dec-93
Titus Kipjumba MBISHEI,1487.041363754753,3,2011,KEN,28-Oct-90
Lucas Kimeli ROTICH,1485.5817862288734,7,2011,KEN,16-Apr-90
Christian NGNINGBA,1484.4684337985664,1,2011,GAB,30-Dec-84
Vincent Kipsegechi YATOR,1484.2945818055573,4,2011,KEN,11-Jul-89
Abdishakor Nagea ABDULLE,1483.6283724433215,1,2011,SOM,23-Jun-93
Sindre BURAAS,1481.7488507710545,2,2011,NOR,8-May-89
Collis BIRMINGHAM,1476.2693622315783,5,2011,AUS,27-Dec-84
