Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Carmelita JETER,1588.2911924996001,9,2010,USA,24-Nov-79
Veronica CAMPBELL-BROWN,1556.5836296855996,3,2010,JAM,15-May-82
Marshevet HOOKER,1532.8966049389635,4,2010,USA,25-Sep-84
Kelly-Ann BAPTISTE,1515.1399115248728,6,2010,TTO,14-Oct-86
LaShauntea MOORE,1511.6068909765509,3,2010,USA,31-Jul-83
Sherone SIMPSON,1510.306301864618,8,2010,JAM,12-Aug-84
Shalonda SOLOMON,1505.4046951628302,5,2010,USA,19-Dec-85
Blessing OKAGBARE-IGHOTEGUONOR,1502.5579338187626,5,2010,NGR,9-Oct-88
Chandra STURRUP,1500.267929643383,5,2010,BAH,12-Sep-71
Bianca KNIGHT,1499.9613565166264,1,2010,USA,2-Jan-89
Me'Lisa BARBER,1496.8718670619537,1,2010,USA,4-Oct-80
Sheri-Ann BROOKS,1494.7315569932114,3,2010,JAM,11-Feb-83
Verena SAILER,1493.9318507137466,2,2010,GER,16-Oct-85
Mikele BARBER,1493.062554737505,3,2010,USA,4-Oct-80
Yujia TAO,1492.2762711894366,1,2010,CHN,16-Feb-87
Consuella MOORE,1491.7773938149694,1,2010,USA,29-Aug-81
Ezinne OKPARAEBO,1491.638714969476,2,2010,NOR,3-Mar-88
Carrie RUSSELL,1490.2488497458617,3,2010,JAM,18-Oct-90
Aleen BAILEY,1489.9145500190455,4,2010,JAM,25-Nov-80
Myriam SOUMARE,1489.871364775633,1,2010,FRA,29-Oct-86
Tahesia HARRIGAN-SCOTT,1489.6303752854028,4,2010,IVB,15-Feb-82
Alexandria ANDERSON,1489.231439762255,1,2010,USA,28-Jan-87
Audrey ALLOH,1488.775236596935,1,2010,ITA,21-Jul-87
Lan JIANG,1488.741473894263,1,2010,CHN,27-Jun-89
Laura TURNER,1488.5233680705348,1,2010,GBR,12-Aug-82
Montell DOUGLAS,1488.3392957270828,1,2010,GBR,24-Jan-86
Gloria ASUMNU,1486.8720385796128,2,2010,USA,22-May-85
Debbie FERGUSON-MCKENZIE,1486.0451913289057,5,2010,BAH,16-Jan-76
Schillonie CALVERT-POWELL,1484.4655341712146,3,2010,JAM,27-Jul-88
Joice MADUAKA,1481.0220984881678,2,2010,GBR,30-Sep-73
Katherine ENDACOTT,1481.0125274429788,2,2010,GBR,29-Jan-80
