Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Salwa Eid NASER,1649.3003470172462,15,2018,BRN,23-May-98
Shaunae MILLER-UIBO,1616.487982027633,20,2018,BAH,15-Apr-94
Phyllis FRANCIS,1561.8932950472974,19,2018,USA,4-May-92
Allyson FELIX,1553.3694994570892,24,2017,USA,18-Nov-85
Natasha HASTINGS,1535.992005040474,48,2017,USA,23-Jul-86
Stephenie Ann MCPHERSON,1529.5269568989547,46,2018,JAM,25-Nov-88
Francena MCCORORY,1522.1703928829702,41,2016,USA,20-Oct-88
Novlene WILLIAMS-MILLS,1517.5055742003165,61,2017,JAM,26-Apr-82
Shakima WIMBLEY,1516.0666585087615,7,2018,USA,23-Apr-95
Caster SEMENYA,1515.6965254331105,3,2018,RSA,7-Jan-91
Quanera HAYES,1512.4259159727933,4,2017,USA,7-Mar-92
Shericka JACKSON,1512.2769215900712,17,2017,JAM,16-Jul-94
Amantle MONTSHO,1512.1166516848548,46,2017,BOT,4-Jul-83
Jessica BEARD,1510.4783944027595,18,2018,USA,8-Jan-89
Christine DAY,1509.6477174907639,23,2016,JAM,23-Aug-86
Sanya RICHARDS-ROSS,1508.4460469810774,23,2016,USA,26-Feb-85
Christine OHURUOGU,1507.4521215122963,34,2016,GBR,17-May-84
Chrisann GORDON,1507.3657346937398,3,2017,JAM,18-Sep-94
Julienne MBOCK-HANG,1504.86,1,2016,CMR,2-Jun-99
Kemi ADEKOYA,1504.4972253181186,3,2016,BRN,16-Jan-93
Shamier LITTLE,1502.7832001244794,2,2018,USA,20-Mar-95
Tamara SALAŠKI,1502.3020479733573,2,2017,SRB,16-Oct-88
Nataliya PYHYDA,1501.9106866574916,8,2015,UKR,30-Jan-81
Maeva CONTION,1501.0951265032586,1,2015,FRA,31-May-92
Joan MEDJID,1500.604605944593,2,2015,FRA,29-Sep-95
Anneisha MCLAUGHLIN-WHILBY,1500.5079175397232,1,2017,JAM,6-Jan-86
Kseniya RYZHOVA,1500.3157308146058,4,2013,RUS,19-Apr-87
Antonina KRIVOSHAPKA,1500.3051730469847,7,2011,RUS,21-Jul-87
Rose-Marie WHYTE-ROBINSON,1500.2736600978028,18,2013,JAM,8-Sep-86
Joanne CUDDIHY,1500.271633522022,3,2012,IRL,11-May-84
Joanna ATKINS,1500.215477442149,3,2014,USA,31-Jan-89
DeeDee TROTTER,1500.2078170019895,12,2014,USA,8-Dec-82
Tiguida DIAROUMA,1500.2074062845336,1,2013,FRA,7-Jun-94
Alina LOHVYNENKO,1500.2030789641917,2,2012,UKR,18-Jul-90
Ndeye SOUMAH FATOU,1500.201787019331,2,2011,SEN,6-Apr-86
Carol RODRÍGUEZ,1500.0923403451766,2,2012,PUR,16-Dec-85
Roxana GÓMEZ,1500.052582619131,2,2017,CUB,7-Jan-99
Shereefa LLOYD,1500.0175681280239,1,2010,JAM,2-Sep-82
Debbie DUNN,1500.0089728227845,16,2012,USA,26-Mar-78
Anais DESROSES,1499.9670695330965,1,2015,FRA,3-Jun-89
Antonina YEFREMOVA,1499.951684641166,1,2011,UKR,19-Jul-81
Marta MILANI,1499.9380669072198,3,2011,ITA,9-Mar-87
Lashinda DEMUS,1499.928003471533,1,2010,USA,10-Mar-83
Kseniya ZADORINA,1499.9239741078982,1,2011,RUS,2-Mar-87
Natalya ANTYUKH,1499.921152204579,2,2012,RUS,26-Jun-81
Mariya MIKHAILYUK,1499.9145676049607,1,2015,RUS,29-Jan-91
Svetlana USOVICH,1499.8802325494767,1,2012,BLR,14-Oct-80
Keshia KIRTZ,1499.8768042853035,2,2013,USA,30-Jan-88
Aymeé MARTÍNEZ,1499.8378005854588,1,2011,CUB,17-Nov-88
Victoria BARR,1499.8275017969152,1,2010,GBR,14-Apr-82
Natalya NAZAROVA,1499.8210647852136,1,2010,RUS,26-May-79
Nadezhda KOTLYAROVA,1499.817152463841,2,2015,RUS,12-Jun-89
Vanya STAMBOLOVA,1499.814822325267,1,2010,BUL,28-Nov-83
Melocia CLARKE,1499.813729360094,1,2010,JAM,3-Apr-79
Perri SHAKES-DRAYTON,1499.8085528229012,2,2011,GBR,21-Dec-88
Jenna MARTIN,1499.808194576949,2,2012,CAN,31-Mar-88
Daysurami BONNE,1499.8014812857868,1,2011,CUB,9-Mar-88
Lee MCCONNELL,1499.8011467966705,5,2012,GBR,9-Oct-78
Kseniya KARANDYUK,1499.8007751174528,1,2011,UKR,21-Jun-86
Raysa SANCHEZ,1499.795168790553,1,2012,DOM,6-May-88
Maris MÄGI,1499.7924997862187,2,2011,EST,11-Aug-87
Janin LINDENBERG,1499.7909980859936,1,2011,GER,20-Jan-87
Marlena WESH,1499.779501140444,2,2012,HAI,16-Feb-91
Xiaoyin TANG,1499.7696850597588,1,2012,CHN,29-Apr-85
Anne-noelle CLERIMA,1499.761297608839,1,2013,FRA,8-Sep-95
Yekaterina RENZHINA,1499.7460860246201,2,2015,RUS,18-Oct-94
Afia CHARLES,1499.7032754135728,1,2012,ANT,22-Jul-92
Anna RYZHYKOVA,1499.692074470514,1,2011,UKR,24-Nov-89
Racheal NACHULA,1499.6816914986125,2,2011,ZAM,14-Jan-90
Jingwen CHEN,1499.6667970204858,1,2012,CHN,8-Feb-90
Davita PRENDERGAST,1499.6623038601006,3,2011,JAM,16-Dec-84
Fantu MAGISO,1499.6541795773119,2,2011,ETH,9-Jun-92
Ruth Sophia SPELMEYER,1499.6361248160383,4,2017,GER,19-Sep-90
Norma GONZÁLEZ,1499.6359912257626,2,2011,COL,11-Aug-82
Tsholofelo SELEMELA-THIPE,1499.614237709192,1,2016,RSA,12-Sep-86
Denisa ROSOLOVÁ,1499.613421385572,7,2011,CZE,21-Aug-86
Sandrine THIÉBAUD-KANGNI,1499.60884401592,1,2011,TOG,21-Apr-76
