Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Caster SEMENYA,1587.8835755164137,43,2019,RSA,7-Jan-91
Ajee WILSON,1569.9249342820003,38,2019,USA,8-May-94
Halimah NAKAAYI,1552.3109613826484,13,2019,UGA,14-Oct-94
Francine NIYONSABA,1543.5073028130223,33,2019,BDI,5-May-93
Raevyn ROGERS,1533.1527612259924,15,2020,USA,7-Sep-96
Jemma REEKIE,1516.412157870792,2,2020,GBR,6-Mar-98
Winnie NANYONDO,1514.9412768111097,12,2020,UGA,23-Aug-93
Katarina JOHNSON-THOMPSON,1514.0014285714285,1,2019,GBR,9-Jan-93
Hanne MAUDENS,1514.0014285714285,1,2019,BEL,12-Mar-97
Lynsey SHARP,1512.020746917472,47,2019,GBR,11-Jul-90
Habitam ALEMU,1511.935786868169,26,2020,ETH,9-Jul-97
Laura MUIR,1511.7906424091598,9,2020,GBR,9-May-93
Rababe ARAFI,1510.8678997426491,10,2019,MAR,12-Jan-91
Eunice Jepkoech SUM,1509.3541205608756,46,2020,KEN,10-Apr-88
Nelly JEPKOSGEI,1509.3041453533876,10,2019,KEN,14-Jul-91
Adéla SÁDLOVÁ,1508.4869047619047,1,2020,CZE,4-May-01
Faith KIPYEGON,1508.1486253467733,1,2020,KEN,10-Jan-94
Natoya GOULE,1507.3515103142477,23,2019,JAM,30-Mar-91
Eglė BALČIŪNAITĖ,1506.8426921124478,8,2018,LTU,31-Oct-88
Melissa BISHOP-NRIAGU,1506.8000954328918,21,2017,CAN,5-Aug-88
Hedda HYNNE,1506.4990050093297,16,2020,NOR,13-Mar-90
Margaret Nyairera WAMBUI,1506.0052379590113,18,2019,KEN,15-Sep-95
Rose Mary ALMANZA,1505.947789749574,17,2019,CUB,13-Jul-92
Verena PREINER,1503.955022715098,1,2019,AUT,1-Feb-95
Ekaterina VORONINA,1503.955022715098,1,2019,UZB,16-Feb-92
Soumaya BOUSSAID,1503.160576029109,1,2016,TUN,5-May-80
Barbora STÝBLOVÁ,1502.7654456480318,1,2020,CZE,2-Mar-99
Ce'Aira BROWN,1502.692193381848,5,2019,USA,4-Nov-93
Brenda MARTINEZ,1502.4671897172848,22,2018,USA,8-Sep-87
Lea MOSCHINI,1501.979825142857,1,2015,FRA,20-Jun-98
Kate GRACE,1501.699245344255,8,2019,USA,24-Oct-88
Pamela JELIMO,1501.2981448340051,11,2012,KEN,5-Dec-89
Yekaterina POISTOGOVA,1501.2961712922965,11,2014,RUS,1-Mar-91
Nataliya LUPU,1501.1387089643827,13,2015,UKR,14-Nov-87
Sahily DIAGO MESA,1501.129235802362,2,2016,CUB,26-Aug-95
Hanna GREEN,1500.9889473263404,4,2019,USA,16-Oct-94
Amela TERZIĆ,1500.9843582044525,2,2016,SRB,2-Jan-93
Yasmine GRAZIANI,1500.962185364634,1,2016,FRA,1-Aug-94
Janeth JEPKOSGEI,1500.9601371507365,32,2015,KEN,13-Dec-83
Jana MATĚJKOVÁ,1500.869639964637,1,2020,CZE,29-Nov-99
Sofia ENNAOUI,1500.7842021786541,5,2020,POL,30-Aug-95
Fadouwa LEDHEM,1500.645123160773,1,2015,FRA,28-Sep-87
Winny CHEBET,1500.6338195957187,13,2016,KEN,20-Dec-90
Erica BOUGARD,1500.6003522007004,1,2019,USA,26-Jul-93
Noor VIDTS,1500.6003522007004,1,2019,BEL,30-May-96
Ophelie SEXTIUS,1500.5248799999995,1,2013,FRA,21-Feb-94
LaTavia THOMAS,1500.489658026671,2,2015,USA,17-Dec-88
Mariya SAVINOVA,1500.46911956266,2,2013,RUS,13-Aug-85
Rowena COLE,1500.4276422308571,1,2012,GBR,13-Jan-92
Yelena KOFANOVA,1500.3936890268621,3,2012,RUS,8-Aug-88
Jessica JUDD,1500.3210334393343,5,2014,GBR,7-Jan-95
Marina ARZAMASOVA,1500.266941545033,26,2017,BLR,17-Dec-87
Melanie LAVRIL,1500.2264870464685,1,2016,FRA,18-Jun-96
Rosibel GARCÍA,1500.165008570241,4,2012,COL,13-Feb-81
Anna BALAKSHINA,1500.1411021407087,1,2010,RUS,22-Nov-86
Claire TARPLEE,1500.1393466027266,1,2012,IRL,22-Sep-88
Alice SCHMIDT,1500.1248571718602,5,2012,USA,3-Oct-81
Marilyn OKORO,1500.1177511089932,17,2014,GBR,23-Sep-84
Liliya LOBANOVA,1500.115038666728,2,2011,UKR,14-Oct-85
Fiona BENSON,1500.0842067547046,2,2015,CAN,25-May-92
