Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Steven GARDINER,1625.8859399783685,21,2019,BAH,12-Sep-95
Fred KERLEY,1567.2924509682916,13,2019,USA,7-May-95
Michael NORMAN,1563.154949227734,5,2019,USA,3-Dec-97
Wayde VAN NIEKERK,1557.8837515383248,20,2017,RSA,15-Jul-92
Kirani JAMES,1551.866434219658,38,2019,GRN,1-Sep-92
Akeem BLOOMFIELD,1541.4267746527717,7,2019,JAM,10-Nov-97
Anthony José ZAMBRANO,1538.4178776419358,3,2019,COL,17-Jan-98
Emmanuel Kipkurui KORIR,1538.089452353303,3,2019,KEN,15-Jun-95
Pierce LEPAGE,1535.0035714285714,1,2019,CAN,22-Jan-96
Machel CEDENIO,1533.1549349709355,17,2019,TTO,6-Sep-95
Niklas KAUL,1533.0749999999998,1,2019,GER,11-Feb-98
Janek ÕIGLANE,1530.8249999999998,1,2019,EST,25-Apr-94
LaShawn MERRITT,1527.894138776343,41,2017,USA,27-Jun-86
Isaac MAKWALA,1525.7284597355238,30,2018,BOT,24-Sep-85
Abdalelah HAROUN,1525.4579744573014,17,2019,QAT,1-Jan-97
​Demish GAYE,1524.8266589495465,8,2019,JAM,20-Jan-93
Davide RE,1524.193582565146,6,2019,ITA,16-Mar-93
Kai KAZMIREK,1509.8875567877449,1,2019,GER,28-Jan-91
Jonathan SACOOR,1509.409064201015,4,2019,BEL,1-Sep-99
Lindon VICTOR,1508.2965665300753,1,2019,GRN,23-Feb-93
Obi IGBOKWE,1508.178589289598,3,2019,USA,28-Jan-97
Jonathan JONES,1507.6178979551719,2,2019,BAR,6-Feb-99
Gil ROBERTS,1507.4322537318308,10,2018,USA,15-Mar-89
Julian Jrummi WALSH,1506.404626536011,3,2019,JPN,18-Sep-96
Ilya SHKURENYOV,1506.3873782208716,1,2019,ANA,11-Jan-91
Bralon TAPLIN,1505.9719429826082,8,2016,GRN,8-May-92
Rai BENJAMIN,1505.4907631410088,1,2019,USA,27-Jul-97
Matthew HUDSON-SMITH,1504.8865972569174,18,2019,GBR,26-Oct-94
Kahmari MONTGOMERY,1504.6538222252561,3,2019,USA,16-Aug-97
Predea MANOUNOU,1504.4388,1,2016,FRA,2-Jul-97
Ali Khamis KHAMIS,1503.9384349420275,3,2016,BRN,30-Jun-95
Abderrahman SAMBA,1503.613535390955,2,2019,QAT,5-Sep-95
Jamal WALTON,1502.9095297440008,2,2017,CAY,25-Nov-98
Lalonde GORDON,1502.8976119879467,15,2017,TTO,25-Nov-88
David VERBURG,1501.933161390838,14,2016,USA,14-May-91
Paul DEDEWO,1501.8721086627925,6,2018,USA,5-Jun-91
Harrison WILLIAMS,1501.500880501752,1,2019,USA,7-Mar-96
Christopher MATENS SIDA,1500.9197824638052,1,2016,FRA,3-Jul-97
Johan DELASSE,1500.9104613955942,2,2015,FRA,14-Nov-84
Ludvy VAILLANT,1500.8793415637156,1,2015,FRA,15-Mar-95
Jermaine GONZALES,1500.843126674687,16,2012,JAM,26-Nov-84
Angelo TAYLOR,1500.8024685386458,10,2012,USA,29-Dec-78
