Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Ophelie SEXTIUS,1500.8747999999996,1,2013,FRA,21-Feb-94
LaTavia THOMAS,1500.8160967111182,2,2015,USA,17-Dec-88
Mariya SAVINOVA,1500.7818659377663,2,2013,RUS,13-Aug-85
Rowena COLE,1500.7127370514286,1,2012,GBR,13-Jan-92
Yelena KOFANOVA,1500.6561483781034,3,2012,RUS,8-Aug-88
Noélie YARIGO,1500.5381968174888,11,2019,BEN,26-Dec-85
Jessica JUDD,1500.5350557322238,5,2014,GBR,7-Jan-95
Marina ARZAMASOVA,1500.444902575055,26,2017,BLR,17-Dec-87
Melanie LAVRIL,1500.377478410781,1,2016,FRA,18-Jun-96
Rosibel GARCÍA,1500.275014283735,4,2012,COL,13-Feb-81
Anna BALAKSHINA,1500.2351702345145,1,2010,RUS,22-Nov-86
Claire TARPLEE,1500.232244337878,1,2012,IRL,22-Sep-88
Alice SCHMIDT,1500.208095286434,5,2012,USA,3-Oct-81
Marilyn OKORO,1500.196251848322,17,2014,GBR,23-Sep-84
Liliya LOBANOVA,1500.1917311112134,2,2011,UKR,14-Oct-85
Fiona BENSON,1500.1403445911747,2,2015,CAN,25-May-92
Stephanie MICHEA,1500.12444377072,1,2013,FRA,21-Oct-78
Nancy Jebet LANGAT,1500.0995568008857,1,2010,KEN,22-Aug-81
Phillipa AUKETT,1500.0730330599422,1,2012,GBR,9-Sep-84
Abeba AREGAWI,1500.052404887931,2,2015,SWE,5-Jul-90
Morgan UCENY,1500.0179204174187,2,2011,USA,10-Mar-85
Christin WURTH-THOMAS,1500.0137758563687,1,2010,USA,11-Jul-80
Tara BIRD,1499.9901145377855,1,2012,GBR,22-Jul-87
Lisa DOBRISKEY,1499.972776897423,1,2010,GBR,23-Dec-83
Genzeb SHUMI,1499.962309332106,2,2012,BRN,29-Jan-91
Yelena KOTULSKAYA,1499.9599520667548,3,2013,RUS,8-Aug-88
Celia TAYLOR,1499.9587784721475,1,2010,GBR,22-Jan-77
Zoe Therese BEDOUIN,1499.9542339712293,1,2015,FRA,18-Nov-91
Mary CAIN,1499.9533672058747,2,2014,USA,3-May-96
Victoria GRIFFITHS,1499.9507204582471,1,2010,GBR,9-Oct-84
Annet NEGESA,1499.9398696351432,2,2011,UGA,24-Apr-92
Hellen OBIRI,1499.9372344302053,1,2011,KEN,13-Dec-89
Daniela REINA,1499.9359561374845,1,2010,ITA,15-May-81
Nikki HAMBLIN,1499.9341860697227,1,2011,NZL,20-May-88
Amalie SÆTEN,1499.932750104469,1,2018,NOR,1-Dec-97
Elisa CUSMA,1499.9279841984244,3,2010,ITA,24-Jul-81
Phoebe WRIGHT,1499.9278208892556,3,2011,USA,30-Aug-88
Erica MOORE,1499.9235497383943,1,2012,USA,25-Mar-88
Renata PLIŚ,1499.923529567603,2,2011,POL,5-Feb-85
Hazel CLARK,1499.921904704091,1,2010,USA,3-Oct-77
Yong LI,1499.9208210960182,1,2010,CHN,18-Jun-88
Luiza GEGA,1499.914622938643,1,2011,ALB,5-Nov-88
Hind DEHIBA CHAHYD,1499.9122224612788,2,2011,FRA,17-Mar-79
Anna WILLARD,1499.904292357924,6,2012,USA,31-Mar-84
Andrea FERRIS,1499.8957839628129,1,2012,PAN,21-Sep-87
Hannah BROOKS,1499.8952113337718,1,2012,GBR,25-Jun-88
Heather KAMPF,1499.8932328493863,1,2011,USA,19-Jan-87
Haiyan ZHOU,1499.8882278373735,1,2010,CHN,3-Jan-90
Susan KRUMINS,1499.8882278373735,1,2010,NED,8-Jul-86
Siham HILALI,1499.870159726243,1,2013,MAR,2-May-86
Ewelina SĘTOWSKA-DRYK,1499.864801563981,2,2011,POL,5-Mar-80
Nadia SOUFFOY,1499.8567785653036,1,2013,FRA,22-Feb-90
Yeon-jung HUH,1499.844137871777,1,2011,KOR,29-Oct-80
Hilary STELLINGWERFF,1499.8396197351153,1,2012,CAN,7-Aug-81
Yuliya KREVSUN,1499.8363868014976,4,2011,UKR,8-Dec-80
Lemlem BEREKET,1499.8300880198653,1,2011,CAN,10-Dec-87
Annabelle Marie LASCAR,1499.8286535736747,1,2012,MRI,25-Apr-85
Irina MARACHEVA,1499.8274404822264,1,2011,RUS,24-Sep-84
Gemma KERSEY,1499.8231344051128,1,2012,GBR,6-Feb-92
Yekaterina KOSTETSKAYA,1499.8205251117615,1,2011,RUS,31-Dec-86
Shuyi LU,1499.8194160806843,1,2011,CHN,11-Nov-87
Maggie VESSEY,1499.8171336390358,12,2014,USA,23-Dec-81
Maryam Yusuf JAMAL,1499.809228063427,2,2012,BRN,16-Sep-84
Truong Thanh HANG,1499.8047002702906,1,2011,VIE,1-May-86
Agatha JERUTO,1499.800551693169,1,2014,KEN,2-Apr-94
Felismina CAVELA,1499.795148205772,1,2012,ANG,24-Aug-92
Zahra BOURAS,1499.7869665330563,3,2011,ALG,13-Jan-87
Amy WEISSENBACH,1499.7836454080102,1,2012,USA,16-Jun-94
Tatyana VINOGRADOVA,1499.7791590970437,1,2013,RUS,9-Dec-88
Loren BLEAKEN,1499.7784598029634,1,2012,GBR,3-Sep-95
Lucia HRIVNÁK,1499.7636489084875,10,2016,SVK,20-Nov-83
Shannon ROWBURY,1499.7628822668785,2,2015,USA,19-Sep-84
Zourha ALI,1499.7548704007036,1,2011,DJI,23-Nov-94
Dureti EDAO,1499.7527972229964,1,2014,ETH,8-Apr-96
Laura CROWE,1499.7302033536403,1,2013,IRL,5-Sep-87
Elodie GUEGAN,1499.718124071076,1,2012,FRA,19-Dec-85
Pauline SIMON,1499.7046212311066,1,2015,FRA,28-Jun-93
Kaylee DODD,1499.69945428811,1,2012,GBR,28-Dec-95
Jenny SIMPSON,1499.6991312739906,1,2012,USA,23-Aug-86
Haley NEMRA,1499.6883465882775,1,2012,MHL,4-Oct-89
Elodie BOLLEE,1499.6790938296422,1,2013,FRA,20-Sep-84
Kate VAN BUSKIRK,1499.6681764910395,1,2014,CAN,9-Jun-87
Aicha FALL,1499.6598241104118,1,2012,MTN,6-May-93
Svetlana USOVICH,1499.6523747747792,2,2011,BLR,14-Oct-80
Eleni FILANDRA,1499.6482917924327,2,2012,GRE,12-Jan-84
Treniere MOSER,1499.6335091713013,1,2015,USA,27-Oct-81
Lea WALLACE,1499.6293397108948,1,2013,USA,19-Dec-88
Cherono KOECH,1499.6233485430353,7,2013,KEN,8-Dec-92
Margarita MUKASHEVA,1499.6027601154574,5,2016,KAZ,4-Jan-86
Charlotte BEST,1499.5945302303699,2,2012,GBR,7-Mar-85
Kerri GALLAGHER,1499.5858707723548,1,2014,USA,31-May-89
Tamsyn MANOU,1499.574244825727,2,2012,AUS,20-Jul-78
Elena POPESCU,1499.5587082792204,1,2012,MDA,6-Sep-89
Sarah ATTAR,1499.5374225484588,1,2012,KSA,27-Aug-92
Rabia ASHIQ,1499.5319039848978,1,2012,PAK,15-Apr-92
Amy ATKINSON,1499.5316768147327,1,2012,GUM,5-Aug-89
Karine BELLEAU-BÉLIVEAU,1499.5316751502592,1,2013,CAN,29-Dec-83
Hannah ENGLAND,1499.5224349188575,1,2014,GBR,6-Mar-87
Manon EPLE,1499.514867285981,1,2015,FRA,9-Jul-92
Woroud SAWALHA,1499.512017334307,1,2012,PLE,3-Nov-91
Alena ULRICHOVÁ,1499.4973716078389,1,2014,CZE,18-Jan-94
Elena Mirela LAVRIC,1499.4739283664576,4,2013,ROU,17-Feb-91
Yevgeniya SUBBOTINA,1499.4691897133814,1,2015,RUS,30-Oct-89
Marine LE GUILLOUX,1499.464883834334,1,2013,FRA,14-Feb-86
Ingvill MÅKESTAD BOVIM,1499.4564165534907,4,2014,NOR,7-Aug-81
Merve AYDIN,1499.4518522088229,2,2012,TUR,17-Mar-90
Jemma SIMPSON,1499.4322285416558,9,2012,GBR,10-Feb-84
Lisneidy VEITÍA,1499.4279329310011,1,2016,CUB,29-Apr-94
Fabienne KOHLMANN,1499.4253088597343,4,2016,GER,6-Nov-89
Geena GALL,1499.4144223739222,5,2012,USA,18-Jan-87
Genzebe DIBABA,1499.4123376940588,1,2017,ETH,8-Feb-91
Neisha BERNARD-THOMAS,1499.3864207575316,6,2012,GRN,21-Jan-81
Diane CUMMINS,1499.3854297040175,3,2014,CAN,19-Jan-74
Lorain MCKENZIE,1499.38299776249,1,2014,JAM,10-May-85
Thea HEIM,1499.3721451223932,1,2014,GER,26-Jul-92
Marina POSPELOVA,1499.298448708419,1,2013,RUS,23-Jul-90
Coraline MAAMOURI,1499.2803416694942,2,2016,FRA,13-Mar-96
Kelly HETHERINGTON,1499.2762572827687,3,2013,AUS,10-Mar-89
Emma JACKSON,1499.2305337546914,8,2013,GBR,7-Jun-88
Stephanie HERRICK,1499.17571426444,1,2014,USA,13-Aug-87
Charlotte MOUCHET,1499.1423486205442,1,2014,FRA,5-Jun-96
Tigist ASSEFA,1499.0843032580951,4,2016,ETH,28-Mar-94
Alysia MONTAÑO,1499.0629639445465,25,2015,USA,23-Apr-86
Marta MILANI,1499.0615363973097,3,2014,ITA,9-Mar-87
Aude KOROTCHANSKY,1499.017543267809,2,2016,FRA,12-Sep-91
Yvonne HAK,1499.013150915197,8,2013,NED,30-Jun-86
Alison LEONARD,1498.9764341366144,3,2016,GBR,17-Mar-90
Vanessa ROY,1498.9743509396458,1,2015,FRA,30-Nov-81
Jessica SMITH,1498.9537203153218,4,2015,CAN,11-Oct-89
Yuliya KAROL,1498.9063688719152,1,2016,BLR,22-Jun-91
Lenka MASNÁ,1498.8917737124139,8,2015,CZE,22-Apr-85
Molly LUDLOW,1498.8733233030825,22,2016,USA,4-Aug-87
Jennifer MEADOWS,1498.7700802539307,19,2015,GBR,17-Apr-81
Aurelie CANU,1498.733797629373,2,2016,FRA,25-Nov-95
Anastasiya RYEMYEN,1498.687880622236,1,2015,UKR,20-Apr-93
Violah CHEPTOO,1498.6741902238562,1,2015,KEN,1-Mar-89
Noemie MAAMOURI,1498.6640879215815,1,2016,FRA,13-Mar-96
Anna SILVANDER,1498.6285435177547,1,2015,SWE,22-Jun-93
Anaelle CHARLES,1498.6085846671763,1,2015,FRA,27-Dec-96
Rose-Anne GALLIGAN,1498.58022792825,3,2014,IRL,9-Dec-87
Natalya PRYSHCHEPA,1498.562524821436,8,2019,UKR,11-Sep-94
Claudia Mihaela BOBOCEA,1498.4748504590268,1,2016,ROU,11-Jun-92
Sifan HASSAN,1498.4627336871972,9,2018,NED,1-Jan-93
Fantu MAGISO,1498.4525229163655,11,2015,ETH,9-Jun-92
Clara LIBERMAN,1498.2860150489496,1,2016,FRA,5-Apr-00
Elea HENRARD,1498.0937443668345,1,2018,BEL,17-Aug-99
Aye Aye AUNG,1498.066346984312,1,2015,MYA,19-Feb-95
Docus AJOK,1498.0452678295,2,2017,UGA,12-Jul-94
Andrea FOSTER,1498.0028036494582,1,2015,GUY,12-Mar-97
Emma OOSTERWEGEL,1497.9968670619537,1,2019,NED,29-Jun-98
Géraldine RUCKSTUHL,1497.9968670619537,1,2019,SUI,24-Feb-98
Kenia SINCLAIR,1497.9887279218815,11,2016,JAM,14-Jul-80
Donna KONIEL,1497.9592877403215,1,2015,PNG,20-Aug-92
Justine FEDRONIC,1497.7486412030803,3,2016,FRA,11-May-91
Laurine AGASSEAU,1497.637895127917,1,2016,FRA,8-Nov-99
Clarisse MOH,1497.5051108260654,2,2016,FRA,6-Dec-86
Georgia GRIFFITH,1497.4799101271487,1,2017,AUS,5-Dec-96
Jing ZHAO,1497.4693189262007,4,2015,CHN,9-Jul-88
Florina PIERDEVARA,1497.3842502765858,1,2016,ROU,29-Mar-90
Amna BAKHIT,1497.3205706191854,2,2016,SUD,14-Nov-90
Alexandra BELL,1497.3156137181313,8,2019,GBR,4-Nov-92
Selma KAJAN,1497.2829610252832,1,2016,AUS,30-Jul-91
Delia SCLABAS,1497.2248868400764,1,2019,SUI,8-Nov-00
Sanne VERSTEGEN-WOLTERS,1496.9516162676616,5,2018,NED,10-Nov-85
Lisa STÖCKLI,1496.7187602878485,1,2018,SUI,30-Apr-94
Tintu LUKKA,1496.6592280821842,10,2016,IND,26-Apr-89
Olha LYAKHOVA,1496.6431669632532,14,2019,UKR,18-Mar-92
Houleye BA,1496.4381765040812,1,2016,MTN,17-Jul-97
Kore TOLA,1496.3680407158463,1,2017,ETH,16-Jan-97
Sofia ENNAOUI,1496.3195554371296,4,2016,POL,30-Aug-95
Swe Li Myint MYINT,1496.2964674531581,1,2016,MYA,24-Jun-93
Tsepang SELLO,1496.234909421652,1,2016,LES,23-Feb-97
Fatmah Naguib EL SHARNOUBY,1496.2032872885375,1,2016,EGY,18-Nov-97
Síofra CLÉIRIGH BÜTTNER,1496.1546585109327,1,2017,IRL,21-Jul-95
Simoya CAMPBELL,1496.1436932276793,3,2016,JAM,1-Mar-94
Besu SADO,1496.0550213321317,1,2018,ETH,12-Jan-96
Charline MATHIAS,1496.0525066957412,2,2016,LUX,23-May-92
Lora STOREY,1496.034600936075,1,2017,AUS,19-Oct-89
Angela PETTY,1495.9268348956725,10,2018,NZL,16-Aug-91
Kendell WILLIAMS,1495.9096277708363,1,2019,USA,14-Jun-95
Chari HAWKINS,1495.9096277708363,1,2019,USA,21-May-91
Chanelle PRICE,1495.8676601762759,10,2016,USA,22-Aug-90
Elisabeth Victorie MANDABA,1495.6711037935602,3,2016,CAF,7-Jun-89
Renelle LAMOTE,1495.5650282797446,16,2019,FRA,26-Dec-93
Aníta HINRÍKSDÓTTÍR,1495.544271116647,9,2018,ISL,13-Jan-96
Hannah SEGRAVE,1495.3831423138445,1,2019,GBR,14-Apr-95
Flavia Maria DE LIMA,1495.3495496108937,2,2016,BRA,1-Jul-93
Sina SPRECHER,1495.348137191459,1,2018,SUI,10-May-89
Chrishuna WILLIAMS,1495.3185646570814,3,2018,USA,31-Mar-93
Christina HERING,1495.1100391315,7,2019,GER,9-Oct-94
Gena LÖFSTRAND,1495.0714533338642,2,2017,RSA,23-Oct-95
Lindsey BUTTERWORTH,1495.0431882081666,3,2019,CAN,27-Sep-92
Annie LEBLANC,1494.8051759911175,1,2017,CAN,29-Apr-92
Catriona BISSET,1494.6289640123214,2,2019,AUS,1-Mar-94
Ellie BAKER,1494.5671873493593,1,2019,GBR,3-Jun-98
Ciara EVERARD,1494.52925849521,2,2016,IRL,10-Jul-90
Johanna Patricia ARRIETA,1494.414013340498,1,2017,COL,2-Sep-98
Nimali WALIWARSHA,1494.3928779180856,1,2017,SRI,19-Sep-89
Gudaf TSEGAY,1494.2475404320205,3,2019,ETH,23-Jan-97
Sara KUIVISTO,1494.13123657886,1,2019,FIN,18-Aug-91
Nadine BROERSEN,1494.1133884965238,1,2019,NED,29-Apr-90
Kateřina CACHOVÁ,1494.1133884965238,1,2019,CZE,26-Feb-90
Halima HACHLAF,1493.9317635415514,14,2019,MAR,6-Sep-88
Freweyni HAILU,1493.4562654782665,1,2019,ETH,12-Feb-01
Selina FEHLER,1493.390380983999,1,2019,SUI,12-Sep-98
Revee WALCOTT-NOLAN,1493.3094319541274,1,2018,GBR,6-Mar-95
Charlene LIPSEY,1493.291461398541,16,2018,USA,16-Jul-91
Vanessa SCAUNET,1493.2301964013886,1,2018,BEL,9-Jul-96
Kimarra MCDONALD,1493.073117942124,3,2017,JAM,14-Aug-87
Claudia SAUNDERS,1493.024524071684,2,2018,FRA,19-May-94
Yuneysi SANTIUSTI,1492.8875914603059,10,2018,CUB,24-Dec-84
Diana MEZULIÁNÍKOVÁ,1492.6685975708547,2,2019,CZE,10-Apr-92
Diribe WELTEJI,1492.2660711689982,4,2019,ETH,13-May-02
Joanna JÓŹWIK,1492.265924916012,18,2019,POL,30-Jan-91
Nafissatou THIAM,1492.1431541513462,1,2019,BEL,19-Aug-94
Solène NDAMA,1492.1431541513462,1,2019,FRA,23-Sep-98
Lore HOFFMANN,1491.9468275831764,4,2019,SUI,25-Jul-96
Valentina ROSAMILIA,1491.877829287314,1,2019,SUI,27-Jan-03
Esther GUERRERO,1491.7767508398917,5,2017,ESP,7-Feb-90
Laura ROESLER,1491.7409243668694,5,2018,USA,19-Dec-91
Mahlet MULUGETA,1491.6696416898371,2,2019,ETH,20-Mar-95
Katharina TROST,1490.162884588487,2,2019,GER,28-Jun-95
Hanna HERMANSSON,1490.1470351947473,6,2019,SWE,18-May-89
Shelayna OSKAN-CLARKE,1490.0632530241649,20,2019,GBR,20-Jan-90
Chunyu WANG,1488.9428039541453,8,2019,CHN,17-Jan-95
Odile AHOUANWANOU,1488.9089567072942,1,2019,BEN,5-Jan-91
Annie KUNZ,1488.9089567072942,1,2019,USA,16-Feb-93
Anna SABAT,1488.7363971502507,4,2019,POL,9-Nov-93
Gabriela GAJANOVÁ,1488.0548168281516,2,2019,SVK,12-Oct-99
Emily Cherotich TUEI,1488.0472662558814,5,2019,KEN,13-May-86
Yngvild ELVEMO,1485.3759012898868,2,2019,NOR,28-May-90
Adelle TRACEY,1484.5511152275296,6,2019,GBR,27-May-93
Eleonora VANDI,1484.4211138425794,1,2019,ITA,15-Mar-96
Brittany MCGOWAN,1482.9201074064235,4,2018,AUS,24-Apr-91
Déborah RODRÍGUEZ,1482.5960388176309,3,2019,URU,2-Dec-92
Malika AKKAOUI,1481.4775412377571,28,2019,MAR,25-Dec-87
Selina BÜCHEL,1480.2093867556264,29,2019,SUI,26-Jul-91
Lovisa LINDH,1479.5665174911385,11,2019,SWE,9-Jul-91
Lokonyen Rose NATHIKE,1478.9172043195354,3,2019,ROT,1-Jan-93
Carley THOMAS,1478.4398990461,3,2019,AUS,26-Dec-00
Līga VELVERE,1475.9118322019922,3,2019,LAT,10-Feb-90
Renée EYKENS,1475.4166265502722,9,2019,BEL,8-Jun-96
Morgan MITCHELL,1469.3728497518816,5,2019,AUS,3-Oct-94
