Athlete,Rating,Number Of Races
Tirunesh DIBABA,1585.4370071162723,2
Vivian Jepkemoi CHERUIYOT,1540.4281333870376,2
Sally KIPYEGO,1540.3052170998524,2
Werknesh KIDANE,1511.3036191446258,2
Florence KIPLAGAT,1509.6398398283495,1
Belaynesh OLJIRA,1508.4037344204462,2
Linet Chepkwemoi MASAI,1506.6348176730762,1
Priscah Jepleting CHERONO,1503.2257158560612,1
Shitaye ESHETE,1502.2276669106586,2
Meselech MELKAMU,1501.1228640390605,1
Joanne PAVEY,1500.1581993862446,1
Aberu KEBEDE,1498.966652134361,1
Shalane FLANAGAN,1498.575376115151,1
Julia BLEASDALE,1498.419021117215,1
Dulce FÉLIX,1497.7017464269286,1
Sule UTURA,1497.60391137999,1
Hitomi NIIYA,1497.015347867245,1
Jennifer RHINES,1496.9635738924967,1
Caroline NYAKAGWA,1496.5086438146027,1
Jessica AUGUSTO,1496.3074885147491,1
Kayoko FUKUSHI,1495.8295544857929,1
Tigist KIROS GEBRESELASSIE,1495.6946491972476,1
Abebech AFEWORK,1495.538082780918,1
Christelle DAUNAY,1495.0918288780376,1
Amy CRAGG,1494.7868762883177,1
Aheza KIROS,1494.586041200971,1
Kara GOUCHER,1494.4639726446471,1
Janet CHEROBON-BAWCOM,1493.8349390563328,1
Hikari YOSHIMOTO,1493.7638606332025,1
Pauline Chemning KORIKWIANG,1493.5328454212934,1
Lisa UHL,1492.9329017266064,1
Kayo SUGIHARA,1492.9089677699787,1
Kavita TUNGAR,1492.1513216780309,1
Sara MOREIRA,1492.0444621916654,1
Krisztina PAPP,1491.7038234845231,1
Fionnuala MCCORMACK,1491.1317343119945,1
Mika YOSHIKAWA,1490.147281113715,1
Preeja SREEDHARAN,1489.6057522368378,1
Megumi KINUKAWA,1489.3757579467067,1
Sabrina MOCKENHAUPT,1489.0191758841033,1
Nadia EJJAFINI,1487.6133980239965,1
Olga SKRYPAK,1485.6037846668823,1
Eloise WELLINGS,1481.6904122537735,1
