Athlete,Rating,Number Of Races
"Brazier, Donovan",1603.5029836435308,13
"Amos, Nijel",1564.746049796359,20
"Rotich, Ferguson",1546.727723961635,34
"Korir, Emmanuel",1537.4498005482287,15
"Wightman, Jake",1525.6078315840198,7
"Arop, Marco",1524.0089170675928,5
"McBride, Brandon",1523.394946631705,23
"Hoppel, Bryce",1518.8855640028032,5
"Kinyamal, Wycliffe",1517.6033593849536,12
"Tuka, Amel",1515.7132673140077,18
"Rudisha, David",1511.5261420969696,7
"Sanchez, Ryan",1508.7147382405642,4
"Makhloufi, Taofik",1508.5980627638596,4
"Berian, Boris",1506.3380069247164,4
"Giles, Elliot",1506.0202126202553,14
"Manangoi, Elijah",1505.8459100733912,3
"Lewandowski, Marcin",1505.1022482483775,20
"Tuwei, Cornelius",1505.0160773879825,4
"English, Mark",1504.8623576262135,7
"Bett, Kipyegon",1504.4548424631857,12
"Ben, Adrian",1504.2749150528869,3
"Kipketer, Alfred",1503.635828574912,13
"Ordonez, Saul",1503.4130786944165,2
"Kidder, Brannon",1503.1295842347563,2
"Van Rensburg, Reinhardt",1503.1071600000002,1
"Kramer, Andreas",1502.9697148916184,13
"Murphy, Clayton",1502.935453854482,16
"Saruni, Michael",1502.6310431696716,2
"Nabil, Oussama",1502.421441845519,1
"Rozmys, Michal",1502.3806930191554,3
"van Diepen, Tony",1502.091029041192,1
"Bosse, Pierre-Ambroise",1501.8389838581434,18
"Biwott, Robert",1501.819812750937,4
"Souleiman, Ayanleh",1501.7986168438833,2
"Vazquez, Wesley",1501.2123567843087,12
"Harris, Isaiah",1501.152722076589,3
"Belferar, Amine",1500.8964184889696,2
"Mikhou, Sadik",1500.7233954076764,1
"Mohamed, Hamada",1500.5964005039257,2
"Zahafi, Mouad",1500.3976286104307,1
"Bube, Andreas",1500.3594332665357,3
"Kleberson, Davide",1500.0375251517835,2
"Kitilit, Jonathan",1499.9614589578364,9
"Ralph, Joshua",1499.9491291047993,1
"Kipruto, Collins",1499.88842091864,1
"Andre, Thiago",1499.811138885921,4
"Rotich, Andrew",1499.713121423622,1
"Aman, Mohammed",1499.6297064659889,8
"Elguesse, Abdelatif",1499.4698877591002,1
"Bodena, Tolesa",1499.4429866206272,1
"Rimmer, Michael",1499.06506530972,5
"Lopez, Jesus",1499.0486007610903,1
"Benedetti, Giordano",1499.0149332712379,3
"Grice, Charles",1499.0130025859557,1
"van Rensburg, Reinhardt",1498.9995173890966,2
"El Manaoui, Amine",1498.9817527780144,1
"Symmonds, Nick",1498.9774327334585,1
"Kupers, Thijmen",1498.925548177398,5
"Kitum, Timothy",1498.847741637287,2
"Tshite, Tshepo",1498.6831534796943,3
"El Guesse, Abdelati",1498.6820152759183,1
"Wheating, Andrew",1498.5810340458415,1
"Loxsom, Casimir",1498.4620357760089,1
"Rozani, Jacob",1498.4509189256164,1
"Rowden, Daniel",1498.4004752019446,1
"Repcik, Jozef",1498.3943202565931,1
"Mayanja, Abu",1498.1981688351123,1
"van Rensburg, Rynhardt",1498.1704402106006,1
"Alzaabi, Saud",1497.9922586949197,1
"Paris, Leandro",1497.960650493474,1
"Kawamoto, Sho",1497.9591137005432,1
"Amankwah, Alex",1497.9512923192137,2
"Grethen, Charles",1497.9292821824474,1
"Paes, Lutmar",1497.9208744065834,1
"Berglund, Kalle",1497.8685158039184,2
"Tarbei, Willy",1497.864129890385,1
"Zhang, Dashan",1497.8556700534668,1
"Biel, Yiech",1497.742225619695,1
"Lekuta, Solomon",1497.740010117226,1
"Romaniw, Anthony",1497.7287147039592,1
"De Arriba, Alvaro",1497.723038105999,2
"Andujar, Daniel",1497.6550560497033,1
"Masilo, Boitumelo",1497.6231188705624,1
"Riseley, Jeffrey",1497.539986845251,2
"Crestan, Eliott",1497.4954473325934,1
"Beddoes, Alex",1497.4490167942693,1
"Roth, Thomas",1497.4399706997096,1
"Kiprop, Asbel",1497.2543983010974,3
"Jock, Charles",1497.2510192249583,2
"Mbotto, Francky",1497.247533282628,1
"Garrido, Lucirio",1497.2424535433008,1
"Kryeziu, Astrit",1497.2272316987983,1
"Maung, Pyae",1497.113812772623,1
"Farah, Ahmed",1497.0265144286436,1
"Thomas, Spencer",1496.8633620194519,1
"Kipngetich, Ngeno",1496.8469938880562,2
"Belbachir, Mohamed",1496.76704092403,1
