Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Yenew ALAMIREW,1595.1372962239939,21,2014,ETH,27-May-90
Mo FARAH,1592.6157073806578,14,2013,GBR,23-Mar-83
Caleb Mwangangi NDIKU,1573.0787043204614,6,2014,KEN,9-Oct-92
Edwin Cheruiyot SOI,1556.8986199977783,18,2014,KEN,3-Mar-86
Muktar EDRIS,1548.5543835406818,8,2014,ETH,14-Jan-94
Thomas Pkemei LONGOSIWA,1546.2974448561502,24,2014,KEN,14-Jan-82
Galen RUPP,1533.8292881026132,18,2014,USA,8-May-86
Hagos GEBRHIWET,1529.2455432546567,17,2014,ETH,11-May-94
Dejen GEBREMESKEL,1527.4415107623063,14,2014,ETH,24-Nov-89
Bernard LAGAT,1523.338453034827,13,2014,USA,12-Dec-74
Isiah Kiplangat KOECH,1522.8478504893988,20,2014,KEN,19-Dec-93
Vincent Kiprop CHEPKOK,1508.7130835720204,12,2013,KEN,5-Jul-88
Paul Kipngetich TANUI,1508.0154172210332,3,2014,KEN,22-Dec-90
Albert ROP,1506.6002872741014,10,2014,KEN,17-Jul-92
John KIPKOECH,1506.588910524294,10,2014,KEN,29-Dec-91
Abdelaati IGUIDER,1505.6679212392228,2,2012,MAR,25-Mar-87
Tariku BEKELE,1505.6581850503978,13,2013,ETH,28-Feb-87
Lawi LALANG,1504.4455485835106,3,2014,KEN,15-Jun-91
Hayle IBRAHIMOV,1504.2685587188244,5,2014,AZE,18-Jan-90
Eliud KIPCHOGE,1503.8570756015865,12,2012,KEN,5-Nov-84
Kenenisa BEKELE,1501.5661924022588,4,2012,ETH,13-Jun-82
Dejeni REGASSA,1501.3396250714252,3,2013,BRN,18-Apr-89
Chris SOLINSKY,1501.3385700595497,4,2010,USA,5-Dec-84
Ibrahim JEILAN,1501.186469384019,4,2014,ETH,12-Jun-89
Imane MERGA,1500.6964360690174,19,2014,ETH,15-Oct-88
Sammy Alex MUTAHI,1500.501527170326,2,2010,KEN,1-Jun-89
Brandon BETHKE,1500.38202780388,1,2011,USA,19-Jan-87
Evan JAGER,1500.2953099959927,1,2013,USA,8-Mar-89
Sileshi SIHINE,1500.1372263909536,2,2012,ETH,29-Jan-83
Essa Ismail RASHED,1500.0375482569434,1,2010,QAT,14-Dec-86
Jesús ESPANA,1499.9098666822895,4,2011,ESP,21-Aug-78
Dathan RITZENHEIN,1499.6359721770045,2,2013,USA,30-Dec-82
Ahmad Hassan ABDULLAH,1499.6101034471803,1,2010,QAT,4-Apr-81
Geoffrey KAMWOROR,1499.5300187438077,1,2011,KEN,28-Nov-92
Cornelius KANGOGO,1499.5156915927132,2,2014,KEN,15-Dec-93
Saif Saaeed SHAHEEN,1499.511313105755,1,2010,QAT,15-Oct-82
Bekana DABA,1499.4685314023718,3,2010,ETH,29-Jul-88
Bilisuma Shugi GELASSA,1499.4519776742477,3,2012,BRN,19-Jul-89
Ed MORAN,1499.4287847964194,1,2010,USA,27-May-81
Juan VAN DEVENTER,1499.2740947212421,1,2010,RSA,26-Mar-83
Samuel CHELANGA,1499.261440094644,1,2012,KEN,23-Feb-85
Mathew Kipkoech KISORIO,1499.0432697927126,5,2010,KEN,16-May-89
Dennis MASAI,1499.0080005551577,1,2011,KEN,1-Dec-91
Abera KUMA,1498.9771737819729,11,2012,ETH,31-Aug-90
Birhan NEBEBEW,1498.9426679327391,1,2013,ETH,14-Aug-94
Jonathan MELLOR,1498.8215549585896,1,2011,GBR,27-Dec-86
Moukhled AL OUTAIBI,1498.7671474156782,1,2012,KSA,20-Jun-76
Ayele ABSHERO,1498.7613441351405,1,2010,ETH,28-Dec-90
John Kemboi CHERUIYOT,1498.6227632924692,1,2011,KEN,5-Jul-90
James WALSH,1498.5645444746779,1,2011,GBR,22-Sep-81
Mosinet GEREMEW,1498.5311257945596,1,2012,ETH,12-Feb-92
Kenneth Kiprop KIPKEMOI,1498.5123079216569,1,2013,KEN,2-Aug-84
Augustine Kiprono CHOGE,1498.4785745088293,6,2014,KEN,21-Jan-87
Patrick Mutunga MWIKYA,1498.4140485942933,1,2011,KEN,20-Nov-94
Micah Kemboi KOGO,1498.4064954324483,2,2010,KEN,30-Jun-86
Joseph EBUYA,1498.3868039541123,3,2010,KEN,20-Jun-87
Daniel Kipchirchir KOMEN,1498.3498939292094,2,2011,KEN,27-Nov-84
Emmanuel Kipkemei BETT,1498.3415866723199,2,2012,KEN,29-Mar-85
Hosea Mwok MACHARINYANG,1498.3353595663284,2,2010,KEN,12-Jun-86
Yusuf Kibet BIWOTT,1498.283883418945,2,2010,KEN,12-Nov-86
Mumin GALA,1498.2428922311497,4,2012,DJI,6-Apr-86
Sylvain RUKUNDO,1498.2421984208527,1,2011,RWA,20-Dec-88
Lopez LOMONG,1498.241486477998,4,2014,USA,1-Jan-85
Rui SILVA,1498.1815636463093,1,2011,POR,3-Aug-77
Andrew BUMBALOUGH,1498.1224941797363,2,2014,USA,14-Mar-87
David Kiprotich BETT,1498.118465590997,2,2012,KEN,18-Oct-92
Nick MCCORMICK,1498.110178082257,1,2012,GBR,11-Sep-81
Josphat Kipkoech BETT,1497.9905147617717,3,2011,KEN,12-Jun-90
Adrian BLINCOE,1497.9848071881374,1,2012,NZL,4-Nov-79
Scott BAUHS,1497.9777920282631,1,2011,USA,11-May-86
Jonathan Muia NDIKU,1497.9235234812686,1,2014,KEN,18-Sep-91
Hunegnaw MESFIN,1497.8866272602504,1,2011,ETH,31-Jan-89
Gerard GAHUNGU,1497.8325985439642,1,2011,BDI,5-May-89
Sondre Nordstad MOEN,1497.8246272788656,2,2011,NOR,12-Jan-91
Leonard Patrick KOMON,1497.8064645512154,3,2010,KEN,10-Jan-88
Moses Ndiema MASAI,1497.6464414611405,3,2012,KEN,1-Jun-86
Kazuya WATANABE,1497.598762129835,1,2011,JPN,7-Jul-87
Hassan HIRT,1497.4513650998547,1,2012,FRA,16-Jan-80
Alemayehu BEZABEH,1497.4184171575134,2,2013,ESP,22-Sep-86
Chris DERRICK,1497.3993452850398,3,2014,USA,17-Oct-90
Olivier IRABARUTA,1497.308841896313,1,2012,BDI,25-Aug-90
Seung-ho BAEK,1497.274208058808,1,2011,KOR,16-Dec-90
Faisa Dame TASAMA,1497.2316912284384,1,2013,ETH,12-Oct-87
Titus Kipjumba MBISHEI,1497.2009345710267,3,2011,KEN,28-Oct-90
James Kwalia C'KURUI,1497.1305422431017,2,2012,QAT,12-Jun-84
Alberto LOZANO DE PEDRO,1497.0334672130446,1,2013,ESP,23-Feb-87
Aweke AYALEW,1496.877470689802,2,2014,BRN,23-Feb-93
Vincent RONO,1496.812665314128,1,2014,KEN,11-Dec-90
Abraham KIPLIMO,1496.7304561549402,2,2012,UGA,14-Apr-89
Jamal HITRANE,1496.6673822628652,1,2013,MAR,1-Sep-89
Abdelhadi EL HACHIMI,1496.659575560082,1,2013,BEL,15-Dec-74
Christian NGNINGBA,1496.6451817004904,1,2011,GAB,30-Dec-84
Bouabdellah TAHRI,1496.6370448709436,2,2014,FRA,20-Dec-78
Yohan DURAND,1496.6084374805719,1,2012,FRA,14-May-85
