Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Wesley KIPROTICH,1499.698088961858,1,2010,KEN,1-Aug-79
Richard Kipkemboi MATEELONG,1499.6535404116305,13,2013,KEN,14-Oct-83
Mário TEIXEIRA,1499.6236979556622,1,2010,POR,20-Sep-74
Nouredine SMAIL,1499.5917053054345,3,2013,FRA,6-Feb-87
Nordine GEZZAR,1499.5651281523797,2,2011,FRA,17-Feb-80
Rabie MAKHLOUFI,1499.5431454440854,1,2010,ALG,11-Nov-86
Irba LAKHAL,1499.5421278457975,1,2010,FRA,12-Dec-75
Scott MACPHERSON,1499.5174268341264,1,2010,USA,27-Feb-87
Hubert POKROP,1499.4995330059892,1,2011,POL,2-Nov-85
Yang LE,1499.4211358574257,1,2011,CHN,9-Apr-87
Birhan GETAHUN,1499.402465029103,1,2012,ETH,5-Sep-91
Mohamed-Khaled BELABBAS,1499.3893628647243,4,2012,FRA,4-Jul-81
Mustafa MOHAMED,1499.374504796122,2,2010,SWE,1-Mar-79
Łukasz OSLIZLO,1499.3665627171722,1,2012,POL,14-May-89
Andrew POORE,1499.2809920198335,1,2013,USA,3-Dec-88
Xiangqian LIN,1499.258240750003,1,2011,CHN,27-Jan-87
Tomas TAJADURA JUEZ,1499.1206284639325,1,2011,ESP,25-Jun-85
Abraham CHIRCHIR,1499.0582212610389,3,2011,KEN,1-Aug-80
Abdelkader HACHLAF,1498.9975748006764,1,2011,MAR,3-Jul-79
Abdelhakim ZILALI,1498.9673503306333,2,2011,FRA,20-Jun-83
Timothy TOROITICH,1498.864268542009,1,2013,UGA,10-Oct-91
Stanley Kipkoech KEBENEI,1498.856891716293,3,2016,USA,6-Nov-89
Simon AYEKO,1498.745109383422,3,2012,UGA,10-May-87
Tanguy PEPIOT,1498.6857863834198,1,2012,FRA,6-Jul-91
Krijn VAN KOOLWIJK,1498.6572614828146,3,2011,BEL,30-Aug-81
Silas Kosgei KITUM,1498.648935402464,7,2012,KEN,25-May-90
Ali Ahmed AL AMRI,1498.6176003163077,3,2012,KSA,28-Dec-87
Artem KOSINOV,1498.4782427771354,1,2012,KAZ,31-Jul-86
Ruben RAMOLEFI,1498.4781630662487,11,2012,RSA,17-Jul-78
Weynay GHEBRESELASSIE,1498.4313367697482,1,2012,ERI,24-Mar-94
Ivan LUKYANOV,1498.4019998293593,12,2014,MDA,31-Jan-81
Antonio David JIMÉNEZ,1498.3194849658562,4,2012,ESP,18-Feb-77
Mario BAZÁN,1498.2043703568684,1,2012,PER,1-Sep-87
Amos KIRUI,1498.15377244763,1,2016,KEN,9-Feb-98
Albert MINCZÉR,1498.1463824454038,1,2012,HUN,1-Oct-86
Elijah CHELIMO,1498.098576766522,8,2013,KEN,20-Apr-87
Kyle ALCORN,1498.0729126726633,4,2012,USA,18-Mar-85
Jukka KESKISALO,1497.9797873812518,5,2014,FIN,27-Mar-81
Amor BEN YAHIA,1497.8877147552512,4,2016,TUN,1-Jul-85
Steve SLATTERY,1497.887486863605,6,2011,USA,14-Aug-80
Mark DRAPER,1497.860199719135,2,2013,GBR,28-Jun-84
Andrey FARNOSOV,1497.8459702525947,3,2012,RUS,9-Jul-80
Andrew BAYER,1497.7939666972698,7,2016,USA,3-Feb-90
Nahom Mesfin TARIKU,1497.482602292112,7,2013,ETH,3-Jun-89
Stuart STOKES,1497.4039664401182,2,2012,GBR,5-Dec-76
Festus KIPRONO,1497.383083781615,1,2015,KEN,29-Dec-95
Vadim SLOBODENYUK,1497.365622120799,2,2013,UKR,17-Mar-81
Gilbert KIRUI,1497.2841046862782,12,2015,KEN,22-Jan-94
Haron LAGAT,1497.2780768111875,3,2015,KEN,15-Aug-83
William NELSON,1497.0896707772936,7,2012,USA,11-Sep-84
Víctor GARCÍA,1496.8825034355941,4,2015,ESP,13-Mar-85
Ángel MULLERA,1496.8186098690526,8,2015,ESP,20-Apr-84
Tareq Mubarak TAHER,1496.68834160354,5,2013,BRN,1-Dec-86
Alberto Casimiro PAULO,1496.568345498912,5,2012,POR,3-Oct-85
Patrick NASTI,1496.5576103038743,1,2013,ITA,30-Aug-89
Meresa KAHSAY,1496.55418128388,3,2014,ETH,23-May-96
Tomasz SZYMKOWIAK,1496.5065690150054,7,2013,POL,5-Jul-83
Ben BRUCE,1496.4371217336773,9,2013,USA,10-Sep-82
Abubaker Ali KAMAL,1496.3603174918014,3,2014,QAT,8-Nov-83
Chala BEYO,1496.1723001481619,1,2016,ETH,18-Jan-96
Youcef ABDI,1496.1612861504227,9,2012,AUS,7-Dec-77
Sisay KORME,1495.9856290515481,1,2015,ETH,9-Jan-85
Vincent ZOUAOUI DANDRIEUX,1495.917704154812,8,2012,FRA,12-Oct-80
Steffen ULICZKA,1495.768248613841,4,2013,GER,17-Jul-84
Tarik Langat AKDAG,1495.6454194749351,14,2013,KEN,16-Jun-88
Habtamu FAYISA,1495.6354297844082,2,2014,ETH,19-Apr-93
Sebastián MARTOS,1495.4073488627814,6,2016,ESP,20-Jun-89
Tafese SOBOKA,1495.3222377840948,3,2016,ETH,29-Sep-93
Daniel LUNDGREN,1495.2895220992077,1,2015,SWE,4-Jul-85
Nikolay CHAVKIN,1495.0719196789505,3,2015,RUS,24-Apr-84
Tao YANG,1494.4182565115339,1,2015,CHN,23-Mar-87
Aras KAYA,1494.3899302240643,1,2016,TUR,4-Apr-94
Tesfaye GIRMA,1494.3558731300022,1,2016,ETH,24-Jan-97
Valentin PEPIOT,1493.8109600537564,1,2016,FRA,6-Jul-91
James WILKINSON,1493.7882686074004,4,2014,GBR,13-Jul-90
Jamel CHATBI,1493.505254384434,2,2016,ITA,30-Apr-84
Yemane HAILESELASSIE,1493.4815300055911,3,2016,ERI,21-Feb-98
Hailemariyam AMARE,1493.3515145743622,3,2016,ETH,22-Feb-97
Hichem BOUCHICHA,1492.846140164836,4,2016,ALG,19-May-89
Bjørnar Ustad KRISTENSEN,1492.7147902491865,5,2015,NOR,26-Jan-82
Younés KNIYA,1492.6103209343714,1,2016,MAR,15-Aug-95
Roberto ALAIZ,1492.6038600528473,3,2015,ESP,20-Jul-90
Alexandre GENEST,1492.5745821764272,6,2015,CAN,30-Jun-86
Gerald Nicolas GIRALDO VILLA,1492.4956577270823,1,2015,COL,21-Mar-89
Tumisang MONNATLALA,1492.1300300345936,1,2015,RSA,31-Oct-95
Nelson KIPKOGEI,1491.551334098223,2,2016,KEN,9-Mar-93
Lawrence Kemboi KIPSANG,1491.5344565342352,10,2016,KEN,15-Jun-93
James NIPPERESS,1491.3568393869173,2,2015,AUS,21-May-90
Łukasz PARSZCZYŃSKI,1491.0653757185446,8,2014,POL,4-May-85
Ilgizar SAFIULIN,1490.8848616519153,7,2015,RUS,9-Dec-92
Bilal TABTI,1490.6132322015983,4,2016,ALG,7-Jun-93
Mateusz DEMCZYSZAK,1490.5092599752893,3,2015,POL,18-Jan-86
Sapolai YAO,1490.309082177914,1,2015,PNG,15-Sep-82
Halil AKKAŞ,1490.0120125620795,2,2016,TUR,1-Jul-83
Jaouad CHEMLAL,1489.7753950282286,4,2016,MAR,11-Apr-94
John KOECH,1489.730269196304,9,2016,KEN,23-Aug-95
Abdoulla BAMOUSSA,1489.4276524975921,1,2016,ITA,8-Jun-86
Kazuya SHIOJIRI,1489.407812863412,1,2016,JPN,8-Nov-96
José Gregorio PEÑA,1489.2281133251158,4,2016,VEN,12-Jan-87
Cory LESLIE,1488.946876236651,4,2016,USA,24-Oct-89
Yuri FLORIANI,1488.776886014608,5,2016,ITA,25-Dec-81
Ole HESSELBJERG,1488.7190600845388,1,2016,DEN,23-Apr-90
Tolosa NURGI,1488.1681137333653,4,2016,ETH,29-Mar-90
Luke GUNN,1487.6856674642415,5,2016,GBR,22-Mar-85
Krystian ZALEWSKI,1487.3222268138898,10,2016,POL,11-Apr-89
Hashim Mohamed SALAH,1486.0451121833385,2,2015,QAT,15-Apr-94
Benjamin KIPLAGAT,1485.8233398163293,23,2016,UGA,4-Mar-89
Kaur KIVISTIK,1482.4851833284729,2,2016,EST,29-Apr-91
Chris WINTER,1481.7076000064667,6,2016,CAN,22-Jul-86
Mohamed ISMAIL IBRAHIM,1481.6290546324403,3,2016,DJI,1-Jan-97
Abdelhamid ZERRIFI,1481.4436874395205,4,2016,ALG,20-Jun-86
Bernard NGANGA,1481.0441162856055,16,2016,KEN,17-Jan-85
Fernando CARRO,1480.6006268779101,2,2016,ESP,1-Apr-92
Taylor MILNE,1479.6708483252628,5,2016,CAN,14-Sep-81
Abdalla Targan YOUSIF,1477.9870787574832,2,2016,SUD,28-Sep-96
Rob MULLETT,1477.410682575969,4,2016,GBR,31-Jul-87
Abdelaziz MERZOUGUI,1476.3085715260477,3,2016,ESP,30-Aug-91
Jeroen D'HOEDT,1472.1860911574126,3,2016,BEL,10-Jan-90
Mitko TSENOV,1461.5109120036745,6,2016,BUL,13-Jun-93
