Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Mathieu GNANLIGO,1499.8568260829438,1,2011,BEN,13-Dec-86
Bershawn JACKSON,1499.8428481739475,1,2011,USA,8-May-83
Marcell DEÁK NAGY,1499.8293229907472,1,2012,HUN,28-Jan-92
Sean WROE,1499.8245169869629,1,2011,AUS,18-Mar-85
Marco Francesco VISTALLI,1499.8192194953517,1,2011,ITA,3-Oct-87
Andrae WILLIAMS,1499.8166874017782,1,2010,BAH,12-Jul-83
Nicolau Ernesto PALANCA,1499.8143035909739,1,2011,ANG,15-Nov-88
David GREENE,1499.8134174767401,1,2010,GBR,11-Apr-86
Danny MCFARLANE,1499.8103939566095,1,2010,JAM,14-Feb-72
Pako SERIBE,1499.7954024829762,1,2011,BOT,7-Apr-91
Greg NIXON,1499.7937001360133,8,2011,USA,12-Sep-81
Angel CHELALA,1499.7884495923488,2,2015,FRA,23-Aug-89
Josh SCOTT,1499.7873788774511,1,2011,USA,3-Sep-85
David GILLICK,1499.786700661902,2,2010,IRL,9-Jul-83
Chris CLARKE,1499.7774545953162,1,2011,GBR,25-Jan-90
Jianxin CHEN,1499.7757889179838,1,2011,CHN,10-Jul-87
Vladimir KRASNOV,1499.7444831668236,1,2013,RUS,19-Aug-90
Yoann DECIMUS,1499.7183483347562,1,2011,FRA,30-Nov-87
Ben OFFEREINS,1499.7176033884903,3,2010,AUS,12-Mar-86
William COLLAZO,1499.7163987718368,3,2011,CUB,31-Aug-86
Jordan BOASE,1499.6933725883619,1,2011,USA,10-Oct-85
Shijie DENG,1499.6919426881814,1,2011,CHN,2-Aug-89
Javere BELL,1499.6753133669063,2,2013,JAM,20-Sep-92
Pavel IVASHKO,1499.666461151171,1,2015,RUS,16-Nov-94
Allodin FOTHERGILL,1499.6644492747105,3,2012,JAM,2-Jul-87
Arnold SORINA,1499.663865146381,1,2011,VAN,6-Jan-88
Pavel TRENIKHIN,1499.6581027984478,4,2012,RUS,24-Mar-86
Felix FRANCOIS,1499.6313063241023,1,2012,SWE,8-Nov-90
Tabarie HENRY,1499.6268367228727,9,2012,ISV,1-Dec-87
David NEVILLE,1499.6221930375,8,2011,USA,1-Jun-84
Nery BRENES,1499.6183300043845,14,2016,CRC,25-Sep-85
Daundre BARNABY,1499.6104325543529,1,2012,CAN,9-Dec-90
Ahmed Mohamed AL MERJABI,1499.585829177714,1,2011,OMA,9-Sep-90
Jamaal TORRANCE,1499.5817728986026,6,2011,USA,20-Jul-83
Camara KERFALA,1499.5552600535004,1,2011,GUI,7-May-88
Diego MILLA,1499.518434627942,1,2016,FRA,8-Jan-97
Janis LEITIS,1499.5045172512368,1,2012,LAT,13-Apr-89
Thomas SCHNEIDER,1499.4967074060712,1,2012,GER,7-Nov-88
Kristijan ERFEMOV,1499.4957217225324,1,2012,MKD,31-Aug-90
Elias AMADO,1499.4814880318834,1,2012,SWE,1986
Yoandys LESCAY,1499.4747306158665,3,2017,CUB,5-Jan-94
Marc MACEDOT,1499.4651563827372,1,2013,FRA,15-Sep-88
Bereket DESTA,1499.4491982588606,1,2012,ETH,23-May-90
Omar JOHNSON,1499.444581732112,2,2013,JAM,25-Nov-88
Nicholas MAITLAND,1499.4255959403722,1,2013,JAM,27-Nov-89
Sergey ZAYKOV,1499.4195958773494,1,2012,KAZ,23-Sep-87
Nelson STONE,1499.3506183292516,2,2012,PNG,2-Jun-84
Kevin MOORE,1499.3247105257,1,2013,MLT,29-Jul-90
Jose MELENDEZ,1499.3042971500277,2,2013,VEN,19-May-93
Huadong ZHANG,1499.2698456335388,1,2013,CHN,1-Feb-93
Jeremy WARINER,1499.2503136185283,14,2015,USA,31-Jan-84
LaToy WILLIAMS,1499.2428872422238,1,2013,BAH,28-May-88
Robin VANDERBEMDEN,1499.2288121179076,1,2015,BEL,10-Feb-94
Calvin SMITH,1499.2102403719882,7,2013,USA,10-Dec-87
Richard STRACHAN,1499.201305419469,1,2013,GBR,18-Nov-86
Zaw Win THET,1499.2002167835972,1,2012,MYA,1-Mar-91
Sajjad HASHEMI,1499.1750144280409,1,2012,IRI,22-Aug-91
Yannick FONSAT,1499.1569519583945,1,2013,FRA,16-Jun-88
Dimitri GAEL,1499.1376468033266,1,2015,FRA,8-Oct-85
Michael BINGHAM,1499.122851523457,10,2013,GBR,13-Apr-86
Abdoulaye TOURE,1499.10813972389,1,2013,FRA,21-Aug-88
Peter MATTHEWS,1499.0953286613264,3,2015,JAM,13-Nov-89
Hamdinou CHEIKH EL WELY,1499.0892728707781,1,2013,MTN,7-Jul-94
Erison HURTAULT,1499.031259778105,6,2012,DMA,29-Dec-84
Kind BUTLER,1498.9900880433615,1,2015,USA,8-Apr-89
Jakub KRZEWINA,1498.940290271823,1,2014,POL,10-Oct-89
Johan WISSMAN,1498.9352079184519,4,2013,SWE,2-Nov-82
Augusto José STANLEY,1498.9234865397862,2,2012,PAR,3-Aug-87
Marcin MARCINISZYN,1498.8938034957077,4,2012,POL,7-Sep-82
Angelo GARLAND,1498.8779615726992,1,2013,TKS,24-Jul-94
Oscar PISTORIUS,1498.8606365468067,9,2012,RSA,22-Nov-86
Abbas Abubakar ABBAS,1498.8598288485443,1,2015,BRN,17-May-96
Riker HYLTON,1498.8523161594635,3,2013,JAM,13-Dec-88
Michael MATHIEU,1498.849581403555,3,2015,BAH,24-Jun-84
Bahaa AL FARRA,1498.828591243324,2,2012,PLE,10-Mar-91
Josh MANCE,1498.7551233959884,8,2014,USA,21-Mar-92
Jordan GEENEN,1498.7416605395638,1,2015,FRA,11-Aug-94
Karsten WARHOLM,1498.7042189159602,1,2015,NOR,28-Feb-96
Karabo SIBANDA,1498.679812826279,5,2017,BOT,2-Jul-98
Kamghe GABA,1498.5337517189118,1,2014,GER,13-Jan-84
Abderrahman SAMBA,1498.498023732278,1,2018,QAT,5-Sep-95
Almamy HILAL,1498.3338721423033,1,2016,FRA,27-Feb-92
Jean-francois ANDRE,1498.312512891846,1,2015,FRA,27-Mar-90
Brian GREGAN,1498.2375619328577,5,2017,IRL,31-Dec-89
Nigel LEVINE,1498.2067160274896,11,2014,GBR,30-Apr-89
Samuel GARCÍA,1498.157644505889,1,2017,ESP,4-Dec-91
Kyle CLEMONS,1498.1535753949447,2,2015,USA,27-Aug-90
Lucas CARVALHO,1498.0955456996671,1,2017,BRA,16-Jul-93
Hugo DE SOUSA,1497.9660318102358,1,2015,BRA,5-Mar-87
Antoine GILLET,1497.9324291996722,2,2015,BEL,22-Mar-88
Aliaksandr LINNIK,1497.8808116638984,1,2015,BLR,28-Jan-91
Chenbin ZHU,1497.8622817364617,1,2015,CHN,17-Mar-90
Dwayne COWAN,1497.742329425055,5,2018,GBR,1-Jan-85
Ak. Hafiy Tajuddin ROSITI,1497.737163437793,3,2013,BRU,4-Jul-91
Donald BLAIR-SANFORD,1497.6315864761104,2,2016,ISR,2-Feb-87
Mohamed Ashour KHWAJA,1497.6170611765542,1,2015,LBA,11-Jan-87
Abdoulaye DEMBELE,1497.611877120231,1,2015,FRA,24-Apr-87
Julien WATRIN,1497.6093653167268,2,2016,BEL,27-Jun-92
Michael BERRY,1497.5035279008162,2,2016,USA,10-Dec-91
Christian TAYLOR,1497.4925675637858,2,2018,USA,18-Jun-90
Raymond KIBET,1497.4141248351689,2,2017,KEN,4-Feb-96
Moise Del Monaco KITU,1497.319989289651,1,2016,FRA,9-Dec-96
Dylan BORLÉE,1497.2362045485725,4,2017,BEL,20-Sep-92
Vitaliy BUTRYM,1497.020697002432,3,2016,UKR,10-Jan-91
Deon LENDORE,1496.7105417464159,6,2016,TTO,28-Oct-92
Berend KOEKEMOER,1496.6748192155778,1,2015,RSA,12-Jun-95
Tony MCQUAY,1496.6568119201102,27,2017,USA,16-Apr-90
Julian Jrummi WALSH,1496.5206858163015,1,2016,JPN,18-Sep-96
Nick EKELUND ARENANDER,1496.2698494561296,6,2015,DEN,23-Jan-89
Conrad WILLIAMS,1496.223926637882,10,2014,GBR,20-Mar-82
Bonface Ontuga MWERESA,1496.169155973313,2,2017,KEN,13-Nov-93
Joel BURGUNDER,1496.145683843208,1,2016,SUI,20-May-91
Luka JANEŽIČ,1495.9629843702523,7,2017,SLO,14-Nov-95
Samson Oghenewegba NATHANIEL,1495.9426591763308,1,2017,NGR,29-Aug-97
Clement YANN,1495.8967331670942,1,2016,FRA,8-Nov-86
Erayokan ORUKPE,1495.6597772482696,1,2016,NGR,20-Dec-93
Alexander Lerionka SAMPAO,1495.6266027463096,1,2016,KEN,31-Dec-96
Onkabetse NKOBOLO,1495.5655186400727,2,2017,BOT,22-Jul-93
Ali MEHBOOB,1495.5573607010363,1,2016,PAK,10-Apr-90
Mohamed Nasir ABBAS,1495.5414977097967,1,2018,QAT,28-Oct-96
Renny QUOW,1495.352842361372,17,2017,TTO,25-Aug-87
Alphas Leken KISHOYIAN,1495.076213507145,2,2016,KEN,1-Jan-94
Lucas BÚA,1495.0370365906883,1,2017,ESP,12-Jan-94
Matteo GALVAN,1495.0366190456516,6,2016,ITA,24-Aug-88
Alberth BRAVO,1494.7266417125638,4,2016,VEN,29-Aug-87
Michael CHERRY,1494.4807045742486,5,2018,USA,23-Mar-95
Davide RE,1494.4732237372968,3,2018,ITA,16-Mar-93
Mamoudou-Elimane HANNE,1494.308035952894,2,2017,FRA,6-Mar-88
Diego PALOMEQUE,1494.3048778268376,1,2016,COL,5-Dec-93
Jarryd DUNN,1494.258744602355,2,2016,GBR,30-Jan-92
Brandon PARRIS,1494.128073783012,1,2016,VIN,17-Apr-95
Edino STEELE,1493.9849829313243,4,2015,JAM,1-Jun-87
Ousseini DJIBO IDRISSA,1493.8623650176944,1,2016,NIG,28-Dec-98
Javon FRANCIS,1493.8426820748261,7,2018,JAM,14-Dec-94
Takamasa KITAGAWA,1493.8211664309633,1,2017,JPN,5-Sep-96
James Nyang CHIENGJIEK,1493.7647319011198,1,2016,ROT,2-Mar-92
Mauritz KÅSHAGEN,1493.3079255219236,1,2017,NOR,15-Feb-89
Yahiya MUHAMMED ANAS,1493.284081369639,3,2018,IND,17-Sep-94
Warren HAZEL,1493.1401695224188,1,2017,SKN,11-Feb-96
Josephus LYLES,1493.1274554219349,1,2017,USA,22-Jul-98
Collins Omae GICHANA,1493.0506790271113,1,2017,KEN,9-Apr-89
Hederson ALVES ESTEFANI,1492.9848979800367,2,2016,BRA,11-Sep-91
Gustavo CUESTA,1492.4534586202521,4,2016,DOM,14-Nov-88
Rafał OMELKO,1492.1161011528538,6,2017,POL,16-Jan-89
Pavel MASLÁK,1491.9640384226827,30,2017,CZE,21-Feb-91
Yuzo KANEMARU,1491.5477703211998,8,2016,JPN,18-Sep-87
Kimorie SHEARMAN,1491.414960539618,1,2017,VIN,3-Aug-92
Yilmar Andrés HERRERA,1491.0133647051202,1,2017,COL,29-Apr-96
Sailosi TUBUILAGI,1490.955946141563,1,2017,FIJ,2-Feb-97
Mame-Ibra ANNE,1490.7596389137589,6,2016,FRA,7-Nov-89
Narek GHUKASYAN,1490.6321349253517,1,2017,ARM,18-Oct-92
Óscar HUSILLOS,1490.3238426180533,3,2018,ESP,18-Jul-93
Jonathan BORLÉE,1490.1625015705774,38,2018,BEL,22-Feb-88
Zhongze GUO,1489.8303583754443,2,2018,CHN,7-Aug-96
Winston GEORGE,1489.030311757611,5,2017,GUY,19-May-87
Luguelín SANTOS,1488.5185568009547,40,2018,DOM,12-Nov-92
Steven SOLOMON,1488.4763996252868,6,2018,AUS,16-May-93
Delano WILLIAMS,1487.9679894222345,3,2017,GBR,23-Dec-93
Vernon NORWOOD,1487.9058554021678,14,2018,USA,10-Apr-92
Martyn ROONEY,1487.7937669578291,34,2017,GBR,3-Apr-87
Rusheen MCDONALD,1487.4979754589895,14,2016,JAM,17-Aug-92
Kevin BORLÉE,1487.2666941133098,48,2018,BEL,22-Feb-88
Patrick SCHNEIDER,1487.0711548753661,2,2018,GER,30-Nov-92
Bachir MAHAMAT,1484.667573133409,2,2017,CHA,1-Dec-96
Rabah YOUSIF,1483.7267018582106,24,2018,SUD,11-Dec-86
Teddy ATINE-VENEL,1481.1470038524772,7,2018,FRA,16-Mar-85
Liemarvin BONEVACIA,1480.5854812110526,14,2018,NED,5-Apr-89
Pieter CONRADIE,1461.9213383777735,6,2018,RSA,20-Oct-94
