Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
David RUDISHA,1587.9567298442064,4,2010,KEN,17-Dec-88
Abubaker KAKI,1576.1666618403929,5,2010,SUD,21-Jun-89
Mbulaeni MULAUDZI,1533.5892033027576,5,2010,RSA,8-Sep-80
Marcin LEWANDOWSKI,1524.9124952015304,4,2010,POL,13-Jun-87
Boaz Kiplagat LALANG,1514.0358212035221,3,2010,KEN,8-Feb-89
Asbel KIPROP,1502.8861364354173,2,2010,KEN,30-Jun-89
Andrew WHEATING,1502.801557279554,3,2010,USA,21-Nov-87
Amine LAALOU,1502.6089198939103,1,2010,MAR,13-May-82
Darren ST. CLAIR,1500.1020235245924,1,2010,GBR,6-Apr-85
Nick SYMMONDS,1499.7401635044425,5,2010,USA,30-Dec-83
Khadevis ROBINSON,1498.9092139580453,1,2010,USA,19-Jul-76
Yeimer LÓPEZ,1497.7208428326112,1,2010,CUB,20-Aug-82
David Mutinda MUTUA,1497.554992283737,1,2010,KEN,20-Apr-92
Karjuan WILLIAMS,1497.036111418322,1,2010,USA,5-Jul-87
Jackson Mumbwa KIVUVA,1496.0896560528076,6,2010,KEN,11-Aug-89
Michael RIMMER,1496.0017926300104,5,2010,GBR,3-Feb-86
Antonio Manuel REINA,1495.9830610442,1,2010,ESP,13-Jun-81
David TORRENCE,1495.4140381231382,1,2010,USA,26-Nov-85
Leonel MANZANO,1495.4005376023138,1,2010,USA,12-Sep-84
Gareth WARBURTON,1495.22789275667,1,2010,GBR,23-Apr-83
Hamza DRIOUCH,1494.9778876989153,1,2010,QAT,16-Nov-94
Duane SOLOMON,1494.446303183791,1,2010,USA,28-Dec-84
Adam KSZCZOT,1493.9993609055628,1,2010,POL,2-Sep-89
Jacob HERNANDEZ,1493.969585861826,1,2010,USA,8-Sep-85
Musaeb Abdulrahman BALLA,1493.6819274803033,1,2010,QAT,19-Mar-89
Alfred Kirwa YEGO,1493.5095127096565,5,2010,KEN,28-Nov-86
Brice ETES,1492.3876025818336,1,2010,MON,11-Apr-84
Thomas Arne ROTH,1492.22699422729,1,2010,NOR,11-Feb-91
Gilbert KIPCHOGE,1492.1474203195817,1,2010,KEN,4-May-83
Rizak DIRSHE,1492.086041200971,1,2010,SWE,5-Jan-72
Abraham KIPLAGAT,1490.8268931375385,2,2010,KEN,9-Aug-84
Jeff LASTENNET,1489.5272493263492,1,2010,FRA,26-Aug-87
Niall BROOKS,1489.4442837241493,1,2010,GBR,8-Jul-91
Luis Alberto MARCO,1489.3590147721561,1,2010,ESP,20-Aug-86
Ismail Ahmed ISMAIL,1489.263770580066,1,2010,SUD,10-Sep-84
Christian SMITH,1489.120840540615,1,2010,USA,31-Oct-83
Yusuf Saad KAMEL,1489.0992022179348,1,2010,BRN,29-Mar-83
Hamid OUALICH,1489.063909113123,1,2010,FRA,26-Apr-88
Belal Mansoor ALI,1487.1881631315352,2,2010,BRN,17-Oct-88
Richard KIPLAGAT,1486.7202822490851,2,2010,KEN,3-May-84
Augustine Kiprono CHOGE,1484.0657991395465,2,2010,KEN,21-Jan-87
Bram SOM,1482.7501051659874,4,2010,NED,20-Feb-80
