Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Dayron ROBLES,1500.7260071759115,14,2014,CUB,19-Nov-86
Ryan BRATHWAITE,1500.6640433061552,18,2014,BAR,6-Jun-88
Jason RICHARDSON,1500.5432242707388,50,2016,USA,4-Apr-86
Devon WILLIAMS,1500.4970250305519,1,2019,USA,17-Jan-94
Artur NOGA,1500.4623166244046,13,2015,POL,2-May-88
Gregor TRABER,1500.3988512194364,8,2018,GER,2-Dec-92
William SHARMAN,1500.3098540094325,22,2014,GBR,12-Sep-84
Andrew TURNER,1500.1629203494138,21,2012,GBR,19-Sep-80
Djaly KINA SIELELE,1500.1592025060395,1,2015,FRA,29-Jun-93
Adrien DEGHELT,1500.1173399353736,2,2012,BEL,10-May-85
Guillaume WOLFF,1500.013322258847,1,2013,FRA,4-Mar-89
Dexter FAULK,1500.0122037855244,2,2012,USA,14-Apr-84
Tim NOWAK,1499.976813909976,1,2019,GER,13-Aug-95
Allen JOHNSON,1499.9752670832886,1,2010,USA,1-Mar-71
Christopher BAILLIE,1499.9683714575472,1,2010,GBR,21-Apr-81
Richard PHILLIPS,1499.9590252693795,3,2012,JAM,26-Jan-83
Damien BROOTHAERTS,1499.9526853206676,1,2010,BEL,13-Mar-83
Yin JING,1499.952492657611,1,2010,CHN,23-May-88
Mike VAN KRUCHTEN,1499.9329367024238,1,2010,NED,7-Apr-87
Dayron CAPETILLO,1499.9321316120713,1,2010,CUB,11-Sep-87
Wei JI,1499.931597678411,1,2010,CHN,5-Feb-84
Helge SCHWARZER,1499.9281201428225,1,2010,GER,26-Nov-85
Richard DIAWARA,1499.9212477454525,1,2015,FRA,21-Apr-95
Maksim LYNSHA,1499.9202714574212,2,2012,BLR,6-Apr-85
John YARBROUGH,1499.914184658156,2,2010,USA,16-Aug-85
Willi MATHISZIK,1499.8991456717295,2,2011,GER,17-Jun-84
Tasuku TANONAKA,1499.8950074608665,1,2011,JPN,23-Sep-78
Terrence TRAMMELL,1499.8948192160337,1,2011,USA,23-Nov-78
Paulo César VILLAR,1499.8923521550728,4,2012,COL,28-Jul-78
Barrett NUGENT,1499.8840082432157,2,2013,USA,29-Jan-90
Selim NURUDEEN,1499.8829673247371,3,2013,NGR,1-Feb-83
Dominik BOCHENEK,1499.8766469928655,1,2011,POL,14-May-87
Alex AL AMEEN,1499.866501226676,1,2012,GBR,2-Mar-89
Joao ALMEIDA,1499.8631479528112,1,2012,POR,5-Apr-88
David PAYNE,1499.8445740834177,6,2013,USA,24-Jul-82
Dániel KISS,1499.8392103870349,2,2012,HUN,12-Feb-82
Aleksey DRYOMIN,1499.8367917692563,1,2012,RUS,10-May-89
Fawzi Dahash AL SHAMMARI,1499.8353824504463,1,2012,KUW,13-Feb-79
Ignacio MORALES,1499.8331550544513,1,2013,CUB,28-Jan-87
Tae-kyong PARK,1499.832651867781,1,2011,KOR,30-Jul-80
Andreas KUNDERT,1499.8276231121733,2,2011,SUI,1-Oct-84
Jackson QUINÓNEZ,1499.823000384064,1,2012,ESP,12-Jun-80
Konstantin SHABANOV,1499.8217853209737,3,2013,RUS,17-Nov-89
Kevin CRADDOCK,1499.8216842560405,6,2015,USA,25-Jun-87
Yohany PORTILLA,1499.8209082493343,1,2015,CUB,24-Jul-90
Dominic BERGER,1499.806259368479,2,2011,USA,19-May-86
Rohollah ASHGARI GANDMANI,1499.80000150469,1,2012,IRI,8-Jan-82
Damian CZYKIER,1499.7757603640753,6,2017,POL,10-Aug-92
Loic DESBONNES,1499.7648620546056,1,2015,FRA,26-Jul-91
Alexander JOHN,1499.7537396896053,3,2012,GER,3-May-86
Héctor COTTO,1499.7452024460754,2,2012,PUR,25-Apr-84
Ronald Roosevelt BENNETT,1499.710194533323,1,2012,HON,11-Oct-86
Ashton EATON,1499.7061646776733,3,2014,USA,21-Jan-88
David ILARIANI,1499.703043599758,1,2012,GEO,20-Jan-81
Xavier LOMBARDO,1499.6798842660846,1,2013,FRA,6-May-83
James GLADMAN,1499.6788278783226,1,2013,GBR,3-Jun-93
Logan TAYLOR,1499.6677025562008,1,2015,USA,3-Apr-86
Jorge Armando MCFARLANE,1499.6659349322322,1,2013,PER,20-Feb-88
Rayzamshah WAN SOFIAN,1499.6591559149788,1,2013,MAS,11-Jan-88
Omoghan OSAGHAE,1499.6485862425109,7,2013,USA,18-May-88
Diadie CISSOKHO,1499.6410069320468,1,2015,FRA,13-Feb-94
Gregory SEDOC,1499.639229182013,3,2013,NED,16-Oct-81
Jeff PORTER,1499.6213207574156,24,2017,USA,27-Nov-85
Gianni FRANKIS,1499.5915769260919,4,2013,GBR,16-Apr-88
Lawrence CLARKE,1499.5784675135465,18,2016,GBR,12-Mar-90
Martin MAZÁČ,1499.5691636192605,3,2013,CZE,6-May-90
Dongpeng SHI,1499.5577033926347,8,2013,CHN,6-Jan-84
Dwight THOMAS,1499.54675982123,26,2013,JAM,23-Sep-80
Ray STEWART,1499.5422514905545,1,2015,USA,5-Apr-89
Axel JEROME,1499.52411994029,1,2015,FRA,28-Jun-85
Nicolas BOROME,1499.4710388573249,2,2017,FRA,7-Oct-93
Athmane HADJ LAZIB,1499.4334187754816,2,2013,ALG,10-May-83
Erik BALNUWEIT,1499.3907720984835,4,2013,GER,21-Sep-88
Sam BAINES,1499.3895746767034,1,2015,AUS,8-Feb-91
Mohamed Lamine CAMARA,1499.3873337326704,1,2015,FRA,12-Dec-92
Kim Fai IONG,1499.3851872948062,2,2013,MAC,12-Jan-89
Joel BROWN,1499.3477411189842,16,2013,USA,31-Jan-80
Valdó SZŰCS,1499.324615253839,1,2019,HUN,29-Jun-95
Ladji DOUCOURE,1499.3150129638693,3,2014,FRA,28-Mar-83
Lehann FOURIE,1499.2561331050688,9,2013,RSA,16-Feb-87
Niklas KAUL,1499.19739104657,1,2019,GER,11-Feb-98
Tyron AKINS,1499.193856854632,10,2014,USA,6-Jan-86
Abdulaziz AL MANDEEL,1499.1713884460223,2,2017,KUW,22-May-89
Fan JIANG,1499.1683386125583,4,2014,CHN,16-Sep-89
Cedric TRAORE LAMINE,1499.1533383817061,1,2015,FRA,21-Sep-93
Spencer ADAMS,1499.1531692181065,1,2016,USA,10-Sep-89
Wayne DAVIS,1499.134035109942,5,2015,TTO,22-Aug-91
Ben REYNOLDS,1499.12810448664,1,2015,IRL,26-Sep-90
Emanuele ABATE,1499.1121913182046,5,2016,ITA,8-Jul-85
Philip NOSSMY,1499.0165074471633,3,2015,SWE,6-Dec-82
Bano TRAORE,1499.004879311528,3,2015,FRA,25-Apr-85
Jonathan DO NASCIMENTO DO PARAIZO,1498.8846191276498,1,2015,BRA,14-Apr-90
Genta MASUNO,1498.8751858197227,2,2017,JPN,24-May-93
Jumrut RITTIDET,1498.7881434334881,2,2015,THA,1-Feb-89
Wellington ZAZA,1498.7754091202896,1,2015,LBR,20-Jan-95
Solomon SIMMONS,1498.746456652098,1,2019,USA,26-Sep-93
Thomas MARTINOT-LAGARDE,1498.739004733696,10,2015,FRA,7-Feb-88
Konstantinos DOUVALIDIS,1498.7037979363477,15,2019,GRE,10-Mar-87
Honglin ZHANG,1498.7033838465832,1,2016,CHN,12-Jan-94
Jarret EATON,1498.6651432135466,7,2018,USA,24-Jun-89
Éder Antonio DE SOUZA,1498.5576473603082,4,2017,BRA,15-Oct-86
Simon KRAUSS,1498.5156436988786,1,2016,FRA,12-Feb-92
Deuce CARTER,1498.2840635976609,1,2016,JAM,28-Sep-90
Ronald FORBES,1498.21646307619,5,2016,CAY,5-Apr-85
Ryan WILSON,1498.1315451495084,38,2015,USA,19-Dec-80
Thomas VAN DER PLAETSEN,1498.123120237172,1,2019,BEL,24-Dec-90
Milan RISTIČ,1498.1164292677927,2,2016,SRB,8-Aug-91
Ruebin WALTERS,1498.1162860498728,1,2017,TTO,2-Apr-95
Ahmad Khader ALMUWALLAD,1497.7465966572697,1,2018,KSA,16-Feb-88
Benjamin SEDECIAS,1497.7289595495117,2,2017,FRA,18-Jan-95
Yordan O'FARRILL,1497.5871781893047,7,2017,CUB,9-Feb-93
Andrew RILEY,1497.5395909455533,22,2019,JAM,6-Sep-88
Cedric DUBLER,1497.5113342724521,1,2019,AUS,13-Jan-95
Eddie LOVETT,1497.4249541554386,9,2017,ISV,25-Jun-92
Hideki OMURO,1497.3415103118537,1,2017,JPN,25-Jul-90
David OMOREGIE,1497.3367256523356,8,2017,GBR,1-Nov-95
Siddhanth THINGALAYA,1497.2663423223617,1,2017,IND,1-Mar-91
Paweł WIESIOŁEK,1497.2231202371722,1,2019,POL,13-Aug-91
Vladimir VUKICEVIC,1497.1267202395443,3,2020,NOR,6-May-91
Sekou KABA,1497.0077701752498,3,2016,CAN,25-Aug-90
Petr SVOBODA,1496.9666713292027,8,2016,CZE,10-Oct-84
Milan TRAJKOVIC,1496.9149615576225,20,2019,CYP,17-Mar-92
Antwon HICKS,1496.8736217473581,6,2016,USA,12-Mar-83
Balázs BAJI,1496.8665624703126,27,2018,HUN,9-Jun-89
Matthias BÜHLER,1496.768834806284,6,2017,GER,2-Sep-86
Lindon VICTOR,1496.740792190602,1,2019,GRN,23-Feb-93
Oyeniyi ABEJOYE,1496.4750142353082,1,2018,NGR,16-Jan-94
Pierce LEPAGE,1496.442201305377,1,2019,CAN,22-Jan-96
Yidiel CONTRERAS,1496.2731808657159,6,2017,ESP,27-Nov-92
Byoungjun KIM,1496.2461340207872,1,2017,KOR,15-Aug-91
João Vitor DE OLIVEIRA,1496.2021655607032,5,2016,BRA,15-May-92
Jeffrey JULMIS,1496.181862545077,3,2017,HAI,30-Sep-87
Koen SMET,1495.9357314806534,3,2017,NED,9-Aug-92
Yaqoub Mohamed AL YOUHA,1495.8750292645555,4,2020,KUW,31-Jan-93
Hassane FOFANA,1495.6820177081995,3,2019,ITA,28-Apr-92
Fredrik SAMUELSSON,1495.5333154827517,1,2019,SWE,16-Feb-95
Paolo DAL MOLIN,1495.5275769638297,2,2020,ITA,31-Jul-87
Elmo LAKKA,1495.4404014702613,1,2019,FIN,10-Apr-93
Keisuke USHIRO,1495.3657627136618,1,2019,JPN,24-Jul-86
Georni JARAMILLO,1495.2652270567778,1,2019,VEN,6-Mar-89
Gabriel CONSTANTINO,1495.240021765756,6,2020,BRA,9-Feb-95
Mikel THOMAS,1494.8467251273048,11,2017,TTO,23-Nov-87
Shunya TAKAYAMA,1494.7454498048553,3,2019,JPN,3-Sep-94
Ahmad HAZER,1494.7070074527549,4,2017,LBN,4-Sep-89
Cameron FILLERY,1494.161855968132,2,2020,GBR,2-Nov-98
Jake PORTER,1493.6230935678454,2,2018,GBR,13-Nov-93
Antonio ALKANA,1493.5096316908862,24,2020,RSA,12-Apr-90
Greggmar SWIFT,1493.4450430481174,5,2019,BAR,16-Feb-91
Isaiah MOORE,1493.4009512003013,1,2019,USA,12-Jun-96
Pieter BRAUN,1493.3281528293514,1,2019,NED,21-Jan-93
Louis François MENDY,1493.3200512763542,1,2019,SEN,2-Mar-99
Martin ROE,1493.2448843365578,1,2019,NOR,1-Apr-92
Janek ÕIGLANE,1493.1612219451572,1,2019,EST,25-Apr-94
Johnathan CABRAL,1492.729815958501,13,2019,CAN,31-Dec-92
Jianhang ZENG,1492.562652486029,3,2019,CHN,17-Sep-98
Vitali PAROKHONKA,1492.1418988769365,1,2019,BLR,18-Aug-93
Ruan DE VRIES,1492.0433672174763,1,2019,RSA,1-Feb-86
Taio KANAI,1491.805272814002,2,2019,JPN,28-Sep-95
Aleec HARRIS,1491.0020260858685,14,2019,USA,31-Oct-90
Ludovic PAYEN,1490.7399494018723,3,2018,FRA,18-Feb-95
Orlando BENNETT,1490.571848648909,2,2019,JAM,12-Oct-99
Xaysa ANOUSONE,1490.1289251246167,4,2019,LAO,20-Mar-94
Fadane HAMADI,1489.8226885578115,1,2019,COM,21-Jul-92
Yohan CHAVERRA,1489.7754360816734,2,2019,COL,21-Mar-95
Lorenzo PERINI,1489.4539296559678,5,2020,ITA,22-Jul-94
Roger IRIBARNE,1489.033334880806,3,2019,CUB,2-Jan-96
Jason JOSEPH,1488.8643052032776,6,2020,SUI,11-Oct-98
Eduardo RODRIGUES,1485.8365369374449,2,2019,BRA,8-Oct-95
Nicholas HOUGH,1484.1678217006447,7,2019,AUS,20-Oct-93
Aurel MANGA,1483.300365384761,12,2019,FRA,24-Jul-92
David KING,1479.8764526840014,11,2020,GBR,13-Jun-94
