Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Noah LYLES,1622.8036076357903,7,2018,USA,18-Jul-97
Ramil GULIYEV,1581.662460182742,22,2018,TUR,29-May-90
Usain BOLT,1554.0602988192823,25,2016,JAM,21-Aug-86
André DE GRASSE,1540.408994387526,7,2018,CAN,10-Nov-94
Alonso EDWARD,1539.031440513452,39,2018,PAN,8-Dec-89
Jereem RICHARDS,1531.0650367602348,8,2018,TTO,13-Jan-94
Michael NORMAN,1527.8597870717947,2,2018,USA,3-Dec-97
Wayde VAN NIEKERK,1524.9577240169879,5,2017,RSA,15-Jul-92
Akeem BLOOMFIELD,1524.868518904827,1,2018,JAM,10-Nov-97
Justin GATLIN,1524.0184041547077,9,2016,USA,10-Feb-82
LaShawn MERRITT,1517.0220565233617,4,2017,USA,27-Jun-86
Aaron BROWN,1516.6004108191687,18,2018,CAN,27-May-92
Yohan BLAKE,1513.3431929466965,12,2017,JAM,26-Dec-89
Christophe LEMAITRE,1512.9614990540601,33,2017,FRA,11-Jun-90
Abdul Hakim SANI BROWN,1512.1930067480935,5,2017,JPN,6-Mar-99
Adam GEMILI,1510.1067437643333,12,2018,GBR,6-Oct-93
Anaso JOBODWANA,1509.116059711413,17,2018,RSA,30-Jul-92
Alex QUIÑÓNEZ,1509.0882842936867,11,2018,ECU,11-Aug-89
Julian FORTE,1508.9494594265334,10,2016,JAM,7-Jan-93
Femi OGUNODE,1508.256811218594,12,2016,QAT,15-May-91
Ameer WEBB,1507.050625927868,21,2018,USA,19-Mar-91
Alan DUVIGNEAU,1506.75,1,2016,FRA,3-Feb-95
Nickel ASHMEADE,1506.0646676132496,34,2016,JAM,7-Apr-90
Zharnel HUGHES,1505.4483562589903,11,2017,AIA,13-Jul-95
Isaac MAKWALA,1505.3964420248922,5,2017,BOT,24-Sep-85
Fred KERLEY,1504.7926288978576,2,2017,USA,7-May-95
David LIMA,1503.8338290191787,2,2017,POR,6-Sep-90
Walter DIX,1503.7523345027414,15,2016,USA,31-Jan-86
Miguel FRANCIS,1503.4832274787354,4,2015,ANT,28-Mar-95
Divine ODUDURU,1503.4024189516444,2,2016,NGR,7-Oct-96
Nery BRENES,1503.1533496753518,3,2016,CRC,25-Sep-85
Rai BENJAMIN,1503.146933878742,2,2018,USA,27-Jul-97
Kyree KING,1503.1052275295656,2,2017,USA,9-Jul-94
Warren WEIR,1503.0655941314935,22,2017,JAM,31-Oct-89
Rondel SORRILLO,1502.942642710569,11,2016,TTO,21-Jan-86
Sydney SIAME,1502.644657661325,3,2017,ZAM,7-Oct-97
Jason YOUNG,1502.3831068869595,8,2013,JAM,21-Mar-91
Julian REUS,1502.0718360606418,2,2016,GER,29-Apr-88
Ján VOLKO,1501.8069614344315,2,2017,SVK,2-Nov-96
Salem Eid YAQOOB,1501.6918442956853,3,2017,BRN,1-Mar-96
Daniel TALBOT,1501.664699537455,14,2017,GBR,1-May-91
Ramon GITTENS,1501.5451210771491,1,2016,BAR,20-Jul-87
Jimmy VICAUT,1501.121540581545,4,2013,FRA,27-Feb-92
Dylan VERMONT,1500.9602142802482,1,2016,FRA,24-Aug-99
Jorge VIDES,1500.8529917219462,1,2016,BRA,24-Nov-92
Filippo TORTU,1500.8013174832315,3,2017,ITA,15-Jun-98
Roberto SKYERS,1500.7649238057807,6,2016,CUB,12-Nov-91
Matteo GALVAN,1500.6694628526038,2,2016,ITA,24-Aug-88
Tyson GAY,1500.4527207894703,3,2014,USA,9-Aug-82
Christian MALCOLM,1500.266362914468,10,2012,GBR,3-Jun-79
Sean MCLEAN,1500.1717615096977,2,2016,USA,23-Mar-92
Michael MATHIEU,1500.1281088516912,2,2012,BAH,24-Jun-84
Kamil KRYŃSKI,1500.1277684428455,2,2012,POL,12-May-87
Jared CONNAUGHTON,1500.095375215922,3,2012,CAN,20-Jul-85
Angelo TAYLOR,1500.0908338171812,2,2010,USA,29-Dec-78
Hitoshi SAITO,1500.0645756195017,2,2011,JPN,9-Oct-86
Clarence MUNYAI,1500.0489682164257,2,2017,RSA,20-Feb-98
Daniel Alfonso GRUESO,1500.007274069978,1,2011,COL,30-Jul-85
Kim COLLINS,1499.9745191746174,3,2011,SKN,5-Apr-76
Michael HERRERA,1499.952180720098,3,2012,CUB,5-Jun-85
Noah AKWU,1499.9466659594782,1,2012,NGR,23-Sep-90
Jason LIVERMORE,1499.936140548637,3,2014,JAM,25-Apr-88
Steve MULLINGS,1499.9218708328237,2,2010,JAM,29-Nov-82
Ronald POGNON,1499.921698542149,1,2010,FRA,16-Nov-82
Amr Ibrahim Mostafa SEOUD,1499.9050409859879,3,2012,EGY,10-Jun-86
Andrew HOWE,1499.8880997728334,2,2014,ITA,12-May-85
Yuichi KOBAYASHI,1499.88779356447,2,2013,JPN,25-Aug-89
Calvin SMITH,1499.8743960861939,1,2010,USA,10-Dec-87
Brendan CHRISTIAN,1499.8688451344551,2,2012,ANT,11-Dec-83
Aaron ARMSTRONG,1499.8667893902639,1,2010,TTO,14-Oct-77
Ben Youssef MEITÉ,1499.8370985721062,1,2011,CIV,11-Nov-86
Peimeng ZHANG,1499.834473171341,2,2013,CHN,13-Mar-87
Brijesh LAWRENCE,1499.829890617432,1,2011,SKN,27-Dec-89
Pierre Alexis PESSONNEAUX,1499.8207197839147,1,2011,FRA,25-Nov-87
Craig PICKERING,1499.8196392673367,1,2010,GBR,16-Oct-86
Lalonde GORDON,1499.8185657332865,2,2013,TTO,25-Nov-88
Mingxuan LI,1499.8166874017782,1,2010,CHN,4-Mar-86
Kind BUTLER,1499.8098163876043,1,2013,USA,8-Apr-89
Jordan BOASE,1499.8066486537223,2,2011,USA,10-Oct-85
Teddy TINMAR,1499.78695502051,1,2011,FRA,30-May-87
Marlon DEVONISH,1499.780892442859,3,2010,GBR,1-Jun-76
Richard KILTY,1499.768650344055,2,2015,GBR,2-Sep-89
Lebogang MOENG,1499.7679156870963,1,2011,RSA,10-Oct-89
Thuso MPUANG,1499.7362745238568,1,2011,RSA,1-Mar-84
Nilson Andre DE OLIVEIRA,1499.7361058138567,1,2011,BRA,30-Jan-86
Pavel MASLÁK,1499.718162060622,3,2012,CZE,21-Feb-91
Shinji TAKAHIRA,1499.7140627158815,5,2012,JPN,18-Jul-84
Rytis SAKALAUSKAS,1499.7133082584387,1,2011,LTU,27-Jun-87
Jonathan ÅSTRAND,1499.7108991473797,4,2012,FIN,9-Sep-85
Bryan BARNETT,1499.702282120091,1,2011,CAN,10-Feb-87
Leroy DIXON,1499.696810017978,1,2011,USA,20-Jun-83
Xavier CARTER,1499.6928473114842,7,2011,USA,8-Dec-85
Brian DZINGAI,1499.690397404367,1,2011,ZIM,29-Apr-81
Leon BAPTISTE,1499.6896032814502,1,2011,GBR,23-May-85
Gabriel MVUMVURE,1499.660470052831,1,2011,ZIM,23-Feb-88
Marc SCHNEEBERGER,1499.6523942204055,3,2011,SUI,5-Jul-81
David BOLARINWA,1499.642919022609,1,2013,GBR,20-Oct-93
Sebastian ERNST,1499.6371423223923,2,2011,GER,11-Oct-84
Darvis PATTON,1499.629949082382,5,2013,USA,4-Dec-77
Carlos Rafael JORGE,1499.6255100977055,1,2012,DOM,24-Sep-86
Ramone MCKENZIE,1499.6191751981928,1,2013,JAM,15-Nov-90
Delano WILLIAMS,1499.5727083078286,3,2013,GBR,23-Dec-93
Ainsley WAUGH,1499.552037131643,6,2011,JAM,17-Sep-81
Harry AIKINES-ARYEETEY,1499.532722833398,1,2012,GBR,29-Aug-88
Sergio RUIZ,1499.5299932536627,1,2013,ESP,21-Oct-89
Roudy MONROSE,1499.5265233616346,1,2011,HAI,26-Apr-78
Leeroy HENRIETTE,1499.518675862304,1,2011,SEY,7-Jan-91
Khalilur RAHMAN,1499.513817547961,1,2011,BAN,1-Feb-90
Calvin DASCENT,1499.5120661082638,1,2011,ISV,5-Apr-89
Holder Ocante DA SILVA,1499.5108515914708,1,2011,GBS,22-Jan-88
Vyacheslav MURAVYEV,1499.4627787591467,1,2012,KAZ,14-Jul-82
Christian REYES,1499.442474004194,1,2012,CHI,5-Aug-86
Richard THOMPSON,1499.4418593823327,3,2012,TTO,7-Jun-85
Arnaldo ABRANTES,1499.4287599800468,2,2012,POR,27-Nov-86
Trevorano MACKEY,1499.4149003769112,1,2012,BAH,5-Jan-92
Paul HESSION,1499.4103572222728,6,2012,IRL,27-Jan-83
José Carlos HERRERA,1499.396979045813,4,2016,MEX,5-Feb-86
Titus Kafunda MUKHALA,1499.3862570369597,1,2013,ZAM,3-Aug-93
Omar Jouma Bilal AL SALFA,1499.3767846678625,2,2011,UAE,15-Oct-89
Marvin ANDERSON,1499.3706689366772,11,2012,JAM,12-May-82
Patrick VAN LUIJK,1499.369991460277,2,2012,NED,17-Sep-84
Lestrod ROLAND,1499.3630768154528,1,2013,SKN,5-Sep-92
Jan ŽUMER,1499.3592958151044,1,2013,SLO,9-Jun-82
Marek NIIT,1499.291911941389,2,2012,EST,9-Aug-87
Enrico DEMONTE,1499.2662842291302,1,2013,ITA,25-Sep-88
Reynier MENA,1499.259947465424,3,2016,CUB,21-Nov-96
Méba-Mickaël ZEZE,1499.2554908954953,1,2013,FRA,19-May-94
Jidou EL MOCTAR,1499.2127251302059,1,2012,MTN,8-Jul-85
Ibrahim TURAY,1499.198993921529,1,2012,SLE,4-Sep-93
Maurice MITCHELL,1499.1969200218246,5,2013,USA,22-Dec-89
Joel REDHEAD,1499.1955022746383,1,2012,GRN,3-Jul-86
Jean-Yves ESPARON,1499.1942965470157,1,2012,SEY,8-Aug-94
