Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Mo FARAH,1641.3787853150957,24,2017,GBR,23-Mar-83
Muktar EDRIS,1621.029438170273,20,2017,ETH,14-Jan-94
Yomif KEJELCHA,1564.994738083435,14,2017,ETH,1-Aug-97
Hagos GEBRHIWET,1562.164415538799,26,2016,ETH,11-May-94
Paul CHELIMO,1558.1309355451422,7,2017,USA,27-Oct-90
Selemon BAREGA,1528.8274283038172,4,2017,ETH,20-Jan-00
Mohammed AHMED,1524.6218830323694,12,2017,CAN,5-Jan-91
Joshua CHEPTEGEI,1523.2003844424094,6,2017,UGA,12-Sep-96
Bernard LAGAT,1522.3792345017337,18,2016,USA,12-Dec-74
Geoffrey KAMWOROR,1519.3992170301103,3,2017,KEN,28-Nov-92
Andrew BUTCHART,1519.101518877432,6,2017,GBR,14-Oct-91
Aron KIFLE,1517.4568712080368,5,2017,ERI,20-Feb-98
Ibrahim JEILAN,1514.7864109420611,7,2016,ETH,12-Jun-89
Justyn KNIGHT,1513.9011538645896,2,2017,CAN,19-Jul-96
Caleb Mwangangi NDIKU,1513.1092833506373,13,2017,KEN,9-Oct-92
Thomas Pkemei LONGOSIWA,1513.0515932345686,32,2016,KEN,14-Jan-82
Galen RUPP,1510.5414012062697,22,2015,USA,8-May-86
Abdelaati IGUIDER,1509.6229956813536,6,2016,MAR,25-Mar-87
Albert ROP,1507.6505350466578,20,2017,KEN,17-Jul-92
Evan JAGER,1507.1130333033332,2,2016,USA,8-Mar-89
Yenew ALAMIREW,1506.5565785638219,30,2017,ETH,27-May-90
Dejen GEBREMESKEL,1506.2881786650294,18,2016,ETH,24-Nov-89
Birhanu BALEW,1505.7167147988357,4,2017,BRN,27-Feb-96
Abrar OSMAN,1504.9292032253368,7,2016,ERI,1-Jan-94
Nick WILLIS,1503.1063406330259,1,2015,NZL,25-Apr-83
Abadi HADIS,1502.3450296297387,2,2016,ETH,6-Nov-97
Vincent Kiprop CHEPKOK,1501.8820260515563,12,2013,KEN,5-Jul-88
Edwin Cheruiyot SOI,1501.5854769756716,28,2016,KEN,3-Mar-86
Morgan MCDONALD,1501.5692850956793,1,2017,AUS,23-Apr-96
John KIPKOECH,1501.4232046732477,10,2014,KEN,29-Dec-91
Bashir ABDI,1501.3244822689521,5,2017,BEL,10-Feb-89
Nguse AMLOSOM,1501.2692116274916,1,2015,ERI,10-Nov-86
Tariku BEKELE,1501.222167970886,13,2013,ETH,28-Feb-87
Isiah Kiplangat KOECH,1500.9727679898988,30,2016,KEN,19-Dec-93
Yigrem DEMELASH,1500.8333354382385,7,2016,ETH,26-Jan-94
Eliud KIPCHOGE,1500.8331283299428,12,2012,KEN,5-Nov-84
Bedan KAROKI,1500.6715043416893,1,2015,KEN,21-Aug-90
Stephen MOKOKA,1500.4583846905816,2,2016,RSA,31-Jan-85
Kenenisa BEKELE,1500.338297558888,4,2012,ETH,13-Jun-82
Dejeni REGASSA,1500.2893590154276,3,2013,BRN,18-Apr-89
Chris SOLINSKY,1500.2891311328624,4,2010,USA,5-Dec-84
Sammy Alex MUTAHI,1500.1083298687902,2,2010,KEN,1-Jun-89
Brandon BETHKE,1500.0825180056381,1,2011,USA,19-Jan-87
Sileshi SIHINE,1500.0296409004459,2,2012,ETH,29-Jan-83
Essa Ismail RASHED,1500.0081104234996,1,2010,QAT,14-Dec-86
Dathan RITZENHEIN,1499.921369990233,2,2013,USA,30-Dec-82
Ahmad Hassan ABDULLAH,1499.9157823445908,1,2010,QAT,4-Apr-81
Saif Saaeed SHAHEEN,1499.894443630843,1,2010,QAT,15-Oct-82
Bekana DABA,1499.885202782912,3,2010,ETH,29-Jul-88
Bilisuma Shugi GELASSA,1499.8816271776373,3,2012,BRN,19-Jul-89
Ed MORAN,1499.8766175160263,1,2010,USA,27-May-81
Lawi LALANG,1499.8537337063426,4,2015,KEN,15-Jun-91
Juan VAN DEVENTER,1499.8432044597882,1,2010,RSA,26-Mar-83
Mathew Kipkoech KISORIO,1499.7933462752255,5,2010,KEN,16-May-89
Dennis MASAI,1499.785728119914,1,2011,KEN,1-Dec-91
Abera KUMA,1499.7790695369058,11,2012,ETH,31-Aug-90
Patrick TIERNAN,1499.7590153377741,4,2017,AUS,11-Sep-94
Moukhled AL OUTAIBI,1499.7337038417863,1,2012,KSA,20-Jun-76
Ayele ABSHERO,1499.7324503331906,1,2010,ETH,28-Dec-90
John Kemboi CHERUIYOT,1499.7025168711732,1,2011,KEN,5-Jul-90
James WALSH,1499.6899416065307,1,2011,GBR,22-Sep-81
Mosinet GEREMEW,1499.682723171625,1,2012,ETH,12-Feb-92
Kenneth Kiprop KIPKEMOI,1499.678658511078,1,2013,KEN,2-Aug-84
Augustine Kiprono CHOGE,1499.671372093907,6,2014,KEN,21-Jan-87
Patrick Mutunga MWIKYA,1499.6574344963674,1,2011,KEN,20-Nov-94
Micah Kemboi KOGO,1499.6558030134088,2,2010,KEN,30-Jun-86
Joseph EBUYA,1499.6515496540883,3,2010,KEN,20-Jun-87
Daniel Kipchirchir KOMEN,1499.6435770887092,2,2011,KEN,27-Nov-84
Emmanuel Kipkemei BETT,1499.6417827212208,2,2012,KEN,29-Mar-85
Hosea Mwok MACHARINYANG,1499.6404376663268,2,2010,KEN,12-Jun-86
Yusuf Kibet BIWOTT,1499.629318818492,2,2010,KEN,12-Nov-86
Mumin GALA,1499.620464721928,4,2012,DJI,6-Apr-86
Sylvain RUKUNDO,1499.6203148589038,1,2011,RWA,20-Dec-88
Lopez LOMONG,1499.6201610792473,4,2014,USA,1-Jan-85
Rui SILVA,1499.607217747603,1,2011,POR,3-Aug-77
Andrew BUMBALOUGH,1499.594458742823,2,2014,USA,14-Mar-87
David Kiprotich BETT,1499.5935885676554,2,2012,KEN,18-Oct-92
Nick MCCORMICK,1499.5917984657676,1,2012,GBR,11-Sep-81
Josphat Kipkoech BETT,1499.5659511885426,3,2011,KEN,12-Jun-90
Adrian BLINCOE,1499.5647183526376,1,2012,NZL,4-Nov-79
Scott BAUHS,1499.5632030781048,1,2011,USA,11-May-86
Jonathan Muia NDIKU,1499.551481071954,1,2014,KEN,18-Sep-91
Hunegnaw MESFIN,1499.5435114882143,1,2011,ETH,31-Jan-89
Gerard GAHUNGU,1499.5318412854963,1,2011,BDI,5-May-89
Leonard Patrick KOMON,1499.5261963430626,3,2010,KEN,10-Jan-88
Moses Ndiema MASAI,1499.4916313556064,3,2012,KEN,1-Jun-86
Kazuya WATANABE,1499.4813326200442,1,2011,JPN,7-Jul-87
Hassan HIRT,1499.4494948615684,1,2012,FRA,16-Jan-80
Seung-ho BAEK,1499.4112289407024,1,2011,KOR,16-Dec-90
Faisa Dame TASAMA,1499.4020453053427,1,2013,ETH,12-Oct-87
Titus Kipjumba MBISHEI,1499.3954018673417,3,2011,KEN,28-Oct-90
James Kwalia C'KURUI,1499.3801971245098,2,2012,QAT,12-Jun-84
Alberto LOZANO DE PEDRO,1499.3592289180174,1,2013,ESP,23-Feb-87
Vincent RONO,1499.3115357078514,1,2014,KEN,11-Dec-90
Abraham KIPLIMO,1499.293778529467,2,2012,UGA,14-Apr-89
Cornelius KANGOGO,1499.2857537434552,3,2016,KEN,15-Dec-93
Jamal HITRANE,1499.280154568779,1,2013,MAR,1-Sep-89
Abdelhadi EL HACHIMI,1499.278468320978,1,2013,BEL,15-Dec-74
Christian NGNINGBA,1499.275359247306,1,2011,GAB,30-Dec-84
Bouabdellah TAHRI,1499.2736016921235,2,2014,FRA,20-Dec-78
Yohan DURAND,1499.2674224958032,1,2012,FRA,14-May-85
Chesari Kirui JACOB,1499.2510725242032,3,2012,KEN,6-Apr-84
Amanuel MESEL,1499.2450063069195,4,2012,ERI,29-Dec-90
Matt TEGENKAMP,1499.2412906988552,3,2012,USA,19-Jan-82
Abdishakor Nagea ABDULLE,1499.2361653447156,1,2011,SOM,23-Jun-93
Polat Kemboi ARIKAN,1499.229523121633,2,2012,TUR,12-Dec-90
Kidane TADESSE,1499.2023018451218,1,2012,ERI,31-Aug-87
Andrew BAYER,1499.1517724505184,1,2013,USA,3-Feb-90
Byron PIEDRA,1499.1308960319695,1,2013,ECU,19-Aug-82
Serhiy LEBID,1499.1262697319726,1,2012,UKR,15-Jul-75
Daniel Lemashon SALEL,1499.0958778423958,4,2012,KEN,11-Dec-90
Moses Mukono LETOYIE,1499.0890571546345,1,2014,KEN,27-Nov-95
Geoffrey KIRUI,1499.0865878117668,2,2013,KEN,16-Feb-93
Eric SEBAHIRE,1499.0827919942567,1,2013,RWA,6-Jan-85
Lucas Kimeli ROTICH,1499.0765037175433,8,2012,KEN,16-Apr-90
Ben ST. LAWRENCE,1499.01157097736,4,2013,AUS,7-Nov-81
Rabah ABOUD,1498.981683399272,2,2012,ALG,1-Jan-81
Javier CARRIQUEO,1498.9656546103238,2,2012,ARG,29-May-79
Vincent Kipsegechi YATOR,1498.9583745648115,5,2012,KEN,11-Jul-89
Moses KIBET,1498.9260502686443,2,2012,UGA,23-Mar-91
Kaan Kigen ÖZBILEN,1498.8669604645236,4,2013,KEN,15-Jan-86
Abudllah Abdulaziz AL JOUD,1498.866259541203,1,2012,KSA,10-Jul-75
Paul Kipsiele KOECH,1498.854930514025,2,2016,KEN,10-Nov-81
Geofrey KUSURO,1498.8147178504269,2,2012,UGA,12-Feb-89
Debeli GEZMU,1498.7596287806205,1,2014,ETH,14-Apr-96
Rene HERRERA,1498.7368420877438,1,2012,PHI,24-May-79
Craig MOTTRAM,1498.7097174388205,7,2012,AUS,18-Jun-80
Daniele MEUCCI,1498.6340653458224,4,2013,ITA,7-Oct-85
Ruben SANCA,1498.625249496192,1,2012,CPV,13-Dec-86
Mark Kosgei KIPTOO,1498.594346810326,10,2013,KEN,21-Jun-76
Teklemariam MEDHIN,1498.5672106048983,5,2013,ERI,24-Jun-89
Girma MECHESO,1498.4782706954911,1,2014,USA,16-Jan-88
Younéss ESSALHI,1498.47492220725,1,2016,MAR,20-Feb-93
Timothy TOROITICH,1498.4616792635113,1,2014,UGA,10-Oct-91
Rinas AKHMADEYEV,1498.3919827782488,1,2013,RUS,25-May-89
Alistair Ian CRAGG,1498.2785813698392,8,2012,IRL,13-Jun-80
Yitayal Atnafu ZERIHUN,1498.2100091921352,4,2013,ETH,20-Jan-93
Nixon Kiplimo CHEPSEBA,1498.1649654856742,1,2015,KEN,12-Dec-90
